test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
363,0,2.4990234375,1.0,2.0,0.0,1.0,3.0,75.0,2.0,2.0,11.0,0.21,1.0,29.0,3.0,0.0,28.0,1.0,3.75862068965517,1.0,6.72413793103448,1.0,0.0,1.0,0.0,3.0,2.0,0.5,0.5,1,9500976562500.0
364,0,12.4991455078125,1.0,2.0,6.0,0.0,3.0,77.0,16.0,14.0,4.0,0.09,1.0,57.0,1.0,2.0,3.49365234375,3.0,4.03389830508475,0.0,6.74576271186441,0.0,0.0,0.407407407407407,1.0,4.0,6.0,0.5,0.5,2,5500854492187.5
397,0,6.0,0.0,4.0,0.0,0.0,4.0,27.0,1.0,7.0,10.0,0.11,0.0,16.0,4.0,0.0,10.5,1.0,3.6875,1.0,7.4375,1.0,0.0,0.571428571428571,0.0,1.0,2.0,0.5,0.5,1,3.5410764872509306
450,0,0.0,0.0,1.0,1.0,0.0,2.0,29.0,4.0,0.0,2.0,0.38,0.0,8.0,5.0,2.0,8.0,1.0,5.44444444444444,4.0,4.33333333333333,2.0,0.0,0.36660975217819214,0.0,1.0,0.0,0.51,0.49,1,633390247821.8079
451,0,0.0,0.0,1.0,0.0,0.0,2.0,22.0,1.0,0.0,0.0,1.69,0.0,2.0,3.0,0.0,3.0,1.0,3.5,3.0,3.0,2.0,0.0,0.875,0.0,1.0,0.0,0.5,0.5,1,125000000000.0
456,0,1.0,0.0,3.0,0.0,0.0,3.0,32.0,6.0,6.0,1.0,0.13,0.0,20.0,6.0,3.0,11.0,1.0,6.08695652173913,2.0,3.78260869565217,2.0,0.0,0.3570905923843384,0.0,1.0,0.0,0.51,0.49,1,642909407615.6616
458,0,0.0,0.0,2.0,0.0,0.0,2.0,34.0,6.0,7.0,2.0,0.16,0.0,20.0,4.5,22.0,13.0,1.0,11.4782608695652,3.0,4.39130434782609,2.0,0.0,1.0,0.0,1.0,0.0,0.52,0.48,1,1.0117361392142104
460,0,0.0,0.0,1.0,0.0,0.0,1.0,40.0,3.0,6.0,1.0,0.45,0.0,14.0,5.0,2.0,9.0,1.0,5.06666666666667,2.0,3.73333333333333,2.0,0.0,0.41420555114746094,0.0,1.0,0.0,0.5,0.5,1,585794448852.5391
467,0,11.4990234375,0.0,1.0,9.0,7.0,2.0,5431.0,18.0,12.0,17.0,1.18,0.0,39.0,2.0,0.0,10.48486328125,2.0,2.50670640834575,0.0,3.36512667660209,0.0,0.0,0.802325581395349,6.0,5.0,22.0,0.5,0.5,2,15500976562500.0
476,0,0.0,0.0,1.0,3.0,0.0,2.0,15.0,2.0,0.0,0.0,0.23,0.0,7.0,5.499878287315369,0.0,6.0,1.0,3.28571428571429,1.0,3.42857142857143,1.0,0.0,1.0,0.0,1.0,0.0,0.51,0.49,1,0.33732747381916495
478,0,0.0,0.0,1.0,3.0,0.0,2.0,15.0,2.0,0.0,0.0,0.23,0.0,7.0,5.499878287315369,0.0,6.0,1.0,3.28571428571429,1.0,3.42857142857143,1.0,0.0,1.0,0.0,1.0,0.0,0.51,0.49,1,0.33732747381916495
479,0,0.0,0.0,1.0,3.0,0.0,2.0,15.0,2.0,0.0,0.0,0.23,0.0,7.0,5.499878287315369,0.0,6.0,1.0,3.28571428571429,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,1,0.33732747381916495
514,0,6.0,0.0,4.0,12.0,4.0,6.0,211.0,1.0,4.0,0.0,0.29,0.0,0.0,1.0,0.0,11.0,1.0,5.63157894736842,1.0,4.36842105263158,1.0,0.0,0.4105231761932377,0.0,4.0,2.0,0.5,0.5,1,18048252378.191284
522,0,1.0,0.0,1.0,4.0,0.0,2.0,124.0,1.0,0.0,0.0,0.27,0.0,0.0,1.0,0.0,18.499390125274658,1.0,3.57777777777778,1.0,2.94444444444444,1.0,0.0,0.444444444444444,0.0,4.0,6.0,0.53,0.47,1,1.855055265993352
845,0,40.0,0.0,1.0,16.0,0.0,2.0,38.0,1.0,0.0,0.0,0.09,0.0,39.0,1.0,0.0,14.4970703125,3.0,4.59523809523809,2.0,6.80952380952381,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,1,6.914518308206221
