,score,project,explainer,model
52,0.0,camel@0,LIME,CatB
799,0.7187952884282608,camel@0,LIME,CatB
2911,0.6234350446044896,camel@0,LIME,CatB
2489,0.8266226032426001,camel@0,LIME,CatB
1620,0.21588951402466325,camel@0,LIME,CatB
123,0.7687226363708418,camel@0,LIME,CatB
1743,0.19485321360217575,camel@0,LIME,CatB
1534,0.7080064733145561,camel@0,LIME,CatB
110,0.5789082392595162,camel@0,LIME,CatB
377,0.7071067811865475,camel@0,LIME,CatB
348,0.7519640709187859,camel@0,LIME,CatB
921,0.7452987394610494,camel@0,LIME,CatB
1800,0.4104110909696429,camel@0,LIME,CatB
1516,0.6902754377280832,camel@0,LIME,CatB
50,0.0,camel@0,LIME,CatB
361,0.6043382563456156,camel@0,LIME,CatB
432,0.26761917357392995,camel@0,LIME,CatB
444,0.6505424000665019,camel@0,LIME,CatB
58,0.5070378807067953,camel@0,LIME,CatB
958,0.7708522044596238,camel@0,LIME,CatB
107,0.5952817934709312,camel@0,LIME,CatB
1737,0.7814437062162922,camel@0,LIME,CatB
1735,0.6428138083428045,camel@0,LIME,CatB
1764,0.5993314528111706,camel@0,LIME,CatB
1771,0.5993314528111706,camel@0,LIME,CatB
433,0.7814437062162922,camel@0,LIME,CatB
1742,0.763766700949933,camel@0,LIME,CatB
1775,0.776573251587753,camel@0,LIME,CatB
818,0.0,camel@0,LIME,CatB
38,0.734915360408569,camel@0,LIME,CatB
1537,0.709516008139189,camel@0,LIME,CatB
1690,0.7038372958191753,camel@0,LIME,CatB
960,0.7249674435180854,camel@0,LIME,CatB
3523,0.14010267069987956,camel@0,LIME,CatB
695,0.5,camel@0,LIME,CatB
2414,0.5,camel@0,LIME,CatB
106,0.6736243367989813,camel@0,LIME,CatB
956,0.6123724356957946,camel@0,LIME,CatB
1682,0.3157894736842105,camel@0,LIME,CatB
920,0.0,camel@0,LIME,CatB
2617,0.1959744500210359,camel@0,LIME,CatB
865,0.5235973208979756,camel@0,LIME,CatB
957,0.0,camel@0,LIME,CatB
153,0.21821789023599242,camel@0,LIME,CatB
454,0.5440527834428521,hive@0,LIME,CatB
108,0.8237357733160352,hive@0,LIME,CatB
601,0.6077219798706991,hive@0,LIME,CatB
1059,0.6708143013164458,hive@0,LIME,CatB
522,0.617339201524953,hive@0,LIME,CatB
1405,0.5495742654694572,hive@0,LIME,CatB
272,0.11372225924791204,hive@0,LIME,CatB
174,0.6298999628282569,hive@0,LIME,CatB
360,0.7691220491161092,hive@0,LIME,CatB
389,0.7476467715445385,hive@0,LIME,CatB
1312,0.6454076485545724,hive@0,LIME,CatB
429,0.3220542033600175,hive@0,LIME,CatB
965,0.788506791078976,hive@0,LIME,CatB
337,0.601617691877194,hive@0,LIME,CatB
298,0.758361101375962,hive@0,LIME,CatB
285,0.5807765992772849,hive@0,LIME,CatB
344,0.7239882055561525,hive@0,LIME,CatB
505,0.6540581343291456,hive@0,LIME,CatB
994,0.20851441405707477,hive@0,LIME,CatB
1322,0.3438335610836648,hive@0,LIME,CatB
320,0.667450382816731,hive@0,LIME,CatB
269,0.5357786804169031,hive@0,LIME,CatB
1074,0.7745966692414833,hive@0,LIME,CatB
325,0.4144671933023981,hive@0,LIME,CatB
1356,0.5549026034477105,hive@0,LIME,CatB
1371,0.5146205615681604,hive@0,LIME,CatB
313,0.4881929331681085,hive@0,LIME,CatB
1404,0.6842622577349019,hive@0,LIME,CatB
323,0.24898294392053102,hive@0,LIME,CatB
993,0.4489545073042683,hive@0,LIME,CatB
183,0.7086791562345091,hive@0,LIME,CatB
225,0.6209122121605675,hive@0,LIME,CatB
723,1.0,hive@0,LIME,CatB
996,0.4047229303438486,hive@0,LIME,CatB
995,0.04400254494007283,hive@0,LIME,CatB
327,0.5184650741481133,hive@0,LIME,CatB
546,0.501098621837475,hive@0,LIME,CatB
24,0.34825870646766166,hive@0,LIME,CatB
1,0.5244084010521975,hive@0,LIME,CatB
338,0.6584851847960129,hive@0,LIME,CatB
220,0.6640624198605118,hive@0,LIME,CatB
64,0.5431167945321409,hive@0,LIME,CatB
357,0.6715737524674299,hive@0,LIME,CatB
694,0.6801072502771917,hive@0,LIME,CatB
1150,0.6642682898779564,hive@0,LIME,CatB
520,0.5159536041126189,hive@0,LIME,CatB
367,1.0,hive@0,LIME,CatB
4,0.5261438868836135,hive@0,LIME,CatB
1069,0.48455946964048924,hive@0,LIME,CatB
1238,0.6829303969972016,hive@0,LIME,CatB
173,0.6183051614183003,hive@0,LIME,CatB
184,0.63245541544635,hive@0,LIME,CatB
1152,0.43607896979553296,hive@0,LIME,CatB
512,0.4588830923559523,hive@0,LIME,CatB
453,0.7428916949284858,hive@0,LIME,CatB
335,0.7201373609140387,hive@0,LIME,CatB
270,0.6751826806453736,hive@0,LIME,CatB
1390,0.7204786597050923,hive@0,LIME,CatB
1287,0.6165683669829579,hive@0,LIME,CatB
281,0.4678653296554865,hive@0,LIME,CatB
585,0.8079252155162885,hive@0,LIME,CatB
515,0.5963429005004934,hive@0,LIME,CatB
1284,0.646754339972766,hive@0,LIME,CatB
1294,0.6875590361198337,hive@0,LIME,CatB
362,0.6017094326169807,hive@0,LIME,CatB
336,1.0,hive@0,LIME,CatB
196,0.6014041626685912,camel@1,LIME,CatB
770,0.7365430663654274,camel@1,LIME,CatB
3912,0.635834468146624,camel@1,LIME,CatB
6733,0.680212257049692,camel@1,LIME,CatB
6734,0.6417552573480297,camel@1,LIME,CatB
637,0.4596433580014411,camel@1,LIME,CatB
897,0.5987534895555902,camel@1,LIME,CatB
216,0.6006925590966763,camel@1,LIME,CatB
202,0.6298077581567918,camel@1,LIME,CatB
3919,0.60323736274498,camel@1,LIME,CatB
152,0.7180165699136631,camel@1,LIME,CatB
104,0.5540792880249283,camel@1,LIME,CatB
148,0.6161622105143131,camel@1,LIME,CatB
141,0.7358383015398238,camel@1,LIME,CatB
755,0.44945492132078635,camel@1,LIME,CatB
331,0.6331906152697622,camel@1,LIME,CatB
655,0.32573307910175675,camel@1,LIME,CatB
601,0.5253456916283987,camel@1,LIME,CatB
57,0.6811672471742191,camel@1,LIME,CatB
4304,0.6179927630218935,camel@1,LIME,CatB
310,0.6769113505800065,camel@1,LIME,CatB
4145,0.7674671747791064,camel@1,LIME,CatB
491,0.7121984595348857,camel@1,LIME,CatB
939,0.6389452610139721,camel@1,LIME,CatB
589,0.5162295162468872,camel@1,LIME,CatB
3877,0.5806062925121485,camel@1,LIME,CatB
946,0.4846397525453025,camel@1,LIME,CatB
731,0.7267533359648887,camel@1,LIME,CatB
2936,0.5989582479403934,camel@1,LIME,CatB
2825,0.7743359284800571,camel@1,LIME,CatB
3867,0.6333674103982071,camel@1,LIME,CatB
4147,0.7179991714193723,camel@1,LIME,CatB
2994,0.5573402803466091,camel@1,LIME,CatB
3926,0.855679059875084,camel@1,LIME,CatB
4555,0.6485225962146131,camel@1,LIME,CatB
115,0.7018152425992964,camel@1,LIME,CatB
4704,0.7205287264854248,camel@1,LIME,CatB
599,0.8546487538934657,camel@1,LIME,CatB
195,0.5263629320657113,camel@1,LIME,CatB
853,0.7669460381033835,activemq@3,LIME,CatB
977,0.5602327692137453,activemq@3,LIME,CatB
1212,0.5602327692137453,activemq@3,LIME,CatB
1692,0.6826409825135805,activemq@3,LIME,CatB
286,0.5670196502111184,activemq@3,LIME,CatB
273,0.7155854080404505,activemq@3,LIME,CatB
1730,0.6689671054979858,activemq@3,LIME,CatB
136,0.6880436755182617,activemq@3,LIME,CatB
181,0.6246840064694431,activemq@3,LIME,CatB
2549,0.3576010767851281,activemq@3,LIME,CatB
328,0.5994355781294457,activemq@3,LIME,CatB
1925,0.5601482548714591,activemq@3,LIME,CatB
215,0.6550282250129996,activemq@3,LIME,CatB
199,0.6503034656937575,activemq@3,LIME,CatB
218,0.6518832775666978,activemq@3,LIME,CatB
279,0.6466671147022449,activemq@3,LIME,CatB
569,0.6602710083596096,activemq@3,LIME,CatB
1072,0.6308328795962675,activemq@3,LIME,CatB
852,0.566348721492245,activemq@3,LIME,CatB
314,0.625828638302035,activemq@3,LIME,CatB
2282,0.5514753590489314,activemq@3,LIME,CatB
885,0.6744829176342895,activemq@3,LIME,CatB
835,0.6172327627866003,activemq@3,LIME,CatB
1047,0.5275837468222375,activemq@3,LIME,CatB
303,0.7916036133193868,activemq@3,LIME,CatB
2289,0.5538825552428736,activemq@3,LIME,CatB
990,0.6518832775666978,activemq@3,LIME,CatB
1161,0.5429015991792036,activemq@3,LIME,CatB
1167,0.561297093175737,activemq@3,LIME,CatB
1610,0.566348721492245,activemq@3,LIME,CatB
901,0.5602327692137453,activemq@3,LIME,CatB
2254,0.5045277538498526,activemq@3,LIME,CatB
204,0.5264727390905599,activemq@3,LIME,CatB
2548,0.6689671054979858,activemq@3,LIME,CatB
1137,0.6523331777596062,activemq@3,LIME,CatB
2283,0.6040944638766389,activemq@3,LIME,CatB
2311,0.5988862304384529,activemq@3,LIME,CatB
980,0.7741359785536003,activemq@3,LIME,CatB
2591,0.6846507130213526,activemq@3,LIME,CatB
287,0.5860584875433561,activemq@3,LIME,CatB
1173,0.7337639032145473,activemq@3,LIME,CatB
128,0.5917635888023364,activemq@3,LIME,CatB
147,0.5780262382582563,activemq@3,LIME,CatB
1066,0.6914408056190465,activemq@3,LIME,CatB
858,0.6420241189141891,activemq@3,LIME,CatB
1201,0.6300866304957491,activemq@3,LIME,CatB
1142,0.6350580483459992,activemq@3,LIME,CatB
2004,0.6799349112234072,activemq@3,LIME,CatB
2015,0.4894773281513681,activemq@3,LIME,CatB
206,0.71704746841163,activemq@3,LIME,CatB
153,0.763334946240361,activemq@3,LIME,CatB
900,0.5983132756071872,activemq@3,LIME,CatB
255,0.8785203497251116,activemq@3,LIME,CatB
849,0.6608639143617999,activemq@3,LIME,CatB
272,0.8477572413041847,activemq@3,LIME,CatB
1037,0.534955841061065,activemq@3,LIME,CatB
203,0.5526098028299723,activemq@3,LIME,CatB
13,0.5746119625116028,activemq@3,LIME,CatB
2201,0.5602327692137453,activemq@3,LIME,CatB
2293,0.5746119625116028,activemq@3,LIME,CatB
1229,0.6622867527769942,activemq@3,LIME,CatB
82,0.6636366183090108,activemq@3,LIME,CatB
1645,0.5283024689696546,activemq@3,LIME,CatB
2013,0.6081260689177851,activemq@3,LIME,CatB
2437,0.6691288968273706,activemq@3,LIME,CatB
148,0.6309956568642228,activemq@3,LIME,CatB
132,0.7401279406684665,activemq@3,LIME,CatB
193,0.7375277863883132,activemq@3,LIME,CatB
77,0.6260136072314604,activemq@3,LIME,CatB
92,0.5924855116453118,activemq@3,LIME,CatB
312,0.7538071569313379,activemq@3,LIME,CatB
855,0.6090591215004402,activemq@3,LIME,CatB
75,0.8399074939061516,activemq@3,LIME,CatB
816,0.7400982327744758,activemq@3,LIME,CatB
886,0.6047214526690005,activemq@3,LIME,CatB
941,0.7260883354097503,activemq@3,LIME,CatB
1004,0.79945678221293,activemq@3,LIME,CatB
1282,0.6293766809801663,activemq@3,LIME,CatB
101,0.7838713945488226,activemq@3,LIME,CatB
271,0.7161530288987553,activemq@3,LIME,CatB
2158,0.0,activemq@3,LIME,CatB
2530,0.0,activemq@3,LIME,CatB
1881,0.5,activemq@3,LIME,CatB
856,0.0,activemq@3,LIME,CatB
2049,0.0,activemq@3,LIME,CatB
205,0.20112501492952872,activemq@3,LIME,CatB
551,0.8545389866740735,activemq@3,LIME,CatB
960,0.32000000000000006,activemq@2,LIME,CatB
962,0.5243604341328301,activemq@2,LIME,CatB
773,0.7497835893624711,activemq@2,LIME,CatB
928,0.6115435088255028,activemq@2,LIME,CatB
543,0.5237793957385489,activemq@2,LIME,CatB
805,0.0,activemq@2,LIME,CatB
1947,0.646138665099918,activemq@2,LIME,CatB
80,0.7533556962308078,activemq@2,LIME,CatB
1732,0.7387618027687558,activemq@2,LIME,CatB
147,0.7378268087824756,activemq@2,LIME,CatB
792,0.7020976699470184,activemq@2,LIME,CatB
1941,0.7245969951247535,activemq@2,LIME,CatB
1255,0.47742344495592043,activemq@2,LIME,CatB
1957,0.6830941379534582,activemq@2,LIME,CatB
729,0.4667759174073081,activemq@2,LIME,CatB
1103,0.5991147936574098,activemq@2,LIME,CatB
1970,0.6830941379534582,activemq@2,LIME,CatB
1996,0.6830941379534582,activemq@2,LIME,CatB
1535,0.6531209767473589,activemq@2,LIME,CatB
1888,0.0,activemq@2,LIME,CatB
1671,0.6830941379534582,activemq@2,LIME,CatB
2032,0.6830941379534582,activemq@2,LIME,CatB
207,0.6580444719155613,activemq@2,LIME,CatB
1940,0.617650033239142,activemq@2,LIME,CatB
809,0.4168724955236398,activemq@2,LIME,CatB
432,0.6777917181785279,activemq@2,LIME,CatB
1727,0.7055797829787036,activemq@2,LIME,CatB
2064,0.49447971487949804,activemq@2,LIME,CatB
548,0.6375194619307427,activemq@2,LIME,CatB
16,0.6362199721380152,activemq@2,LIME,CatB
78,0.810575710958983,activemq@2,LIME,CatB
172,0.6922499200893871,activemq@2,LIME,CatB
873,0.4195780450894564,activemq@2,LIME,CatB
86,0.789679436473095,activemq@2,LIME,CatB
302,0.6531209767473589,activemq@2,LIME,CatB
195,0.6526657637350409,activemq@2,LIME,CatB
251,0.6526657637350409,activemq@2,LIME,CatB
793,0.5412727946742427,activemq@2,LIME,CatB
861,0.6319048433284145,activemq@2,LIME,CatB
863,0.5952428722969852,activemq@2,LIME,CatB
192,0.5384888575463221,activemq@2,LIME,CatB
762,0.6863079373222908,activemq@2,LIME,CatB
909,0.6717818520272754,activemq@2,LIME,CatB
871,0.6465416539849246,activemq@2,LIME,CatB
1950,0.5678276413873792,activemq@2,LIME,CatB
1953,0.5678276413873792,activemq@2,LIME,CatB
1956,0.6209773950441476,activemq@2,LIME,CatB
1968,0.579652979161608,activemq@2,LIME,CatB
1112,0.6035107441169972,activemq@2,LIME,CatB
1165,0.3827356923626089,activemq@2,LIME,CatB
202,0.5628922562409249,activemq@2,LIME,CatB
1998,0.4725243707437728,activemq@2,LIME,CatB
2004,0.4615306028245735,activemq@2,LIME,CatB
927,0.6651839062812708,activemq@2,LIME,CatB
1866,0.3294216611468631,activemq@2,LIME,CatB
1467,0.5922736551422066,activemq@2,LIME,CatB
1744,0.6745712570198679,activemq@2,LIME,CatB
134,0.5479618293634201,activemq@2,LIME,CatB
95,0.7060369125881566,activemq@2,LIME,CatB
166,0.7696983505520669,activemq@2,LIME,CatB
282,0.6616305923601425,activemq@2,LIME,CatB
877,0.5552775876070734,activemq@2,LIME,CatB
275,0.7023850707218974,activemq@2,LIME,CatB
104,0.43999354577549715,activemq@2,LIME,CatB
790,0.6556640989092417,activemq@2,LIME,CatB
1942,0.6965620759744675,activemq@2,LIME,CatB
854,0.754524349602374,activemq@2,LIME,CatB
929,0.6760859517179817,activemq@2,LIME,CatB
934,0.5043720628878812,activemq@2,LIME,CatB
916,0.6454709470142425,activemq@2,LIME,CatB
795,0.6950137167017353,activemq@2,LIME,CatB
299,0.9205029627720962,activemq@2,LIME,CatB
546,0.7680991106003783,activemq@2,LIME,CatB
1043,0.4849383311250604,activemq@2,LIME,CatB
992,0.3057717544127514,activemq@2,LIME,CatB
1059,0.6189647841639595,activemq@2,LIME,CatB
1054,0.46433056343269524,activemq@2,LIME,CatB
284,0.3770704373869745,activemq@2,LIME,CatB
972,0.5190500194508261,activemq@2,LIME,CatB
267,0.8805929157377673,activemq@2,LIME,CatB
567,0.9010818973420454,activemq@2,LIME,CatB
85,0.8180946915434207,activemq@2,LIME,CatB
268,1.0,activemq@2,LIME,CatB
913,0.6618056393179916,lucene@2,LIME,CatB
345,0.7210820956265999,lucene@2,LIME,CatB
548,0.705667732938191,lucene@2,LIME,CatB
300,0.7770654243462454,lucene@2,LIME,CatB
1170,0.72241319343396,lucene@2,LIME,CatB
547,0.7104825067451013,lucene@2,LIME,CatB
2129,0.4174235549683609,derby@0,LIME,CatB
1696,0.6731238859302573,derby@0,LIME,CatB
1437,0.0,derby@0,LIME,CatB
996,0.6666666666666666,derby@0,LIME,CatB
877,0.790569415042095,derby@0,LIME,CatB
1664,1.0,derby@0,LIME,CatB
172,0.0,derby@0,LIME,CatB
625,0.5967081414398551,derby@0,LIME,CatB
936,0.8021558695149058,derby@0,LIME,CatB
2029,0.0,derby@0,LIME,CatB
779,0.6453123337235291,derby@0,LIME,CatB
932,0.6546536707079772,derby@0,LIME,CatB
214,0.6276459144608478,derby@0,LIME,CatB
1137,0.24618298195866542,derby@0,LIME,CatB
363,0.7923504099704145,derby@0,LIME,CatB
2095,0.7534224566869735,derby@0,LIME,CatB
2140,0.6770883485243399,derby@0,LIME,CatB
769,0.0,derby@0,LIME,CatB
1587,0.6554452226015118,derby@0,LIME,CatB
1922,0.6453123337235291,derby@0,LIME,CatB
27,0.6153846153846154,derby@0,LIME,CatB
193,0.0,derby@0,LIME,CatB
620,0.11814345991561183,derby@0,LIME,CatB
1648,0.6346569336784579,derby@0,LIME,CatB
168,0.723339516675049,derby@0,LIME,CatB
428,0.7898593512075268,derby@0,LIME,CatB
603,1.0,derby@0,LIME,CatB
1106,0.7833410721202249,derby@0,LIME,CatB
828,0.0,derby@0,LIME,CatB
832,0.0,derby@0,LIME,CatB
163,0.7893759123028504,derby@0,LIME,CatB
1559,0.8726818364612645,derby@0,LIME,CatB
819,0.5862206599322137,derby@0,LIME,CatB
1024,0.11814345991561183,derby@0,LIME,CatB
869,0.7897581078104546,derby@0,LIME,CatB
1273,0.7897581078104546,derby@0,LIME,CatB
912,0.0933047553531339,derby@0,LIME,CatB
1146,0.0,derby@0,LIME,CatB
1139,0.0,derby@0,LIME,CatB
1296,0.7897581078104546,derby@0,LIME,CatB
1314,0.7897581078104546,derby@0,LIME,CatB
1229,0.0,derby@0,LIME,CatB
1246,0.7248992626486082,derby@0,LIME,CatB
1439,0.5,derby@0,LIME,CatB
1519,1.0,derby@0,LIME,CatB
929,1.0,derby@0,LIME,CatB
1566,0.1628886839813532,derby@0,LIME,CatB
1859,0.0,derby@0,LIME,CatB
2131,0.0,derby@0,LIME,CatB
1216,0.7923504099704145,derby@0,LIME,CatB
1225,0.38929132042703435,derby@0,LIME,CatB
1272,0.0,derby@0,LIME,CatB
1045,0.7897581078104546,derby@0,LIME,CatB
1122,0.5758252653456876,derby@0,LIME,CatB
1585,0.32058744541609974,derby@0,LIME,CatB
2162,0.3834001932113578,derby@0,LIME,CatB
1334,0.5,derby@0,LIME,CatB
1568,0.6325762564579376,derby@0,LIME,CatB
1570,0.8016552702773094,derby@0,LIME,CatB
175,0.5639233096747165,derby@0,LIME,CatB
1015,0.0,derby@0,LIME,CatB
1558,0.0,derby@0,LIME,CatB
778,0.48993469503680803,derby@0,LIME,CatB
738,0.0,derby@0,LIME,CatB
2086,0.7313763804809138,derby@0,LIME,CatB
2114,0.7457361516429946,derby@0,LIME,CatB
873,0.8752871339621715,derby@0,LIME,CatB
2091,0.7313763804809138,derby@0,LIME,CatB
1562,0.8784948168604072,derby@0,LIME,CatB
1642,0.6945367640356217,derby@0,LIME,CatB
2037,0.7881869120619216,derby@0,LIME,CatB
69,0.8239956909801004,derby@0,LIME,CatB
2053,0.6497374440830973,derby@0,LIME,CatB
645,1.0,derby@0,LIME,CatB
1643,0.0,derby@0,LIME,CatB
1671,1.0,derby@0,LIME,CatB
2148,0.0,derby@0,LIME,CatB
2108,0.7881869120619216,derby@0,LIME,CatB
2117,0.9087216715768339,derby@0,LIME,CatB
208,0.0,derby@0,LIME,CatB
1814,0.0,derby@0,LIME,CatB
847,0.0,derby@0,LIME,CatB
1081,0.0,derby@0,LIME,CatB
2112,0.6904245399267454,derby@0,LIME,CatB
19,0.7329884687127489,derby@0,LIME,CatB
2126,0.6998368556601552,derby@0,LIME,CatB
1812,1.0,derby@0,LIME,CatB
140,0.5770003770945792,derby@0,LIME,CatB
854,0.7347071117350175,derby@0,LIME,CatB
464,0.8405537134118582,derby@0,LIME,CatB
1037,0.600776869428056,derby@0,LIME,CatB
1297,0.8472239383063147,derby@0,LIME,CatB
1088,0.4923659639173309,derby@0,LIME,CatB
1087,0.7259967170359927,derby@0,LIME,CatB
34,0.5931477792189366,derby@0,LIME,CatB
1132,0.24618298195866542,derby@0,LIME,CatB
1578,0.7349696282178658,derby@0,LIME,CatB
1227,0.24618298195866542,derby@0,LIME,CatB
972,0.7004041959724752,derby@0,LIME,CatB
2052,0.8118441408859887,derby@0,LIME,CatB
24,0.64710487200827,derby@0,LIME,CatB
196,0.4689344858895197,derby@0,LIME,CatB
438,0.7904478987264281,derby@0,LIME,CatB
835,0.18581951687103287,derby@0,LIME,CatB
1816,0.9210581884415175,derby@0,LIME,CatB
1158,0.4527687468748928,derby@0,LIME,CatB
2138,0.8848413515418668,derby@0,LIME,CatB
1635,0.7018549870400445,derby@0,LIME,CatB
783,0.8263209199136309,derby@0,LIME,CatB
2071,0.37517925801387236,derby@0,LIME,CatB
1065,0.8645427998231818,derby@0,LIME,CatB
2119,0.8386116428471933,derby@0,LIME,CatB
1118,0.793149254429486,derby@0,LIME,CatB
2043,0.7768775626166531,derby@0,LIME,CatB
2073,0.822181012333861,derby@0,LIME,CatB
2166,1.0,derby@0,LIME,CatB
726,0.738246738460376,derby@0,LIME,CatB
1005,0.6595469290591136,derby@0,LIME,CatB
2150,1.0,derby@0,LIME,CatB
2168,1.0,derby@0,LIME,CatB
1877,0.7711882808367632,derby@0,LIME,CatB
1931,0.7725911722243274,derby@0,LIME,CatB
327,0.4618892988097255,derby@0,LIME,CatB
1116,0.8533058654064597,derby@0,LIME,CatB
796,0.7469791045392676,derby@0,LIME,CatB
2002,0.6122921979705348,derby@0,LIME,CatB
1644,0.8321393172366486,derby@0,LIME,CatB
104,0.6153487380592099,derby@0,LIME,CatB
535,0.5965904119990302,derby@0,LIME,CatB
1498,0.6826098760838415,derby@0,LIME,CatB
1478,0.7529792550355217,derby@0,LIME,CatB
48,0.8471647096788925,derby@0,LIME,CatB
868,0.577366386757423,derby@0,LIME,CatB
160,0.5574091502976151,derby@0,LIME,CatB
1993,0.7054776213486894,derby@0,LIME,CatB
56,0.7826384653170715,derby@0,LIME,CatB
2048,0.7458976319335406,derby@0,LIME,CatB
2036,0.6073052683956977,derby@0,LIME,CatB
2083,0.8862161650707668,derby@0,LIME,CatB
1135,0.6667651852875429,derby@0,LIME,CatB
2100,1.0,derby@0,LIME,CatB
1988,0.7872144228174331,derby@0,LIME,CatB
1956,0.671124050559911,derby@0,LIME,CatB
74,0.8185668831681814,derby@0,LIME,CatB
2035,0.806623113090594,derby@0,LIME,CatB
67,0.6356639038651255,derby@0,LIME,CatB
1955,0.8761944321686317,derby@0,LIME,CatB
106,0.5476662753556705,derby@0,LIME,CatB
139,0.7492140097421883,derby@0,LIME,CatB
35,0.7777720535135122,derby@0,LIME,CatB
182,0.671124050559911,derby@0,LIME,CatB
184,0.6034067250258011,derby@0,LIME,CatB
217,0.8572980265261704,derby@0,LIME,CatB
247,0.8572980265261704,derby@0,LIME,CatB
251,0.5719306986237941,derby@0,LIME,CatB
366,0.8279996523397062,derby@0,LIME,CatB
441,0.5196063287824617,derby@0,LIME,CatB
475,0.8117430789480324,derby@0,LIME,CatB
477,0.8476062439784509,derby@0,LIME,CatB
494,0.8117430789480324,derby@0,LIME,CatB
1459,1.0,derby@0,LIME,CatB
628,0.5196063287824617,derby@0,LIME,CatB
640,0.8019294790842003,derby@0,LIME,CatB
641,0.8219584437202238,derby@0,LIME,CatB
646,0.8572980265261704,derby@0,LIME,CatB
600,0.7254320804646345,derby@0,LIME,CatB
651,0.8365952448930238,derby@0,LIME,CatB
1995,0.7259000127774076,derby@0,LIME,CatB
663,0.8662682397961149,derby@0,LIME,CatB
2088,0.6856282002732997,derby@0,LIME,CatB
2089,1.0,derby@0,LIME,CatB
820,0.6532828053022255,derby@0,LIME,CatB
