,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
756,0,0,1,0,0,0,1,1,0,40,84,0.21,0,97,1,0,0,1,2.48809523809524,1,1,0,0,1.0,0,3,0
1765,0,0,1,1,0,1,3,1,1,1,5,0.4,0,58,2,0,10,1,3.66666666666667,2,1,0,2,1.0,0,2,0
203,0,0,1,1,0,1,1,1,0,23,50,0.36,0,95,2,0,24,1,2.6,1,1,0,1,0.909090909090909,0,3,1
757,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1,1,1,1,0,1,2,6,3,11,37,0.18,1,88,2,1,45,2,3.02380952380952,0,0,0,18,1.0,0,3,2
788,0,6,1,0,0,0,1,8,0,5,23,0.26,0,58,1,1,8,2,2.24137931034483,0,0,0,0,1.0,0,2,1
225,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,0,1,2,0,0,4,3,2,0,8,5,0.53,1,50,1,0,1,2,5.0,0,1,0,2,1.0,0,3,0
834,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,0,0,1,1,0,1,2,2,5,14,22,0.39,0,90,4,3,13,2,2.37037037037037,0,0,0,2,1.0,0,3,1
913,1,0,1,3,0,0,2,1,1,15,26,0.18,0,89,1,1,8,3,2.46428571428571,0,0,0,5,1.0,0,3,0
359,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,0,0,1,0,0,1,1,1,6,4,0,0.46,0,70,5,0,3,1,1.83333333333333,1,2,0,0,1.0,0,2,0
1009,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,0,0,1,0,0,0,2,1,3,1,1,0.47,1,50,3,1,3,1,1.25,1,1,0,0,1.0,0,2,0
379,2,0,2,0,0,0,2,1,0,1,2,0.32,1,25,1,0,2,2,2.0,1,2,0,0,1.0,0,3,0
427,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,0,0,1,1,2,1,1,8,0,6,37,0.21,2,85,5,0,6,2,3.94594594594595,0,2,0,0,1.0,0,2,2
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,0,0,1,1,0,3,3,1,7,13,2,0.47,1,82,3,2,0,2,4.22222222222222,0,0,0,0,1.0,0,2,2
1134,2,0,1,3,0,4,2,1,8,13,16,0.42,2,82,3,2,5,2,3.69230769230769,0,1,0,0,1.0,0,2,2
1169,2,0,1,1,0,2,2,2,5,3,4,0.24,2,77,2,0,4,2,2.45454545454545,0,1,0,0,1.0,0,1,0
1318,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,0,0,1,0,2,5,1,1,0,0,7,0.32,7,0,5,0,3,1,1.71428571428571,0,2,0,0,1.0,0,3,0
1335,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,5,0,1,0,0,2,1,1,7,5,8,0.29,2,68,3,3,3,1,3.35,0,1,0,0,1.0,0,2,0
1496,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,0,0,1,1,0,2,1,1,7,6,6,0.95,0,86,2,1,0,1,1.84615384615385,1,1,0,0,1.0,0,1,0
1505,0,0,1,2,0,1,2,2,0,0,6,0.27,1,40,2,0,3,2,4.0,0,0,0,0,1.0,0,1,0
1506,0,0,1,0,0,0,3,4,0,2,6,0.22,1,100,2,0,2,2,1.16666666666667,0,2,0,0,1.0,0,1,0
1583,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,0,0,2,0,0,0,2,1,1,2,7,0.27,0,68,3,0,2,1,1.375,0,1,0,0,1.0,0,1,0
1721,0,1,1,1,0,5,4,2,10,6,3,0.39,2,81,3,0,4,2,3.78571428571429,0,1,0,0,1.0,0,2,4
1722,0,0,2,1,2,1,3,1,15,9,3,0.22,0,90,2,3,4,1,3.83333333333333,1,2,0,0,1.0,0,3,2
1735,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,0,0,1,2,0,3,2,1,0,1,9,0.7,0,76,4,0,7,2,3.1,0,1,0,0,1.0,0,2,1
393,4,6,1,15,0,0,2,3,3,19,44,0.09,0,94,1,1,12,2,4.49122807017544,0,1,0,6,1.0,0,2,0
737,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,2,0,1,4,2,1,1,1,0,1,7,0.18,0,57,2,1,16,1,4.44444444444444,1,1,0,2,0.5,0,3,1
1598,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1,0,1,2,0,1,1,1,0,6,17,0.41,0,87,4,0,3,2,2.83333333333333,2.5,1,0,0,0.0,0,2,0
389,,,,,,,,,,,,,,,,,,,,,,,,,,,
