,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,ADEV,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1009,0,0,1,0,2,6,1,1,0,0,11,0.25,6,0,6,3,10.0,1,0.545454545454545,0,2,0,1,1.0,0,2,2
427,0,10,1,5,2,1,2,1,0,22,24,0.18,0,91,1,0,10,3,4.13953488372093,0,1,0,5,1.0,0,2,0
1735,0,0,1,7,5,0,2,1,3,6,17.0,0.11,0,90,1,0,3,4,3.41379310344828,0,0,0,0,0.0,0,3,3
788,0,6,1,0,0,0,1,8,0,5,17.0,0.26,0,58,1,1,8,2,2.24137931034483,0,0,0,0,0.0,0,2,1
393,4,6,1,15,0,0,2,3,3,19,27.5,0.09,0,94,1,1,12,2,4.49122807017544,0,1,0,3,0.5,0,2,0
1504,0,0,1,1,0,2,1,1,7,6,6,4.17,0,86,2,1,3.5,1,1.84615384615385,1,1,0,0,0.0,0,1,0
1600,1,0,1,2,1,2,2,2,0,8,14,0.32,0,80,1,0,4,2,4.0,1,1,0,1,1.0,0,2,2
725,0,4,1,1,0,1,2,5,2,16,26,0.16,0,83,1,1,21,2,4.59375,0,0,0,6,0.875,0,2,0
1429,0,0,1,0,0,2,1,1,7,5,8,0.29,2,68,3,3,3,1,3.35,0,1,0,0,0.583333333333333,0,2,0
1318,0,0,1,0,2,1,1,1,0,3,5,0.38,1,80,2,0,7,1,1.8,0,2,0,0,0.583333333333333,0,4,0
737,2,0,1,1,2,0,1,1,2,2,1.0,0.11,0,62,1,7,8,2,3.574175824175825,1,1,0,0,0.0,0,3,1
1321,0,0,1,0,2,5,1,1,0,0,7,0.32,7,0,3,0,3,1,1.71428571428571,0,2,0,0,0.0,0,3,0
505,0,0,2,1,0,9.5,1,2,3,2,11,0.16,0,66,3,0,10.0,2,3.28571428571429,1,1,0,3,0.666666666666667,0,3,0
754,1,0,1,2,1,0,2,4,4,13,1.0,0.15,0,94,2,0,21,3,2.9622641509434,0,0,0,2,1.0,0,2,2
805,0,1,2,0,0,4,1,2,0,8,5,0.53,1,50,1,0,1,2,5.0,0,1,0,2,0.5,0,3,0
230,1,1,1,1,0,1,2,6,3,11,13.0,0.18,1,88,2,1,13.0,2,3.02380952380952,0,0,0,5.0,0.777777777777778,0,3,2
834,2,1,2,1,0,0,1,4,2,26,35,0.1,1,90,2,0,18,2,2.875,0,1,0,2,1.0,0,2,3
914,2,0,1,4,2,1,1,1,0,1,7,0.18,0,57,2,1,16,1,4.44444444444444,1,1,0,2,0.5,0,3,1
1103,0,0,1,2,0,0,2,3,25,12,14,0.85,0,85,4,6,13,2,6.82051282051282,0,1,0,1,1.0,0,2,1
1795,0,0,1,0,0,0,2,7,2,2,9,0.11,2,84.5,2,0,2,2,1.0,0,1,0,2,0.5,0,2,0
1601,6,0,1,1,0,3,3,1,0,6,16.5,0.27,0,63,1,0,10.0,2,4.61538461538461,2,1,0,4,0.5,0,4,1
1722,0,0,2,1,2,1,3,1,15,9,3,0.22,0,90,2,3,4,1,3.83333333333333,1,2,0,0,0.9375,0,3,2
431,0,10,1,2,0,2,1,1,0,12,23,0.6,0,83,1,0,3,3,4.594117647058825,1,1,0,0,0.0,0,2,0
832,2,3,1,1,0,0,1,4,1,32,16.0,0.1,0,93,1,0,12.0,2,2.71428571428571,0,1,0,5.0,0.76,0,3,2
727,0,0,1,0,0,1,1,1,0,9,17.0,0.62,0,88,1,0,6,2,1.63157894736842,0,1,0,0,0.0,0,2,0
1712,0,0,2,0,0,0,1,1,1,2,7,0.11,0,68,3,0,2,1,1.375,0,1,0,0,0.0,0,1,0
41,1,0,1,6,1,2,1,2,7,30,39.0,0.54,0,97,2,3,18,2,7.01204819277108,0,1,0,3,1.0,0,3,2
46,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,2,0,1,0,0,4,1,1,0,3,17.0,1.0,0,80,1,0,6,5,2.13636363636364,0,1,0,0,0.0,0,2,1
1093,0,0,1,1,2,1,1,8,0,6,16.0,0.21,2,85,3,0,6,2,3.94594594594595,0,2,0,0,0.0,0,2,2
1595,1,0,1,0,0,4,1,1,0,2,16.0,4.17,0,91,1,0,2,4,1.85365853658537,0,0,0,0,0.0,0,2,1
39,6,1,1,5,3,4,2,6,4.5,59,21.5,0.77,0,97,1,2,16.0,9,4.74534161490683,0,0,0,3,0.454545454545455,0,3,1
203,0,0,1,1,0,1,1,1,0,23,50,0.36,0,95,2,0,24,1,2.6,1,1,0,5,0.909090909090909,0,3,1
246,5,0,1,3,0,1,2,4,13,38,14.0,0.11,0,95,1,1,10.0,4,3.09574468085106,0,1,0,3.5,0.529411764705882,0,3,1
726,5,1,1,5,0,1,2,4,10,37,24.0,0.15,0,95,1,0,39,4,2.90361445783133,0,1,0,3,0.7638888888888891,0,2,1
154,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0,0,1,1,0,5,1,1,4,2,17.0,0.84,0,89,3,0,25,1,3.24,0,1,0,0,0.0,0,2,1
148,1,0,1,1,1,0,1,1,1,7,17.0,0.11,0,85,1,2,0.5,2,2.95652173913043,0,0,0,5,0.8,0,3,1
225,0,0,1,2,0,0,2,1,7,19,29.0,0.85,0,92,1,1,43,2,3.84931506849315,0,0,0,3,0.8,0,3,1
147,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,2,0,1,2,1,1,3,10,16.5,36,39,0.14,0,93,1,2,40,2,4.15942028985507,0,0,0,11,1.0,0,3,0
65,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2,0,2,1,18,1,2,7,7,1,29,0.19,0,100,2,5,6,2,2.42105263157895,0,0,0,0,0.9375,0,2,2
756,0,0,1,0,0,0,1,1,0,40,39.5,0.21,0,97,1,0,0,1,2.48809523809524,1,1,0,0,0.0,0,3,0
218,0,1,2,1,0,2,3,4,8,12,10.0,0.24,0,89,2,2,0.5,2,3.53846153846154,0,0,0,3.5,0.764705882352941,0,3,1
1335,0,0,1,0,0,0,1,1,4,0,2.5,0.1,2,0,2,0,0,1,1.875,0,2,0,0,0.788888888888889,0,2,1
1598,1,0,1,3,1,0,1,4,3,4,18,0.18,0,79,2,2,3,2,2.31818181818182,0,0,0,0,0.9375,0,3,0
92,1,0,1,5,0,1,2,5,0.5,64,15.5,0.29,0,98,1,2,13.0,2,6.19774011299435,0,0,0,5.0,0.7182539682539679,0,3,2
219,,,,,,,,,,,,,,,,,,,,,,,,,,,
