test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
225,0,14.0,1.0,0.0,0.0,26.0,1.0,3.0,0.1650098252296449,2.0,91.0,2.0,0.0,34.0,1.0,4.47058823529412,0.0,1.0,1.0,0.0,0.0,0.833333333333333,0.0,4.0,1.0,0.5804423593849681,0.4195576406150319,1,0.12896625409557927
269,0,6.0,1.0,2.0,2.0,71.49402523040771,1.0,22.0,0.44,0.0,93.0,1.0,0.0,6.0,1.0,5.17021276595745,1.0,1.0,1.0,0.63265306122449,0.0,0.333333333333333,0.0,6.0,6.0,0.5683015970021782,0.4316984029978218,1,6.55799682011974
270,0,8.0,2.0,1.0,4.0,129.480224609375,2.0,15.0,1.10516357421875,3.0,84.0,1.0,0.0,0.48046875,2.0,7.46153846153846,1.0,1.0,1.0,1.76744186046512,0.0,0.571428571428571,0.0,5.0,9.0,0.5034269247887404,0.49657307521125954,3,28.221183445674004
272,0,0.0,2.0,0.0,0.0,33.0,1.0,8.0,0.5850121870636944,1.0,88.0,4.0,2.0,12.0,2.0,4.0,0.0,1.0,1.0,1.91666666666667,0.0,0.5,0.0,3.0,2.0,0.510774599530211,0.489225400469789,1,0.5654061368008685
1356,0,12.0,1.0,0.0,0.0,30.0,1.0,1.0,0.16500539571046838,0.0,94.0,2.0,0.0,30.0,2.0,4.44444444444444,0.0,1.0,1.0,1.15,0.0,1.0,0.0,1.0,0.0,0.6549153727347103,0.34508462726528966,1,0.14879543034557652
281,0,14.0,2.0,2.0,1.0,135.0,2.0,33.0,0.63505859375,1.0,90.0,3.0,2.0,16.0,2.0,7.22857142857143,0.0,1.0,1.0,1.425,0.0,0.666666666666667,0.0,1.5,2.0,0.5781620941358603,0.4218379058641398,2,1.329848030966757
285,0,54.0,3.0,2.0,8.0,546.0,2.0,2.0,0.8050426769256591,4.0,86.0,2.0,0.0,121.0,2.0,7.43076923076923,0.0,0.0,1.0,2.16176470588235,0.0,0.454545454545455,0.0,1.49951171875,12.0,0.5305020255903375,0.46949797440966246,2,2.093314658464675
298,0,5.0,1.0,7.0,4.0,71.4931640625,1.0,2.0,0.2,3.0,86.0,2.0,1.0,0.498046875,3.0,4.85714285714286,0.0,1.0,1.0,1.6,0.0,0.428571428571429,0.0,6.0,9.0,0.5393213452758254,0.4606786547241745,2,14.331525414445768
311,0,13.0,2.0,1.0,1.0,70.0,3.0,28.0,0.635021691024304,0.0,100.0,3.0,0.0,27.0,2.0,4.28571428571429,0.0,1.0,1.0,1.23076923076923,0.0,0.5,0.0,3.0,4.0,0.533682442432047,0.46631755756795296,1,0.9820222245167908
313,0,10.0,1.0,1.0,2.0,134.0,4.0,62.0,0.47500976562499997,1.0,100.0,3.0,8.0,39.0,2.0,6.71428571428571,0.0,0.0,0.0,1.5,0.0,0.428571428571429,0.0,5.0,5.0,0.5123404400632878,0.48765955993671223,1,0.5455633696456432
320,0,7.0,1.0,3.0,2.0,93.0,3.0,9.0,0.7151049804687506,1.0,80.0,2.0,0.0,19.0,2.0,4.03571428571429,0.0,1.0,1.0,1.125,0.0,0.428571428571429,0.0,3.0,3.0,0.5207861102799376,0.4792138897200624,1,1.0218633808407502
323,0,2.0,1.0,2.0,2.0,85.0,2.0,34.0,0.7150744187831883,2.0,85.0,3.0,0.0,29.0,2.0,5.6875,0.0,1.0,1.0,1.26315789473684,0.0,1.0,0.0,2.0,1.0,0.5439681870388732,0.4560318129611268,1,0.8630990445686141
325,0,3.0,2.0,1.0,1.0,47.0,3.0,12.0,0.36501703977584843,1.0,65.0,1.0,0.0,9.0,2.0,3.64705882352941,2.0,1.0,1.0,1.33333333333333,0.0,0.5,0.0,2.0,3.0,0.5251075048210927,0.47489249517890736,1,0.3471981649397744
327,0,2.0,2.0,0.0,3.0,67.0,2.0,3.0,0.37,1.0,100.0,3.0,0.0,13.0,2.0,4.3830924539855065,0.0,1.0,0.0,2.14285714285714,0.0,0.666666666666667,0.0,3.0,5.0,0.5250798496929172,0.47492015030708273,1,0.12937889951647052
335,0,1.0,2.0,1.0,1.0,40.0,1.0,6.0,0.6350890624523163,2.0,86.0,4.0,0.0,22.0,2.0,5.5,0.0,1.0,1.0,1.92857142857143,0.0,0.8,0.0,3.0,2.0,0.5324298632746315,0.4675701367253685,1,0.9028040216539576
336,0,2.0,2.0,2.0,2.0,104.0,4.0,27.0,0.7150634765624999,0.0,100.0,2.0,0.0,25.0,3.0,3.92307692307692,0.0,1.0,0.0,1.16129032258065,0.0,0.6,0.0,5.0,4.0,0.5456272064340284,0.45437279356597166,1,0.9821051185150051
337,0,4.0,2.0,1.0,2.0,59.0,1.0,4.0,0.34502073645591746,2.0,86.0,2.0,0.0,31.0,2.0,3.75,0.0,0.0,1.0,1.33333333333333,0.0,0.75,0.0,2.0,4.0,0.5066439738130357,0.4933560261869642,1,0.34720549840020765
338,0,3.0,2.0,2.0,6.0,103.0,1.0,5.0,1.1051953125,4.0,86.0,3.0,0.0,16.0,2.0,5.76923076923077,0.0,1.0,1.0,1.4,0.0,0.5,0.0,6.0,6.0,0.5112237494902839,0.48877625050971607,1,1.63701945012808
344,0,5.0,1.0,6.0,2.0,326.0,4.0,1036.0,0.36,0.0,100.0,1.0,18.0,16.0,4.0,7.81632653061224,0.0,0.0,0.0,0.682692307692308,0.0,0.612548828125,0.0,4.0,7.0,0.5475102925834586,0.4524897074165414,1,212548828125.0
357,0,7.0,2.0,0.0,1.0,83.0,1.0,30.0,0.6250048828125,1.0,80.0,2.0,0.0,14.0,1.0,7.72222222222222,2.0,1.0,1.0,1.80952380952381,0.0,1.0,0.0,3.0,2.0,0.5040095767636719,0.4959904232363281,1,0.8034472088217373
360,0,0.0,1.0,2.0,5.0,65.0,1.0,21.0,0.7150451296567917,2.0,76.0,3.0,0.0,18.0,2.0,9.66666666666667,0.0,1.0,1.0,2.5,0.0,0.5,0.0,4.0,5.0,0.5342800687813953,0.4657199312186046,1,0.8432029773925547
362,0,0.0,1.0,2.0,1.0,106.0,8.0,25.0,0.6250390625,1.0,100.0,2.0,2.0,19.0,2.0,4.73333333333333,0.0,0.0,0.0,1.05128205128205,0.0,0.5,0.0,5.0,4.0,0.5383681192742047,0.46163188072579536,1,0.8431909413890478
365,0,19.0,2.0,1.0,1.0,77.0,2.0,22.0,0.6050297725200658,1.0,85.0,4.0,0.0,19.0,2.0,4.41666666666667,0.0,1.0,1.0,0.22786458333333398,0.0,0.714285714285714,0.0,2.0,3.0,0.5035819985298253,0.49641800147017473,2,1.6614769192302177
367,0,4.0,1.0,1.0,3.0,104.0,3.0,4.0,0.34502046823501586,1.0,87.0,2.0,1.0,26.0,2.0,4.0,0.0,0.0,1.0,1.55555555555556,0.0,0.666666666666667,0.0,3.0,4.0,0.5008573086882487,0.49914269131175126,1,0.1686632946787583
389,0,11.0,1.0,103.0,3.0,84.5,14.0,10.0,1.1050020185112959,0.0,100.0,2.0,6.0,0.4921875,2.0,4.63846153846154,0.0,1.0,0.0,1.0738255033557,0.0,0.454545454545455,0.0,6.0,8.0,0.5213267884680058,0.47867321153199416,3,39.70624878052007
429,0,2.0,2.0,0.0,2.0,113.0,4.0,5.0,0.4750207352638245,1.0,60.0,2.0,0.0,14.0,2.0,2.5,0.0,1.0,1.0,0.974358974358974,0.0,0.5,0.0,6.0,1.0,0.5227838278361698,0.4772161721638301,1,0.3868814230632942
453,0,9.499879360198975,1.0,1.0,2.0,423.0,8.0,83.0,1.1050292968749997,0.0,100.0,1.0,1.0,11.0,2.0,5.74698795180723,0.0,1.0,1.0,0.869565217391304,0.0,0.5,0.0,6.0,2.0,0.5241197971029787,0.4758802028970213,2,2500120639801.0254
454,0,2.0,1.0,2.0,1.0,33.0,1.0,3.0,0.19501816153526308,3.0,90.0,2.0,0.0,20.0,3.0,3.58333333333333,0.0,0.0,1.0,1.33333333333333,0.0,1.0,0.0,1.0,6.0,0.6027144684498029,0.397285531550197,1,0.16865871865620508
505,0,9.0,1.0,10.0,6.0,110.47900390625,3.0,3.0,0.48,0.0,92.0,1.0,0.0,45.0,2.0,1.3525133634868387,0.0,1.0,1.0,1.32323232323232,0.0,0.444444444444444,0.0,4.0,13.0,0.5013159453076075,0.4986840546923926,2,42.794572344477636
512,0,1.0,1.0,0.0,2.0,129.49797523021698,1.0,6.0,1.0552945995330818,0.0,84.0,1.0,1.0,20.0,2.0,6.46808510638298,0.0,1.0,1.0,0.816326530612245,0.0,0.666666666666667,0.0,5.0,7.0,0.5119231137094992,0.48807688629050083,2,1.6232186107540458
515,0,3.0,1.0,1.0,1.0,113.49609375,1.0,6.0,0.8051377326250082,0.0,89.0,1.0,0.0,27.0,2.0,7.83870967741935,0.0,1.0,1.0,0.536842105263158,0.0,0.714285714285714,0.0,4.0,10.0,0.5062382586824881,0.4937617413175119,2,2.8344337802088844
520,0,7.0,2.0,15.0,4.0,144.0,11.0,0.0,0.255003776550293,1.0,100.0,2.0,1.0,28.0,2.0,2.44444444444444,0.0,1.0,1.0,1.74358974358974,0.0,1.0,0.0,2.0,5.0,0.5056260849717771,0.494373915028223,1,0.02976443717765931
522,0,13.0,2.0,0.0,13.0,113.47987020015717,1.0,0.0,0.43,5.0,86.0,1.0,0.0,0.4921875,2.0,5.66666666666667,1.0,1.0,1.0,2.17647058823529,0.0,0.4,0.0,5.0,3.0,0.5181509955176764,0.4818490044823236,2,20.624766870878055
546,0,8.0,2.0,11.0,5.0,113.47718435525894,6.0,5.0,0.8951021501421936,2.0,88.0,1.0,0.0,51.0,2.0,3.03125,0.0,1.0,1.0,1.23076923076923,0.0,0.8,0.0,2.0,3.0,0.5033459000111375,0.4966540999888625,2,7.548357031270222
585,0,3.0,1.0,13.0,2.0,120.98950785398483,6.0,33.0,0.23,0.0,100.0,1.0,7.0,26.0,1.0,9.33333333333333,0.0,0.0,0.0,1.11475409836066,0.0,0.571428571428571,0.0,1.5,10.0,0.5277683932108193,0.4722316067891808,2,4.815909290815129
1371,0,16.0,1.0,0.0,0.0,38.0,2.0,15.0,0.16500539571046838,0.0,88.0,3.0,0.0,18.0,1.0,3.96774193548387,1.0,1.0,1.0,1.23529411764706,0.0,1.0,0.0,1.0,0.0,0.506180113807164,0.49381988619283607,1,0.14879543034557652
586,0,76.0,1.0,9.0,3.0,108.49623250961304,3.0,3.0,0.8050201165676123,2.0,97.0,2.0,0.0,0.497314453125,1.0,8.55681818181818,0.0,1.0,1.0,1.83695652173913,0.0,0.5,0.0,6.0,10.0,0.5121126934612718,0.48788730653872825,3,38.12825646582441
601,0,2.0,1.0,1.0,5.0,49.0,1.0,2.0,0.5850850176811223,6.0,70.0,2.0,0.0,21.0,1.0,9.4,2.0,2.0,1.0,2.71428571428571,0.0,0.333333333333333,0.0,5.0,4.0,0.538819475985505,0.461180524014495,1,0.7242543260258174
616,0,3.48046875,2.0,16.0,7.0,50.453125,6.0,36.0,1.1050182527303694,4.0,96.0,2.0,1.0,186.0,2.0,8.60693641618497,1.0,1.0,1.0,1.95580110497238,0.0,0.542857142857143,1.0,5.0,12.0,0.5084512416052809,0.49154875839471907,3,128519531250000.0
694,0,2.0,1.0,32.0,4.0,204.0,3.0,2.0,0.44,0.0,100.0,1.0,0.0,34.0,2.0,4.383031056986915,0.0,1.0,0.0,0.675,0.0,0.5,0.0,1.5,6.0,0.5434911773344046,0.45650882266559545,2,2.5514331559876187
723,0,6.0,2.0,11.0,6.0,216.0,9.0,0.0,0.37,0.0,91.0,2.0,7.0,31.0,2.0,3.74074074074074,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.49951171875,4.0,0.5754089016036862,0.4245910983963138,1,1.686556239881501
1390,0,5.0,1.0,0.0,1.0,169.0,11.0,115.0,0.6050475692749022,3.0,100.0,2.0,0.0,19.0,2.0,7.5,0.0,1.0,1.0,0.875,0.0,1.0,0.0,1.0,0.0,0.6039370872522551,0.3960629127477448,1,0.8828837441260174
965,0,2.0,1.0,1.0,3.0,61.0,1.0,2.0,0.6050840812921527,2.0,40.0,2.0,1.0,19.0,1.0,6.0,0.0,3.0,1.0,1.30769230769231,0.0,0.666666666666667,0.0,4.0,5.0,0.5958092853427502,0.40419071465724976,1,0.8829561765326212
970,0,1.5,1.0,7.0,2.0,165.0,3.0,24.0,0.6350292968749999,2.0,91.0,1.0,2.0,34.0,2.0,4.43396226415094,1.0,1.0,1.0,1.24561403508772,0.0,0.5,0.0,6.0,6.0,0.5414119232438497,0.45858807675615026,2,10500000000000.0
993,0,2.0,1.0,3.0,0.0,29.0,6.0,6.0,0.6250781250000006,0.0,90.0,2.0,0.0,3.0,4.0,2.23684210526316,0.0,0.0,0.0,0.695652173913043,0.0,1.0,0.0,3.0,0.0,0.5111970015230498,0.48880299847695025,1,1.0416480685738072
994,0,2.0,1.0,3.0,0.0,39.0,6.0,10.0,0.5851113212108618,0.0,90.0,2.0,0.0,4.0,4.0,2.70588235294118,0.0,0.0,0.0,0.724137931034483,0.0,1.0,0.0,5.0,0.0,0.5001215216497991,0.49987847835020094,1,1.0218759595818157
995,0,2.0,2.0,3.0,0.0,59.0,6.0,16.0,0.5850243768095976,0.0,92.0,2.0,0.0,4.0,2.5,3.36486486486486,0.0,0.0,0.0,0.646341463414634,0.0,0.5,0.0,5.0,1.0,0.5087512373384435,0.4912487626615564,2,1.4520394599002133
996,0,2.0,2.0,3.0,0.0,37.0,6.0,10.0,0.6250317382812506,0.0,90.0,2.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.581818181818182,0.0,1.0,0.0,5.0,1.0,0.5315824051518727,0.46841759484812723,1,1.0812319737983538
1404,0,2.0,2.0,3.0,0.0,145.0,6.0,45.0,1.1052294921874999,0.0,96.0,2.0,0.0,5.0,4.0,4.26829268292683,0.0,0.0,0.0,0.444444444444444,0.0,0.666666666666667,0.0,1.0,1.0,0.5007076782725007,0.49929232172749927,1,2.0933604164889315
1405,0,2.0,1.0,3.0,0.0,44.0,6.0,8.0,0.36504564046859767,0.0,91.0,2.0,0.0,4.0,4.0,2.5,0.0,0.0,0.0,0.714285714285714,0.0,1.0,0.0,1.0,0.0,0.5059919319728148,0.4940080680271852,1,0.5059586110015231
1059,0,1.0,1.0,8.0,6.0,80.0,1.0,0.0,0.5850414821505547,0.0,0.0,1.0,0.0,50.0,1.0,9.88888888888889,0.0,1.0,1.0,1.18181818181818,0.0,0.0,0.0,3.0,3.0,0.545756524214413,0.454243475785587,1,0.38692258066149254
1069,0,0.0,1.0,3.0,3.0,119.0,2.0,20.0,0.6350549006462098,1.0,90.0,1.0,1.0,23.0,2.0,9.09090909090909,2.0,1.0,1.0,0.84,0.0,1.0,0.0,3.0,3.0,0.5785625305726767,0.42143746942732324,1,0.5853288353639959
1074,0,2.0,2.0,9.0,7.0,92.0,1.0,0.0,0.6350402581691741,1.0,90.0,1.0,0.0,19.0,1.0,8.4,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,0.5188674092381369,0.48113259076186315,1,0.5059479336155643
1150,0,0.0,2.0,0.0,0.0,50.0,12.0,31.0,0.4450414779782298,0.0,40.0,1.0,0.0,19.0,2.0,3.77272727272727,1.0,2.0,1.0,0.628571428571429,0.0,1.0,0.0,4.0,1.0,0.5022757092208843,0.49772429077911573,1,0.5257883169822967
1152,0,1.0,2.0,28.0,2.0,127.49956035614014,2.0,5.0,1.055109612941743,0.0,95.0,1.0,0.0,22.0,2.0,7.90625,0.0,1.0,1.0,0.771428571428571,0.0,0.666666666666667,0.0,4.0,2.0,0.5185045712022929,0.4814954287977071,2,1.8859794335849764
1238,0,1.0,1.0,0.0,2.0,47.0,1.0,0.0,0.32501568913459805,4.0,0.0,2.0,0.0,22.0,1.0,4.55555555555556,1.0,2.0,2.0,1.81818181818182,1.0,1.0,0.0,4.0,1.0,0.5009598993334068,0.49904010066659327,1,0.4463853031124807
1284,0,3.0,2.0,1.0,5.0,129.49341821670532,4.0,8.0,0.8050670945644378,2.0,100.0,3.0,0.0,16.0,2.0,4.14285714285714,1.0,1.0,1.0,1.42307692307692,0.0,0.5,0.0,5.0,7.0,0.5007254448918552,0.4992745551081447,2,2.3270818999523977
1287,0,2.0,1.0,1.0,0.0,83.0,8.0,15.0,0.5850877511501317,0.0,96.0,2.0,1.0,5.0,2.0,1.796875,0.0,0.0,1.0,0.320512820512821,0.0,0.5,0.0,6.0,5.0,0.556971313935003,0.443028686064997,1,0.8036116027275773
1294,0,2.0,1.0,1.0,0.0,78.0,7.0,15.0,0.3450256013870241,0.0,96.0,2.0,2.0,6.0,2.0,1.61290322580645,0.0,0.0,1.0,0.27027027027027,0.0,0.6,0.0,2.0,1.0,0.5025790510973678,0.4974209489026323,1,0.30753922240483045
1312,0,0.0,1.0,0.0,2.0,129.48670119047165,5.0,2.0,1.84,0.0,100.0,2.0,3.0,3.0,1.0,1.81481481481481,0.0,0.0,0.0,0.0,0.0,0.6,0.0,4.0,4.0,0.5203299530282728,0.47967004697172716,1,4.535073430274428
1322,0,0.0,0.0,0.0,2.0,105.0,0.0,0.0,0.30500721693038935,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.806451612903226,0.0,0.75,0.0,3.0,0.0,0.5513306005454309,0.4486693994545691,1,0.08928515273307636
