test_idx,best_mean,n_changed,n_pool_rows,candidate_id
1535,0.14863989554407817,1,1697,3.0
1671,0.25573671497584544,1,207,8.0
1732,0.25573671497584544,1,207,5.0
1744,0.9049562634024069,3,38,7.0
1866,0.15893810613490242,1,1150,5.0
1888,0.3284523133718547,2,70,8.0
1940,0.8547868401696775,3,38,2.0
1941,0.5920637690335897,2,236,8.0
1942,0.324792990260451,2,134,1.0
1949,0.15644055791653041,1,1150,8.0
1950,0.3580184156042279,1,1150,3.0
1953,0.23705767916294235,1,209,3.0
1956,0.1680004206319996,1,209,5.0
1957,0.396238966982674,1,1150,7.0
1970,0.04574316225345973,1,1150,4.0
1984,0.48749254677038784,2,123,4.0
1996,0.31521739130434784,1,207,6.0
1998,0.03594802222948675,1,1150,2.0
2004,0.12756090995371822,1,1543,6.0
2032,0.8457588404580347,3,8,8.0
75,0.9747958037913321,4,110,2.0
77,0.3364543330305724,4,150,7.0
82,0.7445069744349481,4,110,6.0
92,0.7026670684862667,4,110,6.0
101,0.2827177714591309,2,565,0.0
128,0.04212119017959016,1,564,9.0
132,0.2937830334023219,1,1543,0.0
136,0.9047340474415275,3,88,1.0
147,0.5123721408359434,1,1543,4.0
148,0.15487198377630043,1,1543,1.0
153,0.28114876311254694,2,565,8.0
181,0.19028000446402735,2,250,2.0
193,0.25917501154774664,1,627,7.0
199,1.671939114050473,2,1047,8.0
203,0.1112306368330465,1,415,2.0
204,0.013365478914677997,1,1150,8.0
205,0.3722381003466433,2,335,8.0
206,0.07572236232672372,1,567,5.0
215,0.2809417753738466,1,898,9.0
218,0.410787403177883,2,30,7.0
255,0.7915335907481448,4,259,7.0
271,0.7380898148969849,3,219,8.0
272,0.6956660194618884,4,110,6.0
273,0.3385379951569872,2,123,1.0
279,0.9451638232507541,6,63,4.0
286,0.4801256832061922,3,39,9.0
287,0.27491123397612177,2,30,2.0
303,1.44941763676198,7,5,5.0
312,0.5361253220323363,4,46,8.0
328,0.19685990338164253,1,207,7.0
372,0.0846153846153846,1,182,1.0
551,2.100111109311393,6,18,1.0
812,0.1257395299543096,2,25,6.0
816,0.9971316807008664,5,10,9.0
835,0.20490205884841148,2,509,3.0
849,0.049432821183393254,1,1150,9.0
852,0.09535523591587665,1,1150,5.0
853,0.4689563207990566,4,35,1.0
855,0.4183724164878845,2,445,7.0
856,0.07544350005448403,1,1150,9.0
858,0.3244341197515186,2,68,9.0
885,0.563024624580955,7,5,6.0
886,1.1643623902198066,4,65,4.0
941,0.5592442421539252,4,35,5.0
977,0.2173724769663775,2,509,5.0
980,0.5085799546637941,3,269,2.0
990,0.05189985834150592,1,1150,4.0
1004,0.23583692915402457,2,62,1.0
1037,0.09223983872725292,1,1150,2.0
1047,0.04758690203770295,1,1150,3.0
1066,0.15706494497112342,1,1150,5.0
1137,0.7510640916682165,4,14,0.0
1142,0.2979663063950775,2,245,2.0
1161,0.3296069295093044,4,150,4.0
1167,0.26716628527841346,1,1150,1.0
1201,0.868548708200061,3,129,3.0
1212,0.30745546866151113,3,110,6.0
1282,0.20495840862682094,2,62,9.0
1610,1.2681682734714217,3,8,7.0
1645,1.0447824750241872,6,63,6.0
1692,0.33146075908842637,2,1167,8.0
1877,0.06286574870912222,1,415,4.0
1881,0.13189671247802492,1,1543,6.0
1987,0.21545616401080342,2,509,2.0
2004,0.3521647185902674,2,83,2.0
2013,0.045419074436147566,1,1543,5.0
2015,0.2835820895522387,1,134,5.0
2049,0.29844035530818047,2,532,4.0
2122,0.18833551269478044,1,1150,2.0
2158,0.08481538303821343,2,950,9.0
2171,0.11880155773139164,2,558,1.0
2190,0.1420164917421163,2,947,5.0
2201,0.10300153290807497,1,567,7.0
2251,0.0525166176310341,1,1150,5.0
2254,0.31541189931350105,1,1150,3.0
2282,0.09784842541135445,1,1150,5.0
2283,0.07317287290516003,2,565,6.0
2289,0.28399472388025676,2,565,1.0
2301,0.14954287442557523,1,1543,4.0
2311,0.18496507587987812,1,1697,8.0
2313,0.08102207333742888,1,1543,2.0
2378,0.28363193980269197,1,564,8.0
2437,0.27762132039121273,2,445,7.0
2547,0.1654215338215879,2,134,3.0
2548,0.4502979639891066,1,1543,2.0
2549,0.27935548187320136,2,445,8.0
2553,0.28140075585688096,2,83,5.0
2569,0.052706194153227075,2,565,5.0
2591,0.8810094859045129,2,273,0.0
2597,0.2538499751614506,1,627,1.0
11,0.1634429400386847,1,188,3.0
38,0.13712388361258773,2,87,8.0
76,0.07057537455608905,2,607,4.0
106,0.06470016020611466,2,389,2.0
107,0.04046836228287841,1,1200,2.0
110,0.06050949898689019,1,511,6.0
123,0.019881197720935873,1,511,2.0
153,0.20056410227822855,2,90,9.0
204,0.06523022432113341,1,847,0.0
361,0.3824400911848763,2,40,4.0
364,0.11760649296939618,1,1200,8.0
399,0.04256134196253956,1,891,4.0
454,0.5403611377060844,3,84,6.0
695,0.15562375183685845,2,389,2.0
799,0.13710311040327605,2,87,7.0
853,0.019881197720935873,1,511,8.0
865,0.18055843170587235,3,170,9.0
920,0.08673469387755102,1,196,6.0
921,0.09402543047301047,2,87,0.0
923,0.0648633458710269,2,389,9.0
956,0.11893939393939393,1,440,3.0
957,0.10859445563815744,1,389,0.0
960,0.168398305969837,2,298,7.0
987,0.11258260927120138,2,301,9.0
1516,0.2975308641975308,1,81,2.0
1537,0.11777991756947105,2,179,0.0
1620,0.09402543047301047,2,87,8.0
1641,0.14814930868955228,2,467,5.0
1682,0.0602491728701406,1,1200,2.0
1690,0.16290657401293226,2,301,0.0
1735,0.216344373088115,2,339,2.0
1742,0.46874008183238763,2,139,3.0
1744,0.06176075268817205,1,1200,0.0
1761,0.08196014148908634,1,173,5.0
1764,0.044057288329321306,1,511,7.0
1775,0.1337645313402748,2,179,0.0
1800,0.12312332189977443,2,87,9.0
1861,0.11893939393939393,1,440,5.0
1893,0.11559456072715199,2,173,8.0
2077,0.03113006617038875,1,1200,9.0
2125,0.10867764033446269,2,301,5.0
2256,0.08136313167509315,2,607,7.0
2288,0.05912634408602149,1,1200,9.0
2489,0.20925841901272976,2,81,7.0
2513,0.1913171437094545,2,87,1.0
2585,0.10385674454046377,1,511,5.0
2617,0.26441193005363917,2,55,8.0
2906,0.10385674454046377,1,511,6.0
2911,0.3394233498918406,3,33,1.0
3213,0.05729786952494378,1,229,4.0
3523,0.05576406120760959,1,1200,6.0
57,0.8846726204387969,3,99,2.0
104,0.22781741108354012,1,1200,0.0
115,0.16761830897396465,1,901,7.0
141,0.5747936174547115,2,174,4.0
148,0.17966650174504895,1,901,5.0
152,0.39563317085454,2,97,2.0
195,0.11234567901234566,1,81,1.0
310,0.26690945068585054,1,1098,0.0
331,0.3743161769801196,2,176,4.0
491,0.4663758344467702,2,467,6.0
589,0.24415012851417028,2,137,7.0
599,0.8775572834789677,3,383,4.0
601,0.19864603481624754,1,188,7.0
637,0.23258559622195987,1,242,3.0
655,0.22614900625194162,2,569,8.0
731,0.24683378416518334,2,495,3.0
755,0.15703361226832127,2,246,1.0
770,0.16866937272325913,2,458,0.0
779,0.341586073500967,1,188,8.0
897,0.11849029214298676,1,891,0.0
939,0.39741769689775097,2,467,0.0
946,0.1988304093567251,1,414,4.0
2825,0.128646618115015,1,1098,0.0
2829,0.1881149153876426,1,242,4.0
2936,0.18841509332504724,2,146,2.0
2994,0.2254368937059309,2,447,8.0
3867,0.2827344823003351,1,1098,8.0
3877,0.19171469451613335,1,901,0.0
3912,0.12612012981063156,2,495,3.0
3919,0.13657219304692841,2,301,5.0
3926,0.16761830897396465,1,901,1.0
4145,0.2706462378709405,2,458,4.0
4147,0.099609375,1,320,1.0
6734,0.19401197604790424,1,167,5.0
59,0.16773058193319176,2,91,9.0
106,0.5575377367988313,3,51,2.0
117,0.4725299665394398,3,40,4.0
160,0.5723891983359964,2,248,9.0
165,0.03908204641532223,1,173,9.0
204,0.34893149162279113,2,493,4.0
205,0.41979261970112824,1,1093,1.0
212,0.5079568479482298,1,1098,9.0
624,0.8792385800454161,2,108,6.0
807,0.41979261970112824,1,1093,4.0
3061,0.08394956072904267,1,901,3.0
3065,0.06523022432113341,1,847,7.0
3216,0.06945043568285739,1,173,0.0
3399,0.3146133902964344,2,284,4.0
3733,0.1596672615331576,2,607,3.0
4124,0.07216880841902569,1,901,8.0
4185,0.47285427434393484,2,137,4.0
4195,0.039858510913639886,1,173,0.0
4231,0.16358616480593186,2,125,3.0
4237,0.2858189345215293,1,891,4.0
4637,0.1480224321133412,1,847,4.0
5371,0.10385674454046377,1,511,6.0
5525,0.06555239688972225,1,891,1.0
5528,0.19299110835401156,1,1200,3.0
6410,0.155859375,1,320,3.0
6488,0.1991325475599669,1,1200,4.0
6739,0.4755264676303864,2,27,2.0
7400,0.14623894289355022,2,389,7.0
10,4.723293061217944,7,8,9.0
12,0.8585858585858586,1,99,1.0
16,0.5363632744088838,2,978,4.0
19,0.3161871776972665,1,705,3.0
23,5.804946443065186,6,8,2.0
24,0.32187840413943364,1,816,2.0
27,2.3250540297057243,4,33,0.0
34,0.17718728233389988,4,165,8.0
35,3.3926037915165614,5,28,9.0
48,3.453631948852087,5,28,0.0
56,3.698604760577156,4,49,0.0
67,0.2792207792207793,1,994,8.0
77,0.40653112661703694,2,978,6.0
82,0.43174522174154406,2,266,9.0
83,0.2701829337077439,1,705,3.0
96,0.18154380830437167,1,994,0.0
105,0.03699981063089047,1,467,3.0
106,0.015309764162624365,1,467,6.0
108,4.751024156017294,7,8,1.0
109,0.5271600492056205,2,978,3.0
123,0.25829911970987396,2,317,0.0
132,0.08843085925469665,1,1360,3.0
139,0.6822821065599015,1,1360,0.0
140,2.5689581836617417,4,33,8.0
159,4.540678988581512,7,8,0.0
160,0.460673129687214,1,994,1.0
166,0.1597692610234672,1,467,5.0
168,0.043190723827004035,1,467,4.0
177,0.23794426334639202,2,978,9.0
182,0.2838747401247402,1,416,5.0
184,0.3699469544539967,1,994,4.0
189,0.21948842917111513,2,978,2.0
193,0.7272206952511822,2,42,6.0
196,0.29786090746863714,2,23,3.0
208,0.8364329196859359,3,406,0.0
209,0.04226239106753813,1,816,4.0
212,0.07025727650727652,1,416,8.0
213,0.13121255446623095,1,816,1.0
214,0.22309243391442302,2,978,2.0
216,0.7151154654108319,2,48,3.0
217,0.186239604989605,1,416,1.0
247,2.5955917321152335,4,27,8.0
251,0.2792207792207793,1,994,2.0
267,1.1278269858426524,2,431,0.0
327,0.19305285983254986,2,667,6.0
339,0.3593959119874856,2,21,5.0
341,0.07162167666440751,1,1786,3.0
347,0.32105960328609273,2,978,7.0
356,0.23029411764705884,1,1360,5.0
363,0.14387537772538692,1,1786,5.0
386,0.08885781293245351,1,467,8.0
395,2.4481414214906287,5,5,7.0
420,0.20691415673343883,2,50,3.0
426,0.03699981063089047,1,467,3.0
437,0.08860851404773573,1,1786,0.0
438,0.09568832768709579,1,1360,0.0
441,0.04949817185975033,1,467,7.0
443,0.3776261891905698,3,232,2.0
446,4.722439056893248,7,8,7.0
449,0.6245048802678629,2,216,4.0
468,0.18154380830437167,1,994,8.0
493,0.0792883595116212,1,1229,1.0
494,0.24304573836025756,2,978,7.0
505,0.08555113694299989,1,467,4.0
572,0.11918600416612042,1,467,3.0
578,0.29297116234703435,1,1229,0.0
611,0.13338714681700764,1,1786,4.0
628,0.3577814282066523,2,265,8.0
637,0.28781277621902446,2,88,6.0
645,0.1629302684671299,1,467,1.0
646,0.27787227115245394,2,212,2.0
663,3.1586269247599055,5,28,0.0
688,0.059796735448105945,1,1360,4.0
705,0.29746717066929235,2,978,4.0
724,1.4546145612328507,5,26,7.0
725,0.2547506927898371,2,372,9.0
726,3.3941913949479443,5,28,2.0
729,6.3924213038769455,5,9,0.0
732,0.7887258467453571,4,10,9.0
738,0.8106753452665377,2,637,8.0
743,0.3357198544698546,1,416,9.0
746,0.2559149120902973,1,542,7.0
769,0.14151881296681426,2,257,6.0
779,0.18786457257442263,2,978,4.0
784,0.07172726909419477,1,1229,7.0
796,0.18890153641306764,2,978,2.0
819,0.24733977251891998,2,317,4.0
820,0.2792207792207793,1,994,3.0
822,0.23006527067650304,2,372,8.0
825,0.11929563492063493,1,192,0.0
828,0.06929381470697697,1,1229,2.0
832,0.5586399208310271,2,8,4.0
833,2.3540726338780638,5,5,3.0
835,0.3351112462624192,2,62,8.0
837,2.291182939163512,3,52,5.0
843,0.920188461191597,3,6,0.0
845,3.635943339219861,4,13,3.0
847,0.043190723827004035,1,467,4.0
850,0.15608869725900837,1,1360,4.0
867,0.26924715412665395,2,459,9.0
868,0.11244155049600141,1,467,0.0
869,0.06240440501682471,1,467,3.0
874,1.849993351353672,2,664,6.0
875,1.6019095182380643,4,5,1.0
877,2.6602913168262416,6,6,8.0
881,0.5883241990863034,3,18,0.0
884,3.3246609538482224,4,30,0.0
897,0.04308268664704308,1,101,2.0
898,5.6943064306571936,5,125,2.0
909,0.06443297577341671,1,1229,1.0
911,15.02410136554774,4,38,1.0
912,5.952647077129033,3,90,7.0
920,0.18413145718532004,2,978,2.0
922,0.2809963455767323,2,43,2.0
930,0.20561502242024185,2,978,6.0
932,5.1581309374785755,6,11,3.0
933,0.14530371956114524,1,101,3.0
935,0.152152368743726,1,1786,6.0
936,0.8003800605597787,2,21,1.0
949,0.06649676767184882,2,305,1.0
950,0.292511215340103,2,43,0.0
960,3.0349065237537998,3,46,8.0
962,1.243580254558202,3,6,0.0
970,0.6047951955651372,1,1360,0.0
972,0.18271894056002205,1,1229,6.0
973,0.1157190927762968,1,467,8.0
989,0.23799138221962263,2,978,9.0
996,0.38561360847477544,1,1786,3.0
997,0.3155178850709121,2,265,9.0
1004,0.2655548534803936,2,459,9.0
1012,0.043190723827004035,1,467,5.0
1015,0.14985517134814824,2,602,3.0
1023,2.221549628161166,5,5,7.0
1024,0.3259035829490103,2,265,8.0
1025,0.08249158249158249,1,99,9.0
1030,0.12920800011653483,1,467,7.0
1034,2.0792071884207877,5,5,0.0
1037,0.5931772586181022,2,21,4.0
1042,0.18154380830437167,1,994,5.0
1045,1.0405460894508238,3,61,8.0
1058,0.23086625463447366,2,212,0.0
1061,15.334701548777764,6,8,0.0
1065,0.05592215472912934,1,467,6.0
1076,0.14805294547993592,1,705,1.0
1078,0.23445263002066966,2,978,8.0
1081,0.08036804064698816,2,305,7.0
1083,0.20351352532447672,1,467,1.0
1088,0.2431496586749635,2,978,2.0
1092,0.175220893970894,1,416,6.0
1106,0.08220076038980904,1,467,5.0
1109,0.1877434110165584,2,978,9.0
1113,0.16115682496697664,1,1369,2.0
1116,0.0955731328934143,1,467,8.0
1127,0.12874389221793048,1,1229,6.0
1132,0.2397295347786439,2,978,2.0
1135,0.04308268664704308,1,101,9.0
1136,0.18686325114073446,2,978,6.0
1139,2.242789564028141,5,5,1.0
1145,0.2792207792207793,1,994,2.0
1148,0.06240440501682471,1,467,6.0
1150,0.13880510319176376,2,76,6.0
1151,0.07485599616347471,1,1229,0.0
1159,0.3002062468514843,2,265,3.0
1201,0.26057284373679707,2,216,0.0
1204,0.24787877818283238,2,459,2.0
1208,6.646599376472972,3,42,5.0
1213,3.4377038802030286,4,30,0.0
1227,0.24174873497259236,2,978,7.0
1229,0.8638730635437321,3,65,0.0
1231,0.19269102995073148,2,216,4.0
1235,0.11958885124730521,1,1360,7.0
1239,0.5691575729780175,3,29,8.0
1241,0.125697848583878,1,816,2.0
1246,5.899607541998421,6,8,7.0
1248,0.2382713488462982,2,978,6.0
1266,0.06991483903151668,1,1369,0.0
1273,0.23835645702555253,2,978,4.0
1289,1.689477658433305,5,5,0.0
1296,0.24595167730217893,2,978,7.0
1297,0.18940918236692883,1,994,6.0
1314,0.8868113167271022,2,431,8.0
1334,0.31104966529689526,3,232,3.0
1343,0.20628912145803494,2,978,9.0
1374,0.3093309001848158,2,743,9.0
1401,0.08885781293245351,1,467,4.0
1406,0.177620732873554,2,136,0.0
1437,0.1375891379696402,2,459,1.0
1439,0.15943654108434563,2,401,3.0
1441,0.19217847662145623,1,1369,7.0
1459,3.4931371898355414,6,10,3.0
1475,0.3573640639783949,2,212,0.0
1478,0.5086702015574062,2,743,0.0
1495,0.15857794417451643,1,1369,2.0
1498,1.3506861072610443,2,1168,9.0
1503,0.27440540198643676,2,265,1.0
1509,0.08885781293245351,1,467,5.0
1510,0.08581495284704607,1,1229,8.0
1519,0.26149764155446475,2,459,4.0
1540,0.027589622572797862,1,467,5.0
1549,1.6345901925164303,4,19,7.0
1558,0.47370302287581695,1,816,2.0
1573,0.3917910447761193,1,67,6.0
1578,1.7809447400082554,3,6,1.0
1585,0.036635486139223135,1,1229,5.0
1587,0.1998852967653547,2,305,3.0
1608,0.06240440501682471,1,467,0.0
1612,0.09793129601962827,1,1369,3.0
1633,0.34831723546167176,2,76,2.0
1634,0.19627079002079004,1,416,9.0
1635,0.15652937420178797,1,232,2.0
1638,1.1844743360679246,2,29,0.0
1643,0.4104163800085119,2,317,1.0
1644,19.71009488941792,7,7,4.0
1648,1.0970805162753672,3,28,4.0
1664,0.14229211790187404,1,1369,8.0
1671,20.118590354807804,7,7,0.0
1696,0.3944347560182554,3,232,1.0
1767,0.31668054062806295,2,978,0.0
1778,0.11837018297136957,1,1369,2.0
1808,16.48828943756837,6,8,1.0
1811,0.4880952380952381,1,63,7.0
1812,0.4184197984749456,1,816,0.0
1813,4.602259739181735,7,8,0.0
1814,0.5301989030834727,2,637,3.0
1865,0.07554370784716455,1,467,0.0
1877,0.31209683768853974,2,401,9.0
1881,0.13594355079317444,2,978,7.0
1883,0.11988529357056998,1,1786,3.0
1927,0.33625557301481385,2,344,0.0
1931,0.22337818357513886,2,459,8.0
1956,0.29677070286258755,2,978,0.0
1957,0.07839137214137216,1,416,0.0
1962,0.4573795920936241,2,95,6.0
1963,0.09794061302681992,1,232,4.0
1964,0.058922926772422037,1,467,3.0
1988,0.7066397294836528,3,18,5.0
1989,0.2548213422447562,2,459,5.0
1990,0.6703552697782379,2,274,2.0
1991,0.2609249308817422,2,459,9.0
1993,0.24290833958612879,1,705,2.0
1995,0.23809523809523808,1,63,7.0
1996,0.7868679510628719,2,274,3.0
1997,0.12157864356932221,2,257,3.0
2002,0.11438712657838006,1,1360,4.0
2013,0.7219456381317543,2,23,0.0
2029,6.6058930073151885,5,8,8.0
2030,0.7088614379652693,3,18,6.0
2034,0.25191782576228666,2,459,2.0
2043,15.465318437927342,5,25,1.0
2045,0.7256210636947781,3,18,5.0
2053,11.217562800392235,3,28,0.0
2055,62.78829739856403,8,5,7.0
2060,0.5350204320792721,2,23,3.0
2069,2.311060316358506,5,6,2.0
2071,15.423981361771158,5,5,2.0
2073,6.804708050847934,3,34,4.0
2082,0.6861485519109646,3,6,2.0
2088,0.8143605688253304,2,274,7.0
2091,0.769402369325292,2,274,1.0
2097,0.9153564259311567,2,431,8.0
2099,16.67712404852998,3,8,0.0
2100,19.274543798720533,4,5,5.0
2101,1.6681352866876364,4,11,3.0
2103,0.9328306615448225,2,431,5.0
2104,0.7598159948761294,3,18,2.0
2106,2.450712232038813,4,13,6.0
2108,0.7575826316922707,3,18,5.0
2112,54.94576919625133,8,7,0.0
2114,0.7276650880264385,3,18,6.0
2115,6.226291068153873,4,19,6.0
2117,1.0636311655680593,6,8,2.0
2118,0.7014054714041362,3,18,7.0
2119,0.6373001749343642,3,18,9.0
2120,0.3639897155902023,2,8,4.0
2123,15.345238161573636,5,5,2.0
2129,0.16803765814972146,1,1369,6.0
2130,0.437061359407695,2,23,0.0
2131,0.03346006496817142,1,467,5.0
2139,0.8946147129418023,3,165,0.0
2140,15.513248698784892,5,5,0.0
2143,0.13121255446623095,1,816,5.0
2144,0.7920934312462776,2,274,8.0
2147,20.419274911324713,7,7,0.0
2148,0.43338928317870473,1,1229,3.0
2154,0.268794585695994,1,994,5.0
2162,0.2098633704108572,2,743,9.0
2163,0.34190972916741386,1,1786,5.0
2166,0.5456138779991734,3,619,1.0
2168,0.22822549008326184,2,406,3.0
2170,0.31925233335992026,2,459,5.0
2187,0.4757628425300946,2,141,0.0
2194,4.86019267452568,3,47,2.0
19,0.4761904761904762,1,7,5.0
20,0.4121342871482727,2,266,0.0
25,0.1587705205381351,2,165,2.0
30,0.5732066903392525,3,187,4.0
41,0.916662537331766,4,224,5.0
