test_idx,best_mean,n_changed,n_pool_rows,candidate_id
148,0.3364055299539169,1,14,7.0
152,0.18922149735848354,2,108,1.0
491,0.18665453471633262,2,108,0.0
584,0.3262495080676898,1,242,1.0
589,0.3438012250884307,1,173,0.0
599,0.3262495080676898,1,242,0.0
601,0.4845019681182136,2,85,2.0
637,0.44560937147633667,2,6,2.0
655,0.30627555984382776,2,75,3.0
731,0.625,1,18,6.0
897,0.189401948970047,2,137,9.0
939,0.31343912607316315,2,137,9.0
946,0.39517266335814727,1,1200,3.0
2936,0.29744704198364663,2,75,8.0
3877,0.21373745655633677,2,137,9.0
3919,0.7377120453598276,1,263,3.0
3926,0.3498259529293594,1,511,5.0
4304,0.46242943504450734,2,248,5.0
59,0.2379840190521142,2,284,4.0
106,0.5957328965943689,2,92,5.0
160,0.3840937704464593,2,38,4.0
204,0.16379084967320262,1,85,2.0
624,0.2640270224380907,1,263,3.0
3399,0.1134021414201701,1,263,9.0
4195,0.4277671690525311,2,149,1.0
4237,0.2718894009216589,1,14,5.0
4637,0.5237859049934229,2,38,9.0
5525,0.27398230595070544,2,108,9.0
6739,0.3164805083751361,2,131,5.0
10,0.28893356057626474,1,467,2.0
16,1.1919191919191918,1,99,8.0
19,0.5601689221180758,2,978,0.0
23,1.9454506918064018,2,1342,6.0
24,0.39405532539338733,2,23,6.0
27,6.415496049165935,1,134,1.0
35,0.2563745986193101,2,459,0.0
41,0.6568519766451447,2,6,8.0
48,0.9419191919191918,1,99,4.0
67,0.9758719212738654,2,30,1.0
69,0.3505849135116495,2,978,4.0
77,3.024192240685719,3,30,1.0
82,0.3131402031597978,2,459,5.0
83,0.36515862008348376,2,459,0.0
85,0.17220653009949002,2,667,3.0
105,0.2906782268257461,2,743,0.0
129,1.1919191919191918,1,99,3.0
139,0.3685827172326555,2,265,3.0
159,0.9411207103613373,2,91,3.0
160,0.3699469544539967,1,994,5.0
163,0.26172267622252327,1,467,8.0
169,4.3411692269951,4,27,1.0
172,0.41509545686066807,2,449,2.0
175,9.390687991865853,3,11,0.0
177,0.871334581714539,1,705,6.0
182,1.2752525252525253,1,99,5.0
184,3.5449346764102367,2,55,0.0
191,1.3207964819897091,2,11,4.0
193,4.533143107989464,1,134,1.0
217,0.3862095790898253,2,449,2.0
247,0.40261170128562435,2,265,1.0
251,0.27489157464611347,2,459,6.0
328,0.1289090536092176,1,1786,9.0
347,0.2308443078802367,2,459,0.0
363,0.3093417238415709,1,467,2.0
366,7.657232866140803,2,116,0.0
408,0.2866760697512381,2,459,2.0
417,0.7335188356164384,1,146,4.0
432,0.32069405017815994,2,265,2.0
438,0.12392625183322854,1,86,4.0
441,0.2958230619929744,2,459,6.0
464,0.3776620719936957,2,265,2.0
468,0.3534921059673535,1,101,7.0
475,0.24074548550235977,2,978,3.0
477,0.3093417238415709,1,467,2.0
494,2.2892936865926226,4,5,1.0
572,0.38193443234406615,2,978,3.0
603,3.6286467747147313,4,5,0.0
611,0.2792207792207793,1,994,1.0
620,0.551582220596305,1,994,1.0
625,0.32924243677319914,2,459,0.0
628,0.7499191912507671,1,1369,1.0
640,0.3699469544539967,1,994,4.0
641,0.38503747445505454,2,978,5.0
645,0.22090634969191097,1,467,5.0
646,0.30527222195270687,2,265,6.0
651,6.091966637401229,1,134,6.0
663,0.7043664196353289,2,62,4.0
689,1.1919191919191918,1,99,8.0
695,1.2752525252525253,1,99,9.0
701,0.4880952380952381,1,63,9.0
719,0.39864640594753165,2,265,0.0
724,0.18940918236692883,1,994,1.0
725,0.21173318656664963,2,978,0.0
726,0.31644161311599034,1,1786,1.0
729,1.3737515019428477,2,660,2.0
732,0.8169191919191918,1,99,4.0
746,0.8809470282254145,2,91,2.0
796,1.1085858585858583,1,99,7.0
807,0.4802387717102375,2,978,0.0
819,0.39487309534259524,1,1786,5.0
820,1.2882467173831713,1,1369,2.0
822,0.18940918236692883,1,994,3.0
823,0.6436300265381383,2,27,8.0
826,0.16508977946758996,2,667,0.0
828,0.3517613374121767,2,401,3.0
830,0.6480028149441466,1,1369,3.0
831,0.20213312659070928,2,401,0.0
832,0.20393219542634647,2,978,4.0
833,0.4793772397456381,2,21,8.0
835,0.19570589763505233,2,449,6.0
836,0.5598715010915624,2,69,4.0
837,0.8897688356164384,1,146,0.0
843,0.30668942169270863,2,265,4.0
845,0.29567906149096246,2,265,0.0
847,0.19158872830987925,2,401,0.0
850,0.31496766431816603,2,265,8.0
856,1.2621143132019865,1,1369,9.0
857,0.37943282694054836,2,978,0.0
864,0.460673129687214,1,994,0.0
867,0.9673907395817496,2,29,4.0
869,0.460673129687214,1,994,5.0
871,0.8095238095238096,1,7,5.0
873,1.4358652579637645,2,660,0.0
874,0.8156917091674892,2,48,4.0
875,0.4761904761904762,1,7,4.0
876,1.765822450131093,1,1229,0.0
877,0.28893356057626474,1,467,8.0
881,0.3951974442877778,2,978,2.0
884,1.4279661016949152,1,118,8.0
885,0.29019760356819196,2,265,2.0
897,0.29415911815384466,1,1369,1.0
898,0.2431432286243755,2,978,6.0
907,0.8897688356164384,1,146,0.0
909,0.44539614561027846,1,467,6.0
911,1.4835216572504715,1,118,7.0
912,1.3724105461393603,1,118,0.0
913,1.4691965839829466,2,660,0.0
914,1.8418740304791132,3,6,5.0
919,1.272928446634748,2,110,8.0
920,0.2956943250588374,2,216,6.0
922,0.4670575485430118,2,216,5.0
924,0.9835216572504707,1,118,6.0
927,0.529832140396691,2,48,4.0
928,0.3025390027531355,1,467,0.0
929,1.482476012474344,2,660,0.0
930,0.38196011551333364,2,449,4.0
932,0.9461729330698027,2,431,7.0
935,0.967304917138095,2,110,1.0
936,0.3155178850709121,2,265,5.0
940,0.9340015982390002,2,30,4.0
947,1.9270190821252788,2,1342,7.0
949,0.37163299490042767,2,449,4.0
960,0.8585858585858586,1,99,0.0
962,0.460673129687214,1,994,5.0
966,1.478142187766447,1,1369,3.0
970,0.5496439416963419,2,96,2.0
972,0.16535806975664652,2,459,5.0
973,1.4980035818027129,2,660,2.0
989,0.3909743769027954,1,467,5.0
993,0.5421098161725493,2,978,0.0
997,0.4113825401681016,1,467,0.0
1003,0.8003800605597787,2,21,1.0
1011,0.18940918236692883,1,994,0.0
1012,0.4880952380952381,1,63,6.0
1013,1.1919191919191918,1,99,8.0
1023,0.19694550450423734,2,212,8.0
1024,0.7950267233586754,1,1229,7.0
1025,0.2755495500167451,2,216,2.0
1027,1.5338916170990906,2,1342,7.0
1028,0.8567223504442291,2,51,4.0
1030,1.4927765001035231,2,660,4.0
1034,1.316854990583804,1,118,3.0
1045,0.3699469544539967,1,994,3.0
1050,0.33925113807781393,2,265,6.0
1065,0.329749887106877,1,467,1.0
1075,0.9758719212738654,2,30,2.0
1078,0.2821308394878294,1,467,3.0
1081,0.4113825401681016,1,467,7.0
1083,0.6409305988322305,2,62,6.0
1087,1.2671628296056046,2,110,2.0
1088,0.3699469544539967,1,994,5.0
1089,0.3356831456030165,2,216,2.0
1091,0.4761904761904762,1,7,7.0
1092,0.40454834229316144,1,1229,2.0
1094,0.06240440501682471,1,467,4.0
1101,0.20315017238011862,2,265,9.0
1109,0.3923930258117948,2,449,3.0
1113,0.3311449542955026,2,265,6.0
1116,0.36376349254905394,1,467,6.0
1118,0.1841429884489891,2,978,3.0
1121,0.3563912926738046,2,265,7.0
1122,0.3517565034854881,2,449,7.0
1127,0.8187996043562995,2,91,1.0
1132,0.3699469544539967,1,994,1.0
1136,0.6763475391566686,1,1229,7.0
1137,1.2335858585858586,1,99,1.0
1139,0.23451179186878177,1,467,4.0
1141,0.08220076038980904,1,467,1.0
1144,0.18940918236692883,1,994,5.0
1145,0.19599832390530053,1,86,3.0
1146,0.3177934853967988,2,265,1.0
1147,0.2821308394878294,1,467,5.0
1151,0.29567906149096246,2,265,5.0
1159,0.9835216572504707,1,118,2.0
1201,0.18940918236692883,1,994,0.0
1202,1.7175595818889438,1,1229,0.0
1204,0.3025390027531355,1,467,9.0
1208,0.2821308394878294,1,467,7.0
1213,1.1502525252525249,1,99,7.0
1214,0.32938268879868027,2,265,6.0
1215,0.6510942760942761,1,99,7.0
1216,0.3417175074783658,2,265,4.0
1225,1.3719436604933188,2,104,0.0
1227,0.3699469544539967,1,994,1.0
1237,0.36979440330918334,2,265,0.0
1239,0.7884716141170844,2,431,8.0
1246,0.460673129687214,1,994,6.0
1251,0.3328393549216147,2,321,7.0
1253,0.3318305465163727,2,265,7.0
1257,0.4025821311999313,2,978,1.0
1266,0.6102693602693601,1,99,5.0
1272,0.09898177686492157,1,467,6.0
1273,0.4181852612565369,1,467,4.0
1289,1.261299435028249,1,118,4.0
1296,0.26172267622252327,1,467,1.0
1297,0.7752525252525251,1,99,4.0
1314,0.34335532928374773,1,467,2.0
1325,0.2792207792207793,1,994,0.0
1328,0.34866968273684057,2,265,1.0
1334,0.37516295842131214,2,449,2.0
1343,0.2245112218554095,1,1786,7.0
1357,0.30039845523244324,2,406,4.0
1367,0.3460819307015762,2,216,7.0
1374,7.003731343283582,1,134,3.0
1401,1.3187527820101643,2,40,4.0
1406,1.3724105461393603,1,118,0.0
1430,0.32982765002204667,2,978,3.0
1439,0.3524010545013029,2,265,5.0
1441,0.28100942501187426,2,743,0.0
1455,1.0390772128060262,1,118,2.0
1459,0.3374957245074851,2,978,1.0
1498,0.2983065702136795,2,978,3.0
1503,0.27440540198643676,2,265,4.0
1510,0.7335858585858586,1,99,5.0
1540,0.35015805037218317,1,467,2.0
1541,0.9880952380952381,1,63,7.0
1549,0.3907899362119394,2,449,2.0
1558,0.25023244293004304,2,6,2.0
1559,1.7185603062333457,1,1369,5.0
1560,0.27871948863316104,2,266,3.0
1562,1.5930324378856784,1,1229,3.0
1565,0.8658956374691783,2,51,9.0
1567,0.25801715176715184,1,416,2.0
1568,1.2335858585858586,1,99,4.0
1570,0.35015805037218317,1,467,6.0
1572,0.327000267594327,1,101,2.0
1573,1.4382072117324618,2,7,2.0
1574,0.593477491948114,2,223,4.0
1578,1.4417848604952077,2,660,1.0
1579,0.8427144364576047,2,141,4.0
1584,1.2575301625211712,2,7,0.0
1585,0.5919829567232996,2,48,4.0
1597,0.3229471660184417,1,467,4.0
1604,1.1136144000609522,1,1229,2.0
1608,0.4113825401681016,1,467,3.0
1612,1.4279661016949152,1,118,3.0
1617,0.3171144642513748,2,459,2.0
1619,0.5316476610359004,1,1229,3.0
1626,0.5118999855523281,1,1229,3.0
1627,0.9306524685838444,2,91,2.0
1633,0.7760380538863545,1,1229,0.0
1634,0.3473268335526708,1,1786,2.0
1635,0.4113825401681016,1,467,3.0
1636,1.9659686329355042,2,1342,2.0
1638,0.5156489992258929,2,5,7.0
1639,0.3325446695565779,2,265,7.0
1642,0.3307309544728105,2,96,0.0
1643,1.2608227721243135,2,76,5.0
1665,0.2983437486343574,1,467,4.0
1671,1.2194294790500038,2,29,4.0
1676,1.2313414611807467,2,400,2.0
1696,0.38417165581436,1,467,4.0
1720,0.4616002140754615,1,101,9.0
1759,0.6580184162880061,2,23,9.0
1767,0.6340305251447811,2,116,2.0
1784,0.2667716756595183,2,1062,3.0
1811,0.3131154410224178,1,86,8.0
1812,0.36508183187238796,1,1786,4.0
1813,0.4088137976000836,2,978,1.0
1816,1.4524806059277524,3,28,4.0
1922,0.24096938528341336,1,1786,1.0
1923,0.29421681684793655,2,978,4.0
1931,1.5035341086698875,3,39,5.0
1956,0.2549199551340879,1,467,2.0
1958,1.1368476659905409,2,141,0.0
1959,0.34984449504003773,2,6,6.0
1988,0.26172267622252327,1,467,5.0
1989,0.2957362816647002,1,467,2.0
1990,0.18631870932695455,2,743,1.0
1991,0.09352873093681918,1,816,2.0
1992,0.13538733781756146,2,368,2.0
1993,0.23809523809523808,1,63,3.0
1997,0.2004981864266049,1,467,3.0
2002,1.2752525252525253,1,99,4.0
2013,0.16981989376513823,2,212,4.0
2029,0.8983876517294324,2,431,0.0
2036,0.26852539731095865,1,467,6.0
2037,0.3346054525746014,2,265,1.0
2043,1.4279661016949152,1,118,1.0
2044,1.801030608111022,1,1229,0.0
2047,6.530446702483434,4,48,0.0
2048,0.9471998106576935,1,1229,5.0
2052,0.8003800605597787,2,21,0.0
2053,0.3229471660184417,1,467,8.0
2055,0.4761904761904762,1,7,8.0
2057,0.7818766987487714,2,91,4.0
2058,1.142857142857143,1,7,6.0
2060,1.9197640422717506,2,1342,7.0
2069,0.30050842922130033,1,101,6.0
2071,0.4761904761904762,1,7,8.0
2073,0.2957362816647002,1,467,2.0
2075,0.18689274424973415,1,467,1.0
2077,0.8095238095238096,1,7,6.0
2082,0.22156810275622146,1,101,2.0
2083,1.6851925316520326,1,1229,0.0
2086,0.24131451295721715,1,467,6.0
2087,1.1919191919191918,1,99,6.0
2088,1.5514087240061336,1,1229,1.0
2091,0.1733164357820216,1,467,2.0
2094,1.2902988627094494,2,29,1.0
2095,1.1127939019973332,1,1229,6.0
2097,1.1085858585858583,1,99,2.0
2099,1.0669191919191914,1,99,5.0
2100,1.352110532853609,2,23,4.0
2103,0.26852539731095865,1,467,3.0
2104,0.22090634969191097,1,467,7.0
2105,1.7514013617884103,2,16,0.0
2106,0.1117247448320302,1,2427,0.0
2108,1.2335858585858586,1,99,4.0
2112,0.3161444449300062,1,467,0.0
2114,0.2990214019621865,2,212,3.0
2117,0.1462220862649128,1,467,2.0
2118,0.840909090909091,2,11,4.0
2119,0.4379089678104501,2,38,5.0
2123,0.8735536665105168,2,431,2.0
2126,0.2713998304681856,2,212,6.0
2129,0.33925113807781393,2,265,5.0
2138,0.9033037592296723,2,431,2.0
2140,0.4794097510524553,1,467,4.0
2147,2.4835216572504706,1,118,5.0
2150,0.3792687571011734,1,1786,6.0
2151,0.27798507462686556,1,67,1.0
2168,0.33632596108621843,2,266,6.0
2170,0.5167910447761193,1,67,3.0
2173,0.5134073413693416,2,116,8.0
2194,1.0772688356164384,1,146,5.0
19,0.1619318283085758,2,525,0.0
20,0.8250222791135569,2,21,8.0
25,0.28872501632850645,2,1331,3.0
30,0.9824975884633107,1,1369,2.0
44,2.5545295315577734,2,181,3.0
60,0.41590923753316755,2,266,4.0
80,3.5707948043869586,2,139,9.0
88,0.463978377553776,2,36,7.0
124,2.929833795845279,2,181,3.0
145,0.5469935375925656,2,5,7.0
148,1.582389540637664,2,30,5.0
156,0.992019247415508,5,38,2.0
157,0.3532848992343954,2,191,5.0
194,0.8940240702460123,2,409,6.0
218,1.0285777505446623,1,816,3.0
226,0.8896888616557734,1,816,5.0
241,1.6489348970674456,5,38,0.0
283,0.5049455456720163,2,43,2.0
287,0.26988976923057356,1,1369,3.0
383,0.38085155528179854,1,1360,0.0
441,0.3238032381010709,2,1331,7.0
483,0.5609786386931016,2,529,3.0
511,3.499372097096396,2,108,9.0
530,1.8023313492063495,1,192,5.0
617,0.3358347989198352,1,1369,6.0
644,1.1062833299954336,4,224,1.0
668,1.074414395865954,2,116,6.0
669,0.7960188356164384,1,146,3.0
684,2.6948755754811837,2,86,5.0
689,0.27774950140776233,2,525,3.0
739,3.2309027777777772,1,192,9.0
745,0.6524983751134759,2,42,0.0
755,3.585818553264514,2,181,0.0
769,2.5650320285068675,2,86,0.0
846,1.671113429039832,4,15,0.0
851,0.870600220815653,2,43,6.0
908,0.7144656861595836,2,21,6.0
910,1.2412083898570387,1,1369,7.0
929,0.6018587306442921,1,467,7.0
934,0.7332089552238806,1,67,8.0
938,1.0441476901507094,2,9,4.0
939,2.4768273815561144,2,7,1.0
949,1.9936714188943525,2,104,6.0
950,1.25079027139014,1,1369,4.0
955,0.6082089552238806,1,67,4.0
976,0.9716656652511354,2,116,7.0
977,0.6082089552238806,1,67,7.0
978,0.6082089552238806,1,67,4.0
993,3.3466416621124795,2,181,2.0
1023,0.9191336972461911,3,52,3.0
1024,0.3244770768455093,2,602,5.0
1025,0.7332089552238806,1,67,6.0
1036,3.2586400765613237,2,108,8.0
1037,2.3846924954749253,5,15,0.0
1053,3.166908254042791,2,108,3.0
1054,3.2803554720180843,2,108,6.0
1058,0.6082089552238806,1,67,5.0
1064,1.0113164548887479,2,21,8.0
1066,3.76021160150998,2,181,3.0
1069,3.1162138468834293,2,181,5.0
1072,0.4261624370391675,1,1369,3.0
1085,0.6068970874348273,2,6,3.0
1091,3.584073990500605,2,30,4.0
1106,0.7332089552238806,1,67,4.0
1121,1.1659954106069654,4,224,0.0
1147,0.7332089552238806,1,67,8.0
1151,1.123768063598235,1,1229,5.0
1171,0.7075333605664489,1,816,0.0
1190,0.4096912785064874,2,6,8.0
1193,0.26988976923057356,1,1369,6.0
1203,0.9581073445608715,1,1369,3.0
1204,0.7163963258830073,2,6,5.0
1205,0.5760821680927786,2,1168,6.0
1209,0.4880952380952381,1,63,7.0
1260,3.0354102309267748,2,86,6.0
1262,1.1535146370660287,2,5,6.0
1266,0.8851892956147706,2,409,5.0
1272,3.4696926686779848,2,108,6.0
1274,2.3163265306122445,1,49,4.0
1283,0.7952602028525332,2,21,0.0
1285,1.1501883239171378,1,118,6.0
1287,1.026753398539274,2,116,4.0
1289,0.429755582788671,1,816,2.0
1295,3.0229132961639062,2,181,3.0
1304,0.36376349254905394,1,467,5.0
1308,0.34099163634264695,2,377,8.0
1311,3.3853183344322777,2,108,2.0
1370,0.3239731366128723,2,191,9.0
1391,1.5708704145864985,1,542,0.0
1395,0.5825546853300692,2,21,2.0
1436,0.9130493463982251,2,21,1.0
1464,0.44943654190510146,2,401,6.0
1469,0.207395831779025,2,978,6.0
1513,0.30270221856601226,2,266,1.0
1542,0.5409442133884412,2,308,7.0
1543,15.086948553888918,2,166,0.0
1596,0.1468171489944982,1,1786,5.0
1620,0.48694029850746257,1,67,7.0
1638,1.083209300925221,2,116,2.0
1641,3.2092293958820486,2,181,8.0
1648,2.0403066229363604,2,233,3.0
1663,0.284146141732933,4,48,3.0
1668,0.4761904761904762,1,7,7.0
1669,3.5174619390585833,2,108,0.0
1671,0.3245438441549187,1,1369,2.0
1675,0.46899801587301587,1,192,5.0
1687,1.246434870693276,1,1369,3.0
1690,0.48694029850746257,1,67,8.0
1700,0.3699469544539967,1,994,3.0
1717,0.2900792691854946,2,401,6.0
1730,0.13881004370426095,2,685,3.0
1737,0.48694029850746257,1,67,7.0
1738,0.8582089552238804,1,67,3.0
1739,0.18797082072876817,2,266,3.0
1740,0.8988811409147942,2,10,1.0
1744,0.8947740542136946,4,360,0.0
1752,0.3714292809699868,2,462,2.0
1755,0.44950328840177284,2,19,1.0
1757,0.7380952380952381,1,63,1.0
1763,0.3694029850746268,1,67,3.0
1778,0.9007572266402691,2,21,5.0
1780,3.035913738434204,2,86,5.0
1797,1.0565805658056577,1,542,2.0
1799,0.9007572266402691,2,21,3.0
1815,1.2299805918863171,2,400,7.0
1820,3.3933202909597013,2,181,6.0
1822,3.5864633478720394,3,100,1.0
1840,0.4171662539305867,1,1229,3.0
1885,0.3168973255195899,2,55,6.0
1886,1.2183623545357172,1,1229,2.0
1888,0.3143996353124753,2,266,6.0
1907,0.30513085186116007,2,266,7.0
1960,0.5800494382276986,2,5,1.0
1968,0.710990261577749,4,144,1.0
1973,7.709613696224758,1,134,2.0
1975,3.6449236720689893,2,86,5.0
1978,1.0498678502915193,1,705,6.0
1980,1.9391726409759868,5,15,0.0
2071,0.3257830402961446,2,266,1.0
2121,0.19104356242275758,2,266,2.0
2384,0.23809523809523814,1,7,5.0
2387,0.9371320715024871,2,27,6.0
2408,0.38838425245783426,2,602,6.0
2409,19.749730031995856,3,108,4.0
2422,1.4530073916951871,2,488,0.0
2433,2.1924141608447734,2,136,0.0
2434,0.9832089552238806,1,67,5.0
2438,0.9007572266402691,2,21,0.0
2446,0.17349295775846665,1,1786,6.0
2450,0.6034473780905275,2,21,5.0
2471,2.1154040952174222,1,542,0.0
30,0.9275147928994083,1,26,1.0
390,1.4165950367787075,2,8,7.0
223,1.0600414078674951,1,23,2.0
345,0.9803043240636774,2,23,1.0
5,0.328872199265339,2,48,6.0
27,0.17640603750716588,2,9,5.0
28,0.13087547043766334,2,80,8.0
42,0.24840124641567687,2,102,4.0
43,0.17680474552817915,2,9,5.0
65,0.4582892005971231,2,84,2.0
95,0.4672565137922435,2,22,1.0
110,0.44829386320023135,1,925,4.0
177,0.4062499999999999,1,64,4.0
218,0.5050863376344075,2,31,0.0
247,0.3417001877178869,1,33,7.0
296,0.1606139375774623,2,764,2.0
299,0.3634655429790084,2,12,6.0
310,0.31025641025641015,1,30,0.0
321,0.29568248860284263,1,33,2.0
328,0.40646180900218654,2,119,3.0
331,0.445263393684209,2,220,0.0
