test_idx,best_mean,n_changed,n_pool_rows,candidate_id
1321,0.07331855136733183,1,205,9.0
1335,0.17251050266285006,2,950,3.0
1366,0.4110582547766083,2,47,1.0
1429,0.2251988631204388,2,55,3.0
1496,0.1873317484517491,2,89,8.0
1503,0.1350520096429814,2,74,4.0
1504,0.1106928498232846,1,189,3.0
1505,0.12373503620782715,2,105,2.0
1506,0.19173904680724235,2,86,9.0
1583,0.16715777620796146,2,129,3.0
1594,0.13320108921139567,1,1543,5.0
1595,0.315185679671661,1,567,9.0
1598,0.14561429342690213,2,565,6.0
1600,0.18498202577988979,2,434,0.0
1601,0.5898250772844976,2,74,9.0
1712,0.15706494497112342,1,1150,5.0
1721,0.16715777620796146,2,129,2.0
1722,0.1873317484517491,2,89,8.0
1735,0.7108330754478139,2,516,1.0
1765,0.13719285100437295,2,388,9.0
1795,0.1526985943118666,1,1150,3.0
41,2.13854885591253,5,20,4.0
43,0.5597707531343927,2,53,7.0
48,0.8492107861645026,4,57,3.0
58,0.9760051880674451,1,514,5.0
67,0.4837331143844302,2,147,2.0
97,1.5946832235475052,2,236,9.0
110,0.27274859424889497,2,159,9.0
111,0.18838220017915538,2,834,0.0
133,0.24337746540263702,1,1150,4.0
153,0.3984480887759805,2,452,8.0
156,0.23024245396098936,1,1150,5.0
162,0.21526258187546263,2,188,9.0
165,0.23462783531498138,2,245,8.0
166,0.2417952459903949,2,22,2.0
212,0.2468031063619671,2,184,2.0
228,0.4427172128253605,3,269,2.0
229,0.8485915957126009,4,249,9.0
236,0.24315399043289607,2,188,9.0
243,0.24794254947671182,2,315,3.0
259,1.8397324264363897,2,236,1.0
409,0.21523101231339214,1,1150,6.0
445,0.25640463192400337,2,236,3.0
520,0.2746183132415075,2,184,3.0
522,0.14794840516625535,2,315,6.0
523,0.4822132473380327,3,271,7.0
739,0.6556382393950374,2,181,6.0
745,0.3285697940503432,1,1150,4.0
746,1.4903052359627824,5,20,8.0
757,0.3135322000653808,1,1150,4.0
776,0.27640062162993284,2,85,7.0
789,0.5552023550646947,2,302,9.0
790,0.3229075153478634,2,159,0.0
791,0.15956358287021902,1,1150,8.0
793,0.13051146384479717,1,567,1.0
838,0.17773454388240378,1,514,3.0
855,0.5566495749517436,2,184,9.0
857,0.3805021509662561,3,318,9.0
891,0.211262282533698,2,133,0.0
893,0.4487471400884821,2,434,0.0
900,0.3304494932984635,1,1150,4.0
911,0.3588209982788296,1,415,8.0
912,0.30186245544312845,1,627,0.0
913,0.060548654244306416,1,1150,4.0
917,0.19620955186717773,2,236,1.0
1143,0.21240289257773134,2,133,4.0
1153,0.22050833656031588,2,947,0.0
1367,0.097225128037485,1,1150,7.0
1452,0.12874354561101553,1,415,2.0
1665,0.12587573457138673,1,189,6.0
1667,0.06980780893824372,1,189,6.0
1677,0.03533780102429987,1,1150,3.0
1802,0.2950625568276931,1,1697,6.0
1803,0.15456848643347496,1,1150,9.0
1818,0.19160549595332202,1,189,7.0
16,0.151294498381877,1,103,1.0
78,7.839396628272494,5,23,9.0
80,0.7505009389024758,3,35,8.0
86,0.321050997057862,1,1150,4.0
95,0.09571909571909569,1,189,7.0
96,0.37483509361493933,2,39,6.0
104,0.4248181500775719,2,434,6.0
134,0.4502926594716372,2,158,7.0
147,0.6904595992206171,3,35,7.0
166,2.8641455662077044,3,105,6.0
172,1.6925465242602051,3,16,6.0
202,0.24445338952728848,2,123,1.0
213,0.20647433801896045,1,1150,4.0
263,0.11279723303069604,1,514,1.0
267,0.9142232115952039,3,38,5.0
268,2.777232107992583,3,185,5.0
275,10.494243462892463,6,6,3.0
282,1.4413147836822426,3,143,1.0
283,0.3322061367933915,2,302,5.0
284,1.654709487022747,3,16,6.0
302,1.6687190726868562,3,16,2.0
432,0.3041337038247793,1,1150,4.0
543,0.1758197646442914,2,137,1.0
546,2.6722391114947763,6,8,8.0
548,0.21158006563263698,2,137,2.0
567,0.5685948998179559,3,94,0.0
729,0.5061263735428331,2,199,5.0
755,0.29801523138529734,2,39,3.0
773,8.455428218509963,5,6,4.0
790,1.773278349863822,3,204,1.0
792,0.6674199334146912,3,6,3.0
793,0.16590777643409227,1,209,4.0
795,0.3325194821088902,2,85,5.0
805,1.1635847238943708,2,133,5.0
809,0.3751797094596069,2,147,8.0
854,0.34776052480709324,2,158,5.0
861,0.6084148344103943,1,1543,9.0
863,1.4311097348659192,3,42,5.0
871,10.172182238033237,6,9,3.0
873,0.06980780893824372,1,189,0.0
877,0.4157283407741349,2,156,5.0
893,0.2014827277985173,1,209,7.0
916,0.09182549133716592,1,1543,4.0
927,8.928436567787205,6,9,1.0
928,0.2525434537499362,2,433,1.0
929,0.4855550377083593,2,158,9.0
934,0.48224184088437494,2,199,6.0
960,0.08596894072846603,1,1543,1.0
962,0.18145526860629832,1,1150,9.0
972,1.4767208438861181,3,16,4.0
990,0.29226562910773435,1,209,4.0
992,0.2160488226882375,2,137,1.0
1014,0.13357174226739446,1,189,9.0
1023,0.23024245396098947,1,1150,4.0
1043,3.58646821331438,4,18,7.0
1054,0.21255622505158503,2,137,0.0
1059,1.0702318538220557,2,156,4.0
1061,0.21606642917284463,2,137,3.0
1165,0.16276033041132526,2,116,8.0
1255,0.18145440181870975,2,85,8.0
1467,0.9346187577260847,3,18,7.0
1535,0.33673404821201514,2,20,0.0
1732,0.03295651716704348,1,209,0.0
1744,3.9428204434029728,4,19,9.0
1866,0.18145440181870975,2,85,8.0
1940,1.5618074315728547,3,16,4.0
1941,0.10276115216363563,1,1543,1.0
1942,0.31507739060229767,2,168,8.0
1949,0.23705767916294235,1,209,6.0
1950,0.21403859298596145,1,209,3.0
1956,0.07054054897412218,2,188,8.0
1957,0.1281417729289138,1,1543,9.0
1970,0.26451443293548554,1,209,3.0
1996,0.308252427184466,1,103,7.0
1998,0.6152823750225634,2,170,5.0
2004,0.022074207257273618,1,1150,1.0
2005,0.22899150049035633,1,1150,5.0
2032,0.20618737067734869,2,137,1.0
2042,0.1931121510068879,1,209,8.0
2048,0.33270887237854746,2,199,3.0
2064,0.34611365369946606,1,1150,1.0
13,0.2934820747520976,1,1150,8.0
75,0.8637919833375044,5,10,0.0
77,0.5933495624912598,3,334,4.0
82,1.1451625500943592,2,500,2.0
92,0.8420958006567518,3,391,8.0
101,0.2827177714591309,2,565,3.0
128,0.09707260827651443,1,1543,3.0
132,0.6394191111025702,2,1047,6.0
136,0.3349687971296443,2,509,4.0
147,0.2916023755039773,1,1150,1.0
148,0.31989136068894825,2,516,4.0
153,0.24780843958241278,2,509,4.0
181,0.137157354727934,2,509,0.0
193,0.5598102965043658,2,498,8.0
199,0.5165214746734023,3,110,9.0
204,0.21157692064240416,2,532,5.0
205,0.4507104108573702,2,498,4.0
206,0.13587589003068887,2,98,5.0
215,0.4059259412619136,2,302,7.0
218,0.2916023755039773,1,1150,2.0
255,0.17809714047784422,1,1543,1.0
271,0.46840280528085804,3,329,7.0
272,0.6970238510850687,4,259,5.0
273,0.06426555519232863,1,1150,7.0
279,1.0204318870427507,4,108,0.0
286,0.44996467750836977,4,32,9.0
287,0.2684194181104936,1,1150,9.0
303,1.0241061159506362,6,63,9.0
312,0.38016661058755213,3,224,3.0
328,0.24459997962150168,2,516,9.0
551,1.0229000347321278,5,10,2.0
569,0.25722061747545555,2,565,5.0
816,1.9649198430286878,3,60,0.0
835,0.20490205884841148,2,509,9.0
849,0.22743977032422696,2,509,3.0
852,0.27280538302277424,1,1150,2.0
853,0.2884695434237768,1,1150,1.0
855,0.0959785332897461,1,1150,6.0
856,0.14023264683447748,1,1150,4.0
858,0.2120953880878345,2,509,7.0
885,0.4907088087385854,3,329,8.0
886,0.9132874620219846,3,110,8.0
887,0.33012818595786586,1,1543,7.0
901,0.014494388144273727,1,1150,7.0
941,0.787210007788068,4,259,8.0
980,0.28427032994772433,2,565,7.0
990,0.37298027747419943,1,564,6.0
1004,0.5714840925506842,2,498,2.0
1047,0.27244331988278747,2,565,9.0
1066,0.2150952478901567,2,236,6.0
1137,0.5101876231942071,2,445,3.0
1142,0.08663996948893972,1,1150,6.0
1161,0.18082979187098178,1,1150,5.0
1167,0.3479933529475863,1,1150,5.0
1201,0.46567371650410677,2,112,6.0
1212,0.07606461806690637,1,1150,2.0
1229,0.201655128340276,1,1543,4.0
1282,0.21960886331502222,1,564,9.0
1610,0.37875712907280085,2,61,5.0
1645,0.42762284954721896,5,9,3.0
1692,0.07792906178489702,1,1150,2.0
1878,0.084773346409502,1,1150,6.0
1881,0.2905677133350772,2,62,7.0
2004,0.07792906178489702,1,1150,1.0
2015,0.21260674767257756,2,302,0.0
2049,0.27781791435109515,1,1150,4.0
2122,0.28909610983981693,1,1150,9.0
2158,0.395352490940063,2,335,6.0
2171,0.07606461806690637,1,1150,3.0
2190,0.2828304456794159,1,1150,1.0
2201,0.283457012095456,1,1150,4.0
2250,0.10300153290807497,1,567,1.0
2254,0.07171679197994986,1,1150,8.0
2282,0.2916023755039773,1,1150,2.0
2283,0.16957121063528383,1,1150,0.0
2289,0.2753116486869348,1,1150,5.0
2290,0.1803482587064677,1,134,0.0
2301,0.45200337801024293,1,1150,4.0
2311,0.4006249318949548,1,1150,4.0
2437,0.2740585158548545,1,1150,3.0
2530,0.15297072399257045,2,922,0.0
2548,0.07668573607932874,1,1150,7.0
2549,0.14036716859137435,1,1543,6.0
2553,0.0775165395136531,2,325,1.0
2569,0.07855126947804292,1,1150,5.0
2591,0.32851589106435064,3,136,1.0
2611,0.043194250885276474,2,565,4.0
11,0.12831575905428202,1,891,7.0
38,0.11043454399765106,2,298,1.0
58,0.16287878787878785,1,440,3.0
106,0.06259987493920655,1,389,3.0
110,0.07874779921221377,2,75,4.0
123,0.14806981107247733,2,342,9.0
153,0.14542372504441484,2,87,7.0
361,0.09392796034176949,2,87,3.0
454,0.1480741837746515,2,81,8.0
799,0.13710311040327605,2,87,2.0
865,0.24642238497180102,2,55,1.0
920,0.19178082191780815,1,511,7.0
921,0.12368003989740348,2,87,2.0
923,0.13041578138132637,2,389,9.0
956,0.10494778587880782,1,511,2.0
957,0.19849620945668855,2,87,6.0
958,0.1546901814185002,2,90,0.0
960,0.19726505273932596,2,81,2.0
987,0.16287878787878785,1,440,6.0
1516,0.1472002812498242,3,43,1.0
1534,0.13409296185645797,1,389,5.0
1537,0.16287878787878785,1,440,5.0
1620,0.11997875242681667,2,323,2.0
1641,0.07841848664964671,2,389,9.0
1656,0.01649797946094242,1,324,3.0
1669,0.032742595616847114,1,891,0.0
1690,0.19869485903460998,2,179,0.0
1735,0.10385674454046377,1,511,5.0
1742,0.16287878787878785,1,440,5.0
1744,0.1767680041761584,2,240,6.0
1761,0.12086964023811576,1,173,9.0
1775,0.1337645313402748,2,179,0.0
1800,0.09235484344762976,2,342,4.0
1861,0.24512888800575186,2,179,6.0
2077,0.18954996151997827,2,213,0.0
2256,0.1599059139784946,1,1200,6.0
2288,0.08297872340425533,1,188,3.0
2414,0.07237377097656539,1,891,5.0
2489,0.1913171437094545,2,87,8.0
2513,0.3094274091901498,2,326,1.0
2617,0.15332221285636255,2,87,8.0
2906,0.20287395731989963,2,192,9.0
2911,0.13710311040327605,2,87,7.0
3523,0.13339627930042916,2,165,3.0
57,0.29277655848593837,2,172,0.0
104,0.5040590973598921,3,28,6.0
115,0.18740399385560672,1,14,3.0
141,0.2288329519450801,1,414,6.0
148,0.20424421009098429,1,1200,1.0
152,0.46501921780078637,2,495,8.0
196,0.40705882352941203,1,85,1.0
216,0.2593987378492363,1,1098,8.0
310,0.20493827160493824,1,81,0.0
331,0.15923522219240724,2,91,5.0
491,0.9459757532305658,2,46,2.0
589,0.1985821900308765,2,97,6.0
599,0.5766671455603941,4,6,5.0
601,0.2928410745004632,1,229,3.0
637,0.14340366673413069,2,301,8.0
655,0.21624758220502902,1,188,7.0
731,0.3844857788534826,1,901,0.0
770,0.16440901911241698,2,133,3.0
779,0.026441033767757267,1,263,6.0
897,0.363220237345054,2,97,6.0
939,1.400787394544739,3,19,1.0
946,0.2956961357285022,2,808,6.0
1669,0.06673340006673338,1,324,1.0
2825,0.37063905867803865,2,12,3.0
2936,0.5034816247582203,1,188,0.0
2994,0.12343446427558746,2,284,5.0
3867,0.48075923826798966,2,97,7.0
3877,0.11955925812016097,1,901,0.0
3912,0.11955925812016097,1,901,0.0
3919,0.6330298412227036,2,794,6.0
3926,0.23990746560047072,1,901,0.0
4145,0.17241499163429075,2,495,2.0
4147,0.1605822074924869,2,884,7.0
4304,0.311764705882353,1,85,1.0
4555,0.09500310173697271,1,1200,2.0
6733,0.039520253575383024,1,1098,4.0
6734,0.05561724565756824,1,1200,4.0
59,0.6442918891431477,1,414,3.0
106,0.24244704735899558,2,493,8.0
117,0.3062615689658173,2,458,0.0
160,0.4321906580478572,2,246,4.0
204,0.16773005370528338,2,647,2.0
205,0.41622435911353495,2,248,5.0
212,0.5900549485515579,2,91,0.0
624,0.5650390366547573,1,229,3.0
807,0.155859375,1,320,4.0
3061,0.08394956072904267,1,901,1.0
3216,0.25029515938606844,1,242,7.0
3399,0.4070680056717951,2,467,7.0
3716,0.47412994574566636,1,229,9.0
4195,0.18329494484179898,1,511,4.0
4237,0.3257459625412614,2,112,1.0
4637,0.359341346487876,1,389,6.0
5371,0.16000833738622938,1,389,9.0
5440,0.02812344913151365,1,1200,8.0
5525,0.155859375,1,320,2.0
5528,0.27502740245827556,2,517,9.0
6488,0.06049503229343565,1,901,4.0
6739,0.11148379122781497,2,56,2.0
6789,0.12287054235247508,1,263,0.0
7400,0.22753833516011784,2,85,3.0
12,0.06897405643199463,1,467,4.0
16,2.30452668409304,4,136,6.0
19,0.799829028208125,3,14,7.0
27,0.5036401646055155,2,978,0.0
35,2.6421654477706946,4,27,0.0
41,0.4293069875263546,2,1331,3.0
48,1.9244209120162854,4,27,0.0
67,0.33497309470025727,2,216,4.0
77,0.3645762611858558,1,705,5.0
82,0.4549488657843553,1,1786,6.0
83,0.2976139360757273,1,705,8.0
96,0.4011669737158274,2,216,7.0
104,33.74093125637915,4,13,3.0
105,0.1573891092662045,1,705,6.0
106,0.460673129687214,1,994,5.0
108,4.751024156017294,7,8,1.0
109,0.615772849787352,1,1369,3.0
123,0.7214781746031745,1,192,6.0
132,0.21318306780161658,1,705,2.0
139,0.06987320860869553,1,1229,6.0
159,4.540678988581512,7,8,2.0
160,0.20070462515184367,2,116,1.0
163,3.4170999877878687,6,10,0.0
166,0.043190723827004035,1,467,3.0
172,0.33199618107521656,2,216,7.0
177,2.2644031620796787,4,27,0.0
184,0.6715219787072129,1,1369,1.0
189,0.13734580067451804,2,667,7.0
193,0.2572506188045261,2,978,0.0
196,0.041104983660130726,1,816,0.0
208,0.2249331012622121,2,372,0.0
209,0.6968435584304874,2,19,2.0
213,1.0822107981946185,2,80,8.0
214,7.728356874206806,4,16,3.0
216,0.6822445744115008,2,62,0.0
217,0.5871696809561497,2,321,2.0
247,0.17362139070610022,3,186,6.0
259,0.35696077146061855,1,467,9.0
267,0.25346186523801906,3,38,6.0
327,0.4877946127946127,1,99,5.0
339,0.26889040385236296,2,372,6.0
341,0.20875875446452438,2,743,4.0
347,0.09226645690396075,1,467,6.0
356,0.40192184770734796,1,705,9.0
363,0.1728053717743208,2,96,3.0
386,0.7335858585858586,1,99,1.0
395,1.4840335878596849,4,25,8.0
420,0.1777741945023335,2,459,5.0
426,0.30267778753292357,1,134,0.0
437,0.18871369388741635,2,978,0.0
438,10.624831856601025,4,58,5.0
441,0.1679292929292929,1,99,7.0
443,0.09803819561940008,2,667,2.0
446,57.637597286497915,5,6,0.0
449,1.2645012934463218,3,46,0.0
468,0.11171978335789372,1,1786,7.0
493,0.0792883595116212,1,1229,6.0
494,0.2991204356706774,2,978,2.0
505,0.07467244645511004,2,257,6.0
527,0.18201901694253933,2,743,8.0
572,0.17362109731918568,1,1369,9.0
578,3.027532936287324,3,29,0.0
611,0.23002879418938513,2,406,5.0
625,0.04567412312962743,1,1369,1.0
628,0.23749854541546914,2,978,2.0
637,0.7889742228106007,2,92,7.0
645,0.1629302684671299,1,467,6.0
646,0.16704569886727502,2,305,0.0
688,0.04592929248787311,1,467,5.0
705,0.49178562678268695,2,978,2.0
724,0.2609856206885996,2,216,5.0
725,0.2547506927898371,2,372,0.0
726,1.036113904514164,6,37,3.0
732,1.5749789248344732,4,25,0.0
743,0.19276819923371644,1,232,4.0
746,0.4625649688149689,1,416,5.0
779,0.16287505787060244,2,667,0.0
784,0.13267491150635843,1,467,5.0
796,2.249835969627895,4,136,1.0
818,0.3049257897603486,1,816,5.0
819,0.24733977251891998,2,317,1.0
820,0.6701190353929591,2,891,0.0
822,2.7862683832771964,3,186,3.0
828,0.5834130234212951,3,18,8.0
832,0.24350748932583183,2,372,2.0
835,5.436596489047531,4,12,4.0
837,0.24112257279426,2,978,7.0
843,0.7144656861595836,2,21,0.0
850,0.5875995033678721,1,705,8.0
854,0.7273175439628148,4,5,1.0
867,0.2413558329526993,2,978,4.0
868,0.13540938472621875,2,667,4.0
869,0.06240440501682471,1,467,1.0
874,0.27350024871854167,2,978,3.0
875,4.549056364086327,5,6,4.0
897,0.05780438765225607,1,1229,6.0
898,2.2193726048869227,4,136,0.0
909,0.08471516042866323,1,1786,9.0
913,0.2173742268562405,2,978,2.0
920,0.2956943250588374,2,216,0.0
922,0.32628091411875204,1,1369,0.0
927,0.2809963455767323,2,43,3.0
930,0.14852021478680644,1,1786,1.0
932,33.17845939918258,5,7,0.0
933,0.09112554498184035,1,1369,4.0
935,0.18698990307795046,2,978,9.0
949,0.22410341447619148,2,372,0.0
950,0.3146217676686537,2,372,9.0
960,0.38059203269272013,2,978,1.0
962,0.7952602028525332,2,21,1.0
970,5.943077232977848,6,8,0.0
972,0.2792207792207793,1,994,5.0
973,0.26233305811762614,2,978,0.0
989,0.32069405017815994,2,265,7.0
996,0.6948487764391021,2,96,4.0
997,0.3155178850709121,2,265,9.0
1004,0.125697848583878,1,816,6.0
1012,0.05592215472912934,1,467,2.0
1015,0.8658956374691783,2,51,5.0
1023,9.733892520068572,7,5,2.0
1024,0.03699981063089047,1,467,3.0
1028,0.17062474559776186,2,743,5.0
1030,0.40442880337894926,2,216,9.0
1037,0.5931772586181022,2,21,2.0
1042,0.2838747401247402,1,416,8.0
1045,0.23824048984554624,2,978,2.0
1058,0.19285102739726026,1,146,5.0
1065,0.3311449542955026,2,265,7.0
1076,0.3701225652926973,2,449,3.0
1078,0.23445263002066966,2,978,2.0
1081,0.04949817185975033,1,467,6.0
1083,0.24598896971062428,2,978,4.0
1088,0.2431496586749635,2,978,8.0
1091,0.05949844074844076,1,416,1.0
1094,0.18940918236692883,1,994,6.0
1101,0.07592273929180976,1,1786,9.0
1106,0.07893612981498317,2,212,7.0
1109,0.28477287829438463,2,265,1.0
1113,4.346052874198425,5,6,0.0
1116,0.28036750926373927,2,265,4.0
1127,2.2280832229050582,4,136,4.0
1132,0.3786716788272905,2,43,2.0
1135,0.1405804995126024,1,1369,1.0
1139,12.228792613096815,4,32,0.0
1141,0.8272688356164384,1,146,1.0
1143,0.9598495048396175,1,1369,2.0
1144,0.1415150727650728,1,416,1.0
1145,0.200975235990321,2,978,8.0
1146,0.19231956944432513,2,978,2.0
1148,0.46191245471077375,2,48,2.0
1150,0.06240440501682471,1,467,9.0
1151,0.07485599616347471,1,1229,6.0
1158,0.08555113694299989,1,467,7.0
1159,0.2392522531149244,2,978,5.0
1201,0.06564314900820263,1,1786,2.0
1204,0.35586509686341017,2,97,1.0
1208,0.18410964406715052,2,978,7.0
1227,0.24174873497259236,2,978,7.0
1229,10.829987337975084,2,8,2.0
1231,0.15303012461466686,2,50,4.0
1235,0.1665428484027444,1,467,6.0
1239,0.29019760356819196,2,265,6.0
1248,0.5946327683615819,1,118,2.0
1251,0.0955731328934143,1,467,8.0
1273,0.23835645702555253,2,978,0.0
1296,0.11574888173585594,2,401,9.0
1314,0.02227272065142974,1,467,5.0
1325,0.10576549862980841,2,743,0.0
1328,0.8724105461393595,1,118,5.0
1374,0.45939075183657335,2,978,0.0
1401,2.2431888578043195,3,664,0.0
1437,0.0396218444551268,1,467,3.0
1439,0.6619400971741118,1,1369,5.0
1441,0.1534240003257802,1,1369,7.0
1455,0.32007536382536383,1,416,4.0
1478,4.776691180969212,4,7,1.0
1498,0.222869542015468,1,1786,7.0
1503,0.18940918236692883,1,994,1.0
1509,0.08885781293245351,1,467,7.0
1510,0.2625693547361804,2,978,9.0
1519,0.1176939916167862,2,667,4.0
1549,0.8742652686111724,2,431,2.0
1558,0.28905177744219274,2,75,9.0
1566,0.5587019764483945,1,1229,2.0
1578,1.7809447400082554,3,6,5.0
1585,0.33878949756543664,2,12,1.0
1597,0.2796768652432696,2,266,8.0
1608,1.8619483028336452,4,27,6.0
1612,1.4946982653254315,2,66,9.0
1627,0.3225894675751561,2,88,6.0
1633,0.2769898564283679,2,97,3.0
1634,0.1834332191780822,1,146,4.0
1635,0.04949817185975033,1,467,2.0
1638,0.6575255999741473,3,18,8.0
1639,0.40747383316990077,2,68,6.0
1643,0.047559780259809656,1,1229,5.0
1696,2.8513503152584088,2,47,0.0
1767,0.15982960653738804,1,705,1.0
1811,0.6098042411961779,2,21,9.0
1812,0.5208315271796559,3,21,3.0
1813,4.602259739181735,7,8,1.0
1814,0.26836018711018716,1,416,5.0
1859,0.20351352532447672,1,467,0.0
1865,12.451952178427787,7,31,4.0
1881,0.13153586278586282,1,416,9.0
1883,0.2792207792207793,1,994,0.0
1927,0.28565532584110553,1,705,3.0
1931,3.464061339145796,6,10,0.0
1956,0.07554370784716455,1,467,0.0
1957,0.1732153843782928,1,705,1.0
1958,3.3489548271591967,3,29,0.0
1959,0.10129335541256612,2,257,5.0
1960,0.07114204406616054,2,212,2.0
1961,0.2822424955539047,2,136,3.0
1962,0.10574959150326797,1,816,6.0
1963,0.18189711308877796,1,542,4.0
1964,0.08219070816000294,2,212,4.0
1988,2.3875266695086133,3,5,0.0
1989,0.7784909317940119,3,18,1.0
1990,0.7784909317940119,3,18,0.0
1991,4.046057139765123,6,5,1.0
1992,0.18362852641361632,2,372,1.0
1993,0.3255667066395734,2,59,8.0
1995,0.2610550824295149,2,459,6.0
1996,0.08885781293245351,1,467,1.0
1997,0.08291168190186773,2,212,5.0
2002,1.7112438701961439,3,45,0.0
2013,0.4540254736759507,2,23,5.0
2020,0.34590588261504324,2,265,6.0
2029,2.9975418046473563,2,47,4.0
2030,0.7088614379652693,3,18,2.0
2034,150.24065185632318,5,7,0.0
2045,0.6098042411961779,2,21,2.0
2048,0.8003800605597787,2,21,0.0
2052,0.8003800605597787,2,21,5.0
2053,15.351158792247443,5,5,0.0
2055,10.023314757512136,7,5,0.0
2058,62.98496262313332,8,5,1.0
2069,149.98644763527096,5,7,0.0
2071,15.423981361771158,5,5,7.0
2075,9.90714733646448,7,5,4.0
2082,0.5891367934005841,2,23,1.0
2086,0.6248141869264895,3,18,1.0
2088,11.112515091262813,4,7,1.0
2091,0.7983232802569536,3,18,7.0
2094,65.57579663538709,8,5,3.0
2097,35.96093108924911,3,21,1.0
2100,65.11788860024284,8,5,5.0
2103,0.8945811548742039,3,18,2.0
2104,0.7598159948761294,3,18,2.0
2106,16.84917235438719,3,8,8.0
2115,4.786178365487282,5,6,8.0
2119,11.283449875572176,3,28,9.0
2120,0.4880952380952381,1,63,7.0
2129,4.740746586093125,5,8,0.0
2130,0.437061359407695,2,23,8.0
2131,0.3574783524255581,3,387,9.0
2139,29.830000632075173,4,9,3.0
2140,15.513248698784892,5,5,7.0
2143,0.24770905996168777,2,631,0.0
2144,4.844318297588424,5,6,2.0
2147,63.12227268088859,8,5,3.0
2148,3.2307635325631154,3,57,0.0
2150,0.21836336010418927,1,542,7.0
2153,0.12973012083062008,1,542,3.0
2154,0.07857833133807413,1,1786,3.0
2162,0.47758163818120447,3,21,1.0
2163,0.09898177686492157,1,467,2.0
2166,0.21719136050578583,2,459,5.0
2168,0.39392974234469014,2,216,0.0
2169,0.36909669855842564,1,705,9.0
2170,0.11831086601307192,1,816,2.0
2194,0.3409090909090909,2,11,3.0
20,0.8250222791135569,2,21,2.0
30,1.2785452851254961,3,317,4.0
41,0.6500333097802118,3,317,0.0
44,0.37152911913553965,2,266,5.0
60,0.321563088512241,1,118,5.0
61,0.3263612514099377,1,705,5.0
67,0.9398634360003943,4,144,9.0
71,2.4584419948292506,5,15,3.0
80,0.3907909384306872,2,401,8.0
85,0.6632449170184014,3,317,7.0
88,0.4760981264982551,2,372,7.0
98,0.6671665780103488,1,1369,4.0
120,1.0279409376256712,3,317,0.0
124,0.9551633281586281,2,21,0.0
139,0.8761661136689224,3,19,6.0
148,0.3699469544539967,1,994,1.0
194,0.4400686747967682,2,406,5.0
197,0.3184640992815022,1,1369,9.0
203,0.8855905935992973,4,360,4.0
209,0.32442956241755616,2,462,8.0
214,0.08469029374201786,1,232,0.0
218,0.5330278720193026,1,1369,5.0
224,0.5164796351919949,2,92,9.0
226,0.18189711308877796,1,542,3.0
241,1.1471903493431497,4,224,0.0
247,0.5634328358208955,1,134,0.0
248,0.47740600097225033,1,1369,5.0
254,0.3360330314666947,2,266,1.0
262,0.030201724668925164,1,1360,6.0
283,0.5387312769091408,2,88,0.0
287,0.6140554405218589,1,1229,9.0
383,0.3091523407064276,2,266,5.0
465,4.425145355838424,3,785,0.0
483,0.37617702448210927,1,118,0.0
486,0.947469619654467,3,556,7.0
511,0.6472694853060024,2,1168,3.0
530,0.551582220596305,1,994,1.0
541,0.09099798402230515,1,1229,5.0
608,0.3355131200996678,2,266,4.0
