test_idx,best_mean,n_changed,n_pool_rows,candidate_id
2530,0.12165560300903601,2,130,1.0
2548,0.016751364577451532,1,189,4.0
2549,0.18395717554756458,1,1150,6.0
2591,0.2787156452224348,2,565,5.0
11,0.12368003989740348,2,87,3.0
38,0.15318556958324273,2,87,2.0
50,0.07249806792408718,2,124,1.0
52,0.061956894292223626,1,891,9.0
58,0.2205451987807526,2,55,5.0
106,0.08196014148908634,1,173,8.0
107,0.10986912838764688,1,324,1.0
110,0.16287878787878785,1,440,5.0
123,0.13712388361258773,2,87,5.0
153,0.14542372504441484,2,87,1.0
348,0.15949213469826184,2,97,0.0
361,0.16287878787878785,1,440,3.0
377,0.18893969459063062,1,173,2.0
432,0.14298340395318127,2,146,4.0
433,0.2137396716061425,2,185,1.0
444,0.15741833923652102,1,242,4.0
454,0.19498764712019453,3,170,0.0
695,0.10113817521224926,1,324,2.0
799,0.17247793161395866,2,97,8.0
818,0.07277265359758962,2,389,0.0
865,0.31105295967878394,2,179,6.0
920,0.04261437908496732,1,85,4.0
921,0.09402543047301047,2,87,1.0
923,0.07852998065764022,1,188,2.0
956,0.08303956608662984,2,87,7.0
957,0.191347518580683,2,87,9.0
958,0.12368003989740348,2,87,5.0
960,0.19726505273932596,2,81,2.0
987,0.16287878787878785,1,440,5.0
1516,0.09866035761296138,2,179,2.0
1534,0.254597976975398,2,179,6.0
1537,0.12810308998147144,2,161,0.0
1620,0.16287878787878785,1,440,5.0
1682,0.16287878787878785,1,440,6.0
1690,0.18415802563652384,2,81,2.0
1735,0.15715127214796956,2,143,5.0
1737,0.08206684883342721,2,342,2.0
1742,0.11878027970332967,2,87,2.0
1743,0.13752926332623333,2,55,1.0
1764,0.17669791257424045,2,81,9.0
1771,0.12086964023811576,1,173,4.0
1775,0.18478383802831544,2,161,3.0
1800,0.10918660841205506,2,342,9.0
1893,0.03288710319865611,1,511,2.0
2414,0.23706826497116296,2,71,2.0
2489,0.1913171437094545,2,87,8.0
2513,0.3205599578216333,2,76,6.0
2617,0.15332221285636255,2,87,9.0
2911,0.44643471384308714,3,75,2.0
3523,0.038257357955685106,1,901,2.0
57,0.3902273446229785,2,136,8.0
104,0.2400428410802895,2,495,5.0
115,0.16761830897396465,1,901,8.0
141,0.09031464370244571,1,901,8.0
148,0.11251914813970454,2,495,3.0
152,0.43551953332392446,1,891,4.0
195,0.11747358864605524,2,112,6.0
196,0.2692860875395855,2,211,0.0
202,0.5098834327797102,2,71,4.0
216,0.6275510204081631,1,196,5.0
310,0.406354492899477,2,150,6.0
331,0.08181870727462708,2,389,4.0
491,0.2708097423371804,2,495,8.0
589,0.19171469451613335,1,901,0.0
599,1.8060679832449553,4,24,1.0
601,0.11248862696443342,1,1200,0.0
637,0.3393017233899887,2,495,2.0
655,0.2037390490564373,2,463,6.0
731,0.155859375,1,320,7.0
755,0.06945043568285739,1,173,1.0
770,0.1562186246913018,2,314,9.0
897,0.14347338452247432,1,173,5.0
939,0.294148520336313,2,211,4.0
946,0.215234375,1,320,7.0
2825,0.09301466878990873,2,884,2.0
2936,0.09578380113127312,1,901,1.0
2994,0.12343446427558746,2,284,4.0
3867,0.09578380113127312,1,901,0.0
3877,0.29173436852619095,2,794,2.0
3912,0.09578380113127312,1,901,0.0
3919,0.4369629994998339,2,176,3.0
3926,0.2406224514648066,2,458,5.0
4145,0.5428180305312273,2,190,5.0
4147,0.2829942101869154,2,137,4.0
4304,0.26963249516441007,1,188,7.0
4555,0.2594182028756755,2,10,6.0
4704,0.3808337879337594,2,96,3.0
6733,0.23845223325062032,1,1200,7.0
6734,0.41743593585323807,3,71,7.0
59,0.39934623657829893,2,284,1.0
106,0.2986220363795838,2,72,0.0
117,0.10884609249988422,1,263,9.0
160,0.41979261970112824,1,1093,9.0
204,0.1967384601655601,2,602,4.0
205,0.41283957479330224,1,389,8.0
212,0.3967130316757078,1,1098,8.0
624,0.43962760791238653,2,74,9.0
807,0.11040566545460176,2,794,9.0
3061,0.08394956072904267,1,901,6.0
3216,0.2944537474957365,2,602,4.0
3399,0.30154046572680127,2,647,4.0
4195,0.3212665672172851,2,517,1.0
4237,0.28051500878296076,2,284,4.0
4474,0.3508176807492903,2,129,6.0
4637,0.5864592863677949,1,1093,9.0
5371,0.24244704735899558,2,493,5.0
5440,0.11849029214298676,1,891,5.0
5525,0.32052340623297726,2,458,8.0
5528,0.1157866878390896,1,229,8.0
6488,0.1481218502675649,1,511,1.0
6739,0.14035836151079872,2,301,5.0
10,5.919814234745117,6,8,2.0
19,2.189421124337216,4,30,2.0
24,0.40294889597663947,2,401,5.0
27,2.282423773300625,4,136,5.0
34,0.7599943076220667,3,40,1.0
41,0.32606132675883376,1,1786,1.0
48,5.32514430524534,3,5,0.0
67,0.3699469544539967,1,994,9.0
77,0.31605521287400695,2,401,8.0
82,0.242286737633802,2,459,2.0
83,0.4687184018282499,1,1229,7.0
104,1.4149764800267342,5,30,0.0
106,0.8169191919191918,1,99,6.0
109,0.3006566674376982,2,21,8.0
123,0.7214781746031745,1,192,9.0
139,0.460673129687214,1,994,2.0
160,0.30543607455275223,1,1369,7.0
163,59.74341160927294,8,5,3.0
168,5.504098641218707,4,12,1.0
172,0.2792207792207793,1,994,5.0
177,5.885410092772858,6,8,3.0
182,0.38612400108848816,2,978,1.0
184,0.20896333840453107,1,1229,7.0
189,0.26694915254237284,1,118,9.0
193,0.1254370847701223,1,1229,1.0
196,0.19342359767891681,1,188,9.0
208,0.6385897521474931,2,62,3.0
214,0.42946299736603216,2,96,3.0
217,0.45461256185161675,2,978,3.0
247,0.13209424083769636,1,1360,0.0
251,0.20931195635345448,1,1786,3.0
267,0.13267491150635843,1,467,7.0
327,0.19395215291061962,2,406,2.0
339,0.4345125812944025,2,8,8.0
347,0.18940918236692883,1,994,9.0
363,0.4123315767469157,2,265,3.0
366,0.29261906198779286,2,68,4.0
395,0.28415723296379547,2,459,0.0
437,0.18871369388741635,2,978,1.0
438,0.4732198544698545,1,416,2.0
441,0.03699981063089047,1,467,7.0
443,0.09803819561940008,2,667,8.0
449,0.47448959841147703,2,978,0.0
494,1.869625423726307,3,53,2.0
535,0.2457571570537212,2,97,7.0
578,0.21555139301834067,2,978,4.0
603,3.520124546972626,5,5,1.0
611,0.17054755538660185,2,459,2.0
625,0.8003800605597787,2,21,6.0
628,0.04308268664704308,1,101,1.0
645,0.16179899828590782,2,743,1.0
646,0.35264406945998744,2,978,0.0
705,0.3776620719936957,2,265,4.0
724,1.4939842898739024,2,104,2.0
725,4.478313095298441,5,19,5.0
729,5.873935942021713,6,8,1.0
732,0.4677466843015332,4,280,4.0
738,0.1800900231612988,1,467,7.0
746,0.6510942760942761,1,99,6.0
769,0.32453815536383834,2,372,0.0
778,1.4978848347008082,4,27,1.0
779,0.8169191919191918,1,99,1.0
819,12.383333594473172,4,32,3.0
820,3.5271704266367285,5,28,0.0
822,1.8699123718743969,2,93,4.0
828,0.7718803517711055,2,96,0.0
830,0.28376915022887583,2,23,9.0
832,1.5612994166815741,2,40,0.0
836,0.1854600095702478,2,978,5.0
837,0.24112257279426,2,978,0.0
847,0.043190723827004035,1,467,9.0
850,0.5606480372697934,2,95,4.0
854,1.3595249967145202,4,85,4.0
867,1.8939300223599145,3,53,4.0
868,0.35158123194586843,2,265,8.0
869,3.483745707003053,5,28,1.0
874,0.26541002270490893,2,266,2.0
884,17.446522376522466,6,8,0.0
897,0.2481172340456525,1,467,4.0
907,5.85502877277256,6,8,0.0
913,2.4601575474512436,4,30,5.0
920,0.8545358466626642,2,23,8.0
922,0.18940918236692883,1,994,8.0
927,1.1502525252525249,1,99,0.0
930,0.1352217431475208,1,1360,9.0
932,0.919564042261994,2,21,0.0
935,0.18698990307795046,2,978,2.0
936,0.8990784117537955,4,5,4.0
950,2.427966101694916,1,118,1.0
960,0.38059203269272013,2,978,0.0
966,0.3881886694386694,1,416,6.0
972,0.23809523809523808,1,63,4.0
973,2.199509973673693,4,136,7.0
989,0.23799138221962263,2,978,2.0
996,0.6840310778268117,2,8,6.0
997,0.24269283180723364,2,978,2.0
1015,0.671861475288307,2,27,9.0
1024,0.8003800605597787,2,21,2.0
1028,1.2380952380952381,1,63,1.0
1030,1.0131398178938626,2,21,4.0
1037,0.7406033926580176,4,5,2.0
1045,1.5681012130172132,3,51,3.0
1065,0.2386022810959165,2,978,6.0
1078,0.7964820299167356,3,6,8.0
1081,0.9002525252525251,1,99,6.0
1083,0.11901225330792797,1,1786,9.0
1088,0.3364167183382886,2,265,4.0
1091,0.7896839501151394,2,23,5.0
1092,0.06636339309606634,1,101,8.0
1094,0.47295186202309786,4,280,2.0
1101,0.292511215340103,2,43,0.0
1106,0.5909090909090909,2,11,7.0
1109,0.3796986033176501,2,21,9.0
1116,0.15572890161602324,2,406,1.0
1127,3.068700770658843,2,47,9.0
1132,0.3311449542955026,2,265,7.0
1135,0.05592215472912934,1,467,8.0
1139,3.4047712845696436,4,30,9.0
1145,0.13477325746873148,1,1786,6.0
1146,0.19231956944432513,2,978,7.0
1151,0.21328453096087516,2,978,8.0
1158,0.13972469031796658,1,1369,3.0
1159,0.28273445936871755,2,58,5.0
1201,1.0909090909090908,2,11,7.0
1208,0.5931772586181022,2,21,8.0
1213,3.4377038802030286,4,30,0.0
1227,0.24174873497259236,2,978,2.0
1229,0.9833531303532219,2,11,4.0
1235,0.5564613489374809,1,1360,1.0
1239,0.07744118200481441,2,305,5.0
1251,0.07883581698203906,1,467,0.0
1266,0.5235935792062206,2,62,0.0
1272,1.0029306757480836,5,40,6.0
1296,0.4934642264004821,2,21,8.0
1297,1.0563736698641146,5,40,0.0
1314,0.3566450502017178,2,978,7.0
1325,0.5896275089299536,2,88,1.0
1328,0.4039765983618651,2,216,2.0
1334,1.0965619423141053,5,40,2.0
1401,0.4234178801278006,2,978,1.0
1437,0.024967588748561524,1,467,3.0
1439,0.2416625858525028,2,978,4.0
1441,0.7144656861595836,2,21,3.0
1444,0.23809523809523808,1,63,1.0
1455,0.11220114345114349,1,416,7.0
1478,5.440820517990131,4,16,4.0
1498,0.1296296296296296,1,99,5.0
1509,0.08493241746515376,2,305,6.0
1510,0.7022688356164384,1,146,2.0
1519,0.11244155049600141,1,467,8.0
1549,0.25044627756666443,2,459,0.0
1558,0.9064500496998358,2,431,7.0
1566,0.2257709934726348,2,459,5.0
1585,0.247755709936657,2,97,6.0
1608,3.5753321420917517,5,28,2.0
1612,0.3270202020202021,1,99,7.0
1635,0.3318214252670708,2,216,5.0
1638,0.6575255999741473,3,18,1.0
1643,0.3511334945443845,2,401,8.0
1664,0.1944442261514839,2,978,6.0
1767,0.44606141067538124,1,816,4.0
1784,0.3692951924159708,2,132,1.0
1808,13.030739895568107,5,5,3.0
1811,0.5372717060501847,1,705,6.0
1814,0.274016590848274,1,101,8.0
1859,0.23288431171515087,2,305,5.0
1877,5.919689847523033,6,8,0.0
1922,3.5028394795424047,6,10,2.0
1927,0.3821098233263803,2,141,0.0
1955,6.825778125844607,5,13,8.0
1956,0.6997915227255167,2,21,0.0
1957,0.007295828207459964,1,2427,5.0
1959,0.08220076038980904,1,467,4.0
1960,0.07554370784716455,1,467,4.0
1963,0.08220076038980904,1,467,3.0
1964,0.08220076038980904,1,467,5.0
1988,1.0586869162793826,3,405,5.0
1989,1.8156486443032755,2,23,6.0
1990,1.1377892391957136,2,23,0.0
1991,6.860667731317433,2,8,4.0
1992,0.10137148730262173,2,305,8.0
1993,0.5848305330575007,2,321,5.0
1995,0.5078204082379156,3,18,6.0
1996,0.057052893826887593,2,368,1.0
1997,0.43517480034813766,2,321,1.0
2001,0.18885737346173848,2,50,6.0
2002,0.7194985576822602,3,62,3.0
2013,2.3453454265089575,3,23,3.0
2020,0.36188556083067097,2,274,0.0
2029,4.855959060176303,2,39,2.0
2030,0.6861485519109646,3,6,3.0
2036,0.9016288962167198,4,5,1.0
2037,11.117004744989455,3,28,0.0
2045,0.6664357598783949,4,5,7.0
2048,1.0749840847821754,3,6,0.0
2052,0.9007572266402691,2,21,0.0
2058,11.29365166649163,3,28,0.0
2069,2.165430069735598,4,6,5.0
2071,11.341538310698947,3,28,0.0
2077,11.252098503116164,3,28,9.0
2082,152.00538644024056,5,7,6.0
2091,1.7664592593947723,3,6,1.0
2094,10.151429163317664,7,5,2.0
2097,6.431142630164938,5,9,9.0
2099,15.40378133291792,5,5,0.0
2103,1.3986324983996514,2,29,7.0
2104,0.7598159948761294,3,18,3.0
2106,68.48475129487551,8,5,7.0
2108,11.281075183314865,3,28,2.0
2114,2.108408961481516,4,6,5.0
2117,2.2491631045803717,4,6,3.0
2118,11.168906188909885,3,28,4.0
2119,11.283449875572176,3,28,0.0
2120,3.5255399129610923,3,46,2.0
2129,1.4213951114825027,3,6,3.0
2130,0.437061359407695,2,23,0.0
2131,0.19614664169119617,1,101,5.0
2139,0.6294107842918225,2,88,0.0
2143,0.13267491150635843,1,467,9.0
2144,0.9459535557702506,2,431,5.0
2147,63.12227268088859,8,5,3.0
2148,0.23809523809523808,1,63,9.0
2150,0.45826883392432904,4,280,1.0
2153,0.37953069348418184,1,86,1.0
2154,0.11495712682265091,1,1369,5.0
2162,3.6822667474368806,6,10,7.0
2166,7.002372759807384,7,27,4.0
2168,0.5891540103779975,3,619,6.0
2169,0.2759751444064559,2,212,2.0
2170,0.6514592156584597,2,24,4.0
2173,0.46757048022598185,2,96,6.0
2187,0.13597325065295407,1,1786,8.0
2194,10.552117667405412,2,8,5.0
2237,0.137181804431371,2,368,0.0
19,0.45423249953114764,2,19,3.0
20,0.8509540371998691,3,26,6.0
25,0.42876804198491736,1,1369,1.0
30,2.0032790389317743,4,14,1.0
41,0.916662537331766,4,224,0.0
44,0.26764524186403454,2,266,3.0
59,0.15199322655536823,1,705,3.0
60,0.04682900722504683,1,101,5.0
67,0.9398634360003943,4,144,0.0
71,1.6967686572601832,5,30,8.0
80,0.1193701208726775,2,1331,4.0
85,1.5495063966038567,4,31,9.0
88,0.22156810275622146,1,101,5.0
98,0.44740434674607016,2,266,1.0
120,2.2245242402469136,5,15,6.0
124,0.8798272920673025,3,43,7.0
139,0.541967970434247,1,1360,4.0
140,2.045328918069004,5,15,4.0
145,0.33660531609696026,1,1786,7.0
148,0.815400525436312,3,43,5.0
157,0.3966436466799745,2,266,5.0
194,0.4584171467847815,2,191,6.0
203,1.6511627774711366,3,317,0.0
209,0.4166898692873247,2,266,9.0
214,0.3746450004369507,2,16,9.0
218,1.026291879438727,2,59,7.0
221,104.93702511706616,6,11,4.0
224,0.25444130623853783,2,266,8.0
226,0.3345945330356854,2,685,1.0
241,1.1471903493431497,4,224,0.0
243,0.1836734693877551,1,49,8.0
247,0.053530092592592594,1,816,6.0
248,0.577818669333436,2,13,6.0
254,0.23947688914925466,2,191,1.0
283,0.5069237202062502,2,406,8.0
287,0.18765594933500487,2,1331,1.0
383,0.6809052800146566,2,92,6.0
463,0.04473077728891682,1,86,1.0
465,1.390768940047724,4,23,1.0
483,0.3566917879417879,1,416,5.0
486,0.2921425491365377,1,1786,5.0
511,0.5513532600381853,2,6,5.0
530,1.0299260856174932,1,1360,1.0
608,0.2792207792207793,1,994,5.0
617,0.17546616383825686,1,86,0.0
644,0.3042877971977192,2,141,2.0
667,104.98438359099313,6,11,4.0
668,1.9676042675728622,5,9,5.0
669,0.5446285319933618,2,1062,8.0
684,0.2719687970431008,2,266,2.0
689,0.5427288263150023,1,1786,4.0
736,0.3805191329943804,1,101,4.0
739,1.2391444518089534,5,15,9.0
745,0.8400812935285096,4,28,9.0
746,0.9740885118678546,3,317,0.0
750,1.203284907198654,4,224,5.0
755,2.1625980172919395,5,15,1.0
760,104.39559831490674,6,11,2.0
769,4.494604604252911,3,785,1.0
785,0.3775440547569551,2,21,2.0
786,0.5174105542237133,2,88,7.0
787,0.267908876734969,2,685,3.0
846,0.33902833384662767,1,1360,9.0
908,0.42607029238376176,2,19,6.0
910,26.377737381558145,7,11,7.0
929,0.27681768782625743,1,1369,2.0
934,0.3286894174299989,2,978,1.0
938,0.23715600503492834,2,266,1.0
939,0.4050151849081705,2,266,4.0
949,0.7380952380952381,1,63,8.0
950,26.7167083976965,4,5,3.0
955,0.7380952380952381,1,63,4.0
963,104.5710154241025,6,11,0.0
975,105.28279592059798,6,11,4.0
976,2.255464225550799,3,111,0.0
977,0.48594617069698315,3,5,7.0
978,0.4488142901139514,1,1360,7.0
979,104.98514368036598,6,11,0.0
993,1.228900259868736,2,21,2.0
1023,0.4744414131289484,2,266,7.0
1024,0.15922081921773948,1,1360,1.0
1025,0.2616553741915615,1,1360,5.0
1036,9.48698618802234,2,8,2.0
1037,0.43558102936885384,4,164,2.0
1046,105.27322128955687,6,11,0.0
1047,1.8088165104717693,4,31,1.0
1053,104.51278978025381,6,11,0.0
1054,4.468519163862786,3,785,6.0
1058,0.9151914880071665,2,116,3.0
1064,0.38133569885391494,2,50,3.0
1072,0.22021023670875636,2,15,3.0
1091,1.117128604956012,2,21,0.0
1104,105.28501087510652,6,11,4.0
1106,1.0069431912066977,3,10,3.0
1121,0.3484352240793423,3,317,7.0
1151,0.3775440547569551,2,21,6.0
1171,0.542883874345431,2,88,5.0
1174,0.18070787101230198,1,1786,4.0
1190,0.19614664169119617,1,101,3.0
1203,0.23353461726423946,1,608,5.0
1204,0.604925832413687,2,97,2.0
1205,0.994889424160854,2,116,3.0
