test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
845,0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.41,2.0,0.0,4.0,0.0,8.0,1.0,3.33333333333333,0.0,3.0,1.0,0.0,0.24997966488202383,0.0,3.0,1.0,0.9900951981544495,0.009904795326292515,1,83353668451.30917
48,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.3,0.0,0.0,4.0,0.0,2.0,1.0,1.8,0.0,1.0,1.0,0.416666666666667,0.2499999925494194,0.0,3.0,0.0,0.9951509237289429,0.004849085584282875,0,7450.580596923828
50,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.34,0.0,0.0,4.0,0.0,1.0,1.0,0.875,0.0,2.0,1.0,0.4,0.2499999888241291,0.0,2.0,2.0,0.9384710788726807,0.06152891367673874,0,11175.870880126953
850,0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,12.0,0.22,0.0,68.0,4.0,0.0,15.998291015625,1.0,2.66666666666667,1.0,2.0,1.0,0.263157894736842,0.5,0.0,2.0,2.0,0.5028026103973389,0.49719738960266113,1,2.3612940052518
54,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,0.18,3.0,76.0,4.0,0.0,8.0,1.0,2.5,0.0,2.0,1.0,1.375,0.24997563362121583,0.0,4.0,4.0,0.9311183094978333,0.06888168305158615,1,150024366378.78415
852,0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,12.0,0.31,1.0,75.0,4.0,0.0,27.0,1.0,2.14285714285714,0.0,1.0,1.0,0.388888888888889,0.2499999850988388,0.0,2.0,3.0,0.9909704923629761,0.009029477834701538,0,14901.161193847656
69,0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,4.0,3.0,0.66,1.0,46.0,2.0,0.0,8.0,1.0,2.0,1.0,1.0,1.0,0.0,0.2499389946460724,0.0,2.0,1.0,0.999550461769104,0.0004495320317801088,1,250061005353.9276
80,0,2.0,1.0,1.0,6.0,0.0,3.0,3.0,2.0,24.0,9.0,0.36,1.0,81.0,1.0,7.0,11.0,1.0,8.78571428571429,2.0,1.0,1.0,1.11111111111111,0.24993900458017995,0.0,3.0,0.0,0.9603732228279114,0.03962678834795952,1,416727662086.48706
875,0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,0.0,13.0,8.0,0.22,0.0,81.0,2.0,0.0,4.0,2.0,4.72727272727273,1.0,1.0,1.0,1.57142857142857,0.24993902444839478,0.0,1.0,0.0,0.9817706346511841,0.018229370936751366,1,750060975551.6052
82,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.51,3.0,0.0,2.0,0.0,6.0,2.0,3.0,3.0,19.0,16.0,6.0,0.24993902444839478,0.0,2.0,0.0,0.9988452196121216,0.0011547975009307265,1,750060975551.6052
102,0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,0.41,1.0,0.0,2.0,0.0,7.0,1.0,7.0,3.0,2.0,1.0,1.16666666666667,0.24993902444839478,0.0,2.0,1.0,0.9995409846305847,0.00045903760474175215,1,750060975551.6052
159,0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,3.0,23.0,0.26,1.0,95.0,4.0,0.0,18.0,1.0,2.03703703703704,0.0,1.0,1.0,0.5,0.5714199542999268,0.0,4.0,0.0,0.6279422044754028,0.3720577657222748,1,178580045700.07324
901,0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,4.0,5.0,0.27,3.0,100.0,2.0,4.0,26.0,1.0,11.2857142857143,1.0,4.0,1.0,0.888888888888889,0.24993902444839478,0.0,1.0,1.0,0.9988505244255066,0.0011494724312797189,1,750060975551.6052
908,0,8.0,9.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,10.0,0.41,0.0,82.0,1.0,0.0,7.0,1.0,6.62962962962963,1.0,1.0,1.0,1.26666666666667,0.24993900458017995,0.0,1.0,1.0,0.9962388873100281,0.0037611164152622223,1,416727662086.48706
914,0,1.0,0.0,1.0,6.0,0.0,1.0,3.0,25.0,23.0,7.0,0.25,0.0,93.0,4.0,7.0,18.0,1.0,5.36363636363636,1.0,1.0,1.0,0.405405405405405,0.249969482421875,0.0,1.0,2.0,0.7148654460906982,0.28513455390930176,1,250030517578.125
916,0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,22.0,0.18,3.0,0.0,3.0,0.0,7.0,1.0,2.86363636363636,0.0,5.0,1.0,0.0,0.2499389946460724,0.0,1.0,1.0,0.9819193482398987,0.018080655485391617,1,250061005353.9276
920,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.2,0.0,0.0,3.0,0.0,17.0,1.0,3.55555555555556,2.0,4.0,1.0,0.0,0.24993900458017995,0.0,2.0,0.0,0.973231852054596,0.026768159121274948,1,416727662086.48706
925,0,7.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,7.0,12.0,0.34,1.0,83.0,2.0,0.0,29.0,1.0,3.26315789473684,1.0,1.0,1.0,1.36363636363636,0.2498953683035713,0.0,1.0,3.0,0.9993125796318054,0.000687390798702836,1,464390345982.1427
196,0,7.0,5.0,1.0,3.0,2.0,1.0,34.0,4.0,36.0,88.0,0.13,3.0,85.0,4.0,27.0,49.0,2.0,3.58653846153846,0.0,0.0,1.0,0.352517985611511,0.24998168945312502,0.0,2.0,6.0,0.7009773850440979,0.2990226149559021,1,450018310546.875
929,0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,19.0,24.0,0.36,3.0,100.0,2.0,0.0,22.0,2.0,2.77777777777778,0.0,0.0,1.0,0.59375,0.2499389946460724,0.0,2.0,4.0,0.8919101357460022,0.108089879155159,1,250061005353.9276
197,0,6.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,9.0,10.0,0.21,1.0,80.0,1.0,0.0,23.0,2.0,4.75,2.0,1.0,1.0,2.0,0.249969482421875,0.0,3.0,2.0,0.9992541670799255,0.0007458221516571939,1,250030517578.125
200,0,16.0,0.0,1.0,19.0,12.0,2.0,11.0,6.0,5.99853515625,75.0,0.52,0.0,95.0,2.0,0.0,16.0,2.0,3.29896907216495,0.0,0.0,1.0,0.724770642201835,0.2499389946460724,0.0,2.0,7.0,0.6800569295883179,0.31994304060935974,2,250061005353.9276
201,0,6.0,2.0,2.0,7.0,4.0,4.0,4.0,0.0,17.0,11.0,0.6,0.0,72.0,3.0,0.0,6.0,1.0,4.05263157894737,1.0,1.0,1.0,1.125,0.249969482421875,0.0,4.0,4.0,0.9297063946723938,0.07029358297586441,1,250030517578.125
204,0,10.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,0.53,1.0,88.0,4.0,0.0,23.0,2.0,3.375,0.0,0.0,1.0,2.0,0.2499389946460724,0.0,2.0,7.0,0.9952572584152222,0.004742761608213186,1,250061005353.9276
205,0,8.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.24,1.0,90.0,3.0,0.0,9.0,1.0,3.5,1.0,1.0,1.0,2.91666666666667,0.2499389946460724,0.0,2.0,5.0,0.9950845837593079,0.004915396682918072,1,250061005353.9276
226,0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,6.0,33.0,0.16,0.0,95.0,4.0,0.0,18.0,1.0,2.05555555555556,0.0,1.0,1.0,0.536585365853659,0.24993902444839478,0.0,2.0,1.0,0.9674686193466187,0.032531362026929855,1,750060975551.6052
983,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.95,2.0,0.0,1.0,0.0,9.0,2.0,1.5,1.0,1.0,1.0,0.75,0.24993900458017995,0.0,2.0,0.0,0.9981204867362976,0.0018795067444443703,1,416727662086.48706
984,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.57,4.0,0.0,1.0,0.0,11.0,2.0,2.5,1.0,1.0,1.0,0.75,0.2499389946460724,0.0,1.0,1.0,0.9967536926269531,0.0032463292591273785,1,250061005353.9276
988,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.95,1.0,0.0,1.0,0.0,9.0,2.0,1.5,1.0,1.0,1.0,0.75,0.24993900458017995,0.0,2.0,0.0,0.9989322423934937,0.001067772158421576,1,416727662086.48706
1017,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.3,2.0,0.0,3.0,0.0,12.0,1.0,2.0,2.0,5.0,1.0,0.0,0.2499389946460724,0.0,2.0,0.0,0.9964956045150757,0.003504380816593766,1,250061005353.9276
1026,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,1.5200244140625,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.5418543815612793,0.4581456184387207,1,2.0670409308417064
1030,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.55,3.0,0.0,2.0,0.0,10.0,1.0,1.4,1.0,1.0,1.0,2.25,0.24997971455256116,0.0,1.0,2.0,0.996013343334198,0.003986637573689222,1,83353618780.77185
1031,0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,0.25,15.0,60.0,2.0,0.0,21.0,1.0,2.0,1.0,1.0,1.0,3.42857142857143,0.24993900458017995,0.0,1.0,1.0,0.9993159174919128,0.0006840627756901085,1,416727662086.48706
1036,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.63,2.0,0.0,2.0,0.0,9.0,1.0,1.2,1.0,1.0,1.0,1.0,0.2499389946460724,0.0,1.0,1.0,0.9983985424041748,0.0016014750581234694,1,250061005353.9276
1037,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.8,2.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2499389946460724,0.0,1.0,1.0,0.9985480904579163,0.0014519215328618884,1,250061005353.9276
1040,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.53,5.0,0.0,2.0,0.0,16.0,1.0,3.0,1.0,1.0,1.0,1.5,0.24993900458017995,0.0,1.0,1.0,0.9997297525405884,0.00027025953750126064,1,416727662086.48706
1043,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,18.0,1.0,3.0,3.0,17.0,1.0,0.0,0.24993900458017995,0.0,2.0,0.0,0.9994277358055115,0.0005722443456761539,1,416727662086.48706
1046,0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,7.0,7.0,36.0,0.32,1.0,100.0,2.0,2.0,34.0,1.0,3.37777777777778,0.0,0.0,1.0,0.5,0.2499389946460724,0.0,2.0,0.0,0.9665387868881226,0.03346119821071625,1,250061005353.9276
1052,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,7.0,0.85,3.0,78.0,2.0,0.0,16.0,1.0,1.875,0.0,1.0,1.0,0.3,0.24993900458017995,0.0,1.0,1.0,0.9911624193191528,0.008837555535137653,1,416727662086.48706
1060,0,7.0,0.0,1.0,1.0,1.0,2.0,7.0,3.0,7.0,53.0,0.21,1.0,97.0,4.0,0.0,43.0,1.0,2.6984126984127,0.0,0.0,1.0,0.52112676056338,0.2499186197916668,0.0,2.0,0.0,0.9090184569358826,0.09098155051469803,1,416748046875.0002
1061,0,7.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,49.0,0.22,1.0,97.0,4.0,0.0,37.0,1.0,2.72131147540984,0.0,0.0,1.0,0.522388059701492,0.249969482421875,0.0,1.0,1.0,0.825717568397522,0.17428243160247803,1,250030517578.125
1102,0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,3.0,3.0,0.61,4.0,58.0,1.0,0.0,9.0,1.0,6.66666666666667,4.0,2.0,1.0,1.33333333333333,0.24993896484375,0.0,2.0,1.0,0.9988154768943787,0.0011845050612464547,1,500061035156.25
1103,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.61,2.0,37.0,2.0,0.0,7.0,1.0,4.0,3.0,3.0,1.0,1.5,0.2499878168106079,0.0,2.0,2.0,0.9996115565299988,0.0003884306934196502,1,350012183189.3921
1116,0,3.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,9.0,4.0,0.32,6.0,62.0,2.0,0.0,29.0,2.0,6.125,1.0,2.0,1.0,0.833333333333333,0.24993899890354682,0.0,2.0,1.0,0.9805960655212402,0.019403958693146706,1,321489572525.0241
326,0,4.0,0.0,2.0,5.0,5.0,10.0,1.0,0.0,0.0,1.0,0.61,3.0,72.0,1.0,0.0,8.0,1.0,5.4,2.0,1.0,1.0,2.14285714285714,0.24993902444839478,0.0,3.0,4.0,0.9905812740325928,0.009418717585504055,1,750060975551.6052
377,0,1.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,3.0,9.0,0.21,3.0,50.0,3.0,0.0,16.0,2.0,2.7,0.0,1.0,1.0,1.35714285714286,0.2499389946460724,0.0,3.0,7.0,0.5875641107559204,0.4124358892440796,1,250061005353.9276
384,0,10.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,5.0,22.0,0.3,0.0,72.0,3.0,1.0,2.0,2.0,3.3030303030303,0.0,0.0,1.0,0.810810810810811,0.24993902444839478,0.0,3.0,0.0,0.9807735681533813,0.01922641694545746,1,750060975551.6052
402,0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,6.0,12.0,0.6,0.0,47.0,2.0,0.0,7.0,1.0,2.58333333333333,1.0,4.0,1.0,0.466666666666667,0.249969482421875,0.0,4.0,5.0,0.9062183499336243,0.09378165751695633,1,250030517578.125
407,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,1.0,2.0,1.41,0.0,33.0,3.0,12.0,3.0,1.0,9.77777777777778,1.0,1.0,1.0,0.0,0.2499847412109375,0.0,6.0,2.0,0.9853777885437012,0.014622217044234276,1,125015258789.0625
408,0,5.0,1.0,1.0,5.0,4.0,6.0,3.0,3.0,6.0,11.0,1.15,0.0,72.0,2.0,1.9951171875,13.0,1.0,17.05,1.0,0.0,1.0,0.666666666666667,0.533333333333333,0.0,3.0,5.0,0.7612282037734985,0.23877182602882385,1,34004882812500.0
424,0,7.0,1.0,1.0,2.0,5.0,5.0,8.0,1.0,50.0,9.0,0.38,3.0,78.0,2.0,0.0,23.0,1.0,6.55555555555556,0.0,1.0,1.0,1.25925925925926,0.24998256138392846,0.0,2.0,2.0,0.871010422706604,0.1289895474910736,1,464303152901.7855
1152,0,6.0,9.0,1.0,0.0,4.0,2.0,7.0,11.0,41.0,60.0,0.25,0.0,87.0,2.0,1.0,34.0,2.0,4.02325581395349,0.0,1.0,1.0,0.978723404255319,0.24993896484375,0.0,4.0,1.0,0.9680452346801758,0.03195479139685631,1,375061035156.25
432,0,12.0,78.0,1.0,20.0,0.0,1.0,8.0,0.0,60.0,3.0,0.34,1.0,95.0,2.0,5.0,38.0,2.0,5.40860215053763,0.0,0.0,1.0,0.784313725490196,0.24993901782565645,0.0,1.0,2.0,0.7349981069564819,0.26500192284584045,1,638949871063.2324
434,0,2.0,3.0,1.0,10.0,0.0,4.0,1.0,0.0,3.0,17.0,0.59,0.0,89.0,1.0,0.0,8.0,1.0,8.31818181818182,3.0,1.0,1.0,1.04166666666667,0.24998256138392846,0.0,6.0,5.0,0.9753896594047546,0.02461034059524536,1,464303152901.7855
437,0,12.0,8.0,1.0,0.0,0.0,1.0,3.0,1.0,15.0,17.0,0.22,0.0,79.0,2.0,0.0,21.0,2.0,6.73684210526316,0.0,1.0,1.0,1.16666666666667,0.24993896484375,0.0,3.0,5.0,0.8996642231941223,0.10033576935529709,1,500061035156.25
442,0,4.0,11.0,1.0,1.0,0.0,3.0,3.0,0.0,23.0,18.0,0.49,1.0,81.0,2.0,0.0,9.0,2.0,4.96969696969697,1.0,1.0,1.0,1.40540540540541,0.24993902444839478,0.0,1.0,2.0,0.9843311905860901,0.01566881127655506,1,750060975551.6052
446,0,3.0,1.0,1.0,13.0,30.0,9.0,3.0,11.0,6.0,16.9873046875,2.23,0.0,95.0,1.0,7.0,26.0,2.0,18.3814432989691,0.0,0.0,1.0,0.237623762376238,0.24996612800492174,0.0,5.0,10.0,0.5253438353538513,0.4746561646461487,2,472256094217.3003
447,0,53.0,29.0,1.0,18.0,7.0,10.0,4.0,3.0,50.0,112.0,0.40987304687500004,2.0,96.0,1.0,8.0,40.0,1.0,15.5329949238579,1.0,0.0,1.0,1.06435643564356,0.24991122159090906,1.0,1.0,0.999755859375,0.5337154865264893,0.46628454327583313,3,12018335046711.639
452,0,0.0,6.0,1.0,0.0,0.0,2.0,5.0,0.0,17.0,17.0,1.14,0.0,70.9979248046875,2.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,0.344827586206897,0.8,0.0,1.0,1.0,0.5071460008621216,0.4928540289402008,1,0.2940446823375464
457,0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,8.0,26.0,0.44,0.0,79.0,2.0,0.0,17.0,2.0,3.55555555555556,0.0,1.0,1.0,0.789473684210526,0.24993901252746584,0.0,2.0,6.0,0.9982788562774658,0.0017211606027558446,1,550060987472.5342
459,0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,7.0,13.0,52.0,0.27,0.0,87.0,2.0,1.0,15.0,2.0,2.65,0.0,1.0,1.0,0.784615384615385,0.2499878168106079,0.0,5.0,3.0,0.8784264922142029,0.12157352268695831,1,350012183189.3921
462,0,2.0,14.0,1.0,4.0,0.0,2.0,1.0,0.0,16.0,22.0,0.35,0.0,77.0,1.0,0.0,7.0,1.0,7.78947368421053,1.0,1.0,1.0,1.15,0.24993902444839478,0.0,2.0,4.0,0.9703457951545715,0.029654184356331825,1,750060975551.6052
463,0,2.0,7.0,1.0,14.0,16.0,5.0,4.0,3.0,7.0,32.0,0.56,1.0,94.0,2.0,5.0,10.0,2.0,6.20454545454545,1.0,1.0,1.0,1.12244897959184,0.2499694973230362,0.0,1.0,10.0,0.5919324159622192,0.40806758403778076,1,125030502676.9638
467,0,4.0,33.0,1.0,2.0,10.0,1.0,5.0,10.0,45.0,41.0,0.24,0.0,92.0,2.0,1.0,35.0,2.0,6.02272727272727,0.0,1.0,1.0,0.851063829787234,0.24996342957019804,0.0,4.0,8.0,0.936160147190094,0.06383983045816422,1,700036570429.802
492,0,0.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,5.0,2.0,0.27,6.0,25.0,1.0,0.0,11.0,1.0,10.0,7.0,2.0,1.0,3.16666666666667,0.24993902444839478,0.0,4.0,1.0,0.9942882657051086,0.005711731966584921,1,750060975551.6052
498,0,15.0,0.0,1.0,12.0,5.0,4.0,4.0,22.0,6.99853515625,46.0,0.39,0.0,100.0,2.0,1.999755859375,35.0,2.0,6.93975903614458,0.0,0.0,1.0,1.01136363636364,0.2499694973230362,0.0,5.0,8.0,0.6582738757133484,0.3417261242866516,3,4002197622707.342
500,0,28.0,0.0,5.0,10.0,3.0,0.0,1.0,1.0,11.0,7.0,0.01,0.0,88.0,1.0,0.0,3.0,2.0,5.11111111111111,1.0,1.0,1.0,1.68421052631579,0.24998780488967895,0.0,5.0,4.0,0.9587438702583313,0.041256122291088104,1,150012195110.32104
504,0,0.0,0.0,2.0,2.0,6.0,4.0,4.0,0.0,5.0,34.0,0.55,0.0,82.0,2.0,2.0,12.0,2.0,11.4705882352941,0.0,1.0,1.0,0.871794871794872,0.24995561079545434,0.0,7.0,5.0,0.8992153406143188,0.10078468173742294,1,295498934659.09064
506,0,7.0,2.0,1.0,1.0,0.0,2.0,5.0,2.0,17.0,21.0,0.54,0.0,83.0,3.0,0.0,11.0,2.0,2.71875,0.0,1.0,1.0,0.631578947368421,0.833327599934169,0.0,3.0,5.0,0.6396776437759399,0.36032232642173767,1,23815257208.68799
522,0,2.0,17.0,2.0,0.0,0.0,1.0,15.0,11.0,15.0,29.0,0.21,0.0,71.0,2.0,11.0,26.0,2.0,3.76271186440678,0.0,1.0,1.0,1.33333333333333,0.2499651227678574,0.0,7.0,4.0,0.8626046180725098,0.13739541172981262,1,178606305803.57162
1195,0,1.0,5.0,1.0,0.0,1.0,3.0,4.0,3.0,8.0,4.0,0.8,1.0,66.0,3.0,2.0,6.0,1.0,4.53846153846154,0.0,1.0,1.0,0.722222222222222,0.2498953683035713,0.0,1.0,1.0,0.9189745783805847,0.08102542906999588,1,464390345982.1427
563,0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,14.0,0.95,0.0,71.0,1.0,4.9992687702178955,7.0,3.0,33.3571428571429,2.0,0.0,1.0,0.8125,0.444444444444444,0.0,6.0,3.0,0.6663578748703003,0.3336421251296997,1,17000731229782.105
575,0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,3.0,1.0,5.0,2.32,0.0,75.0,2.0,22.0,5.0,1.0,14.375,1.0,1.0,1.0,0.4,0.2498953683035713,0.0,5.0,5.0,0.9798329472541809,0.020167063921689987,1,464390345982.1427
617,0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0,4.0,4.0,0.0,50.0,1.0,5.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.24993902444839478,0.0,2.0,1.0,0.9729093313217163,0.0270906463265419,1,750060975551.6052
623,0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,6.0,10.0,0.62,1.0,83.0,3.0,0.0,2.0,1.0,3.58333333333333,1.0,1.0,1.0,1.73333333333333,0.24997966488202383,0.0,3.0,1.0,0.9931815266609192,0.00681844400241971,1,83353668451.30917
625,0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,16.0,0.6,0.0,72.0,2.0,3.0,7.0,2.0,18.5882352941176,0.0,2.0,1.0,0.684210526315789,0.24993902444839478,0.0,4.0,5.0,0.9296524524688721,0.07034754008054733,1,750060975551.6052
1225,0,3.0,0.0,1.0,3.0,1.0,3.0,5.0,0.0,7.0,24.0,0.48,0.0,100.0,2.0,3.0,4.0,2.0,15.4444444444444,0.0,0.0,1.0,0.7659435965798104,0.5,0.0,2.0,2.0,0.5095860958099365,0.4904138743877411,1,0.6836418132291596
1247,0,0.0,0.0,1.0,0.0,20.0,0.0,1.0,1.0,2.0,25.0,0.21,0.0,86.0,3.0,59.0,7.0,1.0,10.3076923076923,0.0,1.0,1.0,0.285714285714286,0.24993902444839478,0.0,1.0,0.0,0.9898777008056641,0.010122315026819706,1,750060975551.6052
642,0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.29,4.0,50.0,4.0,0.0,16.0,2.0,4.0,2.0,4.0,1.0,0.833333333333333,0.2499389946460724,0.0,1.0,2.0,0.9916473031044006,0.008352673612535,1,250061005353.9276
1251,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,0.47,0.0,0.0,4.0,0.0,6.0,1.0,1.0,1.0,2.0,1.0,0.0,0.24993896484375,0.0,2.0,0.0,0.9864341020584106,0.013565906323492527,1,500061035156.25
649,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.23,0.0,70.0,4.0,0.0,6.0,1.0,1.6,1.0,2.0,1.0,1.28571428571429,0.2499389946460724,0.0,7.0,2.0,0.997660756111145,0.002339259721338749,1,250061005353.9276
