test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
270,0,8.0,2.0,1.0,4.0,211.0,2.0,15.0,0.8000792899727827,3.0,84.0,1.0,0.0,82.0,2.0,7.46153846153846,1.0,1.0,1.0,1.76744186046512,0.0,0.571428571428571,0.0,5.0,9.0,0.7414308190345764,0.2585691809654236,1,1.210273069511376
272,0,0.0,2.0,0.0,0.0,33.0,1.0,8.0,0.3,1.0,88.0,4.0,2.0,12.0,2.0,3.249857664108275,0.0,1.0,1.0,1.91666666666667,0.0,0.5,0.0,3.0,2.0,0.7153208255767822,0.2846791744232178,1,0.3831963391456298
1356,0,12.0,1.0,0.0,0.0,30.0,1.0,1.0,0.6100622558593756,0.0,94.0,2.0,0.0,30.0,2.0,4.44444444444444,0.0,1.0,1.0,1.15,0.0,1.0,0.0,1.0,0.0,0.5041937232017517,0.4958062767982483,1,1.0316976056735463
281,0,14.0,2.0,2.0,1.0,39.99462890625,2.0,33.0,0.2,1.0,90.0,3.0,2.0,16.0,2.0,7.22857142857143,0.0,1.0,1.0,1.425,0.0,0.666666666666667,0.0,3.0,2.0,0.5175585746765137,0.48244139552116394,1,7.120027211486044
283,0,0.0,1.0,0.0,1.0,50.0,1.0,5.0,0.4500164669752121,0.0,85.0,2.0,0.0,9.0,2.0,3.35294117647059,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5052559971809387,0.4947440028190613,1,0.15873637523716955
285,0,54.0,3.0,2.0,8.0,546.0,2.0,2.0,0.7100829559564596,4.0,86.0,2.0,0.0,121.0,2.0,7.43076923076923,0.0,0.0,1.0,2.16176470588235,0.0,0.454545454545455,0.0,4.0,12.0,0.5973591208457947,0.4026408791542053,1,1.0515766339645933
298,0,5.0,1.0,7.0,4.0,142.0,1.0,2.0,0.8000878334045417,3.0,86.0,2.0,1.0,40.0,3.0,4.85714285714286,0.0,1.0,1.0,1.6,0.0,0.428571428571429,0.0,6.0,9.0,0.8026707172393799,0.19732928276062012,1,1.1904520544261499
311,0,13.0,2.0,1.0,1.0,70.0,3.0,28.0,0.5900434732437139,0.0,100.0,3.0,0.0,27.0,2.0,4.28571428571429,0.0,1.0,1.0,1.23076923076923,0.0,0.5,0.0,3.0,4.0,0.6405072212219238,0.35949277877807617,1,0.8927946001912799
313,0,10.0,1.0,1.0,2.0,127.99905455112457,4.0,62.0,0.2,1.0,100.0,3.0,8.0,39.0,2.0,6.71428571428571,0.0,0.0,0.0,1.5,0.0,0.428571428571429,0.0,5.0,5.0,0.6706744432449341,0.3293255865573883,1,0.4497313614877001
320,0,7.0,1.0,3.0,2.0,93.0,3.0,9.0,0.5100658118724826,1.0,80.0,2.0,0.0,19.0,2.0,4.03571428571429,0.0,1.0,1.0,1.125,0.0,0.428571428571429,0.0,3.0,3.0,0.6226718425750732,0.37732815742492676,1,0.6151074262858323
323,0,2.0,1.0,2.0,2.0,85.0,2.0,34.0,0.6300792235136037,2.0,85.0,3.0,0.0,29.0,2.0,5.6875,0.0,1.0,1.0,1.26315789473684,0.0,1.0,0.0,2.0,1.0,0.5296682715415955,0.47033172845840454,1,0.6944858863064672
325,0,3.0,2.0,1.0,1.0,47.0,3.0,12.0,0.5900107637047773,1.0,65.0,1.0,0.0,9.0,2.0,3.64705882352941,2.0,1.0,1.0,1.33333333333333,0.0,0.5,0.0,2.0,3.0,0.5300217866897583,0.4699782133102417,1,0.7935398935573909
328,0,0.0,2.0,15.0,2.0,52.0,1.0,0.0,0.23001450538635265,1.0,86.0,1.0,0.0,26.0,1.0,6.73333333333333,2.0,1.0,1.0,1.76470588235294,0.0,0.666666666666667,0.0,2.0,1.0,0.5925940275192261,0.40740594267845154,1,0.11905655681639093
335,0,1.0,2.0,1.0,1.0,40.0,1.0,6.0,2.3102917480468776,2.0,86.0,4.0,0.0,22.0,2.0,5.5,0.0,1.0,1.0,1.92857142857143,0.0,0.8,0.0,3.0,2.0,0.6133204698562622,0.3866795003414154,1,4.22606499718827
336,0,2.0,2.0,2.0,2.0,39.998539328575134,4.0,27.0,0.22,0.0,100.0,2.0,0.0,25.0,3.0,3.92307692307692,0.0,1.0,0.0,1.16129032258065,0.0,0.6,0.0,5.0,4.0,0.5086739659309387,0.4913260340690613,1,4.7964882017641735
337,0,4.0,2.0,1.0,2.0,59.0,1.0,4.0,0.23001450538635265,2.0,86.0,2.0,0.0,31.0,2.0,3.75,0.0,0.0,1.0,1.33333333333333,0.0,0.75,0.0,2.0,4.0,0.5054037570953369,0.4945962727069855,1,0.11905655681639093
338,0,3.0,2.0,2.0,6.0,103.0,1.0,5.0,0.6300792235136037,4.0,86.0,3.0,0.0,16.0,2.0,5.76923076923077,0.0,1.0,1.0,1.4,0.0,0.5,0.0,6.0,6.0,0.5672004222869873,0.4327995479106903,1,0.6944858863064672
344,0,5.0,1.0,6.0,2.0,127.97706818580627,4.0,1036.0,0.36,0.0,100.0,1.0,18.0,16.0,4.0,7.81632653061224,0.0,0.0,0.0,0.682692307692308,0.0,0.4,0.0,4.0,7.0,0.5639990568161011,0.4360009729862213,1,14.840515297014171
357,0,7.0,2.0,0.0,1.0,83.0,1.0,30.0,0.45001342773437525,1.0,80.0,2.0,0.0,14.0,1.0,7.72222222222222,2.0,1.0,1.0,1.80952380952381,0.0,1.0,0.0,3.0,2.0,0.5553900599479675,0.44460994005203247,1,0.45629979871195875
360,0,0.0,1.0,2.0,5.0,65.0,1.0,21.0,0.29,2.0,76.0,3.0,0.0,18.0,2.0,4.562337239583332,0.0,1.0,1.0,2.5,0.0,0.5,0.0,4.0,5.0,0.595952033996582,0.40404796600341797,1,2.607452288273418
362,0,0.0,1.0,2.0,1.0,71.99585264921188,8.0,25.0,0.2,1.0,100.0,2.0,2.0,19.0,2.0,4.73333333333333,0.0,0.0,0.0,1.05128205128205,0.0,0.5,0.0,5.0,4.0,0.5326281785964966,0.4673718214035034,1,2.5483870191094904
365,0,19.0,2.0,1.0,1.0,77.0,2.0,22.0,0.5901013183593755,1.0,85.0,4.0,0.0,19.0,2.0,4.41666666666667,0.0,1.0,1.0,1.43589743589744,0.0,0.714285714285714,0.0,2.0,3.0,0.6036471128463745,0.3963528871536255,1,0.9127473166346537
389,0,11.0,1.0,103.0,3.0,70.933349609375,14.0,10.0,0.32,0.0,100.0,2.0,6.0,63.0,2.0,4.63846153846154,0.0,1.0,0.0,1.0738255033557,0.0,0.454545454545455,0.0,6.0,8.0,0.5624579787254333,0.43754202127456665,1,34.628853994528406
429,0,2.0,2.0,0.0,2.0,71.994140625,4.0,5.0,0.28,1.0,60.0,2.0,0.0,14.0,2.0,2.5,0.0,1.0,1.0,0.974358974358974,0.0,0.5,0.0,6.0,1.0,0.7841836214065552,0.21581637859344482,1,3.07311924809246
453,0,12.0,1.0,1.0,2.0,60.91259765625,8.0,83.0,0.36,0.0,100.0,1.0,1.0,11.0,2.0,5.74698795180723,0.0,1.0,1.0,0.869565217391304,0.0,0.5,0.0,6.0,2.0,0.5560621023178101,0.44393789768218994,1,27.136067444858348
454,0,2.0,1.0,2.0,1.0,33.0,1.0,3.0,0.19001366376876838,3.0,90.0,2.0,0.0,20.0,3.0,3.58333333333333,0.0,0.0,1.0,1.33333333333333,0.0,1.0,0.0,1.0,6.0,0.5277687311172485,0.4722312390804291,1,0.1587308142464543
505,0,9.0,1.0,10.0,6.0,22.927734375,3.0,3.0,0.48,0.0,92.0,1.0,0.0,45.0,2.0,9.18947368421053,0.0,1.0,1.0,1.32323232323232,0.0,0.444444444444444,0.0,4.0,13.0,0.5198367834091187,0.48016321659088135,1,49.16829785698929
512,0,1.0,1.0,0.0,2.0,139.0,1.0,6.0,0.6100145721435548,0.0,84.0,1.0,1.0,20.0,2.0,6.46808510638298,0.0,1.0,1.0,0.816326530612245,0.0,0.666666666666667,0.0,5.0,7.0,0.6820790767669678,0.3179209232330322,1,0.5753298500705825
515,0,3.0,1.0,1.0,1.0,148.0,1.0,6.0,0.5900683593749998,0.0,89.0,1.0,0.0,27.0,2.0,7.83870967741935,0.0,1.0,1.0,0.536842105263158,0.0,0.714285714285714,0.0,4.0,10.0,0.5165936946868896,0.48340627551078796,1,0.7341402610959001
522,0,13.0,2.0,0.0,13.0,229.0,1.0,0.0,0.8000199276208882,5.0,86.0,1.0,0.0,56.0,2.0,5.66666666666667,1.0,1.0,1.0,2.17647058823529,0.0,0.4,0.0,5.0,3.0,0.7942985892295837,0.20570141077041626,1,0.7340441823588018
546,0,8.0,2.0,11.0,5.0,82.984130859375,6.0,5.0,0.31,2.0,88.0,1.0,0.0,51.0,2.0,3.03125,0.0,1.0,1.0,1.23076923076923,0.0,0.8,0.0,2.0,3.0,0.5232274532318115,0.4767725467681885,1,9.743833591184801
559,0,1.0,1.0,3.0,2.0,46.0,4.0,0.0,0.5900622844696048,0.0,0.0,1.0,0.0,29.0,2.0,1.875,0.0,1.0,1.0,0.846153846153846,0.0,1.0,0.0,2.0,0.0,0.5556767582893372,0.44432324171066284,1,0.5555865380949391
578,0,0.0,1.0,0.0,0.0,34.0,2.0,9.0,0.5300445339083675,0.0,75.0,1.0,0.0,3.0,2.0,3.31578947368421,1.0,1.0,1.0,0.695652173913043,0.0,1.0,0.0,4.0,0.0,0.5083020925521851,0.49169790744781494,1,0.37700965297051775
585,0,3.0,1.0,13.0,2.0,112.988525390625,6.0,33.0,0.23,0.0,100.0,1.0,7.0,26.0,1.0,9.33333333333333,0.0,0.0,0.0,1.11475409836066,0.0,0.571428571428571,0.0,5.0,10.0,0.5867435336112976,0.4132564663887024,1,4.797238680498989
1371,0,16.0,1.0,0.0,0.0,38.0,2.0,15.0,0.1900017136335374,0.0,88.0,3.0,0.0,18.0,1.0,3.96774193548387,1.0,1.0,1.0,1.23529411764706,0.0,1.0,0.0,1.0,0.0,0.5138528347015381,0.4861471951007843,1,0.19838303463974072
586,0,76.0,1.0,9.0,3.0,373.0,3.0,3.0,0.8000630867481239,2.0,97.0,2.0,0.0,97.0,1.0,8.55681818181818,0.0,1.0,1.0,1.83695652173913,0.0,0.5,0.0,6.0,10.0,0.6046481728553772,0.3953518271446228,1,1.2697548161553514
588,0,2.0,2.0,9.0,2.0,56.0,1.0,0.0,0.6100886428356176,0.0,86.0,1.0,0.0,9.0,1.0,5.8,0.0,1.0,1.0,2.16666666666667,0.0,0.0,0.0,1.0,3.0,0.5868512392044067,0.4131487309932709,1,0.7936943898930019
601,0,2.0,1.0,1.0,5.0,49.0,1.0,2.0,0.7100024116039283,6.0,70.0,2.0,0.0,21.0,1.0,9.4,2.0,2.0,1.0,2.71428571428571,0.0,0.333333333333333,0.0,5.0,4.0,0.5889034271240234,0.41109657287597656,1,0.9720649963160035
616,0,132.0,2.0,16.0,7.0,1378.0,6.0,36.0,0.7100534033775335,4.0,96.0,2.0,1.0,186.0,2.0,8.60693641618497,1.0,1.0,1.0,1.95580110497238,0.0,0.542857142857143,1.0,5.0,12.0,0.5252364277839661,0.47476357221603394,1,0.9920041171244111
643,0,0.0,1.0,0.0,0.0,72.0,1.0,25.0,0.4500325462222101,0.0,94.0,2.0,0.0,14.0,2.0,3.32727272727273,0.0,1.0,1.0,0.210526315789474,0.0,1.0,0.0,3.0,2.0,0.6198195815086365,0.3801804184913635,1,0.496013652926326
678,0,1.0,1.0,0.0,1.0,82.99975657463074,1.0,15.0,0.28,0.0,94.0,2.0,4.0,4.0,1.0,4.44444444444444,0.0,1.0,1.0,0.553191489361702,0.0,1.0,0.0,4.0,2.0,0.7105677127838135,0.28943225741386414,1,0.824395838044909
694,0,2.0,1.0,32.0,4.0,71.977294921875,3.0,2.0,0.44,0.0,100.0,1.0,0.0,34.0,2.0,6.27777777777778,0.0,1.0,0.0,0.675,0.0,0.5,0.0,5.0,6.0,0.5674766302108765,0.4325233995914459,1,9.8942327351436
723,0,6.0,2.0,11.0,6.0,77.98974609375,9.0,0.0,0.37,0.0,91.0,2.0,7.0,31.0,2.0,3.74074074074074,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,0.5282315611839294,0.47176843881607056,1,10.34296010808637
748,0,1.0,4.0,0.0,3.0,47.0,3.0,11.0,0.3300258326530458,2.0,48.0,1.0,0.0,5.0,2.0,7.5,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,0.6120202541351318,0.3879797160625458,1,0.21826884537661895
1390,0,5.0,1.0,0.0,1.0,169.0,11.0,115.0,0.5100743430852892,3.0,100.0,2.0,0.0,19.0,2.0,7.5,0.0,1.0,1.0,0.875,0.0,1.0,0.0,1.0,0.0,0.6349952220916748,0.3650047779083252,1,0.6944762045305837
833,0,1.0,2.0,0.0,0.0,34.0,2.0,8.0,0.48001178979873693,1.0,67.0,2.0,0.0,10.0,1.0,3.85714285714286,0.0,0.0,1.0,1.0,0.0,0.666666666666667,0.0,3.0,1.0,0.5303881168365479,0.46961191296577454,1,0.5356484034371283
965,0,2.0,1.0,1.0,3.0,61.0,1.0,2.0,0.59004661500454,2.0,40.0,2.0,1.0,19.0,1.0,6.0,0.0,3.0,1.0,1.30769230769231,0.0,0.666666666666667,0.0,4.0,5.0,0.6096917390823364,0.3903082609176636,1,0.8531249057769874
970,0,12.0,1.0,7.0,2.0,70.9921875,3.0,24.0,0.17,2.0,91.0,1.0,2.0,34.0,2.0,4.43396226415094,1.0,1.0,1.0,1.24561403508772,0.0,0.5,0.0,6.0,6.0,0.5508923530578613,0.4491076171398163,1,7.045266761094845
993,0,2.0,1.0,3.0,0.0,29.0,6.0,6.0,0.5900231933593756,0.0,90.0,2.0,0.0,3.0,4.0,2.23684210526316,0.0,0.0,0.0,0.695652173913043,0.0,1.0,0.0,3.0,0.0,0.6557474732398987,0.3442525267601013,1,0.9721062230866355
994,0,2.0,1.0,3.0,0.0,39.0,6.0,10.0,0.330025541186333,0.0,90.0,2.0,0.0,4.0,4.0,2.70588235294118,0.0,0.0,0.0,0.724137931034483,0.0,1.0,0.0,5.0,0.0,0.5973814725875854,0.40261849761009216,1,0.5158377198756896
995,0,2.0,2.0,3.0,0.0,59.0,6.0,16.0,0.8001413559913644,0.0,92.0,2.0,0.0,4.0,4.0,3.36486486486486,0.0,0.0,0.0,0.646341463414634,0.0,0.5,0.0,5.0,1.0,0.6554248332977295,0.3445751667022705,1,1.4682897215343003
996,0,2.0,2.0,3.0,0.0,37.0,6.0,10.0,0.19000685989856736,0.0,90.0,2.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.581818181818182,0.0,1.0,0.0,5.0,1.0,0.5025491714477539,0.4974508285522461,1,0.2182312072955085
1404,0,2.0,2.0,3.0,0.0,145.0,6.0,45.0,2.3105249023437526,0.0,96.0,2.0,0.0,5.0,4.0,4.26829268292683,0.0,0.0,0.0,0.444444444444444,0.0,0.666666666666667,0.0,1.0,1.0,0.6410619616508484,0.3589380383491516,1,4.484421053513439
1405,0,2.0,1.0,3.0,0.0,44.0,6.0,8.0,0.3700023001432421,0.0,91.0,2.0,0.0,4.0,4.0,2.5,0.0,0.0,0.0,0.714285714285714,0.0,1.0,0.0,1.0,0.0,0.5967952013015747,0.4032047986984253,1,0.5157916143792034
1059,0,1.0,1.0,8.0,6.0,80.0,1.0,0.0,0.5900000256299975,0.0,0.0,1.0,0.0,50.0,1.0,9.88888888888889,0.0,1.0,1.0,1.18181818181818,0.0,0.0,0.0,3.0,3.0,0.5295706987380981,0.47042927145957947,1,0.3967593211242586
1069,0,0.0,1.0,3.0,3.0,119.0,2.0,20.0,0.6100463593006136,1.0,90.0,1.0,1.0,23.0,2.0,9.09090909090909,2.0,1.0,1.0,0.84,0.0,1.0,0.0,3.0,3.0,0.6050480604171753,0.3949519097805023,1,0.5357169822888206
1074,0,2.0,2.0,9.0,7.0,92.0,1.0,0.0,0.6100092577934269,1.0,90.0,1.0,0.0,19.0,1.0,8.4,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,0.6416662931442261,0.3583337068557739,1,0.45629152639831966
1150,0,0.0,2.0,0.0,0.0,50.0,12.0,31.0,0.6100758689641957,0.0,40.0,1.0,0.0,19.0,2.0,3.77272727272727,1.0,2.0,1.0,0.628571428571429,0.0,1.0,0.0,4.0,1.0,0.7906677722930908,0.20933221280574799,1,0.8531829396754164
1152,0,1.0,2.0,28.0,2.0,140.0,2.0,5.0,0.7100102576613432,0.0,95.0,1.0,0.0,22.0,2.0,7.90625,0.0,1.0,1.0,0.771428571428571,0.0,0.666666666666667,0.0,4.0,2.0,0.5720703601837158,0.4279296100139618,1,0.9522425977820979
1238,0,1.0,1.0,0.0,2.0,47.0,1.0,0.0,0.5900231933593756,4.0,0.0,2.0,0.0,22.0,1.0,4.55555555555556,1.0,2.0,2.0,1.81818181818182,1.0,1.0,0.0,4.0,1.0,0.7919332981109619,0.20806670188903809,1,0.9721062230866355
1284,0,3.0,2.0,1.0,5.0,60.998046875,4.0,8.0,0.34,2.0,100.0,3.0,0.0,16.0,2.0,4.14285714285714,1.0,1.0,1.0,1.42307692307692,0.0,0.5,0.0,5.0,7.0,0.5960853099822998,0.4039146602153778,1,7.269657892665493
1286,0,1.0,1.0,0.0,0.0,22.0,2.0,4.0,0.34,0.0,72.0,2.0,0.0,2.0,2.0,1.83333333333333,1.0,1.0,1.0,0.33330620659722165,0.0,1.0,0.0,1.0,1.0,0.7858294248580933,0.21417059004306793,1,1.0069041257069444
1287,0,2.0,1.0,1.0,0.0,32.99547266960144,8.0,15.0,0.18,0.0,96.0,2.0,1.0,5.0,2.0,1.796875,0.0,0.0,1.0,0.320512820512821,0.0,0.5,0.0,6.0,5.0,0.5113822221755981,0.48861780762672424,1,3.7475101795940176
1290,0,0.0,1.0,0.0,0.0,20.0,2.0,0.0,0.33000020951032644,0.0,0.0,2.0,0.0,1.0,2.0,1.55555555555556,1.0,1.0,1.0,0.25,0.0,1.0,0.0,2.0,2.0,0.5934824347496033,0.40651756525039673,1,0.03967634265377745
1292,0,0.0,1.0,0.0,0.0,23.0,2.0,0.0,0.5900144714117055,0.0,0.0,2.0,0.0,1.0,2.0,1.88888888888889,1.0,1.0,1.0,0.416666666666667,0.0,1.0,0.0,1.0,1.0,0.6611720323562622,0.3388279676437378,1,0.6150055772670636
1294,0,2.0,1.0,1.0,0.0,38.99682927131653,7.0,15.0,0.19,0.0,96.0,2.0,2.0,6.0,2.0,1.61290322580645,0.0,0.0,1.0,0.27027027027027,0.0,0.6,0.0,2.0,1.0,0.5238864421844482,0.47611358761787415,1,2.923030916309228
1305,0,3.0,1.0,0.0,0.0,29.0,1.0,6.0,0.1700026106834412,0.0,93.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.128205128205128,0.0,1.0,0.0,2.0,0.0,0.7139465808868408,0.2860533893108368,1,0.059519069606219666
1312,0,0.0,1.0,0.0,2.0,82.9982978105545,5.0,2.0,1.84,0.0,100.0,2.0,3.0,3.0,1.0,1.81481481481481,0.0,0.0,0.0,0.0,0.0,0.6,0.0,4.0,4.0,0.6323206424713135,0.36767932772636414,1,8.01907326389357
1314,0,3.0,1.0,6.0,2.0,48.0,1.0,0.0,0.5900084465742113,0.0,85.0,1.0,0.0,3.0,1.0,12.4285714285714,0.0,1.0,1.0,0.909090909090909,0.0,1.0,0.0,5.0,1.0,0.6367598176002502,0.36324018239974976,1,0.07936861033901461
1322,0,0.0,0.0,0.0,2.0,105.0,0.0,0.0,0.5100585937499998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.806451612903226,0.0,0.75,0.0,3.0,0.0,0.5760462284088135,0.42395374178886414,1,0.4960653259169182
