test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
603,0,3.0,2.0,2.0,0.0,1.0,2.0,86.0,3.0,1.0,4.0,0.28,1.0,15.0,62.0,1.0,0.0,15.0,2.0,3.4375,0.0,8.125,1.0,1.0,1.45,0.0,34.0,0.666666666666667,0.0,5.0,3.431640625,0.5,0.5,1,4568359375000.0
635,0,25.0,55.0,1.0,3.0,12.0,0.0,575.0,8.0,0.0,108.20068359375,0.21,0.0,459.0,100.0,2.0,4.0,136.0,2.0,13.8152866242038,0.0,2.92356687898089,0.0,1.0,0.261954261954262,0.0,369.0,0.666666666666667,4.0,4.0,14.0,0.5,0.5,1,53.14941076905224
638,0,8.0,4.0,1.0,22.0,5.0,3.0,612.0,4.0,17.0,7.0,0.81,0.0,127.0,98.0,1.0,1.0,33.0,1.375,15.9015151515152,0.0,4.09848484848485,0.0,1.0,0.467153284671533,0.0,186.0,0.75,0.0,2.0,0.00146484375,0.5,0.5,2,8937172316833.06
640,0,11.0,1.0,2.0,4.0,13.0,1.0,126.89267611503601,1.0,0.0,1.0,0.25,0.0,59.0,88.0,0.0,0.0,18.0,1.0,4.36111111111111,0.0,5.76388888888889,1.0,1.0,0.810810810810811,0.0,11.0,0.555555555555556,0.0,6.0,0.0,0.5,0.5,3,6000000000000.0
649,0,6.0,3.0,1.0,4.0,29.0,0.0,46.0,14.0,0.0,4.0,0.12,0.0,17.0,100.0,3.0,0.0,16.0,2.0,2.67391304347826,0.0,4.89130434782609,1.0,1.0,0.459016393442623,0.0,437.0,0.25,0.0,2.1159386038780212,0.0,0.5,0.5,2,6000000000000.0
652,0,5.0,0.0,1.0,0.0,40.45947265625,0.0,38.0,1.0,0.0,23.0,0.03,1.0,55.0,16.0,1.0,0.0,0.0068359375,2.0,4.55474452554745,1.0,5.47445255474453,2.0,1.0,0.682291666666667,0.0,20.0,0.8,0.0,5.0,1.0,0.5,0.5,3,67339553102146.75
653,0,6.0,3.0,1.0,1.0,27.0,0.0,39.0,8.0,3.0,6.0,0.13,0.0,21.0,89.0,3.0,0.0,19.0,2.0,6.60416666666667,1.0,4.60416666666667,2.0,1.0,0.385964912280702,0.0,56.0,0.75,0.0,1.62744140625,0.0,0.5,0.5,1,2.949250366752361
656,0,43.35302734375,1.0,2.0,11.0,45.0,2.0,259.0,5.0,3.0,70.0,0.21,2.0,33.0,96.0,4.0,1.0,36.0,2.0,4.02564102564103,0.0,8.28205128205128,1.0,1.0,1.11904761904762,0.0,161.0,0.666666666666667,1.0,4.0,9.0,0.5,0.5,2,26353027343750.0
659,0,2.3642578125,0.0,1.0,8.0,16.0,0.0,158.0,3.0,0.0,2.0,0.19,0.0,109.0,92.0,5.0,0.0,0.006103515625,2.0,6.448,0.0,4.064,1.0,1.0,0.643410852713178,0.0,90.0,0.714285714285714,0.0,4.0,0.0,0.5,0.5,3,34574024245146.344
660,0,2.0,0.0,1.0,13.5615234375,6.0,2.0,174.0,2.0,1.0,1.0,0.31,0.0,51.0,94.0,0.0,0.0,21.0,2.0,6.96491228070175,0.0,5.28070175438596,1.0,1.0,0.683333333333333,0.0,23.0,0.352941176470588,0.0,7.0,0.0,0.5,0.5,3,7463248233568.398
662,0,2.0,0.0,1.0,0.0,2.0,0.0,79.0,14.78623914718628,0.0,2.0,0.16,0.0,60.0,33.0,4.0,0.0,0.0,2.0,2.62903225806452,0.0,4.83870967741935,2.0,1.0,0.325581395348837,0.0,0.0,0.0,0.0,4.0,7.0,0.5,0.5,2,8213760852813.721
665,0,13.0,1.0,2.0,10.361083984375,0.0,0.0,86.0,5.0,3.0,65.0,0.07,0.0,1.05712890625,100.0,1.0,7.0,17.0,2.0,4.26271186440678,0.0,2.99152542372881,1.0,0.0,0.524193548387097,0.0,124.0,0.53125,0.0,1.0,4.0,0.5,0.5,3,26638916015625.0
668,0,3.0,0.0,1.0,4.0,34.0,0.0,45.0,18.0,4.0,2.0,0.07,1.0,20.0,100.0,4.0,2.0,18.7754465341568,2.0,2.77777777777778,0.0,1.0,1.0,1.0,0.849315068493151,0.0,83.0,0.739130434782609,0.0,1.0,2.0,0.5,0.5,3,5.3303989443447355
669,0,8.0,0.0,1.0,1.0,35.68359375,1.0,174.0,8.0,0.0,0.0,0.15,1.0,10.0,100.0,0.00390625,5.0,0.0,2.0,3.71428571428571,0.0,6.49206349206349,1.0,1.0,0.651851851851852,0.0,198.0,0.342857142857143,0.0,6.0,0.0,0.5,0.5,4,81066177367105.69
680,0,10.0,1.0,1.0,6.0,29.0,2.0,261.0,8.0,10.0,0.0,0.43,0.0,72.0,100.0,3.0,5.0,18.635587692260742,2.0,7.5049504950495,0.0,3.63366336633663,1.0,1.0,0.4,0.0,24.0,0.428571428571429,0.0,1.0,0.0,0.5,0.5,3,9000000000000.0
685,0,3.0,0.0,1.0,1.0,4.0,0.0,53.0,2.0,0.0,4.0,0.28,1.0,18.0,77.0,3.0,0.0,17.77520179748535,2.0,6.22727272727273,0.0,5.40909090909091,1.0,1.0,0.48,0.0,69.0,0.727272727272727,0.0,3.0,5.0,0.5,0.5,1,1.218264906669606
689,0,23.54747486114502,17.0,2.0,11.0,0.0,0.0,155.0,5.0,0.0,7.0,0.09,0.0,70.0,100.0,3.0,0.0,0.0,3.0,5.73015873015873,0.0,6.31746031746032,1.0,0.0,1.0530303030303,0.0,156.0,1.0,0.0,3.0,0.0,0.5,0.5,4,59979127069340.34
696,0,17.737693786621094,2.0,2.0,3.0,14.0,0.0,90.0,5.0,0.0,14.0,0.14,0.0,66.0,90.0,3.0,0.0,16.0,2.0,3.3125,0.0,3.85,0.0,1.0,0.674418604651163,0.0,48.0,1.0,0.0,1.0,0.0,0.5,0.5,3,8313725362501.025
702,0,3.0,0.0,1.0,13.0,17.0,0.0,84.0,2.0,2.0,2.0,0.12,1.0,56.0,94.0,3.0,0.0,12.12890625,2.0,3.08219178082192,0.0,5.64383561643836,1.0,1.0,0.552631578947368,0.0,3.0,0.8,0.0,5.0,0.0,0.5,0.5,2,9000000000000.0
778,0,2.0,0.0,2.0,6.0,2.0,1.0,189.0,3.771484375,29.0,21.0,0.21,1.0,72.0,91.0,2.0,5.0,32.0,2.0,4.43243243243243,0.0,5.47297297297297,0.0,0.0,1.13636363636364,0.0,240.0,0.321428571428571,0.0,3.0,0.0,0.5,0.5,2,12890519797155.938
817,0,9.571882426738739,1.0,4.0,15.0,22.0,0.0,56.0,6.0,0.0,8.0,0.09,1.0,13.0,92.0,1.0,2.0,6.0,2.0,5.37142857142857,1.0,3.71428571428571,1.0,1.0,1.47619047619048,0.0,84.0,0.538461538461538,0.0,3.0,0.0,0.5,0.5,2,11175392654186.152
823,0,3.539794921875,0.0,2.0,4.0,4.0,2.0,0.0,3.0,0.0,12.0,0.28,1.0,81.0,87.0,2.0,0.0,14.0,3.0,3.94117647058824,0.0,5.37647058823529,0.0,1.0,1.30337078651685,0.0,438.0,0.588235294117647,0.0,4.0,2.0,0.5,0.5,2,23460205078125.0
853,0,47.39697265625,4.0,2.0,13.0,30.0,1.0,161.0,15.0,0.0,70.0,0.16,0.0,54.0,100.0,2.0,5.0,18.0,2.0,4.15476190476191,0.0,4.5,0.0,0.0,1.13,0.0,135.0,0.392857142857143,0.0,3.0,5.0,0.5,0.5,2,18396972656250.0
1065,0,1.0,0.0,1.0,3.0,2.0,3.0,195.25146484375,1.0,0.0,3.0,0.24,1.0,96.0,50.0,1.0,0.0,28.0,1.0,4.53061224489796,0.0,9.81632653061224,0.0,1.0,0.12,0.0,416.0,0.814814814814815,0.0,1.0,2.0,0.5,0.5,1,8.024862194064541
