,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
409,0.09,1.0,0.5,0.0,44.0,0.0,2.0,3.0,3.0,19.0,44.0,0.09000000000000008,0.0,94.0,1.0,1.0,13.0,2.0,4.6140350877193,0.0,1.0,0.0,0.755614266842801,0.5,1.0
58,,,,,,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,,,,,,
229,,,,,,,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,,,,,,,,,
243,3.0481073292754797,0.0,1.0,6.0,0.5,1.0,2.0,6.0,3.0,10.0,36.0,0.16000000000000014,1.0,87.0,2.0,1.0,43.0,2.0,3.24390243902439,0.0,0.0,0.0,0.419354838709677,0.5,2.0
212,,,,,,,,,,,,,,,,,,,,,,,,,
757,7.0,30.000000000000004,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,30.0,0.11999999999999988,0.0,62.0,1.0,7.0,8.0,2.0,5.38235294117647,1.0,1.0,0.0,0.639791937581274,1.0,2.0
739,,,,,,,,,,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,,,,,,
891,5.551115123125783e-17,0.0,11.0,0.0,4.0,0.0,2.0,1.0,4.0,2.0,5.0,0.18999999999999995,0.0,77.0,2.0,1.1102230246251565e-16,11.0,2.0,3.66666666666667,1.0,1.0,0.0,1.0,0.0,0.0
41,,,,,,,,,,,,,,,,,,,,,,,,,
900,0.19,0.0,7.0,1.0,1.0,0.0,2.0,1.0,0.0,7.0,7.0,0.18999999999999995,1.0,74.0,1.0,1.1102230246251565e-16,16.0,1.0,4.33333333333333,1.0,1.0,0.0,0.825301204819277,1.0,0.0
855,,,,,,,,,,,,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,,,,,,,,,,,
917,,,,,,,,,,,,,,,,,,,,,,,,,
1143,1.0,0.0,8.0,1.0,0.21,1.0,1.0,8.0,0.0,6.0,38.0,0.20999999999999996,2.0,85.0,5.0,1.1102230246251565e-16,6.0,2.0,3.92105263157895,0.0,2.0,0.0,0.610223642172524,1.0,2.0
1153,,,,,,,,,,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,,,,,,,
1665,4.0,6.0,3.0,2.0,0.9500000000000001,1.0,2.0,4.0,0.0,9.0,28.0,0.37,0.0,86.0,1.0,1.1102230246251565e-16,5.0,3.0,2.41176470588235,0.0,1.0,0.0,0.790523690773067,1.0,2.0
1667,5.551115123125783e-17,1.0,2.0,6.0,0.0,4.0,3.0,2.0,0.0,6.0,16.0,0.49,0.0,81.0,2.0,1.1102230246251565e-16,9.0,2.0,2.9375,1.0,1.0,0.0,0.7217125382263,1.0,1.0
793,,,,,,,,,,,,,,,,,,,,,,,,,
1802,5.551115123125783e-17,0.0,4.0,4.0,1.0,5.0,4.0,2.0,10.0,8.0,4.0,0.32000000000000006,2.0,83.0,3.0,1.1102230246251565e-16,6.0,2.0,4.13333333333333,0.0,1.0,0.0,0.518367346938776,0.0,4.000000000000001
1803,3.0,2.0,1.0,0.0,0.22,1.0,3.0,1.0,16.0,9.0,3.0,0.21999999999999997,0.0,89.0,2.0,3.0,4.0,1.0,3.84210526315789,1.0,2.0,0.0,0.595505617977528,0.0,3.0
1818,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,8.0,28.0,0.14,0.0,91.0,1.0,1.1102230246251565e-16,6.0,4.0,3.41935483870968,0.0,0.0,0.0,0.450549450549451,1.0,3.0
1677,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,,,,,
