,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
900,0.19,1.0,1.0,0.825301204819277,2.0,0.0,2.0,1.0,0.0,7.0,7.0,0.18999999999999995,1.0,74.0,1.0,1.1102230246251565e-16,16.0,1.0,4.33333333333333,1.0,1.0,0.0,0.825301204819277,1.0,0.0
97,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,,,,,,,,,,,
917,,,,,,,,,,,,,,,,,,,,,,,,,
1143,8.0,38.0,0.20999999999999996,1.0,0.610223642172524,1.0,1.0,8.0,0.0,6.0,38.0,0.20999999999999996,2.0,85.0,5.0,1.1102230246251565e-16,6.0,2.0,3.92105263157895,0.0,2.0,0.0,0.610223642172524,1.0,2.0
911,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,
1665,,,,,,,,,,,,,,,,,,,,,,,,,
1667,0.49,1.0,2.0,4.0,0.0,4.0,3.0,2.0,0.0,6.0,16.0,0.49,0.0,81.0,2.0,1.1102230246251565e-16,9.0,2.0,2.9375,1.0,1.0,0.0,0.7217125382263,1.0,1.0
1153,,,,,,,,,,,,,,,,,,,,,,,,,
1802,5.551115123125783e-17,10.0,4.0,0.32,5.0,5.0,4.0,2.0,10.0,8.0,4.0,0.32000000000000006,2.0,83.0,3.0,1.1102230246251565e-16,6.0,2.0,4.13333333333333,0.0,1.0,0.0,0.518367346938776,0.0,4.000000000000001
1803,5.551115123125783e-17,2.0,1.0,0.21999999999999997,0.0,1.0,3.0,1.0,16.0,9.0,3.0,0.21999999999999997,0.0,89.0,2.0,3.0,4.0,1.0,3.84210526315789,1.0,2.0,0.0,0.595505617977528,0.0,3.0
1818,0.14,1.0,1.0,0.450549450549451,0.0,0.0,2.0,1.0,3.0,8.0,28.0,0.14,0.0,91.0,1.0,1.1102230246251565e-16,6.0,4.0,3.41935483870968,0.0,0.0,0.0,0.450549450549451,1.0,3.0
793,,,,,,,,,,,,,,,,,,,,,,,,,
1677,,,,,,,,,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,,,,,
1452,,,,,,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,,,,,,
