,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE
900,5.551115123125783e-17,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,7.0,0.1899999999999999,1.0,74.0,1.0,1.1102230246251563e-16,16.0,1.0,4.33333333333333,1.0,1.0,0.0,0.825301204819277,1.0,0.0
838,,,,,,,,,,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,,,,,,,,,,,
917,,,,,,,,,,,,,,,,,,,,,,,,,
1143,38.0,1.0,1.0,0.0,2.0,1.0,1.0,8.0,0.0,6.0,38.0,0.2099999999999999,2.0,85.0,5.0,1.1102230246251563e-16,6.0,2.0,3.92105263157895,0.0,2.0,0.0,0.610223642172524,1.0,2.0
776,,,,,,,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,,,,,
1665,,,,,,,,,,,,,,,,,,,,,,,,,
1667,16.0,81.0,9.0,6.0,0.0,4.0,3.0,2.0,0.0,6.0,16.0,0.49,0.0,81.0,2.0,1.1102230246251563e-16,9.0,2.0,2.9375,1.0,1.0,0.0,0.7217125382263,1.0,1.0
1452,,,,,,,,,,,,,,,,,,,,,,,,,
1802,4.0,6.0,83.0,8.0,0.0,5.0,4.0,2.0,10.0,8.0,4.0,0.32,2.0,83.0,3.0,1.1102230246251563e-16,6.0,2.0,4.13333333333333,0.0,1.0,0.0,0.518367346938776,0.0,4.000000000000001
1803,,,,,,,,,,,,,,,,,,,,,,,,,
1818,3.0,0.0,1.0,0.0,5.0,0.0,2.0,1.0,3.0,8.0,28.0,0.14,0.0,91.0,1.0,1.1102230246251563e-16,6.0,4.0,3.41935483870968,0.0,0.0,0.0,0.450549450549451,1.0,3.0
1677,,,,,,,,,,,,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,,,,,,,,,,,,
1153,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
