,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE
1979,1,0,1,0,0,6,54,1,2,3,2,0.15,19,2,1,2,1,7.0,1,3,1.71428571428571,0,0.0,0.7503719772392714,0.0,5,1
1203,0,1,2,0,1,6,180,1,3,6,18,0.09,88,2,0,26,1,7.72727272727273,0,0,1.16666666666667,0,10.0,0.978632478632479,0.5,4,4
955,7,1,2,3,1,11,47.5,1,1,11,15,0.21,86,1,0,34,1,3.83333333333333,0,1,1.15384615384615,0,4.5,0.995049504950495,1.0,0,2
1717,3,0,2,3,3,3,79,4,1,0,11,2.18,83,1,0,9,2,1.46666666666667,0,1,1.15,0,4.5,0.995049504950495,0.5,0,10
1887,0,0,1,0,1,7.0,231,1,0,0,42.5,0.15,0,1,0,7,1,0.75,0,2,0.0,0,414.0,0.995049504950495,0.0,0,1
2425,0,0,1,0,2,8,151,1,2,0,13,0.09,0,0,0,8,1,0.933333333333333,0,2,0.882352941176471,0,8.5,0.868761552680222,1.0,0,2
1171,1,0,1,0,1,5,135.5,1,0,0,44,0.28,0,2,0,54,2,9.57777777777778,1,1,0.0851063829787234,0,4.5,0.845977011494253,1.0,0,0
214,4,0,1,13,3,9,194,3,4,3,2,0.265,80,1,0,1,2,5.4,0,1,2.28571428571429,0,0.5,0.84394250513347,1.0,0,2
1260,5,0,2,4,0,11,397,1,0,6.5,23,0.59,80,0,0,19,2,6.96428571428571,1,1,1.43333333333333,0,0.5,0.327485380116959,1.0,0,0
1744,1,0,1,0,1,11,50,1,0,0,1,0.09,0,0,0,101,1,1.5,1,2,1.8,0,3,0.925,0.25,0,3
1840,1,0,1,0,1,3,293.0,1,0,0,1,1.13,0,0,0,15,1,1.5,1,2,1.4,0,0.5,0.327485380116959,0.666666666666667,1,2
1799,19,0,1,77,10,6,160.0,2,3,1,36,0.31,92,0,0,9,2,8.55172413793103,0,1,0.868852459016393,0,168.0,0.958313817330211,0.0,2,0
194,1,1,2,6,0,6,122,1,11,11,0,0.265,84,1,0,5,1,5.69230769230769,3,1,1.6875,0,17.0,0.830564784053156,0.0,0,1
61,0,0,1,0,0,3,86,1,1,0,15,0.305,0,2,1,15,1,2.8125,1,2,1.05263157894737,0,0.0,0.483974358974359,0.0,5,0
2438,30,0,2,71,15,4,160.0,1,2,2,17,0.26,99,0,0,16,1,4.51020408163265,0,1,0.666666666666667,0,168.0,0.973226238286479,0.0,2,0
671,1,1,1,2,0,4,47.5,1,3,2,49,0.12,78,0,0,15,1,2.12962962962963,0,1,0.535714285714286,0,168.0,0.990066225165563,0.0,5,3
483,0,2,1,4,1,9,356.0,1,0,9,10.0,1.12,92,2,2,19,4,5.42857142857143,0,1,0.648648648648649,0,0.0,0.915006640106242,0.0,1,2
680,0,1,1,2,0,4,135.5,1,3,2,49,0.12,81,0,0,17,1,2.13207547169811,0,1,0.527272727272727,0,168.0,0.993311036789298,0.0,1,1
929,4,3,2,0,0,14,135.5,1,2,5,13,0.12,75,0,0,33,1,6.18181818181818,0,1,1.16666666666667,0,168.0,0.94716618635927,0.0,1,4
1391,4,2,1,9,1,7,62.5,1,27,12,79,0.82,96,5,1,24,4,6.13392857142857,0,0,0.789473684210526,0,12.0,0.917268786127168,1.0,0,4
80,2,4,1,4,3,2,198,3,2,11,28,0.18,92,0,4,11,2,29.3055555555556,1,1,0.45,0,659.0,0.955128205128205,0.0,1,3
976,0,8,2,0,0,15,199.0,1,1,5,30,0.305,94,3,0,35,2,2.79487179487179,1,1,1.92682926829268,0,0.0,0.850782190132371,0.0,5,2
1024,3,7,1,0,1,8,185,1,0,6,8,0.09,77,0,0,19,1,3.83333333333333,1,1,1.05,0,168.0,0.925,0.0,4,1
1053,3,9,2,0,0,17,94.5,1,1,12.5,36,0.79,87,0,0,48,1,5.20408163265306,0,1,1.05882352941176,0,1,0.327485380116959,1.0,0,0
1069,11,8,2,0,0,13,387,1,0,2,9,0.21,89,0,0,48,1,5.5,1,1,2.33333333333333,0,4.5,0.955128205128205,0.888888888888889,0,0
2121,4,0,1,5,12,0,47,1,0,16.0,43,0.11,93,1,0,9,2,7.08510638297872,1,1,0.714285714285714,0,659.0,0.903409090909091,0.0,5,2
1147,0,9,1,0,0,9,150,1,0,6.5,3,0.09,75,0,1,33,1,10.3333333333333,0,1,1.92857142857143,0,168.0,0.971875,0.0,4,4
1204,2,0,1,0,2,8,161,1,0,6,12,0.09,79,0,0,15,2,4.42857142857143,1,1,1.25,0,10.0,0.3627032605360775,1.0,4,2
1266,6,0,2,0,0,11,257,1,0,10.5,8,0.305,82,3,0,20,2,5.64285714285714,1,2,1.375,0,0.0,0.988817891373802,0.0,5,2
1283,4,9,2,0,1,14,135.5,1,0,6.5,4,0.09,82,0,0,43,1,11.2941176470588,2,1,2.63157894736842,0,1,0.973660308810173,1.0,0,0
1436,6,7,2,7,0,13,429,1,10,13,5,0.21,90,0,2,19,2,7.10714285714286,1,2,2.2,0,414.0,0.955128205128205,0.0,0,0
1491,12,3,1,14,0,7,94.5,2,14,4.0,71,0.21,94,0,1,48,3,5.18,0,1,1.14563106796116,0,1,0.928775948460988,1.0,0,0
1262,3,1,2,0,0,5,119,1,0,16,14,0.18,84,0,0,10,2,4.5,1,1,1.2,0,659.0,0.955128205128205,0.0,1,2
1739,15,0,1,37,7,10,47.5,2,2,0,5,0.12,84,0,0,1,2,9.27272727272727,0,1,1.84,0,168.0,0.917227456258412,0.0,4,0
2487,0,0,1,2,1,5,49,1,0,0,4,0.09,75,0,0,3,1,2.25,2,2,0.833333333333333,0,168.0,0.3627032605360775,0.0,4,0
1287,8,3,1,0,0,4,156,1,0,8.5,15,0.32,90,1,0,30,3,4.65384615384615,0,1,1.82142857142857,0,17.0,0.786179921773142,0.0,6,2
2071,7,0,1,8,2,6,209,4,0,4,15,0.09,91,0,0,9,2,3.13636363636364,0,2,1.14814814814815,0,168.0,0.925,0.0,4,0
1663,1,0,1,0,1,15,52,1,0,0,1,0.12,0,0,0,24.5,1,1.5,1,2,2.4,0,5,0.835443037974684,1.0,0,4
1973,5,0,2,4,11,6,187,4,2,9,16,0.51,85,1,0,4,2,3.73913043478261,0,1,1.0,0,17.0,0.895238095238095,0.0,6,3
1064,4,1,2,0,0,22,47.5,1,0,7,6,0.21,83,1,0,40,1,10.2727272727273,1,1,3.23076923076923,0,414.0,0.907053941908714,0.0,0,0
975,23,11,2,3,0,16,342.0,1,6,12.5,50,0.28500000000000003,95,0,0,70,1,4.93333333333333,0,0,1.33695652173913,0,10,0.929205455726348,1.0,0,4
1272,2,1,2,0,0,13,30.5,1,6,14.5,14,0.82,87,0,2,28,3,9.52173913043478,0,1,1.88,0,46.0,0.869745003445899,0.0,0,1
1757,25,0,1,21,4,9,199.0,1,3,0,7,0.09,97,1,0,11,1,3.88571428571429,0,0,0.864864864864865,0,414.0,0.878149100257069,0.0,4,4
1752,21,0,1,37,22,1,217,1,2,0,34.5,0.28500000000000003,96,1,0,8,1,4.07142857142857,1,1,1.23333333333333,0,1470.5,0.960725075528701,0.0,1,3
1737,1,0,1,0,3,19,69.5,2,1,0,8,0.305,0,3,0,12,2,6.5,0,1,1.15384615384615,0,0.0,0.821984435797665,0.0,0,1
1780,11,0,1,1,11,6,135.5,2,1,2,33,0.21,77,1,0,9,2,1.71111111111111,0,1,0.458333333333333,0,4.5,0.327485380116959,0.666666666666667,0,0
1777,0,0,1,1,1,27.5,30.5,1,0,0,6,0.31,83,0,0,12,1,1.0,0,2,1.125,0,46.0,0.939313203078745,0.0,0,1
2414,0,0,1,0,1,8,55,1,1,0,75.0,0.305,0,3,0,5,1,1.0,0,1,0.0,0,0.0,0.894366197183099,0.0,0,1
1091,6,1,2,1,2,20,135.5,1,2,8,10,0.6,90,2,0,56,1,5.78947368421053,0,1,1.85714285714286,0,2.5,0.327485380116959,1.0,0,0
949,1,0,2,0,0,6.0,154,1,0,8,8,0.09,56,1,0,34,1,8.22222222222222,2,1,1.90909090909091,0,3,0.925,1.0,0,4
30,4,3,1,0,0,4,231,1,2,6,30,0.21,84,2,0,16,2,7.1025641025641,1,1,1.21951219512195,0,4.5,0.955128205128205,0.666666666666667,0,0
1960,2,0,1,0,6,10,148,2,3,3,7,0.12,72,3,3,9,2,8.0,0,0,1.06666666666667,0,0.0,0.7503719772392714,0.0,0,1
1683,48,0,2,6,17,8,402.0,1,1,1,55,0.32,98,1,0,16,1,4.70192307692308,0,0,0.830188679245283,0,0.0,0.925,0.0,0,4
511,4,0,1,10,0,6,94.5,2,1,14,64,0.21,95,2,0,28,3,9.97101449275362,0,1,0.694444444444444,0,2.5,0.882778581765557,1.0,4,0
287,0,1,1,0,0,6,113.5,1,0,1,4.0,1.37,95,2,2,12,2,3.53658536585366,0,2,0.0,0,17.0,0.936014625228519,0.0,0,4
689,0,0,1,8,0,9,171,1,0,0,13,7.12,100,4,1,6,1,1.23076923076923,0,0,0.0,0,10.0,0.925,0.75,0,2
978,2,4,1,3,0,5,199.0,1,10,4.5,63,0.62,96,0,3,39,2,4.64556962025316,0,0,0.654320987654321,0,659.0,0.870882740447958,0.0,0,2
1046,7,36,2,0,0,11,94.5,1,3,6,77,0.21,97,0,0,64,1,4.30081300813008,0,1,1.584,0,2.5,0.848963242224317,1.0,0,3
1639,2,0,1,0,2,2,130,1,2,1,39,0.12,16,2,0,15,1,1.46511627906977,0,1,0.622222222222222,0,0.0,0.41602485171861503,0.0,1,1
1106,2,1,1,0,0,6,285,2,0,17.0,32,0.15,88,2,0,23,2,2.71428571428571,0,1,0.894736842105263,0,0.0,0.921219822109276,0.0,5,5
1126,0,1,2,0,0,11.0,83,1,0,1,42.5,1.24,50,2,0,7,1,2.5,0,1,2.0,0,414.0,0.915730337078652,0.0,1,0
769,3,11,1,0,1,12,30.5,1,1,6.5,45,1.12,94,2,2,19,2,5.16666666666667,0,0,0.919354838709677,0,0.0,0.895308924485126,0.0,1,2
1045,2,16,1,0,0,7,126.5,1,1,6.5,69,0.8,94,2,2,35,3,6.40909090909091,1,1,0.688888888888889,0,0.5,0.83013698630137,0.5,0,1
60,0,2,1,0,0,1,87,1,3,3,14.5,0.2,64,2,2,14,2,5.65217391304348,0,1,1.10416666666667,0,168.0,0.925,0.0,4,4
44,25,19,2,13,0,1,239,1,6,14.5,35,0.24,94,3,1,29,1,8.36470588235294,0,0,0.632183908045977,0,225.5,0.955128205128205,0.0,0,0
1311,2,3,1,5,0,20,283.0,1,8,2.5,26,0.86,87,2,2,38,2,8.07692307692308,0,0,1.34146341463415,0,0.5,0.88031565103025,0.5,0,0
71,76,12,1,29,0,2,126.5,1,16,53,206,0.23,96,6,1,40,3,7.35161290322581,0,0,1.38461538461538,0,0.0,0.865051903114187,0.0,0,4
1054,1,6,1,0,0,25,30.5,1,2,7,15,1.78,89,4,2,32,1,4.04166666666667,0,1,0.923076923076923,0,0.0,0.925,0.0,0,2
1047,1,20,1,0,1,10,283.0,1,6,10,53,1.05,96,2,3,20.5,1,6.625,0,0,0.695121951219512,0,0.0,0.90894819466248,0.0,0,0
88,1,0,8,18,2,4,59,1,0,0,2,0.15,37,2,0,5,1,27.6666666666667,0,1,1.4,0,225.5,0.955128205128205,0.0,6,1
1730,5,0,1,0,2,5,210.0,1,0,0,46,0.25,0,1,0,10,1,3.31372549019608,0,1,0.377358490566038,0,0.0,0.955128205128205,0.0,2,2
148,14,46,1,1,1,1,368,1,14.0,12,2,0.33,85,2,1,21,1,7.73563218390805,1,1,0.775280898876405,0,13.0,0.8011849901250825,1.0,0,1
1151,1,1,1,0,0,14,161,1,1,7,42.5,0.18,69,5,0,18,1,6.125,0,2,1.6,0,0.0,0.95959595959596,0.0,5,2
247,1,0,1,2,1,4,95,1,0,5,14,0.21,72,2,0,2,3,2.73333333333333,0,1,0.647058823529412,0,10.0,0.925,0.75,0,2
241,6,0,1,6,63,11,62.5,2,0,0,58,0.9,98,2,0,33,2,4.125,0,1,0.686567164179104,0,6.5,0.865051903114187,1.0,0,4
224,1,1,1,9,0,5,126,1,12,16,0,0.28500000000000003,88,2,0,7,1,5.07142857142857,1,1,1.125,0,0.0,0.5943722943722944,0.0,0,1
283,0,3,1,0,0,2,148,1,1,7,42,0.34,89,5,1,17,2,4.73913043478261,0,1,0.895833333333333,0,0.0,0.7503719772392714,0.0,2,1
1975,5,3,1,4,12,6,157,4,2,1,8,0.06,86,2,0,3,2,3.94444444444444,0,1,0.565217391304348,0,0.0,0.631688501448773,0.0,0,4
254,0,0,1,0,0,8,246,1,0,6,27,0.88,59,2,0,5,3,5.03703703703704,0,1,0.586206896551724,0,225.5,0.955128205128205,0.0,5,3
608,0,4,1,4,0,4,257,1,0,0,28,6.535,100,3,2,13,1,1.5,0,0,0.0,0,225.5,0.955128205128205,0.0,0,0
617,0,2,1,43,0,12,94.5,1,0,1,35,4.64,100,1,1,11,1,1.91891891891892,0,0,0.0,0,659.0,0.510902734857849,0.0,0,0
1117,33,1,2,1,3,20,342.0,1,0,50,8,0.42,91,2,0,71,2,10.1190476190476,0,0,2.20454545454545,0,0.5,0.925,0.6,0,1
1121,1,0,1,2,5,4,283.0,1,15,10.5,103,0.7,97,1,2,61,3,2.42857142857143,0,0,0.628099173553719,0,0.0,0.83987103707684,0.0,0,0
1469,0,0,1,0,0,2,185,1,0,1,39,0.85,97,2,0,19,3,0.692307692307692,0,0,0.341463414634146,0,225.5,0.955128205128205,0.0,5,4
465,0,33,1,14,0,6,126.5,1,0,0,90,4.43,100,1,1,25,1,4.31707317073171,0,0,0.0,0,6.5,0.515625,0.5,0,3
1513,3,7,1,1,0,4,224,1,0,13,23,0.15,90,5,2,22,3,2.60606060606061,0,0,0.828571428571429,0,0.0,0.6808993867817394,0.0,6,3
1295,1,11,1,0,0,5,283.0,1,1,10.5,51,0.75,95,1,1,41,2,3.125,0,1,0.409090909090909,0,0.0,0.874690849134378,0.0,0,0
139,31,14,1,0,0,3,94.5,1,28,0,9,0.38,0,3,1,30,2,5.69512195121951,1,1,1.01190476190476,0,168.0,0.897834082550061,0.0,0,3
2476,2,0,1,0,9,5,109,8,0,0,14,0.265,0,1,0,1,2,3.1875,1,1,0.6,0,17.0,0.3627032605360775,0.0,6,0
530,0,32,1,0,0,23,94.5,1,0,1,11,7.12,100,3,1,7,0,0.0232558139534884,0,1,0.0,0,2.5,0.880560633759902,1.0,0,0
541,0,12,1,0,0,2,198,1,0,0,8,8.88,0,2,1,8,1,1.95,1,0,0.0,0,168.0,0.385964912280702,0.0,4,2
140,25,12,1,0,0,4,62.5,1,5,3,10,0.43,94,3,1,33,2,7.38461538461539,1,1,1.27777777777778,0,0.0,0.6808993867817394,0.0,0,2
910,1,0,1,0,0,11,194,1,0,2.5,12,0.73,71,1,0,22,1,6.53846153846154,1,1,1.33333333333333,0,4.5,0.835443037974684,1.0,0,2
668,2,6,1,3,0,4,303.0,2,0,4,45,0.18,94,3,1,23,1,1.69811320754717,0,1,0.571428571428571,0,14.0,0.895238095238095,0.888888888888889,0,3
950,7,0,2,0,0,15,315.0,1,0,12.5,7,0.62,77,1,0,29,1,7.92857142857143,0,1,1.8125,0,4.5,0.337057728119181,1.0,0,4
963,10,7,2,0,2,14,199.0,1,10,12.5,18,0.58,95,1,3,57,1,5.64444444444444,0,1,1.70212765957447,0,4.5,0.327485380116959,0.75,0,4
979,10,4,1,0,0,9,199.0,1,2,4.0,34,0.53,93,1,0,24.5,2,4.16,0,0,1.0,0,4.5,0.843621399176955,1.0,0,4
1025,0,9,2,0,0,11,91.5,1,0,8,13,0.24,89,1,0,31,2,2.86363636363636,0,0,1.70833333333333,0,1470.5,0.631688501448773,0.0,0,3
1638,2,6,2,2,3,9,362.0,2,1,6,23,0.21,87,1,0,11,1,2.25,0,1,0.828571428571429,0,4.5,0.955128205128205,1.0,0,2
1641,4,6,1,2,2,8,399.0,2,1,6,29,0.21,92,1,0,12,1,1.875,0,1,0.558139534883721,0,4.5,0.955128205128205,1.0,0,3
1609,0,0,1,0,1,2,95.0,1,0,0,3,0.09,0,0,0,7,1,1.0,0,2,0.0,0,0.0,0.5943722943722944,0.0,0,0
67,25,24,1,22,2,3,199.0,2,4,12,77,0.25,93,2,2,37,3,7.99230769230769,0,1,1.11278195488722,0,17.0,0.985037406483791,0.0,5,2
1687,14,0,1,7,8,10,69.5,1,0,3,8,0.12,79,3,0,9,1,4.59090909090909,0,1,1.08333333333333,0,0.0,0.665745856353591,0.0,0,2
1738,1,1,1,0,3,13,115,1,0,0,5,0.21,0,1,0,13,1,3.71428571428571,1,2,2.0,0,4.5,0.337057728119181,1.0,0,0
1763,14,1,1,0,8,5,47.5,4,1,0,30.0,0.21,0,1,0,12,2,1.80434782608696,0,1,0.313725490196078,0,4.5,0.911620294599018,1.0,0,1
2420,0,0,1,28,1,3,88,1,13,0,2,0.09,100,1,3,7,1,9.66666666666667,3,1,0.823529411764706,0,4.5,0.685328185328185,1.0,0,0
1677,5,1,1,5,1,3,174,2,4,1,26,0.24,78,4,0,10,1,2.27777777777778,0,2,0.435897435897436,0,0.5,1.0,0.857142857142857,0,1
1801,0,0,1,0,5,7,107,1,0,0,10,1.7,0,2,0,8,1,0.9,0,1,0.416666666666667,0,121.0,0.835443037974684,0.0,0,2
1820,19,0,1,1,6,7,135.5,1,3,0,14,0.32,86,1,0,16,1,2.94444444444444,0,1,0.789473684210526,0,4.5,0.955128205128205,1.0,0,4
2446,1,0,2,4,2,6,50,2,1,0,4,0.21,80,1,0,10,2,1.83333333333333,1,1,0.888888888888889,0,414.0,0.337057728119181,0.0,0,0
2447,0,0,1,0,2,8,80,1,0,0,7,0.09,0,1,0,12,1,1.57142857142857,1,2,1.11111111111111,0,4.5,0.685328185328185,1.0,0,0
2450,7,0,1,3,4,5,174,3,2,8,9,0.21,78,1,0,8,2,3.38888888888889,0,1,1.36363636363636,0,414.0,0.955128205128205,0.0,0,0
98,2,0,1,0,0,9,195,1,2,10,12,0.15,79,1,2,21,2,4.5625,1,0,1.38888888888889,0,0.0,0.955128205128205,0.0,1,3
1289,0,1,1,0,0,3,210.0,1,0,5,74,0.71,80,5,0,33,2,1.52,1,1,0.194805194805195,0,0.0,0.385964912280702,0.0,4,3
739,6,2,3,0,0,13,405.0,1,2,7,12,0.21,68,2,0,17,3,7.09090909090909,2,1,2.125,0,2.5,0.955128205128205,0.75,0,0
2471,19,1,1,7,10,11,126.5,2,2,1,27,0.15,96,3,0,12,2,3.16326530612245,0,1,1.07692307692308,0,17.0,1.0,0.0,0,0
41,12,9,1,9,0,2,94.5,1,35,12.5,94,0.28,96,4,1,36,3,5.4,0,0,0.907894736842105,0,10,0.955128205128205,1.0,0,3
2465,4,0,1,0,1,2,37,3,1,4,4,0.41,83,0,0,5,2,2.11111111111111,0,1,0.846153846153846,0,2.5,0.895238095238095,1.0,0,0
85,21,32,1,16,1,2,94.5,1,12,43,82,0.28,95,3,2,23,3,6.39455782312925,0,0,1.24832214765101,0,0.0,0.721131984047113,0.0,0,2
746,31,7,1,7,1,10,94.5,1,13,17,63,0.95,96,1,1,48,2,6.20175438596491,0,1,0.836206896551724,0,659.0,0.835443037974684,0.0,0,3
1037,1,7,1,4,4,7,62.5,1,12,7,51,0.21,98,3,4,36.5,2,16.169014084507,0,0,0.794520547945205,0,1,0.893105629348514,1.0,0,3
203,17,7,1,2,4,8,30.5,1,55,17,1,0.89,91,1,0,14,1,7.7875,1,1,0.634146341463415,0,17.0,0.615384615384615,0.0,0,4
938,1,15,1,0,0,7,238.0,2,6,0.5,34,0.87,86,3,0,28,1,5.26785714285714,0,1,0.542372881355932,0,0.0,0.7112086729072575,0.0,0,3
1472,25,0,1,26,0,7,126.5,1,2,6.5,48,0.43,94,2,0,43,5,5.50666666666667,0,1,0.91025641025641,0,4,0.985037406483791,1.0,0,1
1950,1,0,1,1,18,5,202,8,5,0,14.5,0.24,80,2,6,4,2,39.8484848484849,0,1,0.547619047619048,0,0,0.865051903114187,0.5,0,2
1968,6,1,1,7,39,12,126.5,2,0,0,34,0.305,96,2,0,12,1,23.0,0,1,1.34090909090909,0,1,0.895238095238095,1.0,0,4
124,30,13,1,0,0,4,158.0,1,9,13,5,0.28500000000000003,93,2,1,23,1,5.17543859649123,1,1,1.11864406779661,0,121.0,0.835443037974684,0.0,0,3
197,0,1,3,0,0,6.0,54,2,0,4,2,0.09,37,2,0,1,2,3.66666666666667,1,2,1.5,0,168.0,0.925,0.0,4,2
1189,21,2,2,0,0,17,617,2,1,16.5,9,0.38,87,2,0,79,2,10.6666666666667,1,1,1.94444444444444,0,2,0.874439461883408,1.0,0,4
1297,3,0,2,0,2,13,182,1,0,5,9,0.5,71,1,0,24,2,4.75,1,1,1.35714285714286,0,2,0.884126984126984,1.0,0,4
