,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE
644,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,1,2,2,0,0,6,152,1,0,0,17,0.63,0,4,1,20,1,2.5,0,1,1.0,0,0,0.854347826086956,0.0,0,0
1104,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,0,9,1,0,0,9,150,1,0,25,3,0.39,75,3,1,33,1,10.3333333333333,0,1,1.92857142857143,0,0,0.971875,0.0,0,0
1204,2,0,1,0,2,8,161,1,0,6,12,0.83,79,1,0,15,2,4.42857142857143,1,1,1.25,0,108,0.702637889688249,1.0,0,2
1274,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,0,3,1,0,0,4,156,1,0,23,15,0.32,90,1,0,30,3,4.65384615384615,0,1,1.82142857142857,0,0,0.786179921773142,0.0,0,2
1620,12,0,1,8,0,2,124,3,0,8,8,0.42,88,4,0,10,2,3.0,0,1,0.541666666666667,0,0,0.861216730038023,0.0,0,2
1648,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,2,0,1,0,2,5,151,2,2,3,13,0.39,52,1,0,10,2,2.64705882352941,1,2,0.55,0,0,0.831460674157303,0.0,0,2
1968,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,0,0,1,2,0,5,49,1,0,0,4,0.88,75,3,0,3,1,2.25,2,2,0.833333333333333,0,0,0.736842105263158,0.0,0,0
617,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,4,0,1,13,3,1,194,3,4,3,2,0.73,80,1,0,1,2,5.4,0,1,2.28571428571429,0,49,0.84394250513347,1.0,0,2
254,0,0,1,0,0,8,246,1,0,6,27,0.88,59,1,0,5,3,5.03703703703704,0,1,0.586206896551724,0,1,0.547169811320755,0.0,0,3
976,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,0,0,1,0,1,2,25,1,0,0,3,0.5,0,1,0,7,1,1.0,0,2,0.0,0,0,0.731182795698925,0.0,0,0
1738,1,1,1,0,3,13,115,1,0,0,5,0.58,0,1,0,13,1,3.71428571428571,1,2,2.0,0,21,0.785714285714286,1.0,0,0
1739,15,0,1,37,7,10,426,2,2,0,5,0.45,84,1,0,1,2,9.27272727272727,0,1,1.84,0,0,0.917227456258412,0.0,0,0
1778,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,0,0,1,0,1,52,231,1,0,0,4,0.15,0,2,0,7,1,0.75,0,2,0.0,0,0,0.920869208692087,0.0,0,1
1975,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,7,0,1,8,2,6,209,4,0,4,15,0.42,91,1,0,9,2,3.13636363636364,0,2,1.14814814814815,0,0,0.578814627994956,0.0,0,0
30,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,30,1,2,11,43,4,442,1,2,0,15,0.15,94,1,0,16,1,7.54166666666667,0,1,1.26,0,0,0.995516877637131,0.0,0,1
1797,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,5,0,1,0,1,10,115,1,0,0,3,0.4,0,4,0,6,1,11.5,1,2,0.7,0,0,0.997695852534562,1.0,0,1
1950,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,7,1,2,3,1,11,311,1,1,11,15,0.78,86,4,0,34,1,3.83333333333333,0,1,1.15384615384615,0,1,0.858866103739445,1.0,0,2
975,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,0,0,1,0,0,3,112,1,0,6,20,0.55,60,1,0,2,3,2.85,0,1,0.954545454545455,0,0,0.946524064171123,0.0,0,2
608,0,4,1,4,0,4,257,1,0,0,28,3.62,100,1,2,13,1,1.5,0,0,0.0,0,0,0.985037406483791,0.0,0,5
746,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,0,0,1,0,1,9,137,1,2,2,10,0.69,83,1,0,8,1,1.5,0,2,0.428571428571429,0,0,0.929347826086957,0.0,0,3
1683,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,3,0,1,0,1,2,61,1,0,2,11,0.16,75,0,0,10,1,1.92857142857143,0,2,1.125,0,0,0.9,0.0,0,3
2414,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,2,0,1,0,6,10,148,2,3,3,7,0.83,72,1,3,9,2,8.0,0,0,1.06666666666667,0,0,0.802777777777778,0.0,0,1
20,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,0,1,3,0,0,13,54,2,0,4,2,1.71,37,2,0,1,2,3.66666666666667,1,2,1.5,0,0,0.601307189542484,0.0,0,2
383,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,5,2,4,0,6,12,107,1,0,0,0,0.5,0,1,0,19,1,5.0,0,1,2.77777777777778,0,0.5,0.848258706467662,1.0,0,1
978,2,4,1,3,0,5,21.5,1,10,21,63,0.62,96,3,8,39,2,4.64556962025316,0,0,0.654320987654321,0,0,0.870882740447958,0.0,0,2
1117,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,14,46,1,1,1,1,368,1,25,12,2,0.33,85,1,1,21,1,7.73563218390805,1,1,0.775280898876405,0,60,0.605780346820809,1.0,0,0
667,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,1,0,1,0,1,1,25,1,0,0,1,0.96,0,1,0,13,1,1.5,1,2,1.0,0,6,0.859375,0.75,0,2
785,1,2,1,0,0,16,149,1,0,5,4,2.13,57,2,0,4,1,4.57142857142857,2,2,1.11111111111111,0,10,0.958549222797927,0.5,0,0
1639,2,0,1,0,2,2,130,1,2,1,39,0.32,16,4,0,15,1,1.46511627906977,0,1,0.622222222222222,0,0,0.965034965034965,0.0,0,1
203,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,0,1,1,0,0,6,279,1,0,1,4,1.37,95,2,2,12,2,3.53658536585366,0,2,0.0,0,0,0.936014625228519,0.0,0,5
1037,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,10,6,1,1,2,4,617,2,89,50,6,0.69,95,1,0,22,1,4.17117117117117,1,1,0.464912280701754,0,0,0.674705882352941,0.0,0,0
1106,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,2,0,1,9,3,0,86,2,3,2,14,0.08,87,1,0,7,2,4.47368421052632,0,2,1.5,0,0,0.965964343598055,0.0,0,2
205,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,0,1,1,46,0,10,32.0,1,0,1,122,3.39,100,0,2,35,0,4.30894308943089,0,0,0.0,0,13,0.762361251261352,0.5,0,10
530,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,1,1,1,2,0,4,338,1,3,2,49,0.77,78,1,0,15,1,2.12962962962963,0,1,0.535714285714286,0,0,0.990066225165563,0.0,0,3
680,0,1,1,2,0,4,337,1,3,2,49,0.78,81,1,0,17,1,2.13207547169811,0,1,0.527272727272727,0,0,0.993311036789298,0.0,0,1
689,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,1,0,1,0,1,5,21.5,1,0,0,44,0.28,0,1,0,54,2,9.57777777777778,1,1,0.0851063829787234,0,0,0.845977011494253,1.0,0,6
1203,0,1,2,0,1,6,56.5,1,3,6,18,0.61,88,1,19,26,1,7.72727272727273,0,0,1.16666666666667,0,27,0.859778597785978,0.5,0,4
1266,6,0,2,0,0,11,257,1,0,21,8,6.04,0,3,0,20,2,5.64285714285714,1,2,1.375,0,0,0.988817891373802,0.0,0,2
1272,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,6,5,1,0,0,9,27.5,1,2,2,1,0.73,67,4,0,7,1,4.42857142857143,2,1,1.75,0,0,0.995967741935484,0.0,0,1
1542,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,2,0,2,0,2,6,44,1,0,0,1,3.84,0,3,0,12,1,2.33333333333333,1,2,1.2,0,1,0.801652892561983,1.0,0,3
2387,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,5,1,1,5,1,3,34.0,2,4,1,26,0.38,78,0,0,10,1,2.27777777777778,0,2,0.435897435897436,0,335,1.0,0.857142857142857,0,0
2420,0,0,1,28,1,3,54.0,1,13,0,2,0.41,100,4,3,7,1,9.66666666666667,3,1,0.823529411764706,0,369,1.0,1.0,0,0
1777,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,0,0,1,0,2,8,151,1,2,0,13,0.42,0,0,0,8,1,0.933333333333333,0,2,0.882352941176471,0,76,0.868761552680222,1.0,0,0
1799,19,0,1,77,10,6,33.0,2,3,1,36,0.31,92,0,0,9,2,8.55172413793103,0,1,0.868852459016393,0,0,0.958313817330211,0.0,0,5
2433,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,1,0,1,1,1,8,127,1,0,0,11,0.26,75,1,0,10,1,1.16666666666667,0,2,0.0,0,0,0.91375,0.0,0,4
2465,4,0,1,0,1,2,21.5,3,1,4,4,0.41,83,4,0,5,2,2.11111111111111,0,1,0.846153846153846,0,159,1.0,1.0,0,0
1822,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,6,13,1,8,12,4,46.5,1,2,2,38,0.59,94,2,0,23,2,3.45762711864407,0,1,0.60655737704918,0,0,0.85781990521327,0.0,0,3
738,0,13,1,0,0,3,78,1,0,3,0,3.91,64,1,6,3,1,19.3846153846154,2,1,0.2,0,0,0.962025316455696,0.0,0,1
979,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2,0,1,2,0,2,114,1,0,11,17,0.55,79,2,0,20,2,3.14642857142857,0,1,0.409090909090909,0,3,0.984084880636605,1.0,0,1
1763,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,6,0,1,0,2,7,261,2,0,0,28,0.46,0,1,0,11,2,1.67647058823529,0,1,0.594594594594595,0,0,0.995402298850575,0.0,0,1
98,2,0,1,0,0,9,195,1,2,10,12,5.86,79,1,2,21,2,4.5625,1,0,1.38888888888889,0,0,0.318087318087318,0.0,0,3
41,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,30,13,1,0,0,4,23.0,1,9,13,5,6.19,93,2,1,23,1,5.17543859649123,1,1,1.11864406779661,0,0,0.630637079455977,0.0,0,7
1209,1,1,1,0,0,9,17.5,1,0,13,13,0.55,80,3,0,15,2,5.4,1,1,1.47058823529412,0,0,0.866888519134775,0.0,0,3
1391,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,1,0,1,0,3,19,258,2,1,0,8,2.21,0,4,0,12,2,6.5,0,1,1.15384615384615,0,0,0.821984435797665,0.0,0,1
2450,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,19,1,1,7,10,11,33.5,2,2,1,27,0.41,96,4,0,12,2,3.16326530612245,0,1,1.07692307692308,0,0,1.0,0.0,0,0
684,6,8,2,0,7,5,344,1,2,4,40,0.41,93,2,0,28,2,4.66071428571429,0,1,1.0,0,0,0.910071942446043,0.0,0,4
1752,21,0,1,37,22,1,217,1,2,0,5,0.52,96,1,0,8,1,4.07142857142857,1,1,1.23333333333333,0,0,0.960725075528701,0.0,0,3
