,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
187,7,0,1,0,4,2,323,11,4,13,0.54,1,100,5,1,19,2,3.5,0,0,0,6,0.380952380952381,3,5,5
582,0,0,1,0,7,3,84,1,0,0,0.72,1,62,2,3,3,1,2.125,0,1,0,53,0.625,0,1,0
802,0,0,17,1,12,26,43,1,0,0,0.35,9,0,1,0,0,1,3.09090909090909,16,6,5,13,0.5,0,2,2
1231,0,0,1,0,3,1,48,2,0,4,0.84,0,66,5,0,3,1,1.5,1,1,0,1,0.25,0,2,1
515,8,7,1,0,7,2,635,11,11,8,0.85,0,94,3,4,4.0,3,3.74285714285714,0,0,0,263,0.391304347826087,1,4,4
742,9,6,1,15,3,2,307,11,0,12,0.36,0,82,2,7,15,2,3.28169014084507,0,0,0,6,0.266666666666667,0,2,6
1201,0,0,1,0,2,1,69.0,2,3,2,0.33,1,52,2,0,10,2,1.37037037037037,0,0,0,31,0.357142857142857,0,3,3
790,0,0,1,0,1,1,36,1,0,2,0.69,0,83,2,0,4,1,1.33333333333333,0,1,0,6,0.666666666666667,0,1,1
379,1,1,1,0,6,2,59.0,2,3,1,0.75,0,100,5,0,17,2,1.875,0,1,0,450,0.428571428571429,0,3,0
8,3,0,1,1,5,2,116,2,1,8,0.66,0,84,7,0,11.0,1,2.0625,1,1,0,192,0.7,0,1,1
549,0,0,2,1,9,3,215.5,4,10,4,0.63,1,92,1,1,26.5,3,3.3125,1,1,0,359,0.346153846153846,3,5,3
578,0,0,1,0,5,1,191,1,0,12,0.99,0,93,1,0,1,2,2.0410569105691048,1,1,0,8,0.333333333333333,0,2,5
238,2,14,1,0,7,2,272.0,14,41,15,1.0,0,100,2,34,57,3,4.66666666666667,0,0,0,1022,0.294117647058824,2,4,2
185,1,0,1,1,6,2,54.0,1,9,0,0.73,1,64.5,3,9,15,1,2.69230769230769,1,0,0,47,0.3,0,3,6
538,3,0,1,0,4,2,174.5,4,1,13,0.68,0,87,1,1,26.5,2,15.1034482758621,0,1,0,6,0.153846153846154,0,4,5
264,0,3,1,0,5,1,362,1,0,10,1.0,0,91,2,1,9,1,7.69642857142857,1,1,0,1,0.222222222222222,0,3,4
396,20,1,1,1,5,2,520,17,14,17,0.66,1,100,6,10,11,3,3.32051282051282,0,0,0,6.5,0.454545454545455,0,3,3
588,0,0,1,0,6,4,80,1,2,1,0.83,1,0,3,0,5,1,10.0,4,3,0,1,0.2,0,2,1
534,2,0,1,0,5,2,495,6,0,16,0.67,0,93,1,0,21,2,2.4,0,1,0,1,0.375,0,4,4
631,2,4,1,5,6,2,578,9,11,17,0.81,0,100,1,1,16.0,2,5.75,0,0,0,6.5,0.485714285714286,4,3,7
563,0,0,1,0,9,2,113,3,1,0,0.81,1,82.5,2,0,22,2,3.44444444444444,0,1,0,25,0.375,0,4,6
610,10,1,1,2,8,2,610,1,6,12,1.09,0,94,1,1,37,1,2.0,0,0,0,6.5,0.375,3,3,8
291,7,0,1,0,6,2,650,18,23,8,0.81,0,96,4,29.0,4.0,2,2.93827160493827,0,0,0,952,0.315789473684211,0,5,5
416,1,1,1,0,6,2,69.0,2,10,4,0.74,0,64.5,4,29.0,20,2,3.25,0,1,0,255,0.285714285714286,0,4,2
292,6,0,1,2,6,2,492,7,17,6,0.65,0,95,5,12,26,2,4.58823529411765,0,0,0,6.5,0.37037037037037,3,4,4
