,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
1764,1,0,1,1.5,0,1,10,53.0,1,1,5,22,0,4,0,11,2,0,1,0,0.4,0,3,0,4
1516,17,7,1,1,0,2,3,27.5,26,2,32,32.5,0,3,19,6.0,2,0,0,0,0.75,0,1,0,1
2489,3,0,1,0,2,0,3,40,4,11,7,19,0,2,0,4.5,2,0,0,0,0.2,0,2,1,3
1737,4,0,1,0,0,2,1,65.5,1,4,17,2.5,0,3,0,4.5,1,0,1,0,0.625,0,3,2,5
1771,0,0,1,0,0,1,1,32.0,1,1,12,2.5,0,4,0,3.0,2,0,1,0,0.5,0,1,2,2
433,3,0,1,0,43,5,1,270,1,0,0,41,0,1,0,20,1,0,1,0,0.5,0,5,3,2
432,0,0,2,2,5,10,3,27.5,1,0,0,13,0,1,0,0.5,1,0,1,0,0.0,0,3,0,3
799,0,0,1,0,0,0,1,23,1,1,2,2,0,3,0,4,1,0,1,0,0.666666666666667,0,5,3,2
123,0,0,1,4,0,2,2,246,1,0,3,84,0,1,1,10,1,0,1,0,0.571428571428571,0,2,4,4
110,0,0,1,0,0,0,1,22,1,0,1,25,0,3,0,9,1,0,0,2,0.333333333333333,0,3,3,1
3523,0,0,1,0,0,0,1,16,2,1,0,1,0,5,3.0,1,2,0,1,0,1.0,0,1,1,0
2513,0,0,1,1,0,0,2,37,3,6,11,22,0,3,0,9,1,0,0,0,0.428571428571429,0,4,2,2
920,0,0,2,3,0,3,3,38,2,1,2,4,0,3,0,10,2,1,1,0,0.0,0,3,0,3
153,0,0,1,1,0,6,1,60.0,1,10,1,12,0,2,91,3.0,2,1,0,0,0.625,0,4,3,5
2414,3,0,1,1,0,6,6,103,1,0,12,0,8,2,0,10.0,2,1,1,0,0.8,0,4,2,2
2617,4,0,1,1,0,1,1,41.0,2,6,3,6,1,3,0,12,1,1,1,0,0.428571428571429,0,3,2,5
1534,2,0,2,0,0,6,1,180,2,11,9,12,1,4,2,20,3,0,0,0,0.571428571428571,0,1,2,4
1690,3,0,1,0,0,1,1,167,1,4,25,91,0,3,0,18,2,0,1,0,0.428571428571429,0,3,2,7
2911,1,0,2,0,3,5,5,41.0,1,7,3,5,2,3,0,0.5,1,1,1,0,0.428571428571429,0,3,2,6
58,4,0,2,1,0,4,1,38.0,4,9,13,0.5,1,3,0,19,2,0,1,0,0.727272727272727,0,3,2,0
