,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
1516,17,7,1,1,0,2,1,27.5,4,2,32,27.5,0,3,19,3.0,2,0,0,0,0.75,0,1,2,1
50,12,0,1,3,4,5,5,193,2,7,9,12,2,1,0,32,2,2,1,0,1.0,0,2,1,6
361,5,0,1,1,1,5,3,264,6,4.0,24,2.5,1,2,3,10.5,4,0,0,0,0.666666666666667,0,1,2,2
432,3,0,2,2,15,10,3,98.0,1,0,0,13,0,1,0,9.0,1,0,1,0,0.5634920634920635,0,3,1,3
444,2,0,2,2,10.5,5,3,455,4,0,4,2.5,0,2,0,3.0,2,0,0,0,0.7,0,4,2,2
58,4,0,2,1,0,4,3,132,4,7,13,12.5,1,3,0,6.5,2,0,1,0,0.727272727272727,0,3,0,4
958,3,0,1,5,1,0,1,174,0,1,62,7.0,0,2,0,6.0,2,1,1,0,0.625,0,3,2,6
107,0,4,1,9.0,0,0,1,39,1,2,12,4.5,3,3,0,2.0,3,0,1,0,0.666666666666667,0,2,2,5
1737,4,0,1,0,0,2,1,65.5,1,4,17,4.5,7,3,0,2.5,1,0,1,0,0.625,0,3,2,5
1735,0,0,1,13.0,0,1,1,87.0,1,1,11,42.0,1,4,0,9,2,0,1,0,0.5,0,3,0,4
1764,1,0,1,0,0,1,1,32.0,1,1,5,4.5,3,4,0,2.0,2,0,1,0,0.4,0,3,2,4
1771,0,0,1,0,0,1,1,32.0,1,1,12,4.5,3,4,0,2.0,2,0,1,0,0.5,0,1,2,2
433,3,0,1,0,43,5,2,65.5,1,0,0,4.5,7,1,0,2.5,1,0,1,0,0.5,0,5,2,2
1742,1,2,1,0,0,8,1,65.5,1,1,7,7.0,0,3,27,94.0,2,0,0,0,0.5,0,4,2,8
1775,6,0,1,2,0,2,2,32.0,0,7,33,4.5,1,3,0,2.5,4,0,1,0,0.444444444444444,0,2,1,4
818,2,0,1,0,0,2,3,35,1,3,1,2,2,6,0,13,1,0,3,0,0.5,0,2,2,4
38,0,114,1,0.0,0,6,6,27.5,1,0,0,0,0,2,1,4.5,2,0,0,0,0.375,0,3,1,9
1537,1,1,1,2,0,0,1,32.0,2,7,38,2.5,0,4,2,4.5,2,0,1,0,0.428571428571429,0,1,1,5
1690,3,0,1,0.0,0,1,6,167,1,4,25,4.5,0,3,0,2.5,2,0,1,0,0.428571428571429,0,3,1,7
960,2,0,1,0,2,0,1,32.0,2,7,13,12.0,0,3,2,2.5,4,0,1,0,0.5,0,2,1,7
3523,0,0,1,3.5,0,0,1,16,2,1,0,1,0,5,0,1,2,0,1,0,0.7596153846153846,0,1,1,1
695,0,0,1,1,1,0,1,32,2,7,8,15,4,3,2,15,2,0,1,0,0.5,0,3,2,2
2414,3,0,1,1,0,6,6,103,1,0,12,10,8,2,0,11,2,1,1,0,0.8,0,2,2,2
106,1,0,1,1,0,2,2,43.5,3,8,7,13,0,2,0,17,0,0,0,0,0.5,0,2,3,5
956,0,0,1,1,0,5,1,136,1,9,3,11,0,1,0,22,1,2,2,0,0.5,0,3,2,7
1682,0,0,1,0,0,0,2,21,1,0,4,25,0,3,1,7.0,3,1,1,0,0.5,0,3,3,3
920,0,0,1,3,0,3,3,38,2,1,2,4,2,3,0,10,2,1,1,0,0.0,0,3,0,3
2617,4,0,1,0,0,1,1,43.5,2,6,3,6,1,3,0,12,1,1,1,0,0.428571428571429,0,3,2,5
865,1,0,2,0,3,6,4,35.0,1,7,3,5,0,3,1,8.5,1,1,1,0,0.333333333333333,0,2,2,3
957,0,0,1,1,7,0,1,62,1,4,4,67,0,3,1,16,3,0,1,0,0.545454545454545,0,4,3,5
153,0,0,1,0,0,6,2,172,1,8,1,12,0,2,91,12,2,1,0,0,0.625,0,4,2,5
