,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE
1260,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,3,1,2,0,0,5,119,1,0,16,14,0.49,84,3,0,1,2,4.5,1,1,1.2,0,0,0.651629072681704,0.0,0,2
1266,6,0,2,0,0,11,257,1,0,21,8,0.88,82,3,0,1,2,5.64285714285714,1,2,1.375,0,0,0.988817891373802,0.0,0,2
1272,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,2,3,1,0,1,7,29,1,0,16,55,0.96,92,1,0,17,4,1.93333333333333,0,0,0.435483870967742,0,0,0.943625325238508,0.0,0,4
1283,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,1,11,1,0,0,5,29,1,1,33,51,0.75,95,1,1,41,2,3.125,0,1,0.409090909090909,0,0,0.874690849134378,0.0,0,6
1297,3,0,2,0,2,13,25,1,0,5,9,0.5,71,1,0,24,2,4.75,1,1,1.35714285714286,0,2,0.884126984126984,1.0,0,5
1304,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,1,0,5,0,0,35,30,1,2,0,1,0.61,0,3,1,20,1,13.5,1,2,3.83333333333333,0,93,0.927272727272727,0.5,0,2
1311,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,18,11,1,15,0,7,28,4,1,41,50,0.38,96,1,1,70,6,5.825,0,0,1.17647058823529,0,0,0.688141592920354,0.0,0,9
1391,4,2,1,9,1,7,25,1,27,12,79,0.82,96,1,1,24,4,6.13392857142857,0,0,0.789473684210526,0,41,0.917268786127168,1.0,0,5
1395,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,19,6,1,14,0,12,69,1,45,28,12,0.69,93,2,2,39,3,5.79268292682927,0,0,1.10714285714286,0,0,0.788707799767171,0.05,0,5
1436,6,7,2,7,0,13,25,1,10,13,5,0.46,90,3,2,19,2,7.10714285714286,1,2,2.2,0,0,0.598480050664978,0.0,0,6
1468,35,2,2,30,0,12,31,1,17,63,54,0.6,96,1,0,56,6,7.27777777777778,0,1,1.58181818181818,0,13,0.751441048034935,1.0,0,9
1472,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,12,3,1,14,0,7,20,2,14,31,71,0.64,94,3,1,48,3,5.18,0,1,1.14563106796116,0,1,0.928775948460988,1.0,0,6
1542,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,0,0,0,0,0,0,18,1,0,1179,0,0.38,0,0,1,0,0,0.0,0,0,0.0,0,26,0.736118746564046,0.6,0,14
1596,0,0,2,0,2,6,44,1,0,0,1,0.77,0,3,0,12,1,2.33333333333333,1,2,1.2,0,1,0.895,1.0,0,3
1620,12,0,1,8,5,2,65,3,0,8,8,0.42,88,4,0,10,2,3.0,0,1,0.541666666666667,0,1,0.861216730038023,0.0,0,2
1638,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,2,0,1,0,2,2,130,1,2,1,39,1.795,16,4,0,15,1,1.46511627906977,0,1,0.622222222222222,0,0,0.766277128547579,0.0,0,1
1641,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,1,0,1,0,1,15,25,1,0,0,1,0.57,0,3,0,67,1,1.5,1,2,2.4,0,8,0.395209580838323,1.0,0,4
1669,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,0,0,1,0,1,9,21,1,2,2,10,0.69,83,4,0,8,1,1.5,0,2,0.428571428571429,0,0,0.929347826086957,0.0,0,3
1675,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,5,1,1,5,1,3,174,2,0,1,26,0.38,78,0,0,10,1,2.27777777777778,0,2,0.435897435897436,0,335,1.0,0.857142857142857,0,0
1683,48,0,2,6,17,8,29,1,1,1,55,0.32,98,4,0,16,1,4.70192307692308,0,0,0.830188679245283,0,0,0.557471264367816,0.0,0,5
1687,0,0,1,7,8,10,277,1,0,3,8,2.17,79,4,0,9,1,4.59090909090909,0,1,1.08333333333333,0,0,0.690566037735849,0.0,0,2
1690,7,2,1,2,7,6,26,3,0,0,11,0.44,96,4,0,11,2,1.9,0,1,1.20833333333333,0,0,0.967576791808874,0.0,0,3
2400,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,3,0,1,0,0,2,61,1,0,2,11,0.16,75,4,0,10,1,1.92857142857143,0,2,0.5650000000000001,0,0,0.9,0.0,0,3
1717,3,0,2,3,3,3,79,4,1,0,1,0.22,83,4,0,9,2,1.46666666666667,0,1,1.15,0,4,0.859405940594059,0.5,0,0
1730,0,0,1,0,2,2,283,1,0,0,46,0.25,0,5,0,10,1,3.31372549019608,0,1,0.377358490566038,0,0,0.506180469715698,0.0,0,2
1737,1,0,1,0,3,19,258,2,1,0,8,2.255,0,4,0,12,2,6.5,0,1,1.15384615384615,0,1,0.821984435797665,0.0,0,1
1738,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,25,0,1,21,4,9,459,1,3,0,7,3.325,97,4,0,11,1,3.88571428571429,0,0,0.864864864864865,0,0,0.878149100257069,0.0,0,4
1763,14,1,1,0,8,5,63,4,1,0,30,0.37,0,1,0,12,2,1.80434782608696,0,1,0.313725490196078,0,92,0.911620294599018,1.0,0,1
1777,0,0,1,1,1,275,1668,1,0,0,6,0.31,83,0,0,12,1,1.0,0,2,1.125,0,0,0.939313203078745,0.0,0,7
1780,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,0,0,1,0,2,8,151,1,2,0,13,0.42,0,0,0,8,1,0.933333333333333,0,2,0.882352941176471,0,6,0.868761552680222,1.0,0,0
1799,19,0,1,77,10,6,35,2,3,1,36,0.31,92,4,0,9,2,8.55172413793103,0,1,0.868852459016393,0,0,0.958313817330211,0.0,0,5
2433,38,0,1,41,8,13,25,2,1,0,13,0.44,96,4,0,11,2,6.11538461538461,0,0,1.52727272727273,0,18,0.993348115299335,1.0,0,1
2434,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,0,0,1,0,5,7,27,1,0,0,10,0.24,0,4,0,8,1,0.9,0,1,0.416666666666667,0,0,0.57593984962406,0.0,0,0
1815,1,0,1,1,1,8,34,1,0,0,11,0.26,75,4,0,10,1,1.16666666666667,0,2,0.0,0,0,0.91375,0.0,0,4
1820,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,16,0,2,7,2,1,1023,1,1,0,78,0.3,95,4,0,16,1,3.74736842105263,0,2,1.04123711340206,0,0,0.986211424819435,1.0,0,4
2446,1,0,2,4,2,6,50,2,1,1,4,0.49,80,4,0,10,2,1.83333333333333,1,1,0.888888888888889,0,1,0.775862068965517,0.0,0,0
2450,7,0,1,3,4,5,29,3,2,8,9,0.49,78,4,0,8,2,3.38888888888889,0,1,1.36363636363636,0,0,0.5,0.0,0,0
2463,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,2,0,1,0,2,5,20,2,2,3,13,0.39,52,5,0,10,2,2.64705882352941,1,2,0.55,0,0,0.831460674157303,0.0,0,2
1888,0,0,1,0,2,2,52,2,1,0,16,0.22,0,4,0,7,2,3.04166666666667,0,1,0.296296296296296,0,114,0.63716814159292,1.0,0,3
1907,1,0,1,24,27,6,61,1,22,0,23,0.64,96,1,1,14,1,5.71739130434783,0,1,0.645833333333333,0,0,0.656474820143885,0.0,0,1
1948,3,0,1,0,23,9,23,2,4,2,54,0.98,96,3,254,18,2,78.4918032786885,0,0,0.753846153846154,0,61,0.53230543318649,1.0,0,9
1950,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,2,0,1,0,6,10,26,2,3,3,7,0.83,72,4,3,9,2,8.0,0,0,1.06666666666667,0,0,0.802777777777778,0.0,0,1
1968,6,1,1,7,39,12,24,2,0,0,34,0.82,96,1,0,12,1,23.0,0,1,1.34090909090909,0,1,0.617521367521368,1.0,0,9
1973,5,0,2,4,11,6,57,4,2,9,16,0.51,85,3,0,4,2,3.73913043478261,0,1,1.0,0,1,0.465189873417722,0.0,0,3
1980,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,0,0,1,0,1,1,25,1,0,0,1,1.745,0,3,0,13,1,1.5,1,2,1.0,0,6,0.859375,0.75,0,2
2121,4,0,1,5,12,0,47,1,0,19,43,0.11,93,1,0,9,0,7.08510638297872,1,1,0.714285714285714,0,1,0.903409090909091,0.0,0,5
