,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1222,0,0,1,1,0,2,5,1,19,16,0.07,1,75,3,0,4.0,2,4.52941176470588,0,5.76470588235294,0,1,1.08695652173913,119.5,0.8,0,5,3
939,14,0,1,10,5,4,4,21,38,44,0.135,0,100,2,6,1.0,2,7.13924050632911,0,4.0253164556962,0,0,1.04761904761905,113.5,0.5,0,5,1
354,10,1,1,2,4,1,3,1,5,7,0.135,1,88,4,0,4.0,2,2.89473684210526,0,5.52631578947368,0,1,1.73913043478261,439.0,0.555555555555556,0,2,0
1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,0,0,1,1,0,4,2,0,3,19,0.175,3,60,3,0,1.0,2,3.78947368421053,0,8.26315789473684,1,1,0.0,93.0,0.6,0,3,0
160,2,0,1,1,2,3,1,1,0,0,0.04,2,66,2,0,2,2,4.0,3,8.33333333333333,7,1,2.0,72.0,0.333333333333333,0,8,0
92,0,0,1,0,0,13,1,0,0,7,1.2,0,0,4,0,3,1,1.0,1,1.71428571428571,1,1,0.0,267,0.5,0,1,4
380,2,0,1,0,0,3,2,2,6,2,0.04,1,55,2,0,2,1,4.5,0,5.33333333333333,1,1,0.888888888888889,72.0,0.4,0,8,0
365,2,0,2,0,0,2,2,7,7,7,0.215,0,62,2,0,1,1,4.3125,1,5.0,1,1,1.35,58.0,0.428571428571429,0,5,1
731,1,0,3,0,3,2,3,0,3,9,0.03,3,50,3,0,5,2,2.7,0,4.6,1,1,1.35714285714286,334.5,0.333333333333333,0,3,0
1277,1,0,1,3,2,1,2,0,2,26,0.175,0,90,3,3,12.5,1,10.6296296296296,0,2.77777777777778,0,1,0.2,93.0,0.5,0,4,4
1212,4,10,1,0,0,2,7,0,19,10,0.05,2,50,4,0,1.0,2,4.0,0,6.79166666666667,1,1,1.125,146.5,0.444444444444444,0,2,2
332,0,8,1,1,0,1,1,0,7,12,0.175,1,86,1,0,0,3,4.7,2,4.9,0,1,0.863636363636364,93.0,0.5,0,3,9
297,1,0,1,6,0,1,3,25,23,7,0.24,0,93,4,7,5,1,5.39393939393939,1,3.24242424242424,1,1,0.405405405405405,58.0,0.375,0,1,3
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,0,0,1,0,5,8,1,0,4,10,1.5,0,75,4,0,4,1,10.5,1,3.3,1,1,0.833333333333333,148,0.5,0,5,13
334,2,0,1,0,0,4,4,1,19,24,0.235,3,100,2,0,4.0,2,2.77777777777778,0,5.62962962962963,0,1,0.6875,67.0,0.375,0,2,5
673,5,0,1,33,0,3,1,0,9,7,0.235,0,92,4,0,0,1,6.0,1,7.33333333333333,2,1,0.866666666666667,45.0,0.4,0,4,2
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1,0,1,0,0,4,1,1,4,5,0.28,3,100,2,4,4.0,1,11.4285714285714,1,11.4285714285714,4,1,0.888888888888889,23,0.833333333333333,0,2,0
892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
