,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE
805,0,1,1,1,40,2,0.31,0,67,3,0,21,2,3.1,1,6.6,1,1,0.666666666666667,0,0.375,0,2,0,5
809,4,1,10,8,313,0,0.55,2,84,1,0,46,2,6.07142857142857,1,9.60714285714286,0,1,1.1,0,0.25,0,2,0,5
812,,,,,,,,,,,,,,,,,,,,,,,,,
1711,0,1,1,0,28,0,0.16,0,60,1,0,28,1,6.0,2,10.4444444444444,4,1,1.36363636363636,0,0.666666666666667,0,1,0,1
842,1,1,0,4,46,0,0.34,0,55,1,0,25,2,2.14285714285714,1,11.2857142857143,1,1,1.7,0,0.5,0,3,0,1
853,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,,,,,,
872,7,2,1,6,152,1,0.41,0,71,2,6,13,2,6.05,0,7.45,1,1,1.16666666666667,0,0.285714285714286,0,3,0,7
877,17,1,9,4,932,31,0.3,0,96,3,2,238,7,6.29411764705882,0,8.17058823529412,1,1,1.23076923076923,0,0.338461538461538,9,3,0,23
890,,,,,,,,,,,,,,,,,,,,,,,,,
895,7,2,5,2,141,0,0.3,0,87,2,2,19,2,4.08571428571429,0,5.42857142857143,1,1,1.29268292682927,0,0.222222222222222,0,4,0,10
908,,,,,,,,,,,,,,,,,,,,,,,,,
455,0,1,6,2,75,2,0.27,1,74,2,0,16,3,2.88235294117647,0,5.70588235294118,0,1,0.708333333333333,0,0.333333333333333,0,3,0,2
909,,,,,,,,,,,,,,,,,,,,,,,,,
915,14,1,0,3,69,0,2.23,0,0,3,3,11,2,2.5,0,0.928571428571429,0,1,0.0,0,0.5,0,3,0,8
931,,,,,,,,,,,,,,,,,,,,,,,,,
933,11,1,2,8,313,0,0.68,0,100,2,1,26,2,7.07407407407407,0,6.96296296296296,1,0,0.939393939393939,0,0.375,0,4,0,8
934,52,1,0,2,191,0,1.99,0,100,1,1,20,2,2.92307692307692,0,0.846153846153846,0,1,0.0,0,0.352941176470588,0,2,0,15
937,11,1,14,3,427,0,0.44,0,92,1,2,19,2,7.58163265306122,0,3.90816326530612,1,1,0.648148148148148,0,0.3125,0,6,0,12
948,15,1,3,4,400,6,0.45,0,94,2,2,25,3,5.50819672131148,0,5.14754098360656,1,1,1.109375,0,0.263157894736842,0,2,0,8
953,,,,,,,,,,,,,,,,,,,,,,,,,
969,0,1,1,5,85,0,0.57,0,73,1,0,19,1,4.66666666666667,2,7.0,2,1,1.14285714285714,0,0.5,0,3,0,3
970,0,2,1,5,202,8,0.35,0,83,2,0,24,2,6.52,1,8.76,1,1,1.75862068965517,0,0.32,3,2,0,6
976,0,2,1,0,55,4,0.08,0,84,2,0,31,2,2.87037037037037,0,4.33333333333333,0,1,0.96875,0,0.428571428571429,0,2,0,7
1014,0,1,2,2,23,0,0.32,0,33,2,0,10,1,4.5,2,16.0,3,1,1.5,0,0.25,0,3,0,2
1021,4,4,3,1,42,0,0.08,0,56,2,0,17,1,7.66666666666667,3,19.5,5,2,2.64285714285714,1,0.333333333333333,0,2,0,3
1027,0,2,2,0,24,0,0.11,0,62,2,0,14,1,5.55555555555556,2,13.8888888888889,3,1,2.18181818181818,0,0.333333333333333,0,1,0,3
1033,3,1,2,1,214,0,0.19,0,94,2,0,69,5,3.38461538461538,0,3.96581196581197,0,1,0.764705882352941,0,0.357142857142857,0,4,0,10
1038,,,,,,,,,,,,,,,,,,,,,,,,,
1039,0,2,3,2,131,0,0.28,0,87,3,0,12,1,5.51162790697674,3,4.34883720930233,1,1,1.59574468085106,0,0.5,0,2,0,3
1049,2,2,10,3,103,0,0.2,2,100,2,0,11,2,5.23076923076923,0,7.46153846153846,0,0,1.09375,0,0.375,0,1,0,3
1111,8,1,8,4,236,0,0.55,0,90,1,1,9,2,6.43243243243243,1,4.83783783783784,1,1,0.952380952380952,0,0.4,0,1,0,6
1112,,,,,,,,,,,,,,,,,,,,,,,,,
1117,57,2,12,2,751,2,0.28,0,100,3,3,58,2,4.91,0,5.605,0,0,0.850678733031674,0,0.368421052631579,0,4,0,10
1161,,,,,,,,,,,,,,,,,,,,,,,,,
1164,,,,,,,,,,,,,,,,,,,,,,,,,
1165,0,1,0,14,82,0,1.19,0,0,1,0,11,1,6.5,3,7.25,2,1,0.833333333333333,0,0.428571428571429,0,1,0,4
1167,,,,,,,,,,,,,,,,,,,,,,,,,
1172,,,,,,,,,,,,,,,,,,,,,,,,,
1176,0,3,7,3,29,0,0.31,2,58,1,0,8,1,3.66666666666667,1,8.33333333333333,1,1,1.2,0,0.5,0,3,0,1
1212,,,,,,,,,,,,,,,,,,,,,,,,,
1213,12,1,3,0,49,0,0.12,0,90,3,0,23,2,2.02325581395349,0,3.32558139534884,1,1,0.333333333333333,0,0.5,0,5,0,6
1216,0,1,9,0,63,0,0.06,0,96,1,0,25,2,1.72058823529412,0,2.90441176470588,1,1,0.273381294964029,0,0.666666666666667,0,4,0,5
1218,0,2,8,1,40,0,0.09,2,66,2,0,34,2,4.22222222222222,0,9.55555555555556,1,1,1.22727272727273,0,0.2,0,4,0,6
1221,0,1,1,5,48,0,0.6,1,0,3,0,10,1,1.75,1,7.0,1,1,1.14285714285714,0,0.375,0,2,0,4
1230,1,1,1,0,18,0,0.12,6,33,1,0,18,1,3.33333333333333,2,22.3333333333333,3,5,5.2,2,0.666666666666667,0,3,0,2
1238,0,1,5,1,31,0,0.22,1,60,1,0,23,1,3.85714285714286,1,7.71428571428571,2,1,2.22222222222222,0,0.4,0,1,0,3
1242,1,1,1,0,18,0,0.09,6,25,1,0,17,1,3.0,2,23.0,3,5,4.16666666666667,2,0.666666666666667,0,1,0,2
1252,1,1,13,5,1003,1,0.59,0,97,2,1,62,2,17.1077844311377,0,5.03592814371257,0,1,0.623595505617977,0,0.25,4,5,0,16
1294,0,1,1,13,78,0,0.3,7,75,1,0,12,1,7.0,1,5.5,2,1,0.833333333333333,0,0.333333333333333,0,3,0,2
1302,0,1,5,1,49,1,0.19,0,60,2,1,18,2,2.9375,0,8.3125,0,1,0.782608695652174,0,0.5,0,3,0,2
1329,0,1,9,0,24,0,0.14,0,71,3,0,16,2,3.72727272727273,1,6.72727272727273,1,1,0.785714285714286,0,0.2,0,1,0,5
1340,0,1,11,5,87,0,0.35,3,70,1,0,35,1,4.54545454545455,1,11.2727272727273,1,1,0.692307692307692,0,0.333333333333333,0,1,0,4
1345,6,1,0,0,91,0,0.23,0,95,1,0,72,4,1.01724137931034,0,1.96551724137931,0,1,0.229508196721311,0,0.416666666666667,0,2,0,6
1351,5,1,6,7,362,0,0.43,0,80,3,0,62,2,6.21739130434783,0,10.4347826086957,1,1,0.818181818181818,0,0.357142857142857,0,4,0,4
1353,,,,,,,,,,,,,,,,,,,,,,,,,
1357,,,,,,,,,,,,,,,,,,,,,,,,,
1360,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,,,,,,,,,,,,,,,,,,,,,,,,
1369,,,,,,,,,,,,,,,,,,,,,,,,,
1370,,,,,,,,,,,,,,,,,,,,,,,,,
1397,,,,,,,,,,,,,,,,,,,,,,,,,
1404,,,,,,,,,,,,,,,,,,,,,,,,,
1411,,,,,,,,,,,,,,,,,,,,,,,,,
1421,,,,,,,,,,,,,,,,,,,,,,,,,
1428,0,1,0,8,156,2,0.29,7,70,3,0,15,1,4.625,0,14.8125,2,1,0.666666666666667,0,0.6,0,3,0,2
1474,0,1,8,3,143,0,0.19,1,75,2,0,31,2,3.1,0,11.9333333333333,0,1,1.20588235294118,0,0.333333333333333,0,5,0,10
1475,,,,,,,,,,,,,,,,,,,,,,,,,
1477,0,1,19,1,155,4,0.13,1,100,2,1,34,2,7.11842105263158,0,8.28947368421053,0,0,1.0,0,0.263157894736842,0,3,0,7
1485,0,1,3,4,195,2,0.28,1,75,3,1,49,2,4.44117647058824,0,11.4411764705882,0,1,0.568181818181818,0,0.333333333333333,0,3,0,8
1500,0,1,19,1,31,0,0.1,3,59,1,0,18,1,7.75,3,12.0,3,1,0.7,0,0.666666666666667,0,1,0,3
1526,0,1,15,0,115,0,0.07,1,67,2,0,49,2,4.976,0,6.192,1,1,0.476923076923077,0,0.421052631578947,0,4,0,8
1527,0,1,8,2,55,0,0.16,2,71,1,0,18,2,4.3125,1,6.625,1,1,0.473684210526316,0,0.5,0,3,0,3
1544,0,1,8,1,55,0,0.18,0,87,4,0,10,2,4.15,0,5.3,1,1,1.26923076923077,0,0.333333333333333,0,3,0,6
1560,0,1,3,5,67,0,0.28,1,50,1,0,20,2,2.44444444444444,1,9.88888888888889,1,1,0.692307692307692,0,0.4,0,1,0,2
1566,0,1,2,4,106,0,0.26,1,41,3,0,28,1,2.94736842105263,0,8.78947368421053,1,1,0.727272727272727,0,0.428571428571429,0,4,0,5
1585,0,1,1,0,18,0,0.17,0,75,3,0,8,1,8.0,4,5.5,1,1,2.0,0,0.333333333333333,0,3,0,2
1595,,,,,,,,,,,,,,,,,,,,,,,,,
1598,,,,,,,,,,,,,,,,,,,,,,,,,
1609,0,1,7,0,21,7,0.16,0,82,1,2,19,1,4.33333333333333,1,4.33333333333333,1,1,0.5,0,0.428571428571429,0,4,0,5
54,,,,,,,,,,,,,,,,,,,,,,,,,
592,,,,,,,,,,,,,,,,,,,,,,,,,
1109,4,2,1,5,85,0,0.69,0,42,2,0,2,1,6.0,2,4.71428571428571,1,1,2.66666666666667,0,0.125,0,2,5,3
597,,,,,,,,,,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,,,,,,,,,
880,,,,,,,,,,,,,,,,,,,,,,,,,
954,,,,,,,,,,,,,,,,,,,,,,,,,
1237,,,,,,,,,,,,,,,,,,,,,,,,,
1319,4,1,7,2,70,4,0.24,1,78,1,1,3,2,4.4,1,6.3,1,1,1.11538461538462,0,0.4,0,2,4,4
1391,0,1,0,6,69,0,0.34,3,0,1,0,4,1,1.57142857142857,0,20.4285714285714,10,1,1.44444444444444,0,0.4,0,1,4,1
1462,,,,,,,,,,,,,,,,,,,,,,,,,
1464,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,1,0,5,186,0,0.95,0,86,3,0,5,3,20.5555555555556,1,2.66666666666667,1,1,0.586206896551724,0,0.153846153846154,0,4,2,3
717,,,,,,,,,,,,,,,,,,,,,,,,,
1118,,,,,,,,,,,,,,,,,,,,,,,,,
1449,,,,,,,,,,,,,,,,,,,,,,,,,
1220,0,1,3,1,13,0,0.44,1,55,3,0,10,1,2.25,1,6.0,1,1,0.714285714285714,0,0.428571428571429,0,2,3,3
22,,,,,,,,,,,,,,,,,,,,,,,,,
942,,,,,,,,,,,,,,,,,,,,,,,,,
1071,,,,,,,,,,,,,,,,,,,,,,,,,
1455,,,,,,,,,,,,,,,,,,,,,,,,,
47,0,1,3,8,17.0,2,0.97,0,90,1,0,5,2,18.3333333333333,2,3.72727272727273,1,1,0.638888888888889,0,0.666666666666667,0,3,2,5
552,117,1,137,0,17.0,76,0.02,0,99,2,2,39,2,3.28732394366197,0,3.22464788732394,0,0,0.433378196500673,0,0.636363636363636,0,2,5,5
1124,,,,,,,,,,,,,,,,,,,,,,,,,
1426,3,1,8,1,17.0,0,0.22,1,84,4,0,18,2,4.14285714285714,0,7.57142857142857,2,1,0.9,0,0.5,0,2,4,4
1384,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,
875,,,,,,,,,,,,,,,,,,,,,,,,,
949,,,,,,,,,,,,,,,,,,,,,,,,,
1409,1,3,2,0,20,0,0.08,8,33,1,0,15,1,3.66666666666667,3,24.3333333333333,3,5,6.4,2,0.166666666666667,0,2,2,3
1640,,,,,,,,,,,,,,,,,,,,,,,,,
1279,1,1,5,0,16.0,0,0.2,0,86,3,0,15,2,3.39285714285714,0,5.96428571428571,0,1,0.46875,0,0.5,0,3,2,5
21,45,1,1,4,34.0,0,2.36,0,100,2,2,14,2,2.84745762711864,0,0.779661016949153,0,1,0.0,0,0.166666666666667,0,4,7,7
893,,,,,,,,,,,,,,,,,,,,,,,,,
