test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
69,0,2.0,4.0,1.0,6.0,3.0,2.0,15.0,3.0,2.0,11.0,5.0,0.72,0.0,93.0,3.0,4.0,9.0,2.0,29.0555555555556,1.0,1.0,0.45,0.0,50.0,0.636531365313653,0.0,2.0,0.6339212,0.3660788,2
74,0,20.0,29.0,1.0,16.0,1.0,2.0,27.0,1.0,12.0,42.0,8.0,0.27,0.0,95.0,1.0,2.0,20.0,3.0,5.97916666666667,0.0,0.0,1.26712328767123,0.0,13.0,0.583244586439475,0.0,1.0,0.5012099,0.4987901,3
77,0,1.0,0.0,8.0,18.0,2.0,4.0,59.0,1.0,0.0,0.0,2.0,0.5,0.0,37.0,1.0,0.0,6.0,1.0,27.3333333333333,0.0,1.0,1.4,0.0,0.0,0.5,0.0,1.0,0.73212236,0.26787764,1
1962,0,0.0,0.0,1.0,0.0,0.0,14.0,67.0,1.0,1.0,1.0,2.0,2.23,0.0,0.0,3.0,0.0,4.0,1.0,4.0,3.0,2.0,0.6,0.0,6.0,0.981651376146789,0.0,1.0,0.9324831,0.06751689,1
1963,0,1.0,0.0,1.0,0.0,0.0,13.0,125.0,1.0,3.0,6.0,3.0,1.54,0.0,42.0,2.0,0.0,5.0,1.0,3.42857142857143,1.0,1.0,1.0,0.0,6.0,0.991341991341991,0.0,1.0,0.9920494,0.007950591,1
1964,0,1.0,0.0,1.0,0.0,0.0,13.0,127.0,1.0,3.0,6.0,2.0,1.98,0.0,58.0,2.0,2.0,3.0,1.0,3.83333333333333,1.0,1.0,1.0,0.0,6.0,0.990654205607477,0.0,1.0,0.9903653,0.009634653,1
82,0,1.0,0.0,2.0,4.0,1.0,7.0,66.0,1.0,0.0,0.0,2.0,0.99,3.0,66.0,1.0,0.0,4.0,2.0,3.66666666666667,0.0,1.0,2.83333333333333,0.0,0.0,0.8,0.0,2.0,0.503971,0.496029,1
83,0,1.0,0.0,1.0,0.0,0.0,3.0,83.0,1.0,2.0,11.0,12.0,0.39,1.0,74.0,1.0,2.0,13.0,2.0,4.73333333333333,1.0,0.0,1.05882352941176,0.0,0.0,0.9,0.0,2.0,0.5239744,0.47602555,1
96,0,1.0,0.0,1.0,21.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.92,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6812885,0.3187115,1
104,0,43.0,7.0,1.0,1.0,0.0,2.0,27.0,1.0,32.0,35.0,53.0,0.3,0.0,96.0,2.0,1.0,39.0,1.0,5.34814814814815,0.0,0.0,0.496350364963504,0.0,9.0,0.73784355179704,0.0,8.0,0.53457516,0.46542484,1
105,0,0.0,0.0,1.0,0.0,0.0,6.0,156.0,1.0,0.0,1.0,19.0,0.8,0.0,89.0,3.0,0.0,10.0,1.0,3.15789473684211,0.0,2.0,0.636363636363636,0.0,0.0,0.9,0.0,2.0,0.5648677,0.43513232,1
106,0,38.0,2.0,1.0,1.0,0.0,1.0,1068.0,1.0,54.0,0.0,6.0,0.57,1.0,95.0,2.0,1.0,21.0,2.0,6.56390977443609,0.0,0.0,0.82962962962963,0.0,0.0,0.936464920204758,0.0,5.0,0.7790118,0.2209882,1
108,0,31.0,13.0,1.0,0.0,0.0,4.0,414.0,1.0,8.0,6.0,5.0,0.53,2.0,93.0,2.0,1.0,22.0,1.0,5.08771929824561,1.0,1.0,1.11864406779661,0.0,6.0,0.644832605531296,0.0,6.0,0.6798817,0.32011828,2
109,0,0.0,2.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,3.0,2.0,1.1,0.0,66.0,2.0,1.0,6.0,1.0,3.4,1.0,1.0,0.428571428571429,0.0,0.0,0.8,0.0,1.0,0.94619817,0.053801827,1
123,0,31.0,14.0,1.0,0.0,0.0,3.0,593.0,1.0,28.0,0.0,9.0,0.38,2.0,0.0,4.0,1.0,30.0,2.0,5.59756097560976,1.0,1.0,1.01190476190476,0.0,0.0,0.908003300330033,0.0,2.0,0.7182344,0.28176555,1
124,0,25.0,12.0,1.0,0.0,0.0,4.0,100.0,1.0,5.0,3.0,5.0,0.45,2.0,94.0,4.0,1.0,25.0,2.0,6.94230769230769,1.0,1.0,0.0,0.0,58.0,0.472436604189636,0.0,6.0,0.5098405,0.49015954,3
129,0,5.0,0.0,2.0,23.0,1.0,10.0,296.0,1.0,4.0,19.0,5.0,0.39,1.0,92.0,1.0,0.0,16.0,2.0,10.4583333333333,2.0,1.0,2.11538461538462,0.0,6.0,0.75868544600939,0.0,2.0,0.5051445,0.49485555,3
132,0,14.0,46.0,1.0,1.0,1.0,1.0,352.0,1.0,25.0,12.0,2.0,0.32,1.0,50.0,1.0,1.0,18.0,1.0,7.74712643678161,1.0,1.0,0.764044943820225,0.0,0.0,0.647854203409759,0.0,5.0,0.55889404,0.441106,1
139,0,2.0,23.0,1.0,14.0,0.0,1.0,65.0,1.0,0.0,14.0,2.0,0.86,0.0,91.0,1.0,0.0,12.0,2.0,5.14814814814815,0.0,1.0,0.482758620689655,0.0,0.0,0.881547139403707,0.0,4.0,0.5065973,0.49340272,1
140,0,8.0,7.0,1.0,30.0,23.0,2.0,27.0,2.0,0.0,20.0,54.0,0.76,0.0,0.0,1.0,1.0,12.0,3.0,3.68115942028985,1.0,1.0,0.602739726027397,0.0,157.0,0.514598540145985,0.0,7.0,0.6368302,0.36316982,2
159,0,8.0,0.0,1.0,7.0,9.0,10.0,405.0,1.0,1.0,1.0,17.0,1.85,1.0,88.0,1.0,0.0,3.0,1.0,5.42307692307692,1.0,0.0,0.535714285714286,0.0,6.0,0.8,0.0,4.0,0.69248915,0.30751085,2
160,0,1.0,1.0,2.0,6.0,0.0,4.0,122.0,1.0,10.0,11.0,0.0,0.79,1.0,84.0,1.0,0.0,5.0,1.0,5.75,2.0,1.0,1.8,0.0,0.0,0.838926174496644,0.0,5.0,0.84823346,0.15176654,1
163,0,0.0,1.0,3.0,0.0,0.0,11.0,194.833,2.0,0.0,4.0,2.0,2.0,7.0,37.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,5.0,0.0,103.0,0.700729927007299,0.0,2.0,0.50876284,0.4912372,4
166,0,0.0,1.0,2.0,0.0,0.0,7.0,60.0,1.0,0.0,2.0,4.0,1.71,0.0,40.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,1.14285714285714,0.0,0.0,0.9,0.0,1.0,0.53308636,0.46691364,1
168,0,16.0,10.0,1.0,9.0,0.0,4.0,696.0,1.0,50.0,19.0,0.0,0.66,38.0,90.0,1.0,0.0,16.0,1.0,7.48684210526316,1.0,1.0,0.692307692307692,0.0,18.0,0.849949647532729,0.0,5.0,0.74382365,0.25617632,2
169,0,18.0,7.0,1.0,5.0,4.0,3.0,754.0,1.0,57.0,16.0,1.0,0.77,1.0,90.0,1.0,0.0,13.0,1.0,7.40963855421687,1.0,1.0,0.670588235294118,0.0,6.0,0.946419629444166,0.0,8.0,0.5014274,0.49857262,2
171,0,153.0,3.0,2.0,26.0,6.0,4.0,2618.0,2.0,25.0,36.0,4.0,0.51,2.0,96.0,2.0,0.0,53.0,1.0,1.4,0.0,1.0,1.51595744680851,0.0,6.0,0.863466409359547,0.0,12.0,0.66949135,0.33050865,3
175,0,13.0,7.0,1.0,1.0,2.0,4.0,15.0,2.0,93.0,49.0,5.0,0.7,0.0,95.0,1.0,0.0,13.0,1.0,3.97457627118644,1.0,1.0,0.471074380165289,0.0,45.0,0.684674751929438,0.0,3.0,0.6774051,0.32259488,1
177,0,23.0,2.0,1.0,0.0,0.0,4.0,218.0,1.0,2.0,4.0,0.0,0.49,38.0,75.0,1.0,0.0,11.0,1.0,6.85185185185185,1.0,1.0,1.41379310344828,0.0,124.0,0.825857519788918,0.0,2.0,0.55217355,0.44782645,2
182,0,1.0,0.0,1.0,0.0,1.0,5.0,125.0,1.0,2.0,4.0,14.0,1.04,1.0,67.0,2.0,0.0,6.0,1.0,2.70588235294118,0.0,1.0,0.578947368421053,0.0,6.0,0.622895622895623,0.0,3.0,0.8751529,0.12484712,1
184,0,0.0,0.0,10.0,39.0,2.0,9.0,76.0,1.0,2.0,0.0,0.0,0.46,0.0,97.0,1.0,0.0,4.0,1.0,14.0,4.0,1.0,0.75,0.0,0.0,0.959016393442623,0.0,2.0,0.57338953,0.42661047,1
186,0,69.0,3.0,1.0,76.0,3.0,8.0,15.0,6.0,23.0,61.0,38.0,0.52,1.0,98.0,1.0,0.0,32.0,2.0,5.90225563909774,0.0,0.0,0.978571428571429,0.0,490.0,0.825808175260486,0.0,1.0,0.54143584,0.45856416,2
189,0,1.0,1.0,1.0,9.0,0.0,5.0,116.0,1.0,12.0,15.0,0.0,0.77,0.0,88.0,1.0,0.0,5.0,1.0,4.64285714285714,1.0,1.0,1.0625,0.0,0.0,1.0,0.0,1.0,0.76774967,0.2322503,1
193,0,28.0,0.0,2.0,64.0,2.0,5.0,176.0,1.0,0.0,9.0,1.0,0.21,0.0,92.0,1.0,0.0,7.0,1.0,8.68965517241379,1.0,1.0,1.25806451612903,0.0,6.0,0.88568683957733,0.0,3.0,0.8466297,0.15337032,1
196,0,0.0,0.0,1.0,12.0,0.0,8.0,27.0,1.0,0.0,0.0,1.0,2.47,0.0,100.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,0.814285714285714,0.0,0.0,0.5674552,0.43254483,1
204,0,6.0,0.0,1.0,6.0,62.0,4.0,659.0,2.0,0.0,0.0,57.0,0.78,1.0,98.0,1.0,0.0,24.0,2.0,4.04761904761905,0.0,1.0,0.636363636363636,0.0,6.0,0.682824655894674,0.0,6.0,0.68599594,0.3140041,2
208,0,1.0,0.0,1.0,0.0,0.0,5.0,15.0,1.0,1.0,4.0,13.0,0.47,1.0,73.0,1.0,2.0,10.0,2.0,9.86666666666667,1.0,1.0,0.666666666666667,0.0,12.0,0.960648148148148,0.0,2.0,0.58318853,0.41681144,1
209,0,0.0,0.0,1.0,0.0,0.0,3.0,27.0,1.0,0.0,0.0,4.0,1.06,1.0,0.0,2.0,0.0,1.0,1.0,2.5,1.0,2.0,0.5,0.0,5.0,0.928571428571429,0.0,0.0,0.9165869,0.083413094,1
212,0,0.0,0.0,1.0,0.0,0.0,7.0,71.0,1.0,0.0,1.0,7.0,1.92,0.0,28.0,1.0,1.0,1.0,3.0,1.71428571428571,0.0,1.0,0.0,0.0,2.0,0.952,0.0,1.0,0.6708845,0.32911554,1
213,0,0.0,0.0,1.0,0.0,0.0,3.0,65.0,1.0,0.0,1.0,7.0,0.91,0.0,28.0,1.0,0.0,1.0,3.0,2.71428571428571,0.0,1.0,0.888888888888889,0.0,0.0,0.953846153846154,0.0,1.0,0.64877445,0.35122555,1
214,0,0.0,0.0,1.0,6.0,1.0,3.0,99.0,1.0,0.0,11.0,17.0,0.5,1.0,83.0,2.0,0.0,7.0,1.0,6.52941176470588,0.0,1.0,0.736842105263158,0.0,6.0,0.857142857142857,0.0,2.0,0.51737726,0.4826227,1
216,0,0.0,0.0,1.0,0.0,0.0,2.0,44.0,1.0,0.0,2.0,9.0,0.98,0.0,44.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.8562448,0.14375523,1
217,0,0.0,0.0,1.0,0.0,0.0,4.0,267.0,1.0,0.0,7.0,27.0,0.94,0.0,62.0,1.0,0.0,4.0,3.0,5.25925925925926,0.0,1.0,0.482758620689655,0.0,224.0,0.515650741350906,0.0,3.0,0.85295755,0.14704247,1
247,0,0.0,4.0,1.0,0.0,0.0,2.0,27.0,1.0,1.0,7.0,41.0,0.35,0.0,89.0,1.0,1.0,12.0,2.0,4.71739130434783,0.0,1.0,0.875,0.0,61.0,0.792048929663609,0.0,5.0,0.64426875,0.35573122,1
251,0,0.0,1.0,1.0,0.0,0.0,6.0,278.0,1.0,0.0,1.0,40.0,1.36,0.0,95.0,2.0,2.0,1.0,2.0,3.53658536585366,0.0,2.0,0.0,0.0,1.0,0.941391941391941,0.0,2.0,0.9002373,0.09976271,1
267,0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,1.0,0.0,30.0,0.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.685393258426966,0.0,2.0,0.97745734,0.022542657,1
327,0,2.0,0.0,2.0,2.0,15.0,4.0,98.0,1.0,0.0,0.0,14.0,0.51,2.0,81.0,1.0,0.0,2.0,1.0,4.6,1.0,1.0,1.27777777777778,0.0,2.0,0.974137931034483,0.0,3.0,0.80066633,0.19933367,1
339,0,0.0,2.0,2.0,0.0,0.0,3.0,27.0,1.0,0.0,1.0,2.0,0.51,4.0,25.0,2.0,0.0,7.0,1.0,3.25,2.0,1.0,1.0,0.0,6.0,0.672727272727273,0.0,0.0,0.5815823,0.41841766,1
341,0,1.0,1.0,1.0,1.0,0.0,2.0,72.0,1.0,0.0,4.0,15.0,0.58,1.0,58.0,2.0,0.0,1.0,1.0,4.6,1.0,1.0,0.631578947368421,0.0,0.0,0.975903614457831,0.0,1.0,0.5944574,0.40554264,1
347,0,9.0,0.0,2.0,0.0,7.0,8.0,397.0,1.0,0.0,3.0,31.0,0.92,1.0,65.0,1.0,0.0,4.0,3.0,19.075,1.0,0.0,0.80952380952381,0.0,0.0,1.0,0.0,2.0,0.8373208,0.16267918,1
356,0,0.0,0.0,2.0,0.0,4.0,7.0,65.0,1.0,0.0,0.0,4.0,1.06,3.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,1.0,1.83333333333333,1.0,0.0,0.951219512195122,0.0,1.0,0.59100354,0.40899646,1
363,0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,1.0,0.0,1.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.8,0.0,5.0,0.6456456,0.35435435,1
386,0,0.0,0.0,3.0,0.0,0.0,14.0,83.0,1.0,0.0,2.0,2.0,2.13,2.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,6.0,0.4,1.0,0.0,0.956521739130435,0.0,1.0,0.87792164,0.12207837,1
395,0,0.0,1.0,2.0,5.0,22.0,4.0,159.0,1.0,0.0,0.0,21.0,0.71,3.0,95.0,1.0,0.0,10.0,1.0,4.6,3.0,2.0,1.20833333333333,0.0,6.0,0.974308300395257,0.0,2.0,0.62208545,0.37791458,2
420,0,0.0,6.0,1.0,3.0,0.0,10.0,75.0,1.0,0.0,0.0,0.0,3.95,0.0,100.0,0.0,1.0,4.0,0.0,1.16666666666667,1.0,0.0,0.0,0.0,0.0,0.944954128440367,0.0,0.0,0.78054893,0.21945108,1
426,0,0.0,0.0,1.0,21.0,0.0,6.0,75.0,1.0,0.0,0.0,6.0,2.14,1.0,100.0,0.0,1.0,2.0,0.0,2.66666666666667,0.0,0.0,0.111111111111111,0.0,0.0,1.0,0.0,2.0,0.9454031,0.054596875,1
428,0,0.0,34.0,1.0,14.0,0.0,6.0,44.0,1.0,0.0,0.0,77.0,4.2,0.0,100.0,1.0,1.0,25.0,1.0,4.14414414414414,0.0,0.0,0.0,0.0,8.0,0.941564561734213,0.0,1.0,0.5086595,0.49134055,2
437,0,0.0,0.0,1.0,0.0,1.0,5.0,27.0,1.0,0.0,9.0,21.0,0.89,0.0,82.0,2.0,0.0,14.0,3.0,4.52380952380952,1.0,1.0,0.625,0.0,71.0,0.958762886597938,0.0,2.0,0.85822827,0.14177175,1
438,0,0.0,0.0,1.0,0.0,0.0,4.0,65.0,1.0,1.0,13.0,24.0,1.09,0.0,91.0,1.0,17.0,14.0,1.0,8.52,1.0,1.0,0.333333333333333,0.0,8.0,0.979942693409742,0.0,1.0,0.74839103,0.25160897,1
441,0,1.0,0.0,1.0,0.0,1.0,4.0,200.0,1.0,0.0,11.0,25.0,0.96,0.0,83.0,2.0,0.0,10.0,1.0,8.88461538461539,0.0,1.0,0.357142857142857,0.0,0.0,0.785249457700651,0.0,3.0,0.7669008,0.23309922,1
443,0,0.0,1.0,1.0,0.0,0.0,6.0,27.0,1.0,0.0,9.0,20.0,0.93,0.0,83.0,2.0,0.0,15.0,3.0,11.1904761904762,1.0,1.0,0.608695652173913,0.0,55.0,0.981958762886598,0.0,1.0,0.8289681,0.1710319,1
446,0,0.0,2.0,1.0,4.0,1.0,8.0,65.0,1.0,0.0,9.0,33.0,1.12,0.0,92.0,2.0,2.0,18.0,4.0,5.11428571428571,0.0,1.0,0.621621621621622,0.0,65.0,0.987252124645892,0.0,1.0,0.5574106,0.44258943,1
449,0,0.0,1.0,1.0,41.0,0.0,10.0,65.0,1.0,0.0,1.0,110.0,3.52,0.0,100.0,0.0,2.0,31.0,0.0,4.0990990990991,0.0,0.0,0.0,0.0,44.0,0.833517699115044,0.0,7.0,0.5167123,0.4832877,1
464,0,3.0,0.0,1.0,5.0,1.0,4.0,504.0,1.0,0.0,15.0,37.0,0.95,1.0,91.0,2.0,0.0,28.0,4.0,6.125,1.0,1.0,0.738095238095238,0.0,6.0,0.946397188049209,0.0,6.0,0.5412705,0.45872948,2
468,0,0.0,0.0,2.0,0.0,0.0,5.0,44.0,1.0,0.0,3.0,3.0,0.77,1.0,33.0,2.0,0.0,11.0,1.0,5.0,0.0,1.0,1.2,0.0,0.0,0.8,0.0,0.0,0.8947736,0.10522643,1
475,0,2.0,0.0,1.0,9.0,0.0,7.0,532.0,1.0,0.0,15.0,61.0,0.86,0.0,94.0,2.0,0.0,28.0,3.0,10.2063492063492,0.0,1.0,0.707692307692308,0.0,6.0,0.95810705973623,0.0,2.0,0.6967432,0.3032568,2
477,0,0.0,0.0,1.0,4.0,0.0,0.0,15.0,1.0,1.0,21.0,40.0,0.92,0.0,91.0,2.0,0.0,18.0,5.0,3.90243902439024,0.0,1.0,0.441860465116279,0.0,36.0,0.971363115693013,0.0,3.0,0.50335866,0.49664134,2
493,0,0.0,1.0,1.0,6.0,0.0,7.0,147.0,1.0,0.0,0.0,15.0,4.9,0.0,100.0,2.0,2.0,4.0,2.0,1.4,0.0,0.0,0.0,0.0,5.0,0.780487804878049,0.0,1.0,0.89445084,0.10554915,1
494,0,0.0,32.0,1.0,0.0,0.0,23.0,1025.0,1.0,0.0,1.0,9.0,2.37,1.0,100.0,0.0,1.0,7.0,0.0,0.024390243902439,0.0,1.0,0.0,0.0,6.0,0.923566878980892,0.0,4.0,0.73903984,0.26096016,1
505,0,0.0,11.0,1.0,0.0,0.0,10.0,170.0,1.0,0.0,0.0,8.0,4.47,0.0,0.0,2.0,1.0,6.0,1.0,2.05263157894737,1.0,0.0,0.0,0.0,1.0,0.937238493723849,0.0,2.0,0.79684305,0.20315696,1
572,0,0.0,4.0,1.0,4.0,0.0,4.0,65.0,1.0,0.0,0.0,23.0,3.4,0.0,100.0,1.0,2.0,12.0,1.0,1.51851851851852,0.0,0.0,0.0,0.0,7.0,0.692090395480226,0.0,4.0,0.7693823,0.2306177,1
578,0,0.0,13.0,1.0,19.0,0.0,23.0,897.0,1.0,0.0,0.0,20.0,7.12,1.0,100.0,0.0,1.0,7.0,0.0,19.3333333333333,1.0,0.0,0.0,0.0,6.0,0.874555160142349,0.0,2.0,0.8798041,0.12019591,1
1988,0,1.0,2.0,1.0,0.0,0.0,5.0,90.0,1.0,1.0,1.0,7.0,1.17,0.0,27.0,3.0,0.0,5.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,6.0,0.893617021276596,0.0,1.0,0.9417634,0.058236584,1
1989,0,1.0,2.0,1.0,0.0,0.0,5.0,90.0,1.0,1.0,1.0,7.0,1.17,0.0,27.0,5.0,0.0,5.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,6.0,0.888888888888889,0.0,1.0,0.965856,0.034143966,1
1990,0,0.0,2.0,1.0,0.0,0.0,5.0,90.0,1.0,2.0,1.0,7.0,1.17,0.0,27.0,5.0,0.0,5.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,6.0,0.905263157894737,0.0,1.0,0.9443444,0.055655617,1
1991,0,1.0,2.0,1.0,0.0,0.0,4.0,90.0,1.0,2.0,1.0,7.0,1.08,0.0,25.0,4.0,0.0,5.0,2.0,2.41666666666667,1.0,2.0,0.5,0.0,6.0,0.892857142857143,0.0,1.0,0.9334995,0.06650046,1
600,0,0.0,4.0,1.0,0.0,1.0,7.0,15.0,1.0,6.0,0.0,56.0,1.08,0.0,0.0,1.0,13.0,10.0,4.0,3.22727272727273,0.0,0.0,0.308823529411765,0.0,80.0,0.905393457117595,0.0,4.0,0.64707136,0.3529286,1
601,0,2.0,0.0,2.0,0.0,16.0,4.0,658.0,1.0,0.0,2.0,54.0,0.87,1.0,60.0,1.0,0.0,18.0,3.0,11.2321428571429,0.0,1.0,0.741379310344828,0.0,6.0,0.689369828134946,5.0,7.0,0.7036506,0.29634938,2
603,0,0.0,23.0,1.0,0.0,0.0,8.0,65.0,1.0,0.0,0.0,38.0,5.46,0.0,0.0,4.0,10.0,4.0,2.0,10.983606557377,0.0,0.0,0.0,0.0,6.0,0.969811320754717,0.0,3.0,0.5382129,0.46178707,2
611,0,6.0,4.0,4.0,3.0,22.0,10.0,276.0,1.0,0.0,0.0,13.0,0.43,3.0,75.0,1.0,0.0,5.0,1.0,6.82608695652174,0.0,1.0,2.2,0.0,0.0,0.914705882352941,0.0,2.0,0.60781986,0.39218014,1
