,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
1535,3,1,4,3,0,5,2,44.5,6,0,1,0.41,5,79,5,2,4,2,1.91304347826087,1,1,0,13,0.514469453376206,1
1671,0,0,2,3,0,0,2,27,1,4,5,0.16,0,89,5,1,7,1,2.33333333333333,0,1,0,21,0.448888888888889,1
928,1,0,1,1,0,3,2,47,1,6,0,0.47,1,77,2,4,12,1,3.22222222222222,1,1,0,1,0.387959866220736,0
104,0,0,1,2,0,0,2,38,1,7,6,0.1,0,87,2,0,13.0,1,10.8148148148148,1,1,0,2,0.470715835140998,2
972,2,0,2,1,0,1,2,24.5,4,5,14,0.23,0,85,2,4,3,2,6.08108108108108,1,1,0,2,0.659574468085106,1
432,4,6,3,18,0,0,2,56,3,3,2.5,0.09,0,94,1,1,8.0,2,4.96491228070175,0,1,0,2,0.749670619235837,0
1888,0,0,2,7,5,0,2,37,1,3,8,0.14,0,91,1,0,6,4,3.41935483870968,0,0,0,0,0.453038674033149,3
543,0,33.5,2,1,0,2,4,34,1,4,0,0.44,0,60,3,1,3,1,18.5,1,2,0,2,0.40495867768595,0
729,0,33.5,2,0,0,1,2,44,1,0,1,0.32,1,62,2,0,6.0,2,2.1875,0,0,0,4,0.506787330316742,1
78,6,1,1,5,3,4,2,45.5,7,21,12.5,0.75,0,97,1,2,4.0,9,5.14705882352941,0,0,0,0,0.527452745274527,0
80,1,0,4,6,1,2,1,34.5,2,7,4.0,0.53,0,97,2,3,9.0,6,8.46153846153846,0,1,0,0,0.539735099337748,4
147,0,0,4,1,0,4,2,64.0,1,4,3,0.73,0,90,3,0,4.5,1,3.32142857142857,0,1,0,0,0.356589147286822,1
1165,0,38.5,1,0,1,0,1,54,2,1,8.5,0.16,0,95,5,0,4,2,1.25862068965517,0,0,0,0.0,0.757028112449799,1
1940,0,0,4,0,0,3,1,34.5,1,0,1,6.725,0,0,1,0,3,2,1.53658536585366,1,1,0,2,0.809264305177112,1
793,1,0,1,1,0,0,3,27,1,0,6,0.16,0,74,1,0,2,1,7.5,2,1,0,4,0.691629955947137,0
1957,0,30.5,2,0,0,0,2,24.0,1,7,8,0.21,0,78,2,0,6,1,3.58333333333333,1,2,0,0,0.948717948717949,0
1970,0,1,1,2,0,0,1,18.0,4,0,6,0.17,0,69,3,0,5,3,2.4,0,1,0,0,0.555555555555556,1
1996,0,0,2,0,0,0,1,21.0,2,3,1,0.36,1,25,2,2,8,2,0.625,0,1,0,0,0.555555555555556,0
2032,0,0,2,1,0,0,5,17.0,1,1,6,0.15,5,61,2,0,8,1,2.66666666666667,1,2,0,0,0.555555555555556,0
207,21.0,0,4,0,0,2,2,22.0,1,0,3,0.65,0,61,2,0,5,1,0.3541666666666665,0,1,0,1,0.566473988439306,0
1866,0,0,1,0,0,0,2,48.0,1,2,0,0.14,0,0,1,2,5,2,2.25,0,1,0,1.0,0.605263157894737,0
548,0,0,2,1,0,0,2,48.0,2,3,3,0.15,0,70,3,0,0.5,2,8.85714285714286,0,1,0,4,0.430327868852459,0
809,0,0,2,2,0,0,3,35,1,4,4,0.0,0,80,3,0,2.5,2,4.625,0,37.0,0,0.0,0.514705882352941,0
873,2,1,2,1,0,0,3,43,4,2,20.5,0.1,1,90,2,0,4.5,2,2.9,0,1,0,0.0,0.577249575551783,2
2064,1,0,2,1,0,2,4,29,1,0,5,0.08499999999999999,2,45,1,0,2.0,1,7.135714285714285,3,2,0,0,0.816666666666667,0
16,0,30.5,1,0,1,2,2,58,1,3,5,0.51,0,85,2,0,6.5,1,2.0,0,1,0,0,0.734375,1
195,0,0,1,3,0,2,1,54.5,1,2,18.5,0.56,0,96,1,2,2.5,2,2.75,0,0,0,7,0.796190476190476,2
192,0,0,3,1,0,2,2,60.0,1,8,4.0,0.23,0,82,1,3,2.5,2,4.48275862068965,0,0,0,0,0.326653306613226,2
282,1,1,4,1,0,1,2,18.5,6,2,9,0.15,1,85,2,1,7.0,2,3.23076923076923,0,0,0,17.0,0.416531604538088,2
302,2,0,2,1,0,0,2,27.0,3,3,16.0,0.2,0,92,1,2,19.0,3,5.15909090909091,1,1,0,0,0.439320388349515,2
251,0,0,3,1,0,1,1,24.5,1,0,20.5,0.41,0,97,2,0,6.5,1,2.63529411764706,1,1,0,0,0.642647058823529,3
871,2,3,3,1,0,0,3,30.0,4,1,20.5,0.09,0,93,1,0,2.5,2,2.73333333333333,0,1,0,0,0.454649827784156,4
762,5,1,1,6,0,1,2,24.5,4,10,10.5,0.15,0,96,1,0,28.0,4,2.97916666666667,0,1,0,0,0.633272058823529,4
962,11.0,11.0,1,3,0,0,2,45,1,1,15,0.18,0,89,1,1,8,3,2.46428571428571,0,0,0,0,0.681159420289855,1
1950,0,11.0,1,2,0,1,1,22.0,3,2,3,0.21,2,46,5,0,34.5,2,2.75,1,2,0,0,0.577181208053691,1
1953,0,0,1,1,0,0,1,18.0,3,0,1,0.3,1,0,3,0,34.5,2,1.5,1,2,0,0,0.9212962962962965,0
267,0,1,1,2,0,2,3,24.5,4,9,14,0.24,0,89,2,2,0.5,2,4.025,0,0,0,1.0,0.531208499335989,1
1467,2,26.5,3,1,0,0,1,46,1,6,11,0.03,5,82,4,2,2.5,1,4.4375,1,1,0,49.0,0.493445692883895,1
2004,2,0,2,1,2,0,2,35.0,8,3,6,0.09,1,81,4,0,5,2,2.41176470588235,0,1,0,7.0,0.632786885245902,0
86,0,0,1,0,0,4,2,24.5,1,1,7,0.79,0,78,2,2,5.0,3,3.64705882352941,1,0,0,83.5,0.566552901023891,0
1744,2,30.5,3,0,0,4,1,24.5,1,1,3,0.94,0,79,1,0,6,5,2.60869565217391,0,1,0,1.0,0.681818181818182,1
1998,2,1,1,1,0,0,1,48.0,2,0,12,0.18,1,75,2,0,0,2,2.83333333333333,1,2,0,19.5,1.0,0
134,1,0,2,5,0,1,2,24.5,6,35,10.5,0.28,0,98,1,2,4.0,2,8.11940298507463,0,0,0,10.0,0.408026755852843,5
1942,0,1,1,9,0,0,2,101.0,30,11,1.0,0.03,0,100,2,2,35,2,3.98387096774194,0,0,0,1.0,0.969341161121983,2
1968,18,7,1,5,4,0,2,93.0,5,0,12,0.05,1,82,4,0,4,3,4.22857142857143,1,1,0,4,1.0,0
166,0,0,1,1,1,0,2,24.0,2,23,2.5,0.05,0,88,3,0,1.0,2,4.97368421052632,0,1,0,21.5,0.547058823529412,2
275,1,0,3,3,0,0,2,37,1,7,14.0,0.06,0,92,2,1,4.0,1,4.33802816901408,0,0,0,18,0.328063241106719,0
854,9,0,3,2,0,2,3,34.5,1,0,7,0.34,1,78,1,1,4.5,2,6.625,2,1,0,8,0.606104651162791,0
934,1,0,3,5,9,4,2,45.0,1,4,0,0.6,0,94,1,8,4.5,1,5.57142857142857,1,1,0,5,0.552188552188552,1
790,2,0,2,3,1,0,2,30.0,4,4,8.5,0.17,0,95,2,0,2.5,3,3.26666666666667,0,0,0,4.0,0.558260869565217,2
909,0,0,2,1,0,1,3,53,4,16,20,0.11,3,90,1,0,7.0,2,7.03571428571429,3,1,0,6,0.846645367412141,1
861,0,0,1,1,0,0,2,35.0,1,0,4,0.10500000000000001,0,65,2,0,5,2,0.1180555555555555,1,1,0,16,0.416666666666667,0
795,4,1,1,2,0,1,2,38.5,7,4,8.5,0.2,0,92,1,0,4.0,5,3.42592592592593,0,0,0,83.5,0.556005398110661,2
927,0,20.5,4,2,0,1,2,34.5,3,9,4.0,0.39,0,93,4,4,6,4,2.52083333333333,1,1,0,17.0,0.487364620938628,2
1956,1,0,3,12,0,0,2,51,2,6,7,0.19,1,85,2,0,8.0,2,3.33333333333333,0,2,0,3,1.0,0
1043,0,0,3,1,2,2,2,44.5,1,0,5,0.23,3,81,5,6,7.0,1,3.14516129032258,0,2,0,10,0.475270039795338,2
929,1,0,4,1,0,1,2,54.5,2,5,2.5,0.35,0,93,4,4,4.5,2,2.06818181818182,0,0,0,17.0,0.404907975460123,2
202,9.0,4.0,1,0,0,4,1,34.5,1,0,0,3.5,0,0,1,1,6,1,4.17073170731707,0,0,0,24.0,0.715277777777778,0
95,1,4,1,4,0,8,2,59.5,6,22,20.5,1.37,0,95,1,1,13.0,3,4.21296296296296,0,0,0,0.0,0.642458100558659,5
1059,0,0,1,0,2,3,1,52,2,3,5,0.29,2,83,5,0,4.5,2,3.25,0,2,0,9,0.928571428571429,1
567,0,33.5,3,1,0,0,1,48,2,9,10,0.25,0,90,2,3,0.5,2,0.466666666666667,0,1,0,55.0,0.55,2
916,0,38.5,2,3,0,0,3,61.0,1,0,8,0.15,1,77,1,0,2.5,1,4.18181818181818,1,1,0,68.0,0.621890547263682,0
546,8,0,1,2,1,1,3,13.0,11,30,6.5,0.12,0,93,1,2,1.0,3,4.63291139240506,0,0,0,4.0,0.313213703099511,1
863,1,0,2,12,0,1,2,35.0,5,0,10.5,0.19,0,94,1,0,3,3,3.1875,1,1,0,24,0.56794425087108,2
992,5,0,1,0,15,0,4,21,1,1,3,0.08,1,100,1,0,1,1,6.75,0,1,0,1,0.547400611620795,2
1054,0,0,3,3,1,1,2,50,1,12,6,0.13,4,76,5,1,9.0,1,4.89473684210526,0,1,0,2,0.356589147286822,0
299,5,0,1,3,0,1,2,44.5,4,13,1.0,0.16,0,95,1,1,4.0,4,3.15957446808511,0,1,0,1.0,0.63271375464684,3
284,2,0,1,2,0,2,2,55.0,3,1,13,0.28,0,90,2,0,4.5,2,2.91891891891892,0,1,0,2,0.459016393442623,2
1112,5,0,1,1,3,0,3,40,2,0,5,0.24,0,80,3,20,1,1,20.7272727272727,2,2,0,2,0.675324675324675,2
85,8,4,1,2,0,3,3,13.0,7,8,1.0,0.35,0,91,1,3,1.0,4,4.80952380952381,0,1,0,1.0,0.442211055276382,2
268,14,5,1,3,0,1,3,13.0,15,7,1.0,0.16,0,94,2,1,1.0,3,4.28712871287129,0,0,0,1.0,0.382173382173382,3
