test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
172,0,4.0,0.0,1.0,2.0,4.0,2.0,2.0,121.0,2.0,3.0,16.0,0.38,0.0,92.0,1.0,0.0,1.0,2.0,3.92307692307692,1.0,1.0,0.0,0.498291015625,0.495867768595041,2.0,0.688733881737776,0.31126611826222395,1,12501708984375.0
192,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,83.0,1.0,8.0,12.0,0.23,0.0,82.0,1.0,3.0,18.49927020072937,2.0,4.48275862068965,0.0,0.0,0.0,0.498291015625,0.326653306613226,2.0,0.5038887448284376,0.4961112551715624,2,12501708984375.0
195,0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,164.0,1.0,2.0,29.0,0.56,0.0,96.0,1.0,2.0,22.0,2.0,2.75,0.0,0.0,0.0,0.4990234375,0.796190476190476,2.0,0.5194827233040646,0.48051727669593536,1,6500976562500.0
202,0,0.0,32.0,1.0,0.0,0.0,4.0,1.0,165.99907422065735,1.0,0.0,0.0,3.5,0.0,0.0,1.0,1.0,6.0,1.0,4.17073170731707,0.0,0.0,0.0,0.0,0.715277777777778,0.0,0.6046659968574133,0.39533400314258665,1,2.2162731282245893
207,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,61.0,1.0,0.0,3.0,0.65,0.0,61.0,2.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,1.4998782873153687,0.566473988439306,0.0,0.6143744544612357,0.38562554553876427,1,500121712684.63135
251,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,170.0,1.0,0.0,39.0,0.41,0.0,97.0,2.0,0.0,28.0,1.0,2.63529411764706,1.0,1.0,0.0,0.498046875,0.8123831540346144,3.0,0.516662255551897,0.48333774444810296,2,9501953125000.0
267,0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,132.0,4.0,9.0,14.0,0.24,0.0,89.0,2.0,2.0,26.0,2.0,4.025,0.0,0.0,0.0,0.4951171875,0.7330508615232872,2.0,0.5009705391260806,0.4990294608739194,2,38504882812500.0
268,0,14.0,5.0,1.0,3.0,0.0,1.0,3.0,200.0,15.0,7.0,29.0,0.16,0.0,94.0,2.0,1.0,49.0,3.0,4.28712871287129,0.0,0.0,0.0,0.49951171875,0.9908264402425087,3.0,0.5157508548951709,0.4842491451048291,2,185500488281250.0
275,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,37.0,1.0,7.0,19.0,0.06,0.0,92.0,2.0,1.0,9.4951171875,1.0,4.33802816901408,0.0,0.0,0.0,0.49658203125,0.328063241106719,3.0,0.508898162803151,0.491101837196849,2,17503417968750.0
282,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,70.0,6.0,2.0,9.0,0.15,1.0,85.0,2.0,1.0,40.0,2.0,3.23076923076923,0.0,0.0,0.0,0.498046875,0.5204494545825812,3.0,0.5018853026890238,0.4981146973109763,2,39501953125000.0
284,0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,96.0,3.0,1.0,13.0,0.28,0.0,90.0,2.0,0.0,18.498413920402527,2.0,2.91891891891892,0.0,1.0,0.0,0.498046875,0.459016393442623,2.0,0.5122757190155838,0.48772428098441617,2,16501953125000.0
299,0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,173.0,4.0,13.0,38.0,0.16,0.0,95.0,1.0,1.0,71.0,4.0,3.15957446808511,0.0,1.0,0.0,0.474609375,0.957034617780758,3.0,0.5092106658667754,0.49078933413322456,2,161525390625000.0
302,0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,60.0,3.0,3.0,16.0,0.2,0.0,92.0,1.0,2.0,19.0,3.0,5.15909090909091,1.0,1.0,0.0,0.498046875,0.439320388349515,2.0,0.652898523239742,0.34710147676025804,1,14501953125000.0
432,0,4.0,6.0,1.0,18.0,0.0,0.0,2.0,56.0,3.0,3.0,19.0,0.09,0.0,94.0,1.0,1.0,13.0,2.0,4.96491228070175,0.0,1.0,0.0,0.5,0.8733405706715153,3.0,0.5023177615316636,0.4976822384683364,2,1500000000000.0
543,0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,34.0,1.0,4.0,0.0,0.44,0.0,60.0,3.0,1.0,7.0,1.0,4.4,1.0,2.0,0.0,1.499878168106079,0.40495867768595,0.0,0.6280717877081811,0.37192821229181894,1,3500121831893.921
546,0,8.0,0.0,1.0,2.0,1.0,1.0,3.0,119.0,11.0,30.0,39.0,0.12,0.0,93.0,1.0,2.0,47.0,3.0,4.63291139240506,0.0,0.0,0.0,0.4853515625,0.9749921489687599,1.0,0.5260046826267766,0.4739953173732234,2,70514648437500.0
548,0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,28.0,2.0,3.0,3.0,0.15,0.0,70.0,3.0,0.0,2.49853515625,2.0,3.6,0.0,1.0,0.0,4.0,0.430327868852459,0.0,0.5062212034883892,0.49377879651161083,1,4.890552017990392
567,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,2.0,9.0,10.0,0.25,0.0,90.0,2.0,3.0,15.0,2.0,2.84848484848485,0.0,1.0,0.0,0.496826171875,0.55,2.0,0.7099497341398309,0.2900502658601692,1,54503173828125.0
729,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,44.0,1.0,0.0,1.0,0.32,1.0,62.0,2.0,0.0,12.0,2.0,2.1875,0.0,0.0,0.0,0.5,0.506787330316742,2.0,0.8109274315905525,0.18907256840944756,1,3500000000000.0
762,0,5.0,1.0,1.0,6.0,0.0,1.0,2.0,127.0,4.0,10.0,44.0,0.15,0.0,96.0,1.0,0.0,42.0,4.0,2.97916666666667,0.0,1.0,0.0,0.496337890625,0.9570024269190772,4.0,0.5177405764658243,0.48225942353417567,2,18503662109375.0
773,0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,95.0,1.0,2.0,3.0,0.14,0.0,71.0,1.0,7.0,8.0,2.0,5.41176470588235,1.0,1.0,0.0,0.5,0.457861635220126,3.0,0.6357575463806535,0.36424245361934643,1,3500000000000.0
790,0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,74.0,4.0,4.0,16.0,0.17,0.0,95.0,2.0,0.0,22.0,3.0,3.26666666666667,0.0,0.0,0.0,0.498046875,0.9531946331521738,2.0,0.5690106684578009,0.4309893315421991,2,39501953125000.0
792,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.49951171875,1.0,0.0,40.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.61904761904762,1.0,1.0,0.0,1.0,0.814465408805031,1.0,0.5009883147761697,0.4990116852238303,1,6.9858442004627985
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,27.0,1.0,0.0,6.0,0.16,0.0,74.0,1.0,0.0,2.0,1.0,7.5,2.0,1.0,0.0,2.5,0.691629955947137,3.0,0.6321766403450251,0.367823359654975,1,1500000000000.0
795,0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,108.0,7.0,4.0,19.0,0.2,0.0,92.0,1.0,0.0,31.0,5.0,3.42592592592593,0.0,0.0,0.0,0.0,0.9698738338717279,5.0,0.5052650476930182,0.49473495230698183,1,1.3726798979776402
805,0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,41.0,1.0,7.0,12.0,0.15,0.0,92.0,1.0,1.0,5.4970703125,2.0,2.7027027027027,0.0,0.0,0.0,1.0,0.658469945355191,2.0,0.5368640448939326,0.4631359551060675,1,6.577272928468037
809,0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,35.0,1.0,4.0,4.0,0.1,0.0,80.0,3.0,0.0,18.499879598617554,2.0,4.625,0.0,0.0,0.0,0.0,0.514705882352941,0.0,0.5436930117828499,0.4563069882171501,1,0.1686632946790363
1940,0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,131.490966796875,1.0,0.0,1.0,1.3,0.0,0.0,1.0,0.0,9.0,2.0,1.53658536585366,1.0,1.0,0.0,0.498046875,0.809264305177112,1.0,0.5059691684317922,0.4940308315682078,2,16501953125000.0
1941,0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,50.0,16.0,0.0,3.0,0.1,0.0,95.0,3.0,1.0,23.0,2.0,2.93650793650794,0.0,0.0,0.0,0.49993896484375,0.956591639871383,3.0,0.6690915526567955,0.33090844734320446,1,500061035156.25
1942,0,20.0,1.0,1.0,9.0,0.0,0.0,2.0,155.0,30.0,11.0,53.0,0.13,0.0,100.0,2.0,2.0,35.0,2.0,3.98387096774194,0.0,0.0,0.0,0.478515625,0.969341161121983,2.0,0.7549127089681651,0.24508729103183488,1,139521484375000.0
854,0,9.0,0.0,1.0,2.0,0.0,2.0,3.0,151.0,1.0,0.0,7.0,0.34,1.0,78.0,1.0,1.0,16.0,2.0,6.625,2.0,1.0,0.0,0.5,0.606104651162791,3.0,0.5907137529889681,0.40928624701103183,1,7500000000000.0
861,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,0.0,4.0,0.35,0.0,65.0,2.0,0.0,5.0,2.0,2.75,1.0,1.0,0.0,2.5,0.682692307692308,0.0,0.5753745920999427,0.42462540790005726,1,13500000000000.0
863,0,10.0,0.0,1.0,12.0,0.0,1.0,2.0,79.0,5.0,0.0,12.49609375,0.19,0.0,94.0,1.0,0.0,3.0,3.0,3.1875,1.0,1.0,0.0,0.498046875,0.56794425087108,2.0,0.549575543814937,0.45042445618506305,2,23501953125000.0
871,0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,65.0,4.0,1.0,35.0,0.09,0.0,93.0,1.0,0.0,5.499634504318237,2.0,2.73333333333333,0.0,1.0,0.0,0.498046875,0.454649827784156,4.0,0.5826907579139644,0.41730924208603554,2,11501953125000.0
873,0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,43.0,4.0,2.0,26.0,0.1,1.0,90.0,2.0,0.0,9.498658061027527,2.0,2.9,0.0,1.0,0.0,0.0,0.577249575551783,5.0,0.5027538965597673,0.49724610344023273,1,2.86703829049292
877,0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,34.0,6.0,0.0,15.499512791633606,0.14,0.0,83.0,2.0,0.0,6.0,2.0,4.625,1.0,1.0,0.0,0.499267578125,0.515723270440252,3.0,0.5607254198050915,0.43927458019490845,2,4500732421875.0
909,0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,53.0,4.0,16.0,20.0,0.11,3.0,90.0,1.0,0.0,49.0,2.0,7.03571428571429,3.0,1.0,0.0,0.49951171875,0.846645367412141,3.0,0.8677814292846933,0.13221857071530668,1,5500488281250.0
1947,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,22.0,2.0,3.0,2.0,0.31,0.0,58.0,5.0,0.0,8.0,2.0,2.5,0.0,1.0,0.0,0.5,1.0,0.0,0.9208435266951555,0.07915647330484454,1,1500000000000.0
916,0,0.0,4.0,1.0,3.0,0.0,0.0,3.0,21.0,1.0,0.0,8.0,0.15,1.0,77.0,1.0,0.0,17.0,1.0,4.18181818181818,1.0,1.0,0.0,0.498046875,0.621890547263682,0.0,0.8831560219856719,0.11684397801432807,1,67501953125000.0
927,0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,136.0,3.0,9.0,12.49609375,0.39,0.0,93.0,4.0,4.0,6.0,4.0,2.52083333333333,1.0,1.0,0.0,0.494384765625,0.487364620938628,2.0,0.5253798041648468,0.47462019583515325,2,44505615234375.0
928,0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,47.0,1.0,6.0,0.0,0.47,1.0,77.0,2.0,4.0,12.0,1.0,3.22222222222222,1.0,1.0,0.0,0.49993896484375,0.594117647058824,3.0,0.6446804760897747,0.35531952391022525,1,500061035156.25
929,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,108.0,2.0,5.0,21.0,0.35,0.0,93.0,4.0,4.0,15.0,2.0,2.06818181818182,0.0,0.0,0.0,0.498046875,0.5922380859786356,2.0,0.5055520474624369,0.49444795253756313,2,33501953125000.0
934,0,1.0,0.0,1.0,5.0,9.0,4.0,2.0,100.0,1.0,4.0,0.0,0.6,0.0,94.0,1.0,8.0,11.5,1.0,5.57142857142857,1.0,1.0,0.0,0.499267578125,0.552188552188552,3.0,0.5057033757724174,0.4942966242275826,2,4500732421875.0
960,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,36.0,1.0,6.0,0.0,0.33,1.0,88.0,2.0,1.0,19.0,1.0,3.77777777777778,1.0,1.0,0.0,0.5,0.716763005780347,2.0,0.7316004334697069,0.26839956653029307,1,500000000000.0
962,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,45.0,1.0,1.0,15.0,0.18,0.0,89.0,1.0,1.0,8.0,3.0,2.46428571428571,0.0,0.0,0.0,1.4996341466903687,0.681159420289855,1.0,0.5802556382070666,0.4197443617929334,1,4500365853309.631
972,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,68.49939143657684,4.0,5.0,14.0,0.23,0.0,85.0,2.0,4.0,3.0,2.0,6.08108108108108,1.0,1.0,0.0,0.49951171875,0.659574468085106,1.0,0.5625777914744203,0.4374222085255797,2,10500488281250.0
992,0,5.0,0.0,2.0,0.0,15.0,0.0,4.0,21.0,1.0,1.0,3.0,0.08,1.0,100.0,1.0,0.0,1.0,1.0,6.75,0.0,1.0,0.0,0.498046875,0.547400611620795,2.0,0.9241903013843829,0.07580969861561715,1,9501953125000.0
1950,0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,22.0,3.0,2.0,3.0,0.21,2.0,46.0,5.0,0.0,4.0,2.0,2.75,1.0,2.0,0.0,2.498779296875,0.577181208053691,1.0,0.5362654243527085,0.4637345756472914,1,20501220703125.0
1043,0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,272.0,1.0,0.0,5.0,0.23,3.0,81.0,5.0,6.0,12.0,1.0,3.14516129032258,0.0,2.0,0.0,0.498046875,0.8123834776973238,3.0,0.5011515207663207,0.49884847923367925,2,9501953125000.0
1953,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.0,3.0,0.0,1.0,0.3,1.0,0.0,3.0,0.0,4.0,2.0,1.5,1.0,2.0,0.0,1.49853515625,1.0,0.0,0.5934847280302589,0.40651527196974113,1,9501464843750.0
1054,0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,50.0,1.0,12.0,6.0,0.13,4.0,76.0,5.0,1.0,13.0,1.0,4.89473684210526,0.0,1.0,0.0,0.49951171875,0.741992882562278,3.0,0.8170623235154468,0.18293767648455314,1,5500488281250.0
1059,0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,52.0,2.0,3.0,5.0,0.29,2.0,83.0,5.0,0.0,14.0,2.0,3.25,0.0,2.0,0.0,0.498779296875,0.928571428571429,3.0,0.8097929650699273,0.19020703493007274,1,8501220703125.0
1956,0,1.0,0.0,1.0,12.0,0.0,0.0,2.0,51.0,2.0,6.0,7.0,0.19,1.0,85.0,2.0,0.0,15.0,2.0,3.33333333333333,0.0,2.0,0.0,1.4996339678764343,1.0,0.0,0.6294752030578983,0.3705247969421018,1,1500366032123.5657
1957,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,24.0,1.0,7.0,8.0,0.21,0.0,78.0,2.0,0.0,6.0,1.0,3.58333333333333,1.0,2.0,0.0,1.499878168106079,0.948717948717949,0.0,0.6462220161869299,0.35377798381307013,1,3500121831893.921
1968,0,18.0,7.0,1.0,5.0,4.0,0.0,2.0,20.0,5.0,0.0,12.0,0.05,1.0,82.0,4.0,0.0,4.0,3.0,4.22857142857143,1.0,1.0,0.0,1.499634027481079,1.0,0.0,0.6280673179363326,0.37193268206366736,1,2500365972518.921
1970,0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,18.0,4.0,0.0,6.0,0.17,0.0,69.0,3.0,0.0,6.0,3.0,2.4,0.0,1.0,0.0,1.499634027481079,0.986486486486487,1.0,0.5837232889323105,0.4162767110676895,1,2500365972518.921
1103,0,1.0,0.0,1.0,5.0,0.0,0.0,2.0,28.0,6.0,6.0,8.0,0.09,2.0,85.0,2.0,0.0,6.0,3.0,3.05,0.0,0.0,0.0,4.496335029602051,0.413793103448276,1.0,0.5112011615475502,0.4887988384524498,1,19503664970397.95
1112,0,5.0,0.0,1.0,1.0,3.0,0.0,3.0,40.0,2.0,0.0,5.0,0.24,0.0,80.0,3.0,20.0,1.0,1.0,20.7272727272727,2.0,2.0,0.0,2.5,0.675324675324675,2.0,0.5443710850049173,0.4556289149950827,1,1500000000000.0
1165,0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,54.0,2.0,1.0,12.5,0.16,0.0,95.0,5.0,0.0,4.0,2.0,1.25862068965517,0.0,0.0,0.0,0.0,0.757028112449799,2.0,0.5957698056772769,0.4042301943227231,1,4.384189936594912
1255,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,23.0,2.0,9.0,10.0,0.14,0.0,79.0,2.0,2.0,4.0,2.0,3.07142857142857,0.0,1.0,0.0,0.5,0.52803738317757,3.0,0.7104878196681419,0.28951218033185816,1,500000000000.0
1996,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,2.0,3.0,1.0,0.36,1.0,25.0,2.0,2.0,8.0,2.0,0.625,0.0,1.0,0.0,1.499634027481079,1.0,0.0,0.5543422417496972,0.44565775825030285,1,2500365972518.921
1998,0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,7.0,0.0,12.0,0.18,1.0,75.0,2.0,0.0,8.0,2.0,2.83333333333333,1.0,2.0,0.0,1.49853515625,1.0,0.0,0.5559801823159733,0.44401981768402665,1,64501464843750.0
1467,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,6.0,11.0,0.06,5.0,82.0,4.0,2.0,16.0,1.0,4.4375,1.0,1.0,0.0,0.490478515625,0.493445692883895,1.0,0.8137227716310615,0.1862772283689385,1,48509521484375.0
2004,0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,22.0,8.0,3.0,9.0,0.09,1.0,81.0,4.0,0.0,6.4990234375,2.0,2.41176470588235,0.0,1.0,0.0,92.0,0.632786885245902,0.0,0.5486373994267648,0.45136260057323513,1,1.5179335500129778
1535,0,3.0,1.0,1.0,3.0,0.0,5.0,2.0,140.0,6.0,0.0,1.0,0.41,5.0,79.0,5.0,2.0,10.0,2.0,1.91304347826087,1.0,1.0,0.0,0.498291015625,0.514469453376206,1.0,0.7523534120385602,0.24764658796143985,1,12501708984375.0
1671,0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,27.0,1.0,4.0,5.0,0.16,0.0,89.0,5.0,1.0,7.0,1.0,2.33333333333333,0.0,1.0,0.0,2.496826171875,0.448888888888889,1.0,0.5226619969266613,0.4773380030733387,1,18503173828125.0
2032,0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,17.0,1.0,1.0,6.0,0.15,5.0,61.0,2.0,0.0,8.0,1.0,2.66666666666667,1.0,2.0,0.0,2.4996343851089478,1.0,0.0,0.5127695888859819,0.4872304111140181,1,8500365614891.053
1727,0,0.0,0.0,1.0,6.0,0.0,1.0,2.0,115.0,1.0,0.0,17.0,0.25,0.0,95.0,1.0,0.0,5.0,3.0,3.14705882352941,1.0,1.0,0.0,1.4998782873153687,0.821917808219178,2.0,0.610355631441514,0.38964436855848605,1,500121712684.63135
1732,0,5.0,0.0,1.0,5.0,2.0,2.0,3.0,49.0,3.0,4.0,13.0,0.21,1.0,84.0,1.0,0.0,8.0,2.0,4.25,0.0,0.0,0.0,0.5,0.420886075949367,3.0,0.6522618651818712,0.3477381348181288,1,3500000000000.0
1744,0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,125.0,1.0,1.0,3.0,0.94,0.0,79.0,1.0,0.0,6.0,5.0,2.60869565217391,0.0,1.0,0.0,0.494384765625,0.681818181818182,1.0,0.7116273907041113,0.2883726092958887,1,26505615234375.0
1866,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,21.0,1.0,2.0,0.0,0.14,0.0,0.0,1.0,2.0,10.0,2.0,2.25,0.0,1.0,0.0,0.4951171875,0.605263157894737,0.0,0.8402493612283264,0.15975063877167361,1,168504882812500.0
1888,0,0.0,0.0,1.0,7.0,5.0,0.0,2.0,37.0,1.0,3.0,8.0,0.14,0.0,91.0,1.0,0.0,5.499879598617554,4.0,3.41935483870968,0.0,0.0,0.0,0.0,0.453038674033149,3.0,0.61475668963299,0.38524331036701,1,0.16866329467903607
2064,0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,29.0,1.0,0.0,5.0,0.39,2.0,45.0,1.0,0.0,2.0,1.0,4.75,3.0,2.0,0.0,2.4996343851089478,0.816666666666667,0.0,0.5153515993948288,0.4846484006051713,1,8500365614891.053
