,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
207,0,0,1,0,0,2,2,61,1,0,3,0.65,0,61,2,0,5,1,2.0,0,1,0,2,0.566473988439306,2
809,2,0,2,2,0,0,3,35,1,4,4,0.1,0,53.0,3,0,19,2,4.625,0,0,0,0,0.514705882352941,0
1953,0,0,1,1,0,0,1,18,3,0,4.5,0.3,1,0,3,0,4,2,1.5,1,2,0,11,1.0,0
1968,18,7,1,5,4,0,2,20,5,0,10.0,0.05,1,82,4,0,4,3,4.22857142857143,1,1,0,4,1.0,0
972,,,,,,,,,,,,,,,,,,,,,,,,,
1103,1,0,1,5,0,0,2,28,6,6,8,0.09,2,88.5,2,0,6,3,3.05,0,0,0,24,0.413793103448276,1
1112,,,,,,,,,,,,,,,,,,,,,,,,,
1950,0,0,1,2,0,1,1,22,3,2,2,0.21,2,46,5,0,4,2,0.488888888888889,1,2,0,23,0.577181208053691,1
1255,0,0,1,2,0,0,1,23,2,9,10,0.14,0,79,2,2,4,2,0.8,0,1,0,1,0.52803738317757,2
1732,5,0,1,5,2,2,3,49,3,4,13,0.21,1,29.0,1,0,4,2,7.791666666666665,0,0,0,4,0.420886075949367,3
1059,0,0,1,0,2,3,1,52,2,3,10.0,0.29,2,83,5,0,14,2,10.1,0,2,0,9,0.928571428571429,0
1054,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,,,,,,
916,0,4,1,3,0,0,3,21,1,0,8,0.15,1,53.0,1,0,17,1,7.135714285714285,1,1,0,68,0.621890547263682,0
1956,1,0,1,12,0,0,2,51,2,6,7,0.19,1,29.0,2,0,15,2,7.135714285714285,0,2,0,3,1.0,0
2004,2,0,1,1,2,0,2,22,8,3,9,0.09,1,81,4,0,11,2,0.488888888888889,0,1,0,92,0.632786885245902,0
548,,,,,,,,,,,,,,,,,,,,,,,,,
1998,2,1,1,1,0,0,1,27,7,0,7.0,0.18,1,75,2,0,8,2,2.83333333333333,1,2,0,66,1.0,0
86,0,0,1,0,0,4,2,116,1,7,7,0.79,0,29.0,2,2,13,3,7.135714285714285,1,0,0,0,0.566552901023891,3
2032,0,0,1,1,0,0,5,17,1,1,6,0.15,5,61,2,0,5,1,2.66666666666667,1,2,0,11,1.0,0
928,1,0,1,1,0,3,2,47,1,6,6.5,0.47,1,29.0,2,4,12,1,10.1,1,1,0,1,0.594117647058824,3
2064,1,0,2,1,0,2,4,29,1,0,13.0,0.39,2,67.0,1,0,2,1,4.75,3,2,0,11,0.816666666666667,0
877,,,,,,,,,,,,,,,,,,,,,,,,,
1467,2,0,1,1,0,0,1,46,1,6,8.0,0.06,5,82,4,2,9.0,1,10.8148148148148,1,1,0,49,0.493445692883895,1
104,0,0,1,2,0,0,2,38,1,7,6,0.1,0,87,2,0,13.0,1,10.8148148148148,1,1,0,2,0.470715835140998,2
282,1,1,1,1,0,1,2,70,6,2,2,0.15,1,53.0,2,1,4.0,2,7.866666666666665,0,0,0,40,0.416531604538088,3
192,,,,,,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,,,,,,,,,
1043,,,,,,,,,,,,,,,,,,,,,,,,,
