test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
338,0,0.0,0.0,1.0,0.0,9.0,0.0,40.0,10.0,1.0,4.0,0.11,0.0,54.0,4.0,1.0,11.0,2.0,2.925,0.0,2.0,1.0,0.686274509803922,0.0,151.49792742729187,0.636363636363636,0.0,5.0,5.0,0.6216066645546161,0.3783933354453839,1,5.986454973138766
356,0,19.0,54.0,1.0,4.0,11.0,0.0,524.0,5.0,0.0,171.0,0.21,0.0,99.0,2.0,0.0,131.0,2.0,13.8922716627635,0.0,0.0,1.0,0.244239631336406,0.0,414.0,0.8918239048549108,1.5,3.0,11.0,0.7556136325683624,0.24438636743163758,2,1500000000000.0
357,0,6.0,0.0,2.0,0.0,41.0,0.0,45.0,2.0,0.0,6.0,0.09500013381242754,1.0,66.0,1.0,0.0,22.0,1.0,4.8695652173913,1.0,2.0,1.0,1.06122448979592,0.0,811.0,0.6,0.0,4.0,5.0,0.5738957574501236,0.42610424254987644,1,0.0054395871816536046
358,0,63.0,0.0,1.0,5.0,26.0,1.0,454.0,9.0,0.0,6.0,0.17,0.0,85.0,3.0,1.0,33.0,2.0,4.031985776999903,0.0,1.0,1.0,0.85,0.0,5.471923828125,0.8918306790865386,3.0,4.0,11.0,0.5186122002444398,0.4813877997555603,3,120.99567530376878
928,0,7.0,4.0,1.0,22.0,5.0,3.0,582.0,4.0,17.0,7.0,0.84,0.0,98.0,1.0,1.0,31.0,8.0,15.928,0.0,0.0,1.0,0.453846153846154,0.0,100.0,0.35,0.0,3.0,4.499878287315369,0.7143808399401017,0.28561916005989824,1,0.33732747381916495
359,0,33.0,0.0,2.0,27.0,22.0,0.0,27.488525390625,3.0,0.0,4.0,0.11,0.0,97.0,4.0,0.0,17.0,2.0,3.88461538461538,0.0,1.0,1.0,0.712962962962963,0.0,165.0,1.0,0.0,3.0,4.0,0.7015410495766622,0.2984589504233378,1,8.282107604461135
360,0,11.0,1.0,2.0,4.0,13.0,1.0,160.0,1.0,0.0,1.0,0.26,0.0,88.0,5.0,0.0,17.0,1.0,4.31884057971014,0.0,1.0,1.0,0.816901408450704,0.0,19.4658203125,0.2678179442882538,0.0,6.0,5.0,0.5923136127644717,0.4076863872355283,2,29.100447879445603
363,0,6.0,0.0,1.0,5.0,9.0,1.0,178.0,8.0,6.0,14.0,0.19,0.0,96.0,4.0,3.0,29.0,2.0,6.52252252252252,0.0,1.0,1.0,0.725,0.0,1068.0,0.714285714285714,0.0,3.0,4.499878287315369,0.5629280007350079,0.4370719992649921,1,0.33732747381916495
929,0,12.0,9.0,1.0,3.0,36.0,2.0,206.0,3.0,0.0,2.0,0.3,0.0,80.0,4.0,0.0,21.0,2.0,4.13698630136986,1.0,1.0,1.0,0.636363636363636,0.0,58.0,0.8918185763888891,0.0,1.0,2.0,0.695346897169799,0.304653102830201,1,0.1538389297328439
368,0,12.0,0.0,1.0,1.0,34.0,1.0,140.0,2.0,4.0,5.0,0.33,1.0,94.0,3.0,0.0,22.0,2.0,3.28571428571429,0.0,2.0,1.0,0.653846153846154,0.0,109.89597129821777,0.25,0.0,4.0,8.0,0.532535453804255,0.4674645461957449,1,59.878596503055846
369,0,5.0,0.0,1.0,0.0,67.0,0.0,36.0,50.0,0.0,16.0,0.095014368891716,0.0,16.0,1.0,0.0,22.0,2.0,4.47457627118644,1.0,2.0,1.0,0.644970414201183,0.0,314.0,0.8918325063344597,0.0,5.0,1.0,0.5666969478063187,0.43330305219368126,2,0.3355885170154207
370,0,6.0,3.0,1.0,1.0,25.0,0.0,39.0,8.0,3.0,6.0,0.14,0.0,86.0,3.0,0.0,18.0,2.0,6.83333333333333,1.0,2.0,1.0,0.411764705882353,0.0,586.0,0.5051031708717346,0.0,5.0,1.0,0.5266758952900865,0.47332410470991354,1,0.006884083194020957
373,0,13.499635934829712,1.0,2.0,11.0,43.0,2.0,246.0,5.0,3.0,2.0,0.2,2.0,96.0,4.0,1.0,34.0,2.0,4.0,0.0,1.0,1.0,1.15853658536585,0.0,378.0,0.333333333333333,0.0,4.0,4.5,0.5414841422449586,0.4585158577550415,2,3500364065170.287
375,0,3.0,0.0,1.0,0.0,27.0,0.0,41.0,1.0,0.0,0.0,0.17,1.0,0.0,1.0,0.0,9.0,1.0,4.11111111111111,2.0,3.0,1.0,0.655172413793103,0.0,70.0,0.5751953125,0.0,3.0,6.0,0.5021592498806041,0.4978407501193959,1,0.101437086874273
376,0,36.0,0.0,1.0,2.00390625,16.0,0.0,170.0,3.0,0.0,2.0,0.21,0.0,92.0,5.0,0.0,24.0,2.0,6.24409448818898,0.0,1.0,1.0,0.603053435114504,0.0,92.0,0.89189453125,0.0,4.0,7.0,0.5175708655437348,0.4824291344562653,2,5996093750000.0
377,0,2.0,0.0,1.0,13.0,6.0,2.0,165.0,2.0,1.0,1.0,0.35,0.0,93.0,4.0,0.0,20.0,2.0,6.16981132075472,0.0,1.0,1.0,0.625,0.0,5.470703125,0.571428571428571,0.0,6.0,6.0,0.6011424786479367,0.3988575213520633,1,27.574749911468437
379,0,2.0,0.0,1.0,0.0,2.0,0.0,75.0,14.998291850090027,0.0,0.0,0.16,0.0,0.0,4.0,0.0,43.0,1.0,2.67241379310345,0.0,2.0,1.0,0.345679012345679,0.0,106.0,0.583333333333333,0.0,5.0,5.0,0.5520809545389532,0.44791904546104677,1,7001708149909.973
380,0,33.0,6.0,1.0,20.0,13.0,0.0,60.494873046875,9.4990234375,1.0,26.0,0.19,0.0,97.0,4.0,26.0,37.0,2.0,3.47619047619048,0.0,0.0,1.0,0.437275985663082,0.0,593.0,0.891832853618421,0.0,4.0,4.5,0.5311259584922351,0.4688740415077649,4,37500976562500.0
384,0,23.0,0.0,2.0,6.0,38.0,2.0,543.0,3.0,16.0,5.0,0.22,2.0,97.0,3.0,3.0,50.0,2.0,4.69411764705882,0.0,1.0,1.0,1.10919540229885,0.0,1313.0,0.8919300426136363,2.0,3.0,4.499878346920013,0.7296937299111248,0.27030627008887526,2,4.449949043351282
385,0,3.0,0.0,1.0,4.0,31.0,0.0,35.0,15.0,4.0,2.0,0.09500693678855897,0.0,100.0,4.0,2.0,36.0,2.0,2.83673469387755,0.0,1.0,1.0,0.784615384615385,0.0,743.0,0.8919270833333334,0.0,5.0,3.0,0.8484897720843756,0.15151022791562443,2,0.6547166537314616
386,0,6.0,0.0,1.0,1.0,105.0,1.0,171.0,9.0,0.0,1.0,0.16,1.0,100.0,4.0,5.0,62.0,2.0,3.70940170940171,0.0,1.0,1.0,0.645669291338583,0.0,145.0,0.8918276943943717,0.0,4.0,10.0,0.8314445294240129,0.16855547057598713,1,0.6512030018923668
397,0,9.0,1.0,1.0,4.0,27.0,2.0,257.0,5.0,10.0,0.0,0.45,0.0,100.0,3.0,5.0,27.0,2.0,7.42105263157895,0.0,1.0,1.0,0.435643564356436,0.0,34.0,0.89189453125,0.0,5.0,5.0,0.5089164038407117,0.49108359615928837,1,0.6635566319294974
398,0,8.0,1.0,1.0,1.0,7.0,7.0,869.0,4.0,6.0,0.0,1.29,0.0,100.0,3.0,59.0,27.0,2.0,5.27722772277228,0.0,1.0,1.0,0.433962264150943,0.0,129.0,0.891845703125,0.0,4.0,10.0,0.6513659298363145,0.3486340701636855,1,0.5285926117961304
404,0,11.0,7.0,2.0,4.0,4.0,0.0,43.0,9.0,0.0,7.0,0.08,0.0,72.0,3.0,3.0,30.0,2.0,4.70909090909091,1.0,0.0,1.0,0.861538461538462,0.0,55.0,0.26775568181818166,0.0,3.0,9.0,0.8171166250240315,0.18288337497596852,1,0.6198800019613186
405,0,13.494140625,17.0,2.0,11.0,56.0,0.0,155.0,5.0,0.0,7.0,0.09,0.0,100.0,3.0,0.0,10.497802734375,3.0,6.19047619047619,0.0,1.0,0.0,1.0530303030303,0.0,131.0,0.2678430501152488,0.0,2.0,12.0,0.6712452931716708,0.3287547068283292,3,28505859375000.0
408,0,1.5947265625,19.0,2.0,8.0,44.0,0.0,380.0,7.0,3.0,15.0,0.07,0.0,100.0,3.0,0.0,50.0,2.0,6.22693726937269,0.0,1.0,0.0,0.84,0.0,650.0,0.392857142857143,0.0,2.0,4.499878346920013,0.5055472118490743,0.4944527881509257,2,140405273437500.0
409,0,14.0,0.0,1.0,2.0,2.0,0.0,47.0,2.0,2.0,7.0,0.07,1.0,88.0,3.0,0.0,25.0,2.0,2.89189189189189,0.0,1.0,1.0,0.766233766233766,0.0,142.0,0.89189453125,0.0,4.0,2.0,0.9316914763045021,0.06830852369549789,1,0.6635566319294974
415,0,11.0,1.0,1.0,1.0,19.0,1.0,149.0,2.0,1.0,20.0,0.21,1.0,100.0,3.0,0.0,37.0,2.0,3.10126582278481,0.0,0.0,0.0,0.585365853658537,0.0,151.49822795391083,0.2678468352869936,0.0,4.0,9.0,0.6078754986417134,0.3921245013582866,2,1.3121422111962373
417,0,3.0,0.0,1.0,13.0,17.0,0.0,84.0,2.0,2.0,2.0,0.12,1.0,94.0,3.0,0.0,23.0,2.0,3.04166666666667,0.0,1.0,1.0,0.52,0.0,54.0,0.571428571428571,0.0,5.0,4.499267578125,0.8444701348122614,0.15552986518773854,1,3.0357024294293566
421,0,9.0,3.0,1.0,14.0,17.0,0.0,55.0,26.0,25.0,20.0,0.2750307059288025,0.0,91.0,4.0,7.0,22.0,2.0,2.18791946308725,0.0,0.0,1.0,0.448863636363636,0.0,1261.0,0.647058823529412,0.0,5.0,3.0,0.5005442272484826,0.4994557727515175,1,0.24480827701178587
467,0,0.0,0.0,2.0,6.0,1.0,1.0,182.0,11.0,26.0,19.0,0.23,1.0,91.0,2.0,5.0,30.0,2.0,4.43076923076923,0.0,0.0,0.0,1.18181818181818,0.0,520.0,0.571428571428571,1.0,3.0,4.5,0.8493094271375086,0.15069057286249138,1,1.6862268986903506
488,0,25.0,0.0,1.0,3.0,12.0,0.0,221.0,3.0,1.0,27.0,0.22,0.0,100.0,1.0,0.0,29.0,1.0,16.4110429447853,0.0,0.0,0.0,0.317365269461078,0.0,39.0,0.8918232798576355,0.0,2.0,5.0,0.6598679574720532,0.3401320425279468,1,0.12386790753744992
505,0,19.0,1.0,4.0,15.0,22.0,0.0,59.0,6.0,0.0,8.0,0.09,1.0,92.0,1.0,2.0,3.0,2.0,5.62857142857143,1.0,1.0,1.0,1.54761904761905,0.0,36.0,0.267822265625,0.0,3.0,5.0,0.8448770170386094,0.1551229829613906,1,0.3132034727838754
531,0,13.49963504076004,0.0,2.0,16.0,38.0,8.0,721.0,9.498046875,0.0,2.0,0.52,1.0,96.0,1.0,18.0,11.0,2.0,4.25974025974026,1.0,0.0,1.0,0.704081632653061,0.0,332.0,0.267822265625,0.0,5.0,4.0,0.6376293295404335,0.3623706704595665,3,22148481956631.95
535,0,14.0,2.0,2.0,6.0,20.0,1.0,119.0,14.0,0.0,42.0,0.17,0.0,100.0,2.0,5.0,16.0,2.0,3.71212121212121,0.0,0.0,0.0,0.962962962962963,0.0,47.0,0.891845703125,0.0,3.0,5.0,0.5065086425587322,0.4934913574412679,1,0.5285926117961304
538,0,17.0,14.0,3.0,7.4993908405303955,21.0,3.0,199.0,2.0,0.0,7.0,0.18,2.0,95.0,1.0,0.0,15.0,1.0,4.97222222222222,0.0,1.0,1.0,1.25641025641026,0.0,36.0,1.0,0.0,3.0,2.0,0.7054299649593174,0.2945700350406826,1,17500609159469.605
