test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
153,0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,172.0,1.0,10.0,1.0,12.0,0.0,2.0,91.0,1.0,2.0,1.0,0.0,0.0,0.625,0.0,4.0,0.0,5.0,0.51,0.49,2,4.587033086715658
1620,0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,60.0,1.0,7.0,9.0,10.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4,0.0,2.0,0.0,3.0,0.52,0.48,3,3.9903411460252602
1653,0,7.0,0.0,2.0,0.0,2.0,3.0,3.0,163.0,2.0,0.0,13.0,26.0,1.0,2.0,0.0,54.0,3.0,0.0,1.0,0.0,0.555555555555556,0.0,1.0,1.0,4.0,0.52,0.48,4,2236067977499.7896
1656,0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,27.0,1.0,0.0,0.0,11.0,0.0,1.0,0.0,42.0,2.0,1.0,4.0,0.0,0.75,0.0,1.0,0.0,2.0,0.5,0.5,1,1.3489815189522805
1682,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,21.0,1.0,0.0,1.0,25.0,0.0,3.0,0.0,15.0,3.0,1.0,1.0,0.0,0.5,0.0,3.0,0.0,0.0,0.5,0.5,4,1000000000000.0
1690,0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,167.0,1.0,0.0,25.0,91.0,0.0,3.0,0.0,18.0,2.0,0.0,1.0,0.0,0.428571428571429,0.0,1.0,0.0,0.0,0.53,0.47,5,2000000000000.0
1735,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,87.0,1.0,1.0,11.0,42.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,1.0,4.0,0.51,0.49,2,2.718959175871834
1737,0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,308.0,1.0,0.0,17.0,90.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.625,0.0,3.0,0.0,5.0,0.54,0.46,3,7.844127444764846
1742,0,1.0,2.0,1.0,0.0,3.0,8.0,1.0,1595.0,7.0,11.0,1.0,181.0,0.0,3.0,27.0,94.0,2.0,0.0,0.0,0.0,0.5,0.0,4.0,0.0,8.0,0.5,0.5,4,6708203932499.369
1744,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,104.0,2.0,0.0,13.0,52.0,0.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,1.0,4.0,0.51,0.49,2,3.3214817893539172
1761,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,96.0,1.0,0.0,11.0,44.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.4,0.0,3.0,0.0,7.0,0.5,0.5,2,3.6478665271776602
1764,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,53.0,1.0,0.0,0.0,22.0,0.0,4.0,0.0,11.0,2.0,0.0,1.0,0.0,0.4,0.0,3.0,0.0,4.0,0.51,0.49,3,3.990341146024299
348,0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,122.0,1.0,0.0,18.0,46.0,0.0,1.0,0.0,17.0,3.0,1.0,0.0,0.0,0.714285714285714,0.0,4.0,1.0,3.0,0.5,0.5,2,1000000000000.0
1800,0,7.0,0.0,2.0,1.0,0.0,6.0,3.0,285.0,7.0,17.0,29.0,16.0,2.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,7.0,0.5,0.5,2,8.871540832295539
377,0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,87.0,5.0,2.0,1.0,14.0,2.0,2.0,2.0,16.0,3.0,0.0,1.0,0.0,0.5,0.0,3.0,1.0,4.0,0.51,0.49,3,4.910366848290575
422,0,0.0,6.0,1.0,0.0,0.0,5.0,1.0,136.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,4.0,0.5,0.5,3,14000000000000.0
1861,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,81.0,1.0,5.0,9.0,14.0,0.0,1.0,77.0,1.0,2.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,1.0,0.5,0.5,1,0.6744907594761402
432,0,3.0,0.0,2.0,2.0,15.0,10.0,3.0,187.0,1.0,0.0,0.0,13.0,0.0,1.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.5,0.5,1,1.3489815189522805
444,0,2.0,0.0,2.0,2.0,66.0,5.0,3.0,455.0,4.0,0.0,0.0,75.0,0.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0,0.7,0.0,4.0,1.0,7.0,0.54,0.46,2,3.01641437676822
454,0,3.0,0.0,2.0,3.0,10.0,4.0,4.0,73.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.4,0.0,3.0,1.0,1.0,0.53,0.47,1,2.0234722784284207
2077,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0,4.0,1.0,0.0,84.0,1.0,6.0,0.0,18.0,1.0,0.0,1.0,0.0,0.75,0.0,1.0,0.0,7.0,0.5,0.5,3,4.474065547488416
2256,0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,30.0,1.0,0.0,1.0,2.0,5.0,5.0,0.0,16.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,2.0,0.5,0.5,3,1.0545473627005912
695,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,32.0,1.0,7.0,0.0,1.0,0.0,3.0,2.0,15.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,0.0,2.0,0.5,0.5,4,1000000000000.0
2414,0,3.0,0.0,1.0,1.0,0.0,6.0,6.0,103.0,1.0,0.0,12.0,10.0,8.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.8,0.0,4.0,1.0,2.0,0.51,0.49,2,3.439241544307972
720,0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,74.0,1.0,0.0,1.0,4.0,3.0,3.0,0.0,14.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,0.5,0.5,4,4000000000000.0
2617,0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,48.0,2.0,0.0,1.0,6.0,1.0,3.0,0.0,12.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.5,0.5,5,5.853170125253713
2661,0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,83.0,7.0,2.0,0.0,24.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.666666666666667,0.0,3.0,0.0,2.0,0.5,0.5,3,4000000000000.0
818,0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,35.0,1.0,3.0,1.0,2.0,2.0,6.0,0.0,13.0,1.0,0.0,3.0,0.0,0.5,0.0,4.0,1.0,0.0,0.5,0.5,3,3.0909049608476655
860,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,42.0,1.0,0.0,16.0,45.0,0.0,5.0,2.0,15.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,0.5,1,0.6744907594761402
2906,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,56.0,1.0,0.0,14.0,42.0,0.0,5.0,0.0,14.0,2.0,0.0,1.0,0.0,0.5,0.0,2.0,1.0,2.0,0.5,0.5,4,1000000000000.0
2911,0,1.0,0.0,2.0,1.0,3.0,5.0,5.0,95.0,1.0,7.0,0.0,5.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.428571428571429,0.0,3.0,1.0,6.0,0.51,0.49,3,7.017621761323563
921,0,5.0,0.0,1.0,6.0,0.0,1.0,3.0,105.0,3.0,10.0,25.0,51.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,6.0,0.51,0.49,4,1000000000000.0
923,0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,44.0,1.0,0.0,2.0,6.0,1.0,3.0,0.0,19.0,2.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,5.0,0.5,0.5,4,1414213562373.095
956,0,0.0,0.0,2.0,1.0,0.0,5.0,5.0,136.0,1.0,0.0,1.0,11.0,0.0,1.0,0.0,22.0,1.0,2.0,2.0,0.0,0.5,0.0,3.0,1.0,7.0,0.5,0.5,3,6.254969982118878
957,0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,62.0,1.0,0.0,0.0,67.0,0.0,3.0,0.0,16.0,3.0,0.0,1.0,0.0,0.545454545454545,0.0,2.0,5.0,5.0,0.5,0.5,5,1414213562373.095
960,0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,100.0,2.0,0.0,13.0,158.0,0.0,3.0,0.0,35.0,4.0,0.0,1.0,0.0,0.5,0.0,2.0,1.0,7.0,0.5,0.5,3,2000000000000.0
987,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,25.0,2.0,2.0,2.0,4.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,0.0,1.0,0.51,0.49,2,2.8616219392399427
1143,0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,64.0,2.0,7.0,10.0,23.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,2.0,0.0,5.0,0.51,0.49,3,1000000000000.0
3523,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.62,0.38,1,0.6744907594761402
