test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
2282,0,1.0,14.0,1.0,1.0,0.0,0.0,2.0,12.0,1.0,7.0,40.0,0.11,0.0,73.0,1.0,3.0,20.0,2.0,3.03571428571429,0.0,3.19642857142857,0.0,0.0,0.806451612903226,1.0,0.0,0.5,0.5,1,3000000000000.0
886,0,23.0,34.0,1.0,16.0,0.0,1.0,3.0,43.0,0.0,94.0,146.0,0.08,0.0,100.0,2.0,2.0,44.0,2.0,4.3594470046083,0.0,4.31336405529954,0.0,0.0,0.352900312608545,0.4,1.0,0.5,0.5,3,14071247279470.29
2283,0,13.0,7.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,6.0,32.0,0.12,0.0,88.0,2.0,0.0,23.0,3.0,6.14285714285714,0.0,3.44444444444444,0.0,0.0,0.839400428265525,0.666666666666667,0.0,0.5,0.5,4,7549834435270.749
2289,0,1.0,23.0,1.0,3.0,0.0,0.0,2.0,16.0,3.0,0.0,34.0,0.17,0.0,100.0,2.0,0.0,1.0,3.0,3.18032786885246,1.0,4.14754098360656,1.0,0.0,0.851251840942563,1.0,2.0,0.5,0.5,2,9.544699647967558
2290,0,1.0,10.0,1.0,4.0,0.0,2.0,2.0,8.0,0.0,18.0,25.0,0.05,0.0,89.0,2.0,0.0,3.0,2.0,3.69230769230769,1.0,3.76923076923077,1.0,0.0,0.894865525672372,0.5,0.0,0.5,0.5,3,3605551275463.9893
2293,0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,0.08,4.0,100.0,3.0,0.0,9.0,2.0,3.35,0.0,11.8,0.0,0.0,0.648739495798319,0.0,0.0,0.53,0.47,2,1000000000000.0
2311,0,3.0,18.0,1.0,5.0,0.0,1.0,3.0,5.0,0.0,22.0,14.0,0.08,1.0,93.0,1.0,0.0,34.0,2.0,4.65714285714286,1.0,7.74285714285714,1.0,0.0,0.846590909090909,0.666666666666667,0.0,0.51,0.49,1,1000000000000.0
1882,0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,0.0,34.0,0.99,0.0,0.0,1.0,2.0,1.0,3.0,4.43243243243243,0.0,2.43243243243243,0.0,0.0,0.617234468937876,0.0,6.0,0.52,0.48,4,400000000000.0
1925,0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,13.0,14.0,0.31,0.0,80.0,1.0,0.0,4.0,5.0,4.0,1.0,3.5,1.0,0.0,0.660583941605839,1.0,0.0,0.5,0.5,4,3464101615137.7544
980,0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,6.0,19.0,31.0,1.0,0.07,3.0,92.0,1.0,0.0,60.0,2.0,7.78947368421053,1.0,8.76315789473684,1.0,0.0,0.449636552440291,0.0,1.0,0.52,0.48,3,3041381265149.11
990,0,1.0,4.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,8.0,8.0,0.13,1.0,76.0,1.0,1.0,19.0,1.0,5.25,2.0,6.33333333333333,1.0,0.0,0.411016949152542,0.5,0.0,0.51,0.49,1,1000000000000.0
2357,0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,5.0,0.08,8.0,68.0,2.0,3.0,8.0,1.0,3.75,1.0,10.5,1.0,0.0,1.0,1.0,0.0,0.5,0.5,2,2236067977499.7896
1137,0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,17.0,6.0,21.0,0.08,5.0,0.0,5.0,1.0,26.0,1.0,6.20512820512821,0.0,12.2564102564103,0.0,0.0,0.61216429699842,1.0,0.0,0.52,0.48,2,3000000000000.0
1142,0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,5.0,1.0,0.29,2.0,83.0,5.0,0.0,0.0,2.0,3.33333333333333,0.0,7.41666666666667,2.0,0.0,0.928571428571429,1.0,0.0,0.5,0.5,4,3605551275463.9893
1161,0,1.0,0.0,1.0,13.0,0.0,0.0,2.0,5.0,6.0,7.0,1.0,0.18,1.0,85.0,3.0,1.0,16.0,2.0,3.0952380952381,0.0,5.95238095238095,2.0,0.0,0.707142857142857,0.0,1.0,0.53,0.47,2,1000000000000.0
1167,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.24,1.0,70.0,2.0,4.0,19.0,1.0,3.2,1.0,10.2,1.0,0.0,1.0,1.0,0.0,0.51,0.49,1,0.44966050631762905
1201,0,6.0,4.0,1.0,6.0,0.0,0.0,2.0,14.0,1.0,27.0,28.0,0.06,0.0,91.0,3.0,9.0,15.0,2.0,3.77142857142857,0.0,4.85714285714286,0.0,0.0,0.994230769230769,0.0,1.0,0.5,0.5,2,4123105625617.6606
2437,0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,6.0,6.0,27.0,29.0,0.13,3.0,0.0,2.0,1.0,4.0,2.0,4.4,1.0,5.74285714285714,1.0,0.0,0.885558583106267,1.0,0.0,0.51,0.49,4,1414213562373.095
1212,0,1.0,0.0,1.0,5.0,2.0,0.0,2.0,7.0,6.0,0.0,1.0,0.08,1.0,87.0,4.0,0.0,1.0,3.0,2.92,0.0,6.4,0.0,0.0,0.48590021691974,1.0,1.0,0.53,0.47,3,7.933832451362762
1282,0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,10.0,0.17,7.0,86.0,5.0,0.0,1.0,1.0,2.72727272727273,0.0,12.2727272727273,1.0,0.0,0.563192904656319,1.0,0.0,0.51,0.49,2,3000000000000.0
2547,0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,9.0,0.0,3.0,18.0,0.12,2.0,0.0,1.0,0.0,6.0,2.0,3.75,0.0,6.65,1.0,0.0,0.801089918256131,1.0,1.0,0.5,0.5,1,1.2526256961707996
2548,0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,8.0,0.0,0.0,14.0,0.13,1.0,84.0,2.0,0.0,1.0,2.0,3.05882352941176,0.0,5.0,1.0,0.0,0.713692946058091,1.0,1.0,0.53,0.47,2,3.5849675612872773
2591,0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,11.0,0.0,16.0,44.0,0.09,4.0,0.0,5.0,1.0,24.0,2.0,3.89090909090909,0.0,8.70909090909091,1.0,0.0,0.976784677887406,0.666666666666667,5.0,0.5,0.5,3,5385164807134.504
1692,0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,24.0,5.0,0.0,35.0,0.05,1.0,75.0,4.0,0.0,1.0,2.0,2.39024390243902,0.0,6.17073170731707,1.0,0.0,0.6,0.0,1.0,0.53,0.47,3,1000000000000.0
2004,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,21.0,0.11,0.0,0.0,1.0,2.0,0.0,2.0,2.43478260869565,0.0,4.43478260869565,1.0,0.0,0.992805755395683,0.857142857142857,1.0,0.5,0.5,2,4.708195607584581
2013,0,0.0,0.0,2.0,1.0,0.0,6.0,7.0,2.0,6.0,6.0,0.0,0.3,5.0,73.0,3.0,1.0,6.0,1.0,4.44444444444444,1.0,13.5555555555556,2.0,0.0,0.352030947775629,0.0,0.0,0.5,0.5,3,3162277660168.3794
2015,0,0.0,1.0,2.0,2.0,0.0,3.0,4.0,2.0,10.0,8.0,1.0,0.28,1.0,84.0,3.0,0.0,1.0,2.0,3.93333333333333,0.0,7.2,1.0,0.0,0.407228915662651,0.0,4.0,0.5,0.5,3,666666666666.667
