,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
779,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,1.0,3.0,10.0,22.0,0.0,1.0,63.0,6.0,2.0,1.0,2.2,1.0,1.0,0.0,0.8,0.0,3.0,3.0
897,1.0,0.0,2.0,0.0,17.0,6.0,3.0,133.0,1.0,0.0,53.0,17.0,0.0,1.0,0.0,9.0,2.0,0.0,3.61111111111111,1.0,1.0,0.0,1.0,0.0,2.0,5.0
939,3.0,0.0,2.0,2.0,70.0,1.0,3.0,495.0,4.0,0.0,4.0,78.0,0.0,2.0,1259.0,11.0,2.0,0.0,3.39506172839506,0.0,1.0,0.0,0.75,0.0,4.0,7.0
946,2.0,0.0,1.0,1.0,18.0,4.0,4.0,106.0,1.0,0.0,0.0,17.0,0.0,1.0,0.0,77.0,3.0,0.0,2.63157894736842,1.0,1.0,0.0,1.0,0.0,2.0,5.0
2825,4.0,0.0,1.0,1.0,0.0,5.0,5.0,111.0,1.0,0.0,12.0,11.0,15.0,2.0,0.0,11.0,2.0,328.0,10.4666666666667,1.0,1.0,0.0,0.571428571428571,0.0,4.0,3.0
2829,1.0,0.0,1.0,1.0,0.0,6.0,4.0,62.0,1.0,1.0,0.0,5.0,5.0,2.0,2788.0,9.0,1.0,0.0,1.4,1.0,1.0,0.0,0.5,0.0,3.0,2.0
2936,0.0,0.0,1.0,1.0,0.0,0.0,1.0,37.0,1.0,8.0,38.0,76.0,0.0,3.0,0.0,38.0,1.0,334.0,1.63095238095238,0.0,1.0,0.0,0.714285714285714,0.0,3.0,1.0
3867,1.0,0.0,1.0,1.0,0.0,1.0,3.0,56.0,1.0,5.0,3.0,214.0,0.0,1.0,4.0,22.0,2.0,0.0,8.1578947368421,1.0,1.0,0.0,0.5,0.0,2.0,3.0
3877,0.0,0.0,1.0,1.0,0.0,0.0,1.0,42.0,53.0,0.0,17.0,47.0,0.0,5.0,2.0,15.0,2.0,240.0,1.85106382978723,1.0,1.0,0.0,0.5,0.0,1.0,4.0
3912,1.0,0.0,1.0,1.0,0.0,1.0,3.0,55.0,1.0,5.0,64.0,13.0,0.0,1.0,433.0,22.0,2.0,0.0,8.0,1.0,1.0,0.0,0.5,0.0,2.0,5.0
3919,18.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,1.0,1.0,16.0,46.0,0.0,5.0,2525.0,14.0,2.0,0.0,1.72340425531915,1.0,1.0,0.0,0.5,0.0,4.0,3.0
3926,1.0,0.0,2.0,1.0,3.0,5.0,5.0,95.0,1.0,7.0,4.0,5.0,2.0,3.0,2788.0,19.0,1.0,1.0,1.4,1.0,1.0,0.0,0.666666666666667,0.0,3.0,6.0
4145,10.0,0.0,1.0,6.0,0.0,1.0,3.0,99.0,3.0,10.0,25.0,51.0,0.0,5.0,646.0,22.0,2.0,0.0,4.12676056338028,0.0,1.0,0.0,0.428571428571429,0.0,4.0,2.0
4147,1.0,0.0,1.0,1.0,1.0,2.0,3.0,47.0,1.0,4.0,2.0,76.0,1.0,3.0,2324.0,19.0,2.0,1.0,7.81818181818182,1.0,1.0,0.0,0.75,0.0,1.0,5.0
4304,2.0,0.0,1.0,0.0,2.0,0.0,5.0,97.0,1.0,7.0,10.0,167.0,0.0,3.0,2.0,32.0,4.0,305.0,2.59659090909091,1.0,1.0,0.0,0.625,0.0,2.0,8.0
