test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
110,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,8.0,25.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.333333333333333,0.0,5.0,1.0,1.0,0.7071969469937879,0.2928030530062121,1
123,0,0.0,0.0,1.0,4.0,0.0,2.0,2.0,246.0,1.0,0.0,3.0,84.0,0.0,1.0,1.0,10.0,1.0,0.0,1.0,0.0,0.571428571428571,0.0,4.0,2.0,4.0,0.6974400771557767,0.30255992284422323,1
153,0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,172.0,1.0,10.0,1.0,12.0,0.0,2.0,91.0,12.0,2.0,1.0,0.0,0.0,0.625,0.0,4.0,1.0,5.0,0.5480329089624101,0.4519670910375899,1
1620,0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,60.0,1.0,7.0,9.0,10.0,1.0,3.0,0.0,11.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,1.0,3.0,0.7383559349835866,0.2616440650164133,1
1682,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,21.0,1.0,0.0,4.0,25.0,0.0,3.0,1.0,15.0,3.0,1.0,1.0,0.0,0.5,0.0,3.0,1.0,3.0,0.6363270068150116,0.36367299318498836,1
1690,0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,167.0,1.0,4.0,25.0,91.0,0.0,3.0,0.0,18.0,2.0,0.0,1.0,0.0,0.428571428571429,0.0,3.0,2.0,7.0,0.7191957864285337,0.28080421357146634,1
1735,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,87.0,1.0,1.0,11.0,42.0,0.0,4.0,0.0,9.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,2.0,4.0,0.6227694889599598,0.3772305110400403,1
1737,0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,308.0,1.0,4.0,17.0,90.0,0.0,3.0,0.0,22.0,1.0,0.0,1.0,0.0,0.625,0.0,3.0,2.0,5.0,0.7255473504432199,0.2744526495567801,1
1742,0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,1595.0,1.0,11.0,7.0,181.0,0.0,3.0,27.0,94.0,2.0,0.0,0.0,0.0,0.5,0.0,4.0,1.0,8.0,0.7007154710276431,0.29928452897235686,1
1743,0,2.0,0.0,3.0,0.0,9.0,9.0,4.0,118.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,19.0,1.0,0.0,1.0,0.0,0.75,0.0,1.0,1.0,2.0,0.5645402005898086,0.4354597994101915,1
1764,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,53.0,1.0,1.0,5.0,22.0,0.0,4.0,0.0,11.0,2.0,0.0,1.0,0.0,0.4,0.0,3.0,2.0,4.0,0.6625960497255161,0.33740395027448383,1
1771,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,93.0,1.0,1.0,12.0,47.0,0.0,4.0,0.0,12.0,2.0,0.0,1.0,0.0,0.5,0.0,1.0,2.0,2.0,0.5989485770847368,0.4010514229152632,1
1775,0,6.0,0.0,1.0,2.0,0.0,2.0,2.0,163.0,7.0,7.0,33.0,46.0,1.0,3.0,0.0,29.0,4.0,0.0,1.0,0.0,0.444444444444444,0.0,2.0,1.0,4.0,0.6717782662661429,0.32822173373385705,1
348,0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,122.0,1.0,0.0,18.0,46.0,0.0,1.0,0.0,17.0,3.0,1.0,0.0,0.0,0.714285714285714,0.0,4.0,2.0,3.0,0.6923270596402521,0.3076729403597479,1
361,0,5.0,0.0,1.0,1.0,1.0,5.0,3.0,264.0,6.0,18.0,24.0,27.0,1.0,2.0,3.0,31.0,4.0,0.0,0.0,0.0,0.666666666666667,0.0,1.0,2.0,8.0,0.5741908863719478,0.4258091136280522,1
1800,0,7.0,0.0,2.0,1.0,0.0,6.0,3.0,285.0,7.0,17.0,29.0,16.0,2.0,4.0,3.0,27.0,2.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,7.0,0.5678162705091239,0.43218372949087613,1
377,0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,87.0,5.0,6.0,7.0,14.0,2.0,2.0,2.0,16.0,3.0,0.0,1.0,0.0,0.5,0.0,3.0,1.0,4.0,0.659609017026062,0.34039098297393805,1
432,0,3.0,0.0,2.0,2.0,15.0,10.0,3.0,187.0,1.0,0.0,0.0,13.0,0.0,1.0,0.0,13.0,1.0,0.0,1.0,0.0,0.8,0.0,3.0,0.0,3.0,0.5204871812267475,0.4795128187732525,1
433,0,3.0,0.0,1.0,0.0,43.0,5.0,2.0,270.0,1.0,0.0,0.0,41.0,0.0,1.0,0.0,20.0,1.0,0.0,1.0,0.0,0.5,0.0,5.0,2.0,2.0,0.7199393413790159,0.28006065862098406,1
444,0,2.0,0.0,2.0,2.0,66.0,5.0,3.0,455.0,4.0,0.0,4.0,75.0,0.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0,0.7,0.0,3.0,3.0,7.0,0.669321566159039,0.3306784338409609,1
1893,0,1.0,0.0,2.0,1.0,8.0,6.0,4.0,79.0,1.0,0.0,2.0,8.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,2.0,1.0,0.5716048926472455,0.4283951073527545,1
454,0,3.0,0.0,2.0,3.0,10.0,4.0,4.0,73.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.8,0.0,3.0,2.0,1.0,0.5497174902726855,0.45028250972731454,2
695,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,32.0,2.0,7.0,8.0,15.0,0.0,3.0,2.0,15.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,1.0,2.0,0.7496123907923349,0.25038760920766506,1
2414,0,3.0,0.0,1.0,1.0,0.0,6.0,6.0,103.0,1.0,0.0,12.0,130.0,8.0,2.0,0.0,11.0,2.0,1.0,1.0,0.0,0.8,0.0,4.0,2.0,2.0,0.6126380924091246,0.38736190759087546,1
2489,0,13.0,0.0,1.0,8.0,2.0,0.0,3.0,40.0,4.0,11.0,7.0,19.0,0.0,2.0,0.0,24.0,2.0,0.0,0.0,0.0,0.2,0.0,2.0,2.0,3.0,0.6702849162418941,0.3297150837581059,1
2513,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,37.0,3.0,6.0,11.0,22.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.428571428571429,0.0,4.0,2.0,2.0,0.5549522397717608,0.44504776022823916,1
2617,0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,48.0,2.0,6.0,3.0,6.0,1.0,3.0,0.0,12.0,1.0,1.0,1.0,0.0,0.428571428571429,0.0,3.0,0.0,5.0,0.5130122004715212,0.48698779952847876,1
799,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.666666666666667,0.0,5.0,2.0,2.0,0.5822893605228872,0.4177106394771128,1
818,0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,35.0,1.0,3.0,1.0,2.0,2.0,6.0,0.0,13.0,1.0,0.0,3.0,0.0,0.5,0.0,2.0,1.0,4.0,0.762017178185767,0.23798282181423308,1
865,0,1.0,0.0,2.0,1.0,3.0,6.0,2.0,100.0,1.0,7.0,3.0,5.0,2.0,3.0,1.0,19.0,1.0,1.0,1.0,0.0,0.333333333333333,0.0,2.0,1.0,3.0,0.5211886739809173,0.4788113260190828,2
2911,0,1.0,0.0,2.0,1.0,3.0,5.0,1.0,95.0,1.0,7.0,3.0,5.0,2.0,3.0,0.0,19.0,1.0,1.0,1.0,0.0,0.428571428571429,0.0,3.0,1.0,6.0,0.6700147475375009,0.32998525246249905,2
920,0,0.0,0.0,2.0,3.0,0.0,3.0,3.0,38.0,2.0,1.0,2.0,4.0,2.0,3.0,0.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.6394056576236171,0.3605943423763828,1
921,0,5.0,0.0,1.0,6.0,0.0,1.0,3.0,105.0,3.0,10.0,25.0,51.0,0.0,5.0,0.0,23.0,2.0,0.0,0.0,0.0,0.4,0.0,4.0,2.0,6.0,0.5863803386254682,0.4136196613745318,1
923,0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,44.0,1.0,4.0,2.0,6.0,1.0,3.0,0.0,19.0,2.0,1.0,1.0,0.0,0.5,0.0,1.0,2.0,5.0,0.6903981969670248,0.3096018030329752,1
956,0,0.0,0.0,2.0,1.0,0.0,5.0,5.0,136.0,1.0,9.0,3.0,11.0,0.0,1.0,0.0,22.0,1.0,2.0,2.0,0.0,0.5,0.0,2.0,2.0,7.0,0.5030884601170194,0.49691153988298065,1
957,0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,62.0,1.0,4.0,4.0,67.0,0.0,3.0,1.0,16.0,3.0,0.0,1.0,0.0,0.545454545454545,0.0,4.0,2.0,5.0,0.7888848242563007,0.21111517574369928,1
958,0,3.0,0.0,1.0,5.0,1.0,0.0,1.0,174.0,7.0,9.0,62.0,141.0,0.0,2.0,0.0,15.0,2.0,1.0,1.0,0.0,0.625,0.0,3.0,2.0,6.0,0.6118742149882371,0.38812578501176287,1
960,0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,100.0,2.0,7.0,13.0,158.0,0.0,3.0,2.0,35.0,4.0,0.0,1.0,0.0,0.5,0.0,2.0,2.0,7.0,0.7923784577910205,0.20762154220897952,1
987,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,25.0,2.0,2.0,2.0,4.0,1.0,4.0,0.0,8.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,1.0,1.0,0.6921231326051955,0.3078768673948045,1
3523,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.6737416907789262,0.32625830922107374,1
