,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
696,20.0,2.0,2.0,3.0,14.0,0.0,29.0,5.0,0.0,14.0,0.14,0.0,66.0,90.0,3.0,0.0,16.0,2.0,3.3125,0.0,3.85,0.0,1.0,0.05,0.0,48.0,1.0,0.0,6.0,8.0
662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,15.0,0.0,1.0,2.0,230.0,0.0,6.0,2.0,0.0,1.0,0.05,0.0,3.0,43.0,2.0,0.0,8.0,1.0,5.59656652360515,0.0,3.90557939914163,1.0,1.0,0.48728813559322,0.0,43.0,0.1,0.0,2.0,6.0
635,25.0,55.0,1.0,3.0,12.0,0.0,27.0,8.0,0.0,187.0,0.21,0.0,459.0,15.0,2.0,4.0,19.0,2.0,13.8152866242038,0.0,2.92356687898089,0.0,1.0,0.05,0.0,369.0,0.1,4.0,4.0,14.0
823,27.0,0.0,2.0,4.0,4.0,2.0,109.0,3.0,0.0,12.0,0.28,1.0,81.0,75.0,2.0,0.0,14.0,3.0,3.94117647058824,0.0,5.37647058823529,0.0,1.0,0.05,0.0,438.0,0.1,0.0,4.0,2.0
637,68.0,0.0,2.0,5.0,29.0,1.0,8.0,12.0,0.0,6.0,0.15,0.0,290.0,70.0,3.0,1.0,36.0,2.0,6.05956112852665,0.0,5.16300940438872,1.0,1.0,0.05,0.0,125.0,0.1,0.0,6.0,10.0
656,17.0,1.0,2.0,11.0,45.0,2.0,27.0,5.0,3.0,2.0,0.21,2.0,33.0,2.0,4.0,1.0,36.0,2.0,4.02564102564103,0.0,8.28205128205128,1.0,1.0,0.15,0.0,161.0,0.15,1.0,4.0,9.0
256,8.0,0.0,1.0,0.0,0.0,0.0,32.0,14.0,14.0,15.0,0.08,1.0,217.0,15.0,1.0,2.0,64.0,2.0,5.80645161290323,0.0,5.62672811059908,0.0,1.0,0.05,0.0,145.0,0.3,0.0,1.0,1.0
817,19.0,1.0,4.0,15.0,22.0,0.0,0.0,6.0,0.0,8.0,0.09,1.0,13.0,2.0,1.0,2.0,13.0,2.0,5.37142857142857,1.0,3.71428571428571,1.0,1.0,0.15,0.0,84.0,0.538461538461538,0.0,3.0,6.0
668,3.0,0.0,1.0,4.0,34.0,0.0,0.0,18.0,4.0,2.0,0.07,1.0,20.0,70.0,4.0,2.0,15.0,2.0,2.77777777777778,0.0,6.37037037037037,1.0,1.0,0.05,0.0,83.0,0.1,0.0,6.0,2.0
551,21.0,0.0,1.0,2.0,7.0,0.0,0.0,1.0,2.0,5.0,0.12,0.0,57.0,4.0,5.0,0.0,19.0,1.0,5.015625,0.0,5.40625,1.0,1.0,0.05,0.0,68.0,0.1,0.0,4.0,7.0
667,25.0,0.0,2.0,6.0,43.0,2.0,21.0,5.0,16.0,10.0,0.22,2.0,138.0,2.0,3.0,3.0,19.0,2.0,4.7292817679558,0.0,8.38674033149171,1.0,1.0,0.2,0.0,507.0,0.1,4.0,3.0,12.0
853,29.0,4.0,2.0,13.0,30.0,1.0,0.0,15.0,0.0,54.0,0.16,0.0,54.0,62.0,2.0,5.0,13.0,2.0,4.15476190476191,0.0,4.5,0.0,0.0,0.05,0.0,135.0,0.1,0.0,3.0,5.0
778,2.0,0.0,2.0,6.0,2.0,1.0,9.0,13.0,29.0,21.0,0.21,1.0,72.0,70.0,2.0,5.0,19.0,2.0,4.43243243243243,0.0,5.47297297297297,0.0,0.0,0.05,0.0,240.0,0.1,0.0,3.0,9.0
702,3.0,0.0,1.0,13.0,17.0,0.0,6.0,2.0,2.0,2.0,0.12,1.0,56.0,70.0,3.0,0.0,19.0,2.0,3.08219178082192,0.0,5.64383561643836,1.0,1.0,0.05,0.0,3.0,0.4,0.0,5.0,9.0
660,2.0,0.0,1.0,18.0,6.0,2.0,6.0,2.0,1.0,1.0,0.31,0.0,51.0,2.0,4.0,0.0,16.0,2.0,6.96491228070175,0.0,5.28070175438596,1.0,1.0,0.05,0.0,23.0,0.15,0.0,7.0,6.0
659,36.0,0.0,1.0,8.0,16.0,0.0,6.0,3.0,0.0,2.0,0.19,0.0,109.0,4.0,5.0,0.0,16.0,2.0,6.448,0.0,4.064,1.0,1.0,0.05,0.0,90.0,0.1,0.0,4.0,8.0
692,153.0,20.0,2.0,9.0,44.0,0.0,12.0,7.0,3.0,15.0,0.07,0.0,521.0,4.0,3.0,0.0,15.0,2.0,5.50619469026549,0.0,6.04424778761062,1.0,0.0,0.05,0.0,1297.0,0.1,4.0,2.0,13.0
643,7.0,0.0,1.0,5.0,9.0,1.0,0.0,9.0,6.0,17.0,0.18,0.0,112.0,2.0,4.0,3.0,16.0,2.0,6.71074380165289,0.0,4.41322314049587,1.0,1.0,0.05,0.0,165.0,0.1,3.0,3.0,7.0
689,42.0,17.0,2.0,11.0,56.0,0.0,0.0,5.0,0.0,7.0,0.09,0.0,70.0,15.0,3.0,0.0,16.0,3.0,5.73015873015873,0.0,6.31746031746032,1.0,0.0,0.05,0.0,156.0,1.0,0.0,3.0,11.0
547,29.0,38.0,1.0,14.0,21.0,0.0,157.0,22.0,2.0,45.0,0.1,0.0,154.0,62.0,4.0,4.0,11.0,2.0,3.13142857142857,0.0,5.17142857142857,0.0,0.0,0.2,0.0,374.0,0.1,0.0,5.0,5.0
