test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
928,0,7.0,4.0,1.0,0.49951171875,5.0,3.0,582.0,4.0,17.0,7.0,0.84,0.0,98.0,1.0,1.0,31.0,8.0,15.928,0.0,0.0,1.0,0.453846153846154,0.0,100.0,0.35,0.0,3.0,5.0,0.5243072493391744,0.4756927506608256,1,21500488281250.0
359,0,33.0,0.0,2.0,27.0,10.497925996780396,0.0,138.0,3.0,0.0,4.0,0.11,0.0,97.0,4.0,0.0,17.0,2.0,3.88461538461538,0.0,1.0,1.0,0.712962962962963,0.0,38.4765625,1.0,0.0,3.0,4.0,0.5320163014434931,0.46798369855650696,2,11502074003219.604
360,0,11.0,1.0,2.0,4.0,9.499267578125,1.0,160.0,1.0,0.0,1.0,0.26,0.0,88.0,5.0,0.0,17.0,1.0,4.31884057971014,0.0,1.0,1.0,0.816901408450704,0.0,5.484375,0.75,0.0,6.0,5.0,0.5025638364011104,0.49743616359888965,2,3500732421875.0
363,0,6.0,0.0,1.0,5.0,9.0,1.0,178.0,8.0,6.0,14.0,0.19,0.0,96.0,4.0,3.0,29.0,2.0,6.52252252252252,0.0,1.0,1.0,0.725,0.0,20.7978515625,0.714285714285714,0.0,3.0,5.0,0.5064587593262923,0.49354124067370775,1,176.5820431062531
929,0,12.0,9.0,1.0,3.0,7.4970703125,2.0,206.0,3.0,0.0,2.0,0.3,0.0,80.0,4.0,0.0,21.0,2.0,4.13698630136986,1.0,1.0,1.0,0.636363636363636,0.0,58.0,0.777777777777778,0.0,1.0,2.0,0.5525514488481335,0.44744855115186655,1,28502929687500.0
367,0,11.0,0.0,1.0,3.0,9.0,0.0,42.0,12.499878823757172,0.0,1.0,0.13,0.0,85.0,3.0,0.0,9.0,2.0,2.0,0.0,1.0,1.0,0.385964912280702,0.0,85.0,0.8,0.0,3.0,3.0,0.5540582422984501,0.4459417577015498,1,1500121176242.8281
368,0,12.0,0.0,1.0,1.0,15.99560546875,1.0,140.0,2.0,4.0,5.0,0.33,1.0,94.0,3.0,0.0,2.4970703125,2.0,3.28571428571429,0.0,2.0,1.0,0.653846153846154,0.0,5.44921875,0.25,0.0,4.0,8.0,0.5050327972180195,0.49496720278198053,3,18004394531250.0
931,0,3.0,1.0,2.0,0.0,19.0,0.0,29.0,2.0,0.0,3.0,0.11,0.0,84.0,3.0,0.0,14.0,2.0,3.58620689655172,1.0,1.0,1.0,0.71875,0.0,54.49462890625,0.666666666666667,0.0,2.0,2.0,0.52125885418232,0.47874114581767996,1,12.731918773394252
369,0,5.0,0.0,1.0,0.0,32.4998779296875,0.0,36.0,2.4921875,0.0,16.0,0.03,0.0,16.0,1.0,0.0,22.0,2.0,4.47457627118644,1.0,2.0,1.0,0.644970414201183,0.0,314.0,0.648648648648649,0.0,5.0,1.0,0.5072146158412445,0.49278538415875545,2,58713292118579.25
370,0,6.0,3.0,1.0,1.0,25.0,0.0,39.0,8.0,3.0,6.0,0.14,0.0,86.0,3.0,0.0,18.0,2.0,6.83333333333333,1.0,2.0,1.0,0.411764705882353,0.0,119.399658203125,0.5,0.0,5.0,1.0,0.5136148750871392,0.48638512491286084,1,78.67940472764002
373,0,17.0,1.0,2.0,11.0,0.493408203125,2.0,246.0,5.0,3.0,2.0,0.2,2.0,96.0,4.0,1.0,34.0,2.0,4.0,0.0,1.0,1.0,1.15853658536585,0.0,5.41796875,0.333333333333333,0.0,4.0,9.0,0.5211228032350388,0.47887719676496115,2,42506591796875.0
375,0,3.0,0.0,1.0,0.0,27.0,0.0,41.0,1.0,0.0,0.0,0.17,1.0,0.0,1.0,0.0,9.0,1.0,4.11111111111111,2.0,3.0,1.0,0.8989313936781623,0.0,70.0,0.5,0.0,3.0,6.0,0.5287014478588754,0.4712985521411246,1,0.685054914464382
376,0,36.0,0.0,1.0,7.5,3.5,0.0,170.0,3.0,0.0,2.0,0.21,0.0,92.0,5.0,0.0,24.0,2.0,6.24409448818898,0.0,1.0,1.0,0.603053435114504,0.0,92.0,0.89189453125,0.0,4.0,7.0,0.5003457655156993,0.49965423448430063,3,12509996003196.803
377,0,2.0,0.0,1.0,13.0,6.0,2.0,165.0,2.0,1.0,1.0,0.35,0.0,93.0,4.0,0.0,20.0,2.0,6.16981132075472,0.0,1.0,1.0,0.625,0.0,169.0,0.571428571428571,0.0,6.0,3.49951171875,0.5020450050091526,0.4979549949908474,1,1.686556239881501
379,0,2.0,0.0,1.0,0.0,2.0,0.0,75.0,12.498046875,0.0,0.0,0.16,0.0,0.0,4.0,0.0,43.0,1.0,2.67241379310345,0.0,2.0,1.0,0.345679012345679,0.0,106.0,0.583333333333333,0.0,5.0,5.0,0.7185940609477716,0.28140593905222844,1,9501953125000.0
380,0,33.0,6.0,1.0,20.0,0.498291015625,0.0,274.0,47.0,1.0,26.0,0.19,0.0,97.0,4.0,26.0,2.4931640625,2.0,3.47619047619048,0.0,0.0,1.0,0.437275985663082,0.0,5.356689453125,0.394736842105263,0.0,4.0,12.0,0.5131296748833659,0.4868703251166341,3,12501708984375.0
384,0,23.0,0.0,2.0,6.0,38.0,2.0,543.0,3.0,16.0,5.0,0.22,2.0,97.0,3.0,3.0,50.0,2.0,4.69411764705882,0.0,1.0,1.0,1.10919540229885,0.0,38.4765625,0.8919300426136363,2.0,3.0,2.498779296875,0.5079834709428213,0.4920165290571788,3,214.99139893289524
385,0,3.0,0.0,1.0,4.0,31.0,0.0,35.0,9.499757289886475,4.0,2.0,0.06,0.0,100.0,4.0,2.0,36.0,2.0,2.83673469387755,0.0,1.0,1.0,0.784615384615385,0.0,10.339599609375,0.407407407407407,0.0,5.0,3.0,0.5106232901958705,0.4893767098041295,2,5500242710113.525
386,0,6.0,0.0,1.0,1.0,10.484619140625,1.0,171.0,9.0,0.0,1.0,0.16,1.0,100.0,4.0,5.0,62.0,2.0,3.70940170940171,0.0,1.0,1.0,0.645669291338583,0.0,5.5,0.409090909090909,0.0,4.0,10.0,0.5125509157750874,0.48744908422491257,2,94515380859375.0
390,0,8.0,0.0,1.0,7.0,38.0,0.0,103.0,2.0,0.0,2.0,0.19,0.0,97.0,1.0,0.0,12.0,1.0,3.64102564102564,2.0,1.0,1.0,0.714285714285714,0.0,132.99169921875,1.0,0.0,2.0,5.0,0.5402225088999519,0.45977749110004806,1,66.94460757810317
397,0,9.0,1.0,1.0,4.0,3.499391198158264,2.0,257.0,5.0,10.0,0.0,0.45,0.0,100.0,3.0,5.0,27.0,2.0,7.42105263157895,0.0,1.0,1.0,0.435643564356436,0.0,34.0,0.4,0.0,5.0,5.0,0.512797463882745,0.4872025361172549,1,23500608801841.734
398,0,8.0,1.0,1.0,1.0,7.0,7.0,869.0,4.0,6.0,0.0,1.29,0.0,100.0,3.0,59.0,27.0,2.0,5.27722772277228,0.0,1.0,1.0,0.433962264150943,0.0,39.49365234375,0.5,0.0,4.0,10.0,0.5186396211711664,0.4813603788288336,1,15.092801102157512
405,0,42.0,17.0,2.0,11.0,26.99536418914795,0.0,155.0,5.0,0.0,7.0,0.09,0.0,100.0,3.0,0.0,3.499391555786133,3.0,6.19047619047619,0.0,1.0,0.0,1.0530303030303,0.0,7.48388671875,0.411764705882353,0.0,2.0,12.0,0.5010676024451794,0.4989323975548206,3,29004635810852.05
408,0,142.0,19.0,2.0,8.0,26.999268770217896,0.0,380.0,7.0,3.0,15.0,0.07,0.0,100.0,3.0,0.0,1.490478515625,2.0,6.22693726937269,0.0,1.0,0.0,0.84,0.0,5.4365234375,0.392857142857143,0.0,2.0,11.0,0.5010584559973467,0.49894154400265334,3,17000731229782.105
409,0,14.0,0.0,1.0,2.0,2.0,0.0,47.0,2.0,2.0,7.0,0.07,1.0,88.0,3.0,0.0,25.0,2.0,2.89189189189189,0.0,1.0,1.0,0.766233766233766,0.0,142.0,0.7417713642120363,0.0,4.0,2.0,0.5151728053458853,0.4848271946541147,1,0.4610432540288348
415,0,11.0,1.0,1.0,1.0,9.5,1.0,149.0,2.0,1.0,20.0,0.21,1.0,100.0,3.0,0.0,37.0,2.0,3.10126582278481,0.0,0.0,0.0,0.585365853658537,0.0,5.474609375,0.526315789473684,0.0,4.0,9.0,0.500750301931405,0.49924969806859504,2,9500000000000.0
417,0,3.0,0.0,1.0,13.0,3.498779296875,0.0,84.0,2.0,2.0,2.0,0.12,1.0,94.0,3.0,0.0,23.0,2.0,3.04166666666667,0.0,1.0,1.0,0.52,0.0,54.0,0.571428571428571,0.0,5.0,9.0,0.5262579553927739,0.47374204460722613,1,13501220703125.0
421,0,9.0,3.0,1.0,14.0,16.000000059604645,0.0,55.0,1.494384765625,25.0,20.0,0.05,0.0,91.0,4.0,7.0,22.0,2.0,2.18791946308725,0.0,0.0,1.0,0.448863636363636,0.0,1261.0,0.647058823529412,0.0,5.0,3.0,0.50849013495265,0.4915098650473499,2,24526010231915.48
467,0,0.0,0.0,2.0,6.0,1.0,1.0,182.0,11.0,26.0,19.0,0.23,1.0,91.0,2.0,5.0,30.0,2.0,4.43076923076923,0.0,0.0,0.0,1.18181818181818,0.0,20.947265625,0.571428571428571,1.0,3.0,7.0,0.5117250749544473,0.48827492504555264,1,84.15161445685213
488,0,25.0,0.0,1.0,3.0,12.0,0.0,221.0,3.0,1.0,27.0,0.22,0.0,100.0,1.0,0.0,12.498046875,1.0,16.4110429447853,0.0,0.0,0.0,0.317365269461078,0.0,39.0,0.8,0.0,2.0,5.0,0.5146583859110245,0.48534161408897547,1,3.7101382987086406
505,0,8.498046875,1.0,4.0,15.0,22.0,0.0,59.0,6.0,0.0,8.0,0.09,1.0,92.0,1.0,2.0,3.0,2.0,5.62857142857143,1.0,1.0,1.0,1.54761904761905,0.0,36.0,0.5,0.0,3.0,5.0,0.5205610398117984,0.47943896018820165,1,10501953125000.0
531,0,33.0,0.0,2.0,11.5,3.49755859375,8.0,721.0,20.0,0.0,2.0,0.52,1.0,96.0,1.0,18.0,11.0,2.0,4.25974025974026,1.0,0.0,1.0,0.704081632653061,0.0,14.427734375,0.5,0.0,5.0,4.0,0.5019307356392582,0.49806926436074184,3,34794661415103.82
535,0,14.0,2.0,2.0,6.0,8.499778509140015,1.0,119.0,14.0,0.0,42.0,0.17,0.0,100.0,2.0,5.0,16.0,2.0,3.71212121212121,0.0,0.0,0.0,0.962962962962963,0.0,47.0,0.891845703125,0.0,3.0,5.0,0.5010947367987917,0.49890526320120826,2,11500221490859.984
538,0,17.0,14.0,3.0,9.4970703125,21.0,3.0,199.0,2.0,0.0,7.0,0.18,2.0,95.0,1.0,0.0,15.0,1.0,4.97222222222222,0.0,1.0,1.0,1.25641025641026,0.0,36.0,1.0,0.0,3.0,2.0,0.5159145188061334,0.4840854811938667,1,15502929687500.0
