CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,target
0.0,0.0,2.0,1.0,0.0,1.0,60.0,5.0,0.0,9.0,10.0,0.36,1.0,100.0,4.0,0.0,6.0,1.0,2.5,0.0,5.6,1.0,1.0,0.62,339.0,0.4,0.0,1.0,3.0,3.0,1
0.0,3.0,1.0,0.0,0.0,6.0,38.0,1.0,0.0,0.0,0.0,6.33,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.67,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1.0,0.0,19.0,1.0,0.0,0.0,1.0,2.71,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
11.0,0.0,12.0,3.0,0.0,16.0,201.0,1.0,0.0,11.0,1.0,0.21,0.0,86.0,2.0,0.0,1.0,1.0,4.33,3.0,5.92,1.0,1.0,3.57,0.0,0.0,0.0,2.0,0.0,0.0,0
11.0,0.0,11.0,1.0,0.0,15.0,187.0,1.0,0.0,12.0,1.0,0.21,0.0,87.0,2.0,0.0,1.0,1.0,4.25,3.0,6.17,1.0,1.0,3.71,0.0,0.0,0.0,2.0,0.0,1.0,0
0.0,0.0,1.0,0.0,0.0,3.0,41.0,1.0,0.0,0.0,5.0,5.12,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.8,0.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0
3.0,0.0,2.0,0.0,4.0,2.0,51.0,1.0,0.0,2.0,11.0,0.44,0.0,35.0,1.0,0.0,3.0,1.0,2.71,2.0,2.93,1.0,1.0,0.56,109.0,0.75,0.0,3.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,2.0,5.25,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,1.0,1.11,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,44.0,1.0,0.0,1.0,1.0,0.0,0
9.0,0.0,2.0,1.0,4.0,0.0,52.0,3.0,12.0,32.0,25.0,0.08,0.0,91.0,2.0,0.0,17.0,2.0,5.35,0.0,5.0,0.0,1.0,1.44,37.0,1.0,0.0,2.0,1.0,0.0,0
1.0,0.0,1.0,0.0,0.0,0.0,24.0,1.0,0.0,2.0,6.0,0.8,0.0,57.0,1.0,0.0,4.0,1.0,2.14,0.0,2.29,1.0,1.0,0.33,0.0,0.0,0.0,2.0,0.0,0.0,0
0.0,2.0,1.0,0.0,0.0,0.0,20.0,2.0,0.0,11.0,7.0,0.22,0.0,62.0,2.0,0.0,8.0,1.0,4.0,0.0,3.11,1.0,1.0,0.67,28.0,0.67,0.0,4.0,2.0,1.0,0
5.0,0.0,1.0,1.0,0.0,3.0,140.0,2.0,0.0,6.0,14.0,0.84,0.0,75.0,2.0,0.0,20.0,2.0,4.68,1.0,4.37,1.0,1.0,0.82,35.0,0.38,0.0,2.0,5.0,4.0,1
1.0,0.0,1.0,19.0,2.0,0.0,15.0,1.0,0.0,0.0,1.0,0.09,0.0,94.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,1.0,0.47,1.0,0.0,1.0,0.0,4.0,2.0,5.0,5.0,8.0,8.0,9.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,1.0,1.46,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,1.0,1.73,0.0,0.0,1.0,7.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,1.0,3.67,0.0,0.0,0.0,6.0,2.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0
0.0,2.0,1.0,0.0,0.0,2.0,38.0,1.0,2.0,5.0,1.0,0.38,2.0,68.0,2.0,0.0,18.0,1.0,3.2,1.0,7.0,1.0,1.0,1.43,7.0,0.4,0.0,1.0,4.0,4.0,0
42.0,0.0,5.0,7.0,0.0,0.0,13.0,1.0,1.0,11.0,7.0,0.01,0.0,85.0,1.0,0.0,3.0,2.0,5.18,1.0,5.04,1.0,1.0,1.87,156.0,1.0,0.0,4.0,1.0,1.0,0
0.0,0.0,0.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.51,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,2.0,3.67,0.0,0.0,1.0,2.0,0.0,1.0,27.0,27.0,0.5,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,26.0,1.0,0.0,4.0,6.0,0.52,0.0,37.0,1.0,0.0,2.0,1.0,5.67,2.0,2.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,29.0,1.0,0.0,4.0,6.0,0.91,0.0,62.0,2.0,0.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,10.0,1.0,0.0,2.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,21.0,85.0,1.0,0.0,0.0,2.0,12.14,0.0,0.0,0.0,11.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,9.0,0.75,0.0,2.0,2.0,1.0,0
3.0,0.0,1.0,12.0,14.0,8.0,740.0,3.0,9.0,4.0,63.0,2.28,0.0,94.0,1.0,7.0,23.0,3.0,22.49,0.0,1.91,0.0,1.0,0.23,407.0,0.52,1.0,5.0,4.0,10.0,0
50.0,30.0,1.0,15.0,6.0,9.0,1888.0,4.0,3.0,45.0,90.0,0.81,2.0,96.0,1.0,8.0,40.0,2.0,16.77,1.0,5.12,0.0,1.0,1.13,569.0,0.71,3.0,1.0,2.0,14.0,0
3.0,0.0,1.0,3.0,0.0,4.0,152.0,1.0,4.0,7.0,17.0,0.59,1.0,89.0,2.0,2.0,6.0,1.0,3.54,0.0,2.67,0.0,1.0,1.23,49.0,0.67,0.0,1.0,2.0,1.0,0
2.0,5.0,1.0,0.0,0.0,1.0,74.0,2.0,3.0,17.0,7.0,0.45,0.0,62.0,2.0,1.0,3.0,1.0,4.47,0.0,3.65,1.0,1.0,0.95,6.0,1.0,0.0,1.0,1.0,1.0,0
12.0,11.0,2.0,2.0,0.0,5.0,168.0,4.0,0.0,19.0,4.0,0.32,2.0,81.0,1.0,2.0,35.0,2.0,6.96,0.0,6.59,0.0,1.0,1.94,284.0,0.5,0.0,4.0,3.0,7.0,0
0.0,0.0,1.0,1.0,0.0,4.0,28.0,1.0,0.0,2.0,3.0,0.93,0.0,44.0,2.0,0.0,1.0,2.0,4.67,4.0,2.0,1.0,1.0,0.8,0.0,0.0,0.0,2.0,0.0,1.0,0
0.0,1.0,1.0,0.0,0.0,1.0,25.0,1.0,0.0,3.0,7.0,0.49,0.0,54.0,1.0,1.0,0.0,2.0,2.5,1.0,1.88,1.0,1.0,1.1,2.0,1.0,0.0,3.0,1.0,2.0,0
0.0,0.0,1.0,0.0,0.0,5.0,51.0,1.0,0.0,0.0,6.0,5.67,0.0,0.0,0.0,4.0,0.0,0.0,6.17,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.0,7.0,34.0,1.0,0.0,0.0,2.0,8.5,0.0,0.0,1.0,3.0,1.0,1.0,14.5,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
2.0,10.0,2.0,0.0,0.0,2.0,64.0,1.0,0.0,24.0,6.0,0.16,3.0,78.0,2.0,0.0,18.0,1.0,11.06,1.0,5.5,1.0,1.0,1.85,15.0,0.6,0.0,1.0,2.0,2.0,0
0.0,1.0,1.0,1.0,0.0,1.0,60.0,2.0,0.0,1.0,9.0,1.13,0.0,40.0,2.0,0.0,4.0,2.0,2.3,0.0,1.9,1.0,1.0,0.23,19.0,0.67,0.0,2.0,2.0,2.0,0
0.0,0.0,2.0,0.0,0.0,2.0,58.0,3.0,5.0,6.0,9.0,0.42,0.0,67.0,4.0,0.0,11.0,1.0,4.07,1.0,4.86,2.0,1.0,0.5,223.0,0.25,0.0,2.0,4.0,3.0,0
0.0,5.0,1.0,0.0,0.0,2.0,39.0,1.0,0.0,7.0,0.0,0.83,0.0,60.0,1.0,0.0,2.0,1.0,4.2,3.0,4.4,3.0,1.0,0.71,0.0,0.0,0.0,4.0,0.0,1.0,0
0.0,0.0,1.0,0.0,0.0,0.0,24.0,1.0,0.0,2.0,2.0,1.85,0.0,0.0,1.0,3.0,0.0,2.0,5.5,4.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0
2.0,0.0,2.0,13.0,0.0,5.0,160.0,1.0,0.0,6.0,17.0,0.8,1.0,79.0,1.0,0.0,22.0,2.0,7.53,1.0,2.42,1.0,1.0,0.57,62.0,0.57,0.0,4.0,3.0,5.0,0
0.0,0.0,1.0,0.0,0.0,0.0,24.0,1.0,3.0,7.0,4.0,0.31,0.0,59.0,3.0,3.0,4.0,1.0,5.14,1.0,5.86,1.0,1.0,0.67,54.0,0.43,0.0,6.0,4.0,1.0,0
1.0,7.0,2.0,1.0,1.0,2.0,231.0,13.0,2.0,14.0,41.0,0.36,0.0,78.0,6.0,3.0,20.0,1.0,5.41,0.0,3.82,1.0,1.0,1.25,99.0,0.5,0.0,2.0,3.0,1.0,0
0.0,0.0,1.0,0.0,0.0,5.0,32.0,1.0,1.0,1.0,1.0,2.46,0.0,0.0,2.0,2.0,0.0,1.0,4.5,2.0,1.0,1.0,1.0,0.75,54.0,1.0,0.0,1.0,1.0,0.0,0
1.0,0.0,1.0,0.0,17.0,2.0,74.0,1.0,0.0,0.0,16.0,0.54,0.0,0.0,1.0,0.0,0.0,1.0,5.24,2.0,2.18,1.0,1.0,1.05,123.0,0.5,0.0,2.0,2.0,1.0,0
0.0,0.0,2.0,0.0,0.0,8.0,71.0,1.0,0.0,0.0,6.0,1.51,0.0,0.0,1.0,24.0,0.0,4.0,3.5,1.0,2.5,0.0,1.0,1.25,139.0,0.75,0.0,2.0,2.0,0.0,0
0.0,1.0,1.0,0.0,0.0,0.0,24.0,2.0,0.0,3.0,7.0,0.53,0.0,25.0,2.0,0.0,2.0,1.0,2.38,0.0,2.0,1.0,1.0,0.0,33.0,0.5,0.0,3.0,3.0,0.0,0
4.0,0.0,1.0,3.0,2.0,3.0,156.0,4.0,0.0,7.0,15.0,0.73,2.0,75.0,1.0,0.0,9.0,1.0,3.32,1.0,4.58,1.0,1.0,1.04,491.0,0.75,0.0,2.0,2.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,14.0,0.1,1.0,0.0,3.0,1.0,14.0,2.0,0.5,0.0,5.79,0.0,1.0,0.22,97.0,1.0,0.0,2.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,5.0,29.0,1.0,0.0,2.0,2.0,0.45,8.0,50.0,3.0,0.0,13.0,1.0,6.0,4.0,21.0,20.0,1.0,0.75,6.0,0.5,0.0,3.0,3.0,3.0,0
8.0,2.0,1.0,0.0,3.0,4.0,117.0,1.0,0.0,1.0,13.0,0.28,2.0,43.0,3.0,0.0,9.0,1.0,2.87,0.0,5.83,1.0,1.0,0.6,44.0,0.5,0.0,4.0,2.0,5.0,0
0.0,0.0,1.0,0.0,1.0,1.0,34.0,1.0,1.0,3.0,9.0,0.24,0.0,56.0,3.0,0.0,15.0,1.0,4.4,1.0,7.2,1.0,1.0,1.33,7.0,0.5,0.0,3.0,3.0,6.0,0
4.0,0.0,1.0,0.0,13.0,2.0,74.0,4.0,0.0,5.0,18.0,0.24,1.0,50.0,1.0,0.0,17.0,2.0,5.64,0.0,4.77,1.0,1.0,1.11,337.0,0.3,0.0,5.0,5.0,2.0,0
0.0,0.0,1.0,1.0,0.0,0.0,20.0,2.0,0.0,1.0,7.0,0.34,1.0,66.0,3.0,0.0,21.0,2.0,2.43,0.0,4.14,1.0,1.0,0.6,42.0,0.4,0.0,3.0,3.0,2.0,0
5.0,1.0,1.0,1.0,2.0,2.0,79.0,3.0,0.0,5.0,11.0,0.44,0.0,78.0,3.0,0.0,22.0,2.0,3.59,0.0,4.94,1.0,1.0,0.62,115.0,0.86,0.0,3.0,2.0,0.0,0
8.0,0.0,1.0,5.0,0.0,0.0,40.0,1.0,0.0,9.0,26.0,0.1,0.0,93.0,3.0,0.0,28.0,1.0,2.71,0.0,3.47,1.0,1.0,0.47,625.0,0.93,0.0,1.0,2.0,1.0,0
0.0,0.0,1.0,1.0,0.0,0.0,21.0,2.0,0.0,1.0,6.0,0.46,0.0,19.0,3.0,0.0,9.0,1.0,3.33,1.0,2.83,1.0,1.0,0.67,21.0,0.33,0.0,1.0,3.0,1.0,0
10.0,1.0,1.0,1.0,1.0,0.0,115.0,11.0,0.0,15.0,44.0,0.16,2.0,85.0,3.0,0.0,31.0,2.0,4.35,0.0,4.82,1.0,1.0,0.6,164.0,0.47,0.0,4.0,4.0,4.0,0
1.0,0.0,1.0,2.0,0.0,0.0,35.0,2.0,3.0,3.0,13.0,0.26,0.0,84.0,3.0,0.0,14.0,1.0,2.59,0.0,3.29,0.0,1.0,0.45,12.0,0.67,0.0,1.0,2.0,1.0,0
2.0,2.0,1.0,0.0,0.0,1.0,85.0,2.0,0.0,12.0,25.0,0.39,0.0,86.0,3.0,11.0,6.0,1.0,12.86,1.0,2.72,0.0,1.0,0.78,23.0,0.67,0.0,2.0,3.0,1.0,0
0.0,0.0,1.0,0.0,0.0,7.0,29.0,1.0,0.0,0.0,1.0,0.69,4.0,0.0,3.0,0.0,18.0,1.0,6.0,6.0,17.0,17.0,2.0,1.0,6.0,0.33,0.0,5.0,3.0,1.0,1
0.0,0.0,1.0,1.0,2.0,4.0,92.0,1.0,5.0,1.0,7.0,0.87,0.0,83.0,2.0,171.0,5.0,1.0,18.42,2.0,3.0,1.0,1.0,1.0,148.0,0.78,0.0,2.0,3.0,2.0,0
0.0,0.0,1.0,1.0,0.0,1.0,23.0,1.0,1.0,3.0,5.0,0.19,4.0,41.0,3.0,0.0,14.0,1.0,4.5,0.0,7.17,0.0,1.0,0.88,185.0,0.67,0.0,1.0,2.0,1.0,0
