test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
669,0,6.0,13.0,1.0,8.0,12.0,4.0,343.0,1.0,2.0,2.0,38.0,0.59,94.0,2.0,0.0,17.0,2.0,3.45762711864407,0.0,1.0,0.60655737704918,0.0,0.0,0.85781990521327,0.0,0.0,3.0,0.56,0.44,1
671,0,1.0,1.0,1.0,2.0,0.0,4.0,338.0,1.0,3.0,2.0,49.0,0.77,78.0,3.0,0.0,15.0,1.0,2.12962962962963,0.0,1.0,0.535714285714286,0.0,0.0,0.990066225165563,0.0,0.0,2.0,0.59,0.41,1
684,0,6.0,8.0,2.0,15.0,7.0,5.0,344.0,1.0,2.0,4.0,3.0,0.41,93.0,2.0,0.0,9.0,2.0,4.66071428571429,0.0,1.0,1.0,0.0,0.0,0.685931558935361,0.0,0.0,4.0,0.55,0.45,2
689,0,0.0,0.0,1.0,8.0,0.0,9.0,171.0,1.0,0.0,0.0,13.0,3.64,100.0,2.0,1.0,6.0,1.0,1.23076923076923,0.0,0.0,0.0,0.0,58.0,0.524390243902439,0.75,0.0,2.0,0.54,0.46,1
736,0,1.0,0.0,1.0,0.0,0.0,7.0,99.0,1.0,0.0,7.0,6.0,0.96,53.0,2.0,0.0,5.0,1.0,5.0,2.0,2.0,1.33333333333333,0.0,36.0,0.953703703703704,1.0,0.0,2.0,0.55,0.45,1
738,0,0.0,2.0,1.0,0.0,0.0,3.0,78.0,1.0,0.0,3.0,0.0,1.47,64.0,1.0,6.0,3.0,1.0,19.3846153846154,2.0,1.0,0.2,0.0,0.0,0.962025316455696,0.0,0.0,1.0,0.63,0.37,1
739,0,6.0,2.0,3.0,0.0,0.0,13.0,248.333,1.0,2.0,7.0,12.0,0.7,68.0,2.0,0.0,17.0,3.0,7.09090909090909,2.0,1.0,2.125,0.0,14.0,1.0,0.75,0.0,6.0,0.53,0.47,2
746,0,31.0,7.0,1.0,7.0,1.0,10.0,52.0,1.0,13.0,17.0,9.0,0.95,96.0,1.0,1.0,9.0,2.0,6.20175438596491,0.0,1.0,0.836206896551724,0.0,0.0,1.0,0.0,0.0,11.0,0.51,0.49,4
760,0,18.0,8.0,1.0,8.0,2.0,13.0,248.333,1.0,11.0,26.0,149.0,1.31,97.0,2.0,2.0,9.0,3.0,5.60752688172043,0.0,1.0,0.803191489361702,0.0,34.0,1.0,1.0,0.0,3.0,0.51,0.49,4
769,0,3.0,11.0,1.0,0.0,1.0,12.0,127.0,1.0,1.0,24.0,45.0,1.12,94.0,2.0,2.0,19.0,2.0,5.16666666666667,0.0,0.0,0.919354838709677,0.0,0.0,0.895308924485126,0.0,0.0,1.0,0.53,0.47,2
836,0,5.0,2.0,4.0,0.0,6.0,12.0,107.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,19.0,1.0,5.0,0.0,1.0,2.77777777777778,0.0,0.0,0.848258706467662,1.0,0.0,1.0,0.53,0.47,1
908,0,2.0,1.0,1.0,0.0,0.0,11.0,237.0,1.0,0.0,9.0,15.0,0.74,82.0,1.0,0.0,29.0,1.0,3.72222222222222,0.0,1.0,1.05,0.0,21.0,0.937402190923318,1.0,0.0,3.0,0.58,0.42,1
910,0,1.0,0.0,1.0,0.0,0.0,11.0,194.0,1.0,0.0,18.0,12.0,0.73,71.0,1.0,0.0,22.0,1.0,6.53846153846154,1.0,1.0,1.33333333333333,0.0,24.0,0.653631284916201,1.0,0.0,2.0,0.52,0.48,1
929,0,4.0,3.0,2.0,0.0,0.0,14.0,248.333,1.0,2.0,5.0,13.0,0.64,75.0,3.0,0.0,33.0,1.0,6.18181818181818,0.0,1.0,1.16666666666667,0.0,0.0,0.94716618635927,0.0,0.0,4.0,0.52,0.48,1
934,0,0.0,0.0,2.0,0.0,0.0,10.0,169.0,1.0,1.0,3.0,7.0,0.8,41.0,3.0,0.0,19.0,1.0,4.375,2.0,2.0,2.1,0.0,0.0,0.807424593967517,0.0,0.0,2.0,0.54,0.46,1
938,0,1.0,15.0,1.0,0.0,0.0,7.0,31.0,2.0,6.0,18.0,6.0,0.87,86.0,3.0,0.0,28.0,1.0,5.26785714285714,0.0,1.0,0.542372881355932,0.0,0.0,0.770144189991518,0.0,0.0,3.0,0.51,0.49,2
939,0,4.0,0.0,1.0,0.0,0.0,3.0,290.0,1.0,0.0,36.0,9.0,0.52,95.0,2.0,0.0,38.0,2.0,2.14754098360656,0.0,1.0,0.53968253968254,0.0,34.0,1.0,1.0,0.0,2.0,0.52,0.48,2
950,0,7.0,0.0,2.0,0.0,0.0,15.0,315.0,1.0,0.0,24.0,7.0,0.62,77.0,1.0,0.0,29.0,1.0,7.92857142857143,0.0,1.0,0.4,0.0,62.0,1.0,1.0,0.0,4.0,0.53,0.47,3
955,0,7.0,1.0,2.0,3.0,1.0,11.0,311.0,1.0,1.0,11.0,15.0,0.78,86.0,4.0,0.0,34.0,1.0,3.83333333333333,0.0,1.0,1.15384615384615,0.0,2.0,0.858866103739445,1.0,0.0,2.0,0.53,0.47,1
976,0,0.0,8.0,2.0,0.0,0.0,15.0,248.333,1.0,1.0,5.0,30.0,0.73,94.0,3.0,0.0,35.0,2.0,2.79487179487179,1.0,1.0,1.92682926829268,0.0,0.0,0.850782190132371,0.0,0.0,2.0,0.53,0.47,1
977,0,0.0,1.0,1.0,0.0,0.0,13.0,248.333,1.0,1.0,2.0,19.0,1.06,59.0,2.0,0.0,21.0,1.0,3.28571428571429,1.0,1.0,0.695652173913043,0.0,34.0,0.923076923076923,1.0,0.0,3.0,0.51,0.49,2
978,0,2.0,4.0,1.0,3.0,0.0,5.0,31.0,1.0,10.0,21.0,63.0,0.62,96.0,3.0,8.0,39.0,2.0,4.64556962025316,0.0,0.0,0.654320987654321,0.0,0.0,0.870882740447958,0.0,0.0,2.0,0.52,0.48,1
993,0,4.0,2.0,1.0,0.0,1.0,19.0,31.0,1.0,1.0,8.0,9.0,0.7,85.0,5.0,0.0,48.0,1.0,5.4375,0.0,1.0,1.83333333333333,0.0,2.0,1.0,1.0,0.0,7.0,0.51,0.49,2
1024,0,3.0,7.0,1.0,0.0,1.0,8.0,185.0,1.0,0.0,6.0,8.0,0.84,77.0,3.0,0.0,19.0,1.0,3.83333333333333,1.0,1.0,1.05,0.0,0.0,0.9,0.0,0.0,1.0,0.7,0.3,1
1025,0,0.0,9.0,2.0,0.0,0.0,11.0,283.0,1.0,0.0,8.0,13.0,0.74,89.0,4.0,0.0,31.0,2.0,2.86363636363636,0.0,0.0,1.70833333333333,0.0,0.0,1.0,0.0,0.0,3.0,0.52,0.48,1
1036,0,2.0,6.0,1.0,0.0,0.0,1.0,127.0,1.0,1.0,10.0,36.0,0.99,90.0,5.0,0.0,45.0,1.0,3.82222222222222,0.0,0.0,1.1063829787234,0.0,6.0,0.851891315929675,1.0,0.0,3.0,0.53,0.47,2
1037,0,1.0,7.0,1.0,4.0,4.0,7.0,52.0,1.0,12.0,7.0,18.0,0.74,98.0,1.0,11.0,45.0,2.0,16.169014084507,0.0,0.0,0.794520547945205,0.0,1.0,0.893105629348514,1.0,0.0,3.0,0.52,0.48,2
1045,0,2.0,16.0,1.0,0.0,0.0,7.0,81.0,1.0,1.0,22.0,9.0,0.8,94.0,3.0,2.0,35.0,3.0,6.40909090909091,1.0,1.0,0.688888888888889,0.0,2.0,1.0,0.5,0.0,8.0,0.51,0.49,4
1047,0,1.0,20.0,1.0,0.0,1.0,10.0,127.0,1.0,6.0,10.0,53.0,1.05,96.0,2.0,3.0,59.0,1.0,6.625,0.0,0.0,0.695121951219512,0.0,0.0,0.90894819466248,0.0,0.0,2.0,0.52,0.48,2
1053,0,3.0,9.0,2.0,0.0,0.0,0.0,52.0,1.0,1.0,22.0,9.0,0.79,87.0,3.0,0.0,48.0,1.0,5.20408163265306,0.0,1.0,1.05882352941176,0.0,1.0,0.762559038213826,1.0,0.0,6.0,0.51,0.49,3
1054,0,1.0,6.0,1.0,0.0,0.0,25.0,81.0,1.0,2.0,7.0,15.0,1.78,89.0,5.0,2.0,32.0,1.0,4.04166666666667,0.0,1.0,0.923076923076923,0.0,0.0,1.0,0.0,0.0,6.0,0.55,0.45,2
1064,0,4.0,1.0,2.0,0.0,0.0,22.0,81.0,1.0,0.0,7.0,6.0,0.48,83.0,4.0,0.0,40.0,1.0,10.2727272727273,1.0,1.0,3.23076923076923,0.0,0.0,0.907053941908714,0.0,0.0,6.0,0.51,0.49,1
1069,0,11.0,8.0,2.0,0.0,0.0,13.0,127.0,1.0,0.0,2.0,9.0,0.39,89.0,3.0,0.0,48.0,1.0,5.5,1.0,1.0,0.4,0.0,288.0,1.0,0.888888888888889,0.0,6.0,0.51,0.49,3
1072,0,0.0,6.0,1.0,0.0,0.0,10.0,248.333,1.0,2.0,6.0,27.0,0.76,68.0,4.0,2.0,27.0,1.0,4.22857142857143,0.0,0.0,0.756756756756757,0.0,0.0,0.859026369168357,0.0,0.0,1.0,0.52,0.48,1
1085,0,1.0,2.0,2.0,0.0,0.0,6.0,152.0,1.0,0.0,0.0,17.0,0.63,0.0,2.0,1.0,20.0,1.0,2.5,0.0,1.0,1.0,0.0,0.0,0.854347826086956,0.0,0.0,4.0,0.56,0.44,1
1091,0,6.0,1.0,2.0,1.0,2.0,20.0,248.333,1.0,2.0,8.0,10.0,0.6,90.0,5.0,0.0,56.0,1.0,5.78947368421053,0.0,1.0,0.4,0.0,14.0,1.0,1.0,0.0,6.0,0.51,0.49,3
1104,0,19.0,0.0,1.0,3.0,0.0,7.0,31.0,1.0,3.0,54.0,3.0,0.73,97.0,2.0,0.0,66.0,2.0,2.92715231788079,0.0,1.0,0.843137254901961,0.0,54.0,0.798611111111111,1.0,0.0,1.0,0.51,0.49,4
1106,0,2.0,1.0,1.0,0.0,0.0,6.0,285.0,2.0,0.0,21.0,32.0,0.71,88.0,2.0,0.0,9.0,2.0,2.71428571428571,0.0,1.0,0.894736842105263,0.0,0.0,0.921219822109276,0.0,0.0,2.0,0.51,0.49,2
1117,0,33.0,1.0,2.0,1.0,3.0,20.0,81.0,1.0,0.0,50.0,8.0,0.42,91.0,1.0,0.0,9.0,2.0,10.1190476190476,0.0,0.0,2.20454545454545,0.0,130.0,0.535906897530514,0.6,0.0,3.0,0.51,0.49,4
1121,0,1.0,0.0,1.0,2.0,5.0,4.0,657.0,1.0,15.0,38.0,103.0,0.7,97.0,1.0,2.0,9.0,3.0,2.42857142857143,0.0,0.0,0.628099173553719,0.0,0.0,0.83987103707684,0.0,0.0,1.0,0.54,0.46,2
1174,0,0.0,2.0,2.0,0.0,0.0,15.0,111.0,1.0,4.0,6.0,0.0,1.1,63.0,1.0,2.0,15.0,1.0,4.0,1.0,0.0,1.625,0.0,0.0,1.0,0.0,0.0,3.0,0.53,0.47,1
1190,0,1.0,0.0,1.0,0.0,0.0,9.0,68.0,1.0,1.0,4.0,3.0,0.37,44.0,2.0,0.0,17.0,1.0,6.6,3.0,3.0,2.71428571428571,0.0,0.0,0.972508591065292,0.0,0.0,3.0,0.6,0.4,1
1193,0,0.0,2.0,1.0,0.0,0.0,6.0,104.0,1.0,2.0,16.0,6.0,0.72,83.0,3.0,2.0,7.0,2.0,5.1,1.0,2.0,1.0,0.0,0.0,0.965397923875433,0.0,0.0,2.0,0.57,0.43,1
1203,0,0.0,1.0,2.0,0.0,1.0,6.0,180.0,1.0,3.0,6.0,18.0,0.61,88.0,2.0,19.0,26.0,1.0,7.72727272727273,0.0,0.0,1.16666666666667,0.0,2.0,1.0,0.5,0.0,4.0,0.54,0.46,2
1205,0,1.0,2.0,1.0,0.0,2.0,8.0,127.0,1.0,1.0,13.0,30.0,0.97,93.0,1.0,3.0,31.0,2.0,2.52941176470588,0.0,0.0,0.0,0.0,114.0,1.0,0.6,0.0,4.0,0.54,0.46,3
1209,0,1.0,1.0,1.0,0.0,0.0,9.0,182.0,1.0,0.0,13.0,13.0,0.55,80.0,3.0,0.0,15.0,2.0,5.4,1.0,1.0,1.47058823529412,0.0,0.0,0.866888519134775,0.0,0.0,2.0,0.6,0.4,1
1260,0,0.0,0.0,2.0,4.0,0.0,11.0,127.0,1.0,0.0,19.0,23.0,0.59,80.0,3.0,0.0,19.0,2.0,6.96428571428571,1.0,1.0,0.0,0.0,14.0,1.0,1.0,0.0,7.0,0.51,0.49,4
1262,0,3.0,1.0,2.0,0.0,0.0,5.0,119.0,1.0,0.0,16.0,14.0,0.49,84.0,3.0,0.0,10.0,2.0,4.5,1.0,1.0,1.2,0.0,0.0,0.9,0.0,0.0,2.0,0.64,0.36,1
1266,0,6.0,0.0,2.0,0.0,0.0,11.0,248.333,1.0,0.0,21.0,8.0,0.88,82.0,3.0,0.0,20.0,2.0,5.64285714285714,1.0,2.0,1.375,0.0,0.0,0.988817891373802,0.0,0.0,2.0,0.52,0.48,1
1272,0,2.0,1.0,2.0,0.0,0.0,13.0,52.0,1.0,6.0,46.0,14.0,0.82,87.0,4.0,2.0,28.0,3.0,9.52173913043478,0.0,1.0,1.88,0.0,0.0,0.869745003445899,0.0,0.0,6.0,0.53,0.47,1
1274,0,2.0,3.0,1.0,0.0,1.0,7.0,81.0,1.0,0.0,16.0,55.0,0.96,92.0,1.0,0.0,17.0,4.0,1.93333333333333,0.0,0.0,0.435483870967742,0.0,0.0,0.943625325238508,0.0,0.0,4.0,0.52,0.48,1
1283,0,4.0,9.0,2.0,0.0,1.0,14.0,52.0,1.0,0.0,34.0,4.0,29.08,82.0,3.0,0.0,43.0,1.0,11.2941176470588,2.0,1.0,2.63157894736842,0.0,1.0,0.973660308810173,1.0,0.0,5.0,0.52,0.48,2
1285,0,1.0,0.0,1.0,0.0,0.0,8.0,44.0,1.0,1.0,2.0,1.0,0.33,66.0,2.0,0.0,14.0,1.0,7.66666666666667,3.0,2.0,3.0,0.0,0.0,0.960975609756098,0.0,0.0,3.0,0.65,0.35,1
1287,0,8.0,3.0,1.0,0.0,0.0,4.0,156.0,1.0,0.0,23.0,15.0,0.32,90.0,3.0,0.0,30.0,3.0,4.65384615384615,0.0,1.0,1.82142857142857,0.0,0.0,0.9,0.0,0.0,2.0,0.57,0.43,1
1289,0,0.0,1.0,1.0,0.0,0.0,3.0,288.0,1.0,0.0,5.0,74.0,0.71,80.0,1.0,0.0,9.0,2.0,1.52,1.0,1.0,0.194805194805195,0.0,0.0,0.768028846153846,0.0,0.0,3.0,0.53,0.47,1
1295,0,1.0,11.0,1.0,0.0,0.0,5.0,440.0,1.0,1.0,33.0,51.0,0.75,95.0,1.0,1.0,9.0,2.0,3.125,0.0,1.0,0.409090909090909,0.0,0.0,0.874690849134378,0.0,0.0,2.0,0.52,0.48,2
1297,0,3.0,0.0,2.0,0.0,2.0,13.0,182.0,1.0,0.0,5.0,9.0,0.5,71.0,1.0,0.0,24.0,2.0,4.75,1.0,1.0,1.35714285714286,0.0,2.0,0.884126984126984,1.0,0.0,1.0,0.54,0.46,1
1304,0,9.0,0.0,3.0,3.0,0.0,20.0,81.0,1.0,0.0,2.0,18.0,0.68,85.0,2.0,1.0,33.0,2.0,6.18518518518519,0.0,1.0,1.93103448275862,0.0,0.0,0.797491039426523,0.8,0.0,3.0,0.51,0.49,2
1311,0,2.0,3.0,11.0,5.0,0.0,20.0,31.0,1.0,8.0,21.0,26.0,0.86,87.0,2.0,2.0,38.0,2.0,2.3,0.0,0.0,0.0,0.0,145.0,0.88031565103025,0.5,0.0,5.0,0.51,0.49,4
1389,0,18.0,11.0,1.0,15.0,0.0,7.0,81.0,4.0,1.0,41.0,18.0,0.38,0.0,1.0,1.0,70.0,6.0,5.825,0.0,0.0,1.17647058823529,0.0,0.0,0.688141592920354,0.0,0.0,9.0,0.51,0.49,3
1395,0,3.0,0.0,1.0,3.0,0.0,12.0,365.0,1.0,10.0,9.0,10.0,0.86,84.0,2.0,1.0,17.0,2.0,4.21739130434783,1.0,0.0,1.28,0.0,0.0,0.9,0.0,0.0,2.0,0.53,0.47,2
1436,0,6.0,7.0,2.0,7.0,0.0,13.0,429.0,1.0,10.0,13.0,5.0,0.46,90.0,3.0,2.0,19.0,2.0,7.10714285714286,1.0,2.0,2.2,0.0,0.0,0.9,0.0,0.0,2.0,0.51,0.49,2
1468,0,35.0,2.0,2.0,30.0,0.0,12.0,52.0,1.0,17.0,63.0,54.0,0.6,96.0,1.0,0.0,56.0,6.0,7.27777777777778,0.0,1.0,1.58181818181818,0.0,13.0,1.0,1.0,0.0,2.0,0.53,0.47,3
1469,0,0.0,0.0,1.0,0.0,0.0,2.0,185.0,1.0,0.0,1.0,39.0,0.85,97.0,1.0,0.0,19.0,3.0,0.692307692307692,0.0,0.0,0.341463414634146,0.0,0.0,0.9,0.0,0.0,4.0,0.56,0.44,1
1472,0,0.0,0.0,1.0,26.0,0.0,7.0,81.0,1.0,2.0,28.0,48.0,0.43,94.0,1.0,0.0,43.0,5.0,5.50666666666667,0.0,1.0,0.91025641025641,0.0,4.0,1.0,1.0,0.0,8.0,0.51,0.49,3
1542,0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,1.0,0.0,121.0,0.0,0.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.740740740740741,0.0,0.0,9.0,0.6,0.4,2
1543,0,0.0,0.0,0.0,0.0,0.0,0.0,248.333,1.0,0.0,1179.0,0.0,0.38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736118746564046,0.6,0.0,1.0,0.53,0.47,3
1596,0,2.0,0.0,2.0,0.0,2.0,6.0,44.0,1.0,0.0,0.0,1.0,0.77,0.0,3.0,0.0,12.0,1.0,2.33333333333333,1.0,2.0,1.2,0.0,1.0,0.9,1.0,0.0,3.0,0.6,0.4,1
2384,0,5.0,0.0,1.0,2.0,3.0,2.0,109.0,3.0,0.0,0.0,31.0,0.26,95.0,2.0,0.0,11.0,2.0,0.666666666666667,0.0,1.0,0.325,0.0,0.0,0.939739413680782,0.0,0.0,0.0,0.56,0.44,1
1620,0,12.0,0.0,1.0,8.0,5.0,2.0,124.0,3.0,0.0,8.0,8.0,0.42,88.0,2.0,0.0,10.0,2.0,3.0,0.0,1.0,0.541666666666667,0.0,0.0,0.861216730038023,0.0,0.0,2.0,0.57,0.43,1
1638,0,2.0,6.0,2.0,2.0,3.0,9.0,31.0,2.0,1.0,6.0,23.0,0.73,87.0,4.0,0.0,11.0,1.0,2.25,0.0,1.0,0.828571428571429,0.0,115.0,1.0,1.0,0.0,2.0,0.51,0.49,2
1639,0,2.0,0.0,1.0,0.0,2.0,2.0,130.0,1.0,2.0,1.0,39.0,0.32,16.0,4.0,0.0,15.0,1.0,1.46511627906977,0.0,1.0,0.622222222222222,0.0,0.0,0.9,0.0,0.0,1.0,0.53,0.47,1
1641,0,4.0,6.0,1.0,2.0,2.0,8.0,399.0,2.0,1.0,6.0,29.0,0.72,92.0,4.0,0.0,12.0,1.0,1.875,0.0,1.0,0.558139534883721,0.0,2.0,1.0,1.0,0.0,3.0,0.52,0.48,2
1648,0,5.0,0.0,1.0,5.0,3.0,4.0,329.0,2.0,1.0,8.0,48.0,0.46,84.0,2.0,0.0,17.0,2.0,3.09259259259259,1.0,1.0,0.666666666666667,0.0,0.0,0.9,0.0,0.0,2.0,0.53,0.47,2
1663,0,1.0,0.0,1.0,0.0,1.0,15.0,52.0,1.0,0.0,0.0,1.0,0.57,0.0,3.0,0.0,67.0,1.0,1.5,1.0,2.0,2.4,0.0,8.0,1.0,1.0,0.0,4.0,0.52,0.48,1
