,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
854,,,,,,,,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,,,,,,,,,,,,,,
893,0,10,1,0,0,0,1,29,1,0,4,0.25,0,57,1,1,2,1,4.0,2,1,0,2,0.752941176470588,0
894,1,10,1,1,0,0,2,29,1,0,6,0.23,1,69,1,0,5,2,3.22222222222222,1,1,0,1,0.853333333333333,0
909,,,,,,,,,,,,,,,,,,,,,,,,,
916,,,,,,,,,,,,,,,,,,,,,,,,,
927,,,,,,,,,,,,,,,,,,,,,,,,,
928,1,10,1,1,0,3,2,47,1,6,0,0.47,1,77,2,4,11,1,3.1,1,1,0,0,0.594117647058824,2
929,,,,,,,,,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,,,,,,
960,0,0,1,1,0,0,2,36,1,6,0,0.33,1,88,2,1,13,1,3.77777777777778,1,1,1,0,0.6035714285714289,2
962,,,,,,,,,,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,,,,,,,,,
1043,,,,,,,,,,,,,,,,,,,,,,,,,
1059,,,,,,,,,,,,,,,,,,,,,,,,,
1061,0,0,1,1,0,0,1,19,1,11,10,0.05,0,87,2,3,4,0,3.6875,1,0,0,1,0.790960451977401,0
1957,0,0,1,0,0,0,2,29,1,7,8,0.05,0,78,2,0,5,1,3.58333333333333,1,2,1,2,0.948717948717949,0
1103,1,0,1,5,0,0,2,29,6,6,8,0.09,2,85,2,0,5,2,3.05,0,0,1,2,0.413793103448276,1
1165,,,,,,,,,,,,,,,,,,,,,,,,,
1255,0,10,1,2,0,0,1,23,1,9,10,0.05,0,79,2,2,4,2,3.07142857142857,0,1,0,0,0.52803738317757,2
1467,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,
2032,0,10,2,1,0,0,3,17,1,1,6,0.05,5,61,2,0,8,1,2.66666666666667,1,2,0,2,1.0,0
1732,,,,,,,,,,,,,,,,,,,,,,,,,
1744,,,,,,,,,,,,,,,,,,,,,,,,,
1866,,,,,,,,,,,,,,,,,,,,,,,,,
2048,1,0,2,0,0,1,3,62,6,1,21,0.21,2,61,2,0,5,2,6.73333333333333,0,1,0,2,0.97624703087886,1
