test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
645,0,4.5,1.0,0.0,40.0,0.0,15.0,0.08,0.0,88.0,3.0,0.0,18.0,1.0,4.0,1.0,1.0,1.0,1.23529411764706,0.0,0.5,0.0,1.0,1.0,0.5,0.5,1,11500000000000.0
677,0,153.0,2.0,7.0,120.12553710937505,5.0,46.0,0.22,4.0,97.0,2.0,1.0,190.0,2.0,8.65071770334928,1.0,1.0,1.0,1.85321100917431,0.0,0.15380859375,3.0,6.0,0.9990234375,0.5,0.5,3,11010021439565.215
766,0,2.0,1.0,4.0,103.487060546875,0.0,2.0,0.42,0.0,100.0,1.0,0.0,37.0,2.0,6.475,0.0,1.0,0.0,0.840909090909091,0.0,0.875,0.0,5.0,1.49951171875,0.5,0.5,2,5500488281250.0
831,0,4.0,1.0,0.0,90.49384765625003,0.0,30.0,0.25,0.0,96.0,1.0,3.0,19.0,2.0,9.04938271604938,0.0,1.0,0.0,0.550561797752809,0.0,0.454545454545455,0.0,7.0,7.0,0.5,0.5,1,3.9284049756585047
834,0,1.0,4.0,3.0,47.0,0.0,11.0,0.22,2.0,48.0,1.0,0.0,5.0,2.0,7.75,0.0,2.0,1.0,2.0,0.0,0.5,0.0,4.0,2.0,0.51,0.49,1,500000000000.0
2110,0,8.0,1.0,1.0,52.0,0.0,22.997316122055054,0.04,0.0,66.0,2.0,0.0,50.0,1.0,6.54838709677419,0.0,1.0,1.0,0.973684210526316,0.0,0.7,0.0,3.0,1.0,0.5,0.5,1,11.468153161967813
1059,0,2.0,1.0,5.0,60.0,2.0,8.0,0.26,6.0,61.0,2.0,0.0,14.0,1.0,5.0,2.0,1.0,1.0,1.2,0.0,0.15380859375,0.0,3.0,3.0,0.53,0.47,1,596191406250.0
1280,0,0.0,2.0,0.0,57.0,0.0,40.0,0.16,0.0,40.0,1.0,0.0,26.0,2.0,4.14285714285714,2.0,2.0,1.0,0.681818181818182,0.0,0.16660156250000002,0.0,5.0,3.0,0.53,0.47,1,633398437500.0
1282,0,1.0,2.0,2.0,127.99854493141174,0.0,15.0,0.17,0.0,100.0,1.0,0.0,33.0,4.0,8.52941176470588,0.0,1.0,0.0,0.767857142857143,0.0,1.0,0.0,6.0,1.0,0.5,0.5,1,3.015485916520678
1431,0,3.0,1.0,0.0,59.9931640625,1.0,16.0,0.17,0.0,97.0,2.0,1.0,8.0,2.0,1.67469879518072,0.0,0.0,1.0,0.252525252525253,0.0,0.15380859375000017,0.0,5.0,9.0,0.5,0.5,2,274762834821.42883
1438,0,2.0,1.0,0.0,78.0,1.0,14.0,0.17,0.0,97.0,2.0,2.0,5.0,2.0,1.47058823529412,0.0,0.0,1.0,0.2625,0.0,0.16650390625,0.0,3.0,1.0,0.55,0.45,1,833496093750.0
1458,0,0.0,1.0,2.0,296.0,0.0,5.0,1.91,0.0,89.49809074401855,2.0,3.0,6.0,1.0,2.49438202247191,0.0,0.0,0.0,0.0,0.0,0.428571428571429,0.0,6.0,5.0,0.5,0.5,1,0.1770860187505272
