,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1356,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,,,,
281,14,2,2,1,135,2,33,1.85,1,90,3,2,16,2,7.22857142857143,0,1,1,1.425,0,0.666666666666667,0,3,2
283,0,1,0,1,50,1,5,1.6,0,85,2,0,9,2,3.35294117647059,0,1,1,1.0,0,0.0,0,3,0
298,5,1,7,4,142,1,2,0.925,3,86,2,1,40,3,4.85714285714286,0,1,1,1.6,0,0.428571428571429,0,6,9
320,7,1,3,2,93,3,9,2.0,1,80,2,0,19,2,4.03571428571429,0,1,1,1.125,0,0.428571428571429,0,3,3
323,2,1,2,2,85,2,34,1.585,2,85,3,0,29,2,5.6875,0,1,1,1.26315789473684,0,1.0,0,2,1
833,1,2,0,0,34,2,8,0.21,1,67,2,0,0,1,3.85714285714286,0,0,1,1.0,0,0.666666666666667,0,3,0
325,3,2,1,1,47,3,12,1.815,1,65,1,0,9,2,3.64705882352941,2,1,1,1.33333333333333,0,0.5,0,2,3
327,2,2,0,3,67,2,3,2.175,1,100,3,0,13,2,4.63636363636364,0,1,0,2.14285714285714,0,0.666666666666667,0,3,5
328,0,2,15,2,52,1,0,2.16,1,86,1,0,26,1,6.73333333333333,2,1,1,1.76470588235294,0,0.666666666666667,0,2,1
335,1,2,1,1,40,1,6,2.57,2,86,4,0,22,2,5.5,0,1,1,1.92857142857143,0,0.8,0,3,2
336,2,2,2,2,104,4,27,1.815,0,100,2,0,25,3,3.92307692307692,0,1,0,1.16129032258065,0,0.6,0,5,4
338,3,2,2,6,103,1,5,0.835,4,86,3,0,16,2,5.76923076923077,0,1,1,1.4,0,0.5,0,6,6
344,5,1,6,2,326,4,1036,1.62,0,100,1,18,16,4,7.81632653061224,0,0,0,0.682692307692308,0,0.4,0,4,7
357,7,2,0,1,83,1,30,1.755,1,80,2,0,14,1,7.72222222222222,2,1,1,1.80952380952381,0,1.0,0,3,2
362,0,1,2,1,106,8,25,2.175,1,100,2,2,19,2,4.73333333333333,0,0,0,1.05128205128205,0,0.5,0,5,4
389,11,1,103,3,533,14,10,2.16,0,100,2,6,63,2,4.63846153846154,0,1,0,1.0738255033557,0,0.454545454545455,0,6,8
429,2,2,0,2,113,4,5,1.93,1,60,2,0,14,2,2.5,0,1,1,0.974358974358974,0,0.5,0,6,1
453,12,1,1,2,423,8,83,1.815,0,100,1,1,11,2,5.74698795180723,0,1,1,0.869565217391304,0,0.5,0,6,2
454,2,1,2,1,33,1,3,1.875,3,90,2,0,20,3,3.58333333333333,0,0,1,1.33333333333333,0,1.0,0,1,6
512,1,1,0,2,139,1,6,2.3049999999999997,0,84,1,1,20,2,6.46808510638298,0,1,1,0.816326530612245,0,0.666666666666667,0,5,7
522,13,2,0,13,229,1,0,1.6,5,86,1,0,56,2,5.66666666666667,1,1,1,2.17647058823529,0,0.4,0,5,3
546,8,2,11,5,213,6,5,1.8250000000000002,2,88,1,0,51,2,3.03125,0,1,1,1.23076923076923,0,0.8,0,2,3
580,2,2,7,1,75,7,0,0.6,1,0,1,0,11,2,2.33333333333333,0,1,1,0.956521739130435,0,0.5,0,4,0
585,3,1,13,2,177,6,33,1.88,0,100,1,7,26,1,9.33333333333333,0,0,0,1.11475409836066,0,0.571428571428571,0,5,10
1371,16,1,0,0,38,2,15,1.74,0,88,3,0,18,1,3.96774193548387,1,1,1,1.23529411764706,0,1.0,0,1,0
588,2,2,9,2,56,1,0,1.09,0,86,1,0,9,1,5.8,0,1,1,2.16666666666667,0,0.0,0,1,3
601,2,1,1,5,49,1,2,1.125,6,70,2,0,21,1,9.4,2,2,1,2.71428571428571,0,0.333333333333333,0,5,4
616,132,2,16,7,1378,6,36,1.92,4,96,2,1,186,2,8.60693641618497,1,1,1,1.95580110497238,0,0.542857142857143,1,5,12
643,0,1,0,0,72,1,25,2.175,0,94,2,0,14,2,3.32727272727273,0,1,1,0.210526315789474,0,1.0,0,3,2
694,2,1,32,4,204,3,2,2.285,0,100,1,0,34,2,6.27777777777778,0,1,0,0.675,0,0.5,0,5,6
748,1,4,0,3,47,3,11,1.875,2,48,1,0,5,2,7.5,0,2,1,2.0,0,1.0,0,3,2
1390,5,1,0,1,169,11,115,1.92,3,100,2,0,19,2,7.5,0,1,1,0.875,0,1.0,0,1,0
994,2,1,3,0,39,6,10,2.16,0,90,2,0,4,4,2.70588235294118,0,0,0,0.724137931034483,0,1.0,0,5,0
995,2,2,3,0,59,6,16,2.0,0,92,2,0,4,4,3.36486486486486,0,0,0,0.646341463414634,0,0.5,0,5,1
1404,2,2,3,0,145,6,45,1.71,0,96,2,0,5,4,4.26829268292683,0,0,0,0.444444444444444,0,0.666666666666667,0,1,1
1405,2,1,3,0,44,6,8,1.815,0,91,2,0,4,4,2.5,0,0,0,0.714285714285714,0,1.0,0,1,0
1069,0,1,3,3,119,2,20,1.875,1,90,1,1,23,2,9.09090909090909,2,1,1,0.84,0,1.0,0,3,3
1074,2,2,9,7,92,1,0,1.74,1,90,1,0,19,1,8.4,0,1,1,2.0,0,1.0,0,4,2
1152,1,2,28,2,140,2,5,2.16,0,95,1,0,22,2,7.90625,0,1,1,0.771428571428571,0,0.666666666666667,0,4,2
1286,1,1,0,0,22,2,4,1.88,0,72,2,0,2,2,1.83333333333333,1,1,1,1.22222222222222,0,1.0,0,1,1
1292,0,1,0,0,23,2,0,1.93,0,0,2,0,1,2,1.88888888888889,1,1,1,0.416666666666667,0,1.0,0,1,1
1294,2,1,1,0,78,7,15,0.835,0,96,2,2,6,2,1.61290322580645,0,0,1,0.27027027027027,0,0.6,0,2,1
1312,,,,,,,,,,,,,,,,,,,,,,,,
1314,3,1,6,2,48,1,0,0.86,0,85,1,0,3,1,12.4285714285714,0,1,1,0.909090909090909,0,1.0,0,5,1
1322,,,,,,,,,,,,,,,,,,,,,,,,
515,3,1,1,1,24,1,6,0.22,0,89,1,0,27,2,7.83870967741935,0,1,1,0.536842105263158,0,0.714285714285714,0,4,10
270,,,,,,,,,,,,,,,,,,,,,,,,
102,2,2,1,2,26,1,7,0.29,1,75,2,0,14,1,4.375,0,1,1,1.5,0,1.0,0,3,1
184,,,,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,,
559,,,,,,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,,,,,,,,,
970,,,,,,,,,,,,,,,,,,,,,,,,
