,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
325,3,0,1,1,47,3,12,0.055,1,65,1,0,9,2,3.64705882352941,2,1,10.0,1.33333333333333,0,0.0,0,2,2
429,2,2,0,2,16.5,4,5,0.20500000000000002,1,60,2,0,14,2,2.5,0,1,1,0.974358974358974,0,0.333333333333333,1,2,1
102,2,2,1,23.0,41,1,7,0.20500000000000002,1,75,2,11.5,14,1,4.375,0,1,1,1.5,3,1.0,0,3,1
578,0,1,51.5,0,34,2,1,0.34,0,53.5,5,0,3,2,3.31578947368421,1,1,1,0.695652173913043,3,1.0,0,4,0
694,2,1,32,4,62.5,3,2,0.44,0,100,1,0,34,2,6.27777777777778,0,1,16.0,0.675,0,0.285714285714286,0,2,6
285,54,3,2,1,20.0,2,2,0.17,4,86,2,0,121.0,2,7.43076923076923,0,0,1,2.16176470588235,0,0.454545454545455,0,4,12
24,6,1,22,0,31.0,8,318,0.29,0,100,2,5,3,1,8.8030303030303,0,0,9.0,0.08359133126934985,0,0.37037037037037,0,4,4
298,5,1,7,4,20.0,1,2,0.15,3,86,2,1,12.5,3,4.85714285714286,0,1,1,1.6,0,0.0,0,1,9
183,2,2,42,4,20.0,2,0,0.3,0,96.0,1,0,4.5,2,5.18604651162791,1,1,1,1.35416666666667,0,0.375,1,4,9
546,8,2,11,5,62.5,6,5,0.14500000000000002,2,88,1,0,4.5,2,3.03125,0,1,1,1.23076923076923,0,0.0,1,2,3
515,3,1,1,1,20.0,1,6,0.16,0,89,1,0,27,2,2.75595238095238,0,1,1,0.536842105263158,0,0.428571428571429,0,4,10
336,2,2,2,2,6.0,4,27,0.16,0,100,2,0,16.0,3,3.92307692307692,0,1,0,1.16129032258065,0,0.6,0,1,0
94,0,1,0,0,26,1,5,1.315,0,99,1,1,1,2,0.382978723404255,0,0,13.0,0.135416666666667,0,0.6,0,4,2
1287,2,1,1,0,15.5,8,15,0.055,0,96,2,1,5,2,1.796875,0,0,1,0.320512820512821,0,0.375,0,1,0
173,10.5,1,10,1,31.0,10,14,1.315,1,96,2,1,7.0,2,5.8622754491018,0,1,1,1.3876404494382,0,0.307692307692308,1,6,9
1294,2,1,1,0,78,7,15,0.19,0,96,2,2,6,2,1.61290322580645,0,0,1,0.27027027027027,0,0.0,0,2,1
995,2,2,3,0,59,6,16,1.315,0,92,2,0,4,3,3.36486486486486,0,0,9.0,0.646341463414634,0,0.285714285714286,0,2,1
320,7,1,3,2,56.5,3,9,0.16,1,80,2,20.5,0.5,2,4.03571428571429,0,1,1,1.125,0,0.0,0,3,3
281,14,2,2,1,42.0,2,33,0.2,1,90,3,2,16,2,2.39230769230769,0,1,16.0,1.425,0,0.666666666666667,1,3,2
522,13,2,0,4.5,62.5,1,0,0.43,4,86,1,0,56,2,2.75595238095238,1,1,1,2.17647058823529,0,0.4,0,5,0
994,2,1,3,0,39,6,10,1.315,0,90,2,0,4,1,2.70588235294118,0,0,9.0,0.235294117647059,0,1.0,0,4,0
748,,,,,,,,,,,,,,,,,,,,,,,,
996,2,2,3,0,37,6,10,1.315,0,90,2,0,3,0,3.0,0,0,16.0,0.161904761904762,0,1.0,0,2,1
272,0,2,0,0,33,1,8,0.225,1,88,3,2,2.5,2,4.0,0,1,1,1.91666666666667,1,0.333333333333333,0,3,2
512,1,1,0,2,62.5,1,6,0.08,0,84,1,1,2.5,2,6.46808510638298,0,1,1,0.816326530612245,0,0.666666666666667,0,1,11
101,2,1,0,1,62.5,1,8,7.25,0,96,1,0,4,2,0.422222222222222,0,0,1,0.12,0,1.0,0,5,1
517,10,1,0,1,55,5,3,0.14,1,100,1,0,6.5,2,2.78947368421053,0,1,1,1.42307692307692,0,0.3875,0,2,1
505,9,1,10,6,62.5,3,3,0.48,0,92,1,0,4.5,2,2.75595238095238,0,1,1,1.32323232323232,0,0.444444444444444,0,1,0
1312,0,1,0,2,62.5,5,2,7.25,0,100,2,3,3,1,1.81481481481481,0,0,9.0,0.0,0,0.0,0,1,4
1069,0,1,3,3,20.0,2,2.5,0.125,1,90,1,1,6.5,2,9.09090909090909,2,1,1,0.84,0,1.0,0,2,3
1150,0,2,0,0,50,12,31,0.11499999999999999,0,40,1,59.5,10.5,2,3.77272727272727,1,2,1,0.161904761904762,0,1.0,0,1,1
323,2,1,2,2,15.5,2,34,0.20500000000000002,2,85,3,0,10.5,2,5.6875,0,1,1,1.26315789473684,0,0.714285714285714,0,2,1
1238,1,1,0,2,47,1,0,1.315,4,91.0,2,0,4.5,1,2.75595238095238,1,2,2,1.81818181818182,1,1.0,0,1,1
270,8,2,1,4,52.5,2,15,0.16,3,84,1,0,7.0,2,7.46153846153846,1,1,1,1.76744186046512,0,0.375,0,1,9
389,11,1,10.5,3,31.0,14,10,0.32,0,100,2,6,27.0,2,4.63846153846154,0,1,0.0,1.0738255033557,0,0.454545454545455,0,5,8
1284,3,2,1,5,20.0,4,8,0.20500000000000002,2,69.0,3,0,16,2,4.14285714285714,1,1,1,1.42307692307692,0,0.4,0,3,7
454,2,1,2,1,33,1,3,1.315,3,90,2,0,4.5,3,3.58333333333333,0,0,1.0,1.33333333333333,0,0.6,0,2,6
1390,5,1,0,1,31.0,11,115,0.07,3,100,2,0,10.5,2,7.5,0,1,1,0.875,0,1.0,0,2,0
1292,0,1,0,0,23.0,3.5,0,0.225,13.0,0,2,0,1,2,1.88888888888889,1,1,1,0.416666666666667,0,1.0,0,2,1
1152,1,2,28,2,20.0,17.5,5,0.17,0,95,1,0,6.5,2,7.90625,0,1,1,0.771428571428571,0,0.666666666666667,0,4,2
328,0,2,15,2,98.5,1,48.5,0.135,1,86,1,0,26,1,3.11111111111111,2,1,1,1.76470588235294,0,0.666666666666667,0,2,1
108,3,1,1,2,16.5,2,6,0.08,4,88,2,0,4,2,3.75,1,1,24.0,1.09677419354839,0,1.0,1,1,2
337,4,2,1,2,59,1,4,0.17,2,86,2,0,0.5,2,3.75,0,0,1,1.33333333333333,0,0.75,0,2,2
965,2,1,1,3,61,1,2,0.16,2,40,2,1,4.5,1,6.0,0,3,1,1.30769230769231,0,0.0,0,1,5
586,76,1,9,3,20.0,3,3,0.1,2,97,2,0,97,1,8.55681818181818,0,1,1,1.83695652173913,0,0.0,0,4,10
559,1,1,3,19.0,21.5,4,0,0.31,0,0,1,0,29,2,1.875,0,1,1,0.846153846153846,0,0.142857142857143,0,2,0
1352,3,1,0,1,25,1,9,0.13,1,99.5,2,0,14,1,4.375,1,1,1,0.8,0,0.0,0,5,1
338,3,2,2,6,103,1,5,0.28,4,86,1,0,0.5,2,4.2,0,1,1,1.4,0,0.5,0,6,6
1305,3,1,0,0,29,1,4,0.14,0,93,2,0,0,1,5.1875,0.0,1,1,0.12,0,1.0,0,2,0
362,0,1,2,1,106,8,25,0.2,1,100,2,2,0.5,2,3.11111111111111,0,0,1.5,1.05128205128205,0,0.0,0,5,4
311,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,,
