test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
1620,0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,60.0,1.0,7.0,9.0,10.0,1.0,3.0,0.0,11.0,1.0,1.0,1.0,0.0,0.4,0.0,3.0,2.4998779892921448,3.0,0.6667693623456901,0.33323063765431,1,0.3373276748330756
1641,0,5.0,0.0,2.0,0.0,0.0,6.0,5.0,165.0,1.0,13.0,0.0,2.0,1.0,2.0,0.0,25.0,1.0,2.0,2.0,0.0,0.6,0.0,1.0,1.07568359375,1.0,0.8583141974894591,0.14168580251054086,1,0.6234428748478191
1656,0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,27.0,1.0,0.0,0.0,8.499755859375,0.0,1.0,0.0,42.0,2.0,1.0,4.0,0.0,0.75,0.0,1.0,2.0,2.0,0.5293435943830576,0.4706564056169425,1,0.8431957846432472
1669,0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,21.0,1.0,0.0,1.0,8.499879598617554,1.0,2.0,0.0,4.0,2.0,1.0,1.0,0.0,0.666666666666667,0.0,2.0,2.0,2.0,0.6902891374042732,0.30971086259572683,1,0.16866329467903607
1690,0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,167.0,1.0,4.0,25.0,91.0,0.0,3.0,0.0,18.0,2.0,0.0,1.0,0.0,0.428571428571429,0.0,3.0,2.5,7.0,0.7145097669387581,0.28549023306124194,1,1.6862268986903506
1735,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,87.0,1.0,1.0,11.0,42.0,0.0,4.0,0.0,9.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,2.4998779892921448,4.0,0.6167893932430817,0.3832106067569183,1,0.3373276748330756
1742,0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,1595.0,1.0,11.0,7.0,181.0,0.0,3.0,27.0,94.0,2.0,0.0,0.0,0.0,0.5,0.0,4.0,1.0756652355194092,8.0,0.6613084546781485,0.33869154532185153,1,1.2979460167808532
1744,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,104.0,2.0,0.0,13.0,52.0,0.0,5.0,0.0,11.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,2.4998779892921448,4.0,0.6406082616448128,0.35939173835518723,1,0.3373276748330756
1761,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,96.0,1.0,0.0,11.0,44.0,0.0,4.0,0.0,10.0,2.0,0.0,1.0,0.0,0.4,0.0,3.0,2.4998779892921448,7.0,0.7445335638010426,0.2554664361989573,1,0.3373276748330756
1775,0,6.0,0.0,1.0,2.0,0.0,2.0,2.0,163.0,7.0,7.0,33.0,46.0,1.0,3.0,0.0,29.0,4.0,0.0,1.0,0.0,0.444444444444444,0.0,2.0,2.5,4.0,0.5309780325384679,0.4690219674615321,1,1.0117361392142104
361,0,5.0,0.0,1.0,1.0,1.0,5.0,3.0,264.0,6.0,18.0,24.0,27.0,1.0,2.0,3.0,31.0,4.0,0.0,0.0,0.0,0.666666666666667,0.0,1.0,2.4998779892921448,8.0,0.6542222153848793,0.3457777846151206,1,0.3373276748330756
1800,0,7.0,0.0,2.0,1.0,0.0,6.0,3.0,285.0,7.0,17.0,29.0,16.0,2.0,4.0,3.0,27.0,2.0,0.0,0.0,0.0,0.5,0.0,1.0,1.07568359375,7.0,0.5139163321799114,0.48608366782008855,1,1.2979336343239594
1861,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,81.0,1.0,5.0,9.0,14.0,0.0,1.0,77.0,5.500732421875,2.0,1.0,0.0,0.0,0.75,0.0,1.0,2.0,1.0,0.6500619564744843,0.3499380435255158,1,1.5178512147151901
454,0,3.0,0.0,2.0,3.0,10.0,4.0,4.0,73.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.4,0.0,3.0,2.5,1.0,0.5288018320726751,0.47119816792732494,1,1.0117361392142104
2077,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0,4.0,3.0,6.0,84.0,1.0,6.0,0.0,18.0,1.0,0.0,1.0,0.0,0.75,0.0,1.0,1.07568359375,7.0,0.8558821029531247,0.1441178970468753,1,0.6234428748478191
2256,0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,30.0,1.0,0.0,0.0,2.0,5.0,5.0,0.0,14.49855375289917,1.0,1.0,5.0,0.0,0.666666666666667,0.0,1.0,2.0,2.0,0.5436680574960189,0.4563319425039811,1,0.5063558097599907
2288,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,3.5,1.0,0.0,5.0,1.0,4.0,0.0,10.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5332555453490184,0.4667444546509815,1,500000000000.0
2414,0,3.0,0.0,1.0,1.0,0.0,6.0,6.0,103.0,1.0,0.0,12.0,10.0,8.0,2.0,0.0,11.0,2.0,1.0,1.0,0.0,0.8,0.0,4.0,1.07568359375,2.0,0.9044433602366174,0.09555663976338255,1,0.6234428748478191
2489,0,13.0,0.0,1.0,8.0,2.0,0.0,3.0,40.0,4.0,11.0,7.0,19.0,0.0,2.0,0.0,24.0,2.0,0.0,0.0,0.0,0.2,0.0,2.0,2.5,3.0,0.7282287588265395,0.2717712411734605,1,1.6862268986903506
2513,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,37.0,3.0,6.0,11.0,22.0,0.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.428571428571429,0.0,4.0,1.075439453125,2.0,0.8676869276077614,0.13231307239223852,1,2.647079823871815
2617,0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,48.0,2.0,6.0,3.0,6.0,1.0,3.0,0.0,12.0,1.0,1.0,1.0,0.0,0.428571428571429,0.0,3.0,1.0751953125,5.0,0.5670274283073065,0.4329725716926936,1,1.97275373499125
799,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.666666666666667,0.0,5.0,1.0751953125,2.0,0.798205346990373,0.20179465300962693,1,1.97275373499125
865,0,1.0,0.0,2.0,1.0,3.0,6.0,4.0,100.0,1.0,7.0,3.0,5.0,2.0,3.0,1.0,19.0,1.0,1.0,1.0,0.0,0.333333333333333,0.0,2.0,1.0751953125,3.0,0.6609973605700371,0.3390026394299629,1,1.97275373499125
2906,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,14.0,5.49609375,0.0,5.0,0.0,14.0,2.0,0.0,1.0,0.0,0.5,0.0,5.0,2.0,2.0,0.5218751293640292,0.47812487063597076,1,12.310773725208314
2911,0,1.0,0.0,2.0,1.0,3.0,5.0,5.0,95.0,1.0,7.0,3.0,5.0,2.0,3.0,0.0,19.0,1.0,1.0,1.0,0.0,0.428571428571429,0.0,3.0,1.075439453125,6.0,0.7363852358590091,0.263614764140991,1,1.9725890643956747
920,0,0.0,0.0,1.040771484375,3.0,0.0,3.0,3.0,38.0,2.0,1.0,2.0,4.0,2.0,3.0,0.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.865409957685325,0.13459004231467497,1,959228515625.0
921,0,5.0,0.0,1.0,6.0,0.0,1.0,3.0,105.0,3.0,10.0,25.0,51.0,0.0,5.0,0.0,23.0,2.0,0.0,0.0,0.0,0.4,0.0,4.0,1.07568359375,6.0,0.8058377823859522,0.1941622176140479,1,1.2979336343239594
923,0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,44.0,1.0,4.0,2.0,6.0,1.0,3.0,0.0,19.0,2.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0756652355194092,5.0,0.8145705517604336,0.18542944823956642,1,1.2979460167808532
956,0,0.0,0.0,2.0,1.0,0.0,5.0,5.0,136.0,1.0,9.0,3.0,11.0,0.0,1.0,0.0,22.0,1.0,2.0,2.0,0.0,0.5,0.0,3.0,1.07568359375,7.0,0.7057043821520346,0.2942956178479655,1,0.6234428748478191
957,0,0.0,0.0,1.0,1.0,7.0,0.0,1.0,62.0,1.0,4.0,4.0,67.0,0.0,3.0,1.0,16.0,3.0,0.0,1.0,0.0,0.545454545454545,0.0,4.0,3.5,5.0,0.8759822182445087,0.12401778175549133,1,1.0117361392142104
958,0,3.0,0.0,1.0,5.0,1.0,0.0,1.0,174.0,7.0,7.499633967876434,62.0,141.0,0.0,2.0,0.0,15.0,2.0,1.0,1.0,0.0,0.625,0.0,3.0,2.4998779892921448,6.0,0.5864942548795211,0.41350574512047894,2,1.066723770281178
960,0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,100.0,2.0,7.0,13.0,158.0,0.0,3.0,2.0,35.0,4.0,0.0,1.0,0.0,0.5,0.0,2.0,2.5,7.0,0.8278081332696945,0.17219186673030557,1,1.6862268986903506
987,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,25.0,2.0,2.0,2.0,4.0,1.0,4.0,0.0,8.0,2.0,0.0,1.0,0.0,0.5,0.0,3.0,2.5,1.0,0.6889905756403258,0.3110094243596742,1,0.3372453797380701
3523,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,0.0,0.9123963117599487,0.0,1.0,1.0,0.0,0.7481697141744093,0.2518302858255908,1,0.11817575642780676
