,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
359,33.0,0.0,2.0,27.0,22.0,0.0,7.0,3.0,0.0,4.0,0.11,0.0,72.0,4.0,0.0,17.0,2.0,3.88461538461538,0.0,1.0,1.0,0.712962962962963,0.0,165.0,1.0,0.0,3.0,4.0
360,11.0,1.0,2.0,4.0,13.0,1.0,7.0,1.0,0.0,1.0,0.26,0.0,72.0,5.0,0.0,17.0,1.0,4.31884057971014,0.0,1.0,1.0,0.816901408450704,0.0,192.0,0.75,0.0,6.0,5.0
363,6.0,0.0,1.0,5.0,9.0,1.0,178.0,8.0,6.0,14.0,0.19,0.0,6.0,4.0,3.0,29.0,2.0,6.52252252252252,0.0,1.0,1.0,0.0,0.0,417.0,0.714285714285714,0.0,3.0,5.0
929,12.0,9.0,1.0,3.0,36.0,2.0,72.0,3.0,0.0,2.0,0.3,0.0,80.0,4.0,0.0,21.0,2.0,4.13698630136986,1.0,1.0,1.0,0.636363636363636,0.0,3980.0,0.777777777777778,0.0,1.0,2.0
368,12.0,0.0,1.0,116.0,34.0,1.0,140.0,2.0,4.0,5.0,6.3,1.0,94.0,3.0,0.0,22.0,2.0,3.28571428571429,0.0,2.0,1.0,0.653846153846154,0.0,465.0,0.25,0.0,4.0,8.0
369,5.0,0.0,1.0,0.0,67.0,0.0,36.0,50.0,0.0,16.0,0.03,0.0,16.0,1.0,0.0,133.0,2.0,4.47457627118644,1.0,2.0,1.0,0.644970414201183,0.0,314.0,0.648648648648649,0.0,5.0,1.0
370,6.0,3.0,1.0,1.0,25.0,0.0,296.0,8.0,3.0,6.0,5.4,0.0,86.0,3.0,0.0,18.0,2.0,6.83333333333333,1.0,2.0,1.0,0.411764705882353,0.0,586.0,0.5,0.0,5.0,1.0
373,17.0,1.0,2.0,11.0,43.0,2.0,15.0,5.0,3.0,2.0,0.2,2.0,96.0,4.0,1.0,34.0,2.0,4.0,0.0,1.0,1.0,1.15853658536585,3.0,1968.0,0.1,0.0,4.0,9.0
375,3.0,0.0,1.0,105.0,27.0,0.0,41.0,1.0,0.0,0.0,0.17,1.0,0.0,1.0,0.0,9.0,7.0,4.11111111111111,2.0,3.0,1.0,0.655172413793103,0.0,70.0,0.5,0.0,3.0,6.0
376,36.0,0.0,1.0,8.0,1.0,5.0,17.0,3.0,0.0,2.0,0.21,0.0,42.0,5.0,0.0,24.0,2.0,6.24409448818898,0.0,1.0,1.0,0.603053435114504,0.0,92.0,0.4,0.0,4.0,7.0
377,2.0,39.0,1.0,13.0,6.0,2.0,7.0,2.0,1.0,1.0,0.35,0.0,72.0,4.0,0.0,20.0,2.0,6.16981132075472,0.0,1.0,1.0,0.625,0.0,169.0,0.571428571428571,0.0,6.0,6.0
380,33.0,6.0,1.0,20.0,13.0,0.0,28.0,47.0,1.0,26.0,3.0,3.0,97.0,4.0,26.0,125.0,2.0,3.47619047619048,0.0,0.0,1.0,0.437275985663082,0.0,593.0,0.394736842105263,3.0,4.0,12.0
384,23.0,0.0,2.0,6.0,1.0,5.0,17.0,3.0,16.0,5.0,0.22,2.0,42.0,3.0,3.0,50.0,2.0,4.69411764705882,0.0,1.0,1.0,1.10919540229885,0.0,1313.0,0.327272727272727,2.0,3.0,11.0
385,3.0,0.0,1.0,4.0,31.0,0.0,35.0,15.0,4.0,2.0,0.06,0.0,5.0,4.0,2.0,36.0,2.0,2.83673469387755,0.0,1.0,1.0,0.784615384615385,0.0,743.0,0.0,0.0,5.0,3.0
386,6.0,0.0,1.0,131.0,105.0,1.0,171.0,9.0,0.0,1.0,0.16,1.0,100.0,4.0,5.0,62.0,2.0,3.70940170940171,0.0,1.0,1.0,2.1,0.0,145.0,0.409090909090909,0.0,4.0,10.0
390,8.0,0.0,1.0,7.0,38.0,0.0,296.0,2.0,0.0,2.0,5.4,0.0,97.0,1.0,0.0,12.0,1.0,3.64102564102564,2.0,1.0,1.0,0.714285714285714,0.0,530.0,1.0,0.0,2.0,5.0
397,9.0,1.0,1.0,4.0,27.0,2.0,38.0,5.0,10.0,0.0,0.45,0.0,100.0,3.0,5.0,27.0,2.0,7.42105263157895,0.0,1.0,1.0,0.435643564356436,0.0,34.0,0.4,0.0,5.0,5.0
398,8.0,1.0,1.0,1.0,7.0,7.0,7.0,4.0,6.0,0.0,1.29,0.0,72.0,3.0,59.0,27.0,2.0,5.27722772277228,0.0,1.0,1.0,0.433962264150943,0.0,129.0,0.5,0.0,4.0,10.0
405,42.0,17.0,2.0,11.0,56.0,0.0,155.0,5.0,0.0,7.0,0.09,0.0,6.0,3.0,0.0,33.0,3.0,6.19047619047619,0.0,1.0,0.0,0.0,0.0,417.0,0.411764705882353,0.0,2.0,12.0
408,142.0,19.0,2.0,8.0,48.0,0.0,380.0,7.0,3.0,15.0,2.1,0.0,100.0,3.0,0.0,50.0,2.0,6.22693726937269,0.0,1.0,0.0,0.84,0.0,3325.0,0.392857142857143,0.0,2.0,0.0
409,14.0,0.0,1.0,2.0,2.0,0.0,47.0,2.0,2.0,7.0,0.07,1.0,5.0,3.0,0.0,25.0,2.0,2.89189189189189,0.0,1.0,1.0,0.766233766233766,0.0,142.0,0.0,0.0,4.0,2.0
415,11.0,1.0,1.0,116.0,19.0,1.0,149.0,2.0,1.0,20.0,6.3,1.0,100.0,3.0,0.0,37.0,2.0,3.10126582278481,15.0,0.0,0.0,0.585365853658537,0.0,159.0,0.526315789473684,0.0,4.0,9.0
417,3.0,0.0,1.0,88.0,17.0,0.0,84.0,2.0,2.0,2.0,0.12,1.0,5.0,3.0,0.0,23.0,2.0,3.04166666666667,0.0,1.0,1.0,0.52,0.0,54.0,0.571428571428571,0.0,5.0,9.0
421,9.0,3.0,1.0,111.0,17.0,0.0,55.0,26.0,25.0,20.0,0.05,7.0,91.0,4.0,7.0,22.0,2.0,2.18791946308725,0.0,0.0,1.0,0.448863636363636,0.0,1261.0,0.647058823529412,0.0,5.0,3.0
488,25.0,0.0,1.0,111.0,12.0,0.0,221.0,3.0,1.0,27.0,0.22,7.0,100.0,1.0,0.0,29.0,1.0,16.4110429447853,0.0,0.0,0.0,0.317365269461078,0.0,39.0,0.8,0.0,2.0,5.0
531,33.0,39.0,2.0,16.0,38.0,8.0,7.0,20.0,0.0,2.0,0.52,1.0,72.0,1.0,18.0,11.0,2.0,4.25974025974026,1.0,0.0,1.0,0.704081632653061,0.0,332.0,0.5,0.0,5.0,4.0
535,14.0,2.0,2.0,131.0,20.0,1.0,119.0,14.0,0.0,42.0,0.17,0.0,100.0,2.0,5.0,16.0,2.0,3.71212121212121,0.0,0.0,0.0,2.1,0.0,47.0,0.5,0.0,3.0,5.0
