,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
960,0,0,1,1,0,1,2,36,1,6,1,0.33,1,6.88,2,1,19,1,99,1,1,0,1,0.716763005780347,1
962,1,0,1,3,0,0,2,45,1,1,99,0.18,0,10,1,1,8,3,0.4,0,0,0,6,0.681159420289855,0
192,0,0,1,1,0,2,2,83,1,8,7,0.23,0,10,1,3,6.88,2,54,0,0,0,13,0.326653306613226,2
1043,0,0,1,1,2,2,2,272,1,0,2,0.23,3,54,5,6,3.26,1,11,0,2,0,10,0.475270039795338,3
1059,0,0,1,0,2,3,1,52,2,3,54,0.29,2,13,5,0,3.26,2,2,0,2,0,9,0.928571428571429,3
1061,0,0,1,1,0,0,1,19,1,11,6.88,0.14,0,54,3,3,4,1,10,1,0,0,0,0.790960451977401,1
929,,,,,,,,,,,,,,,,,,,,,,,,,
1103,1,0,1,5,0,0,2,28,6,6,2,0.09,2,54,2,0,5,3,0.5,0,0,0,24,0.413793103448276,1
1165,0,0,1,0,2,0,1,54,2,1,99,0.16,0,0.5,5,0,4,2,1,0,0,0,0,0.757028112449799,0
1255,0,0,1,2,0,0,1,23,2,9,8,0.14,0,54,2,2,5,2,2.5500000000000003,0,1,0,1,0.52803738317757,2
1467,2,0,1,1,0,0,1,46,1,6,13,0.06,5,10,4,2,6.88,1,54,1,1,0,49,0.493445692883895,1
2004,2,0,1,1,2,0,2,22,8,3,8,0.09,1,54,4,0,1,2,5,0,1,0,92,0.632786885245902,0.5
2032,0,0,1,1,0,0,5,17,1,1,2,0.15,5,54,2,0,1,1,5,1,2,0,11,1.0,0.5
1732,5,0,1,5,2,2,3,49,3,4,5,0.21,1,10,1,0,6.88,2,54,0,0,0,4,0.420886075949367,3
1744,2,0,1,0,0,4,1,125,1,1,2,0.94,0,45,1,0,5,5,0.5,0,1,0,27,0.681818181818182,1
1866,0,0,1,0,0,0,2,21,1,2,0,0.14,0,0.5,1,2,0,2,1,0,1,0,169,0.605263157894737,5
2048,1,0,2,0,0,2,3,64,6,1,6.88,0.21,2,5,2,0,21,2,54,0,1,0,3,0.97624703087886,1
1957,0,0,1,0,0,0,2,24,1,7,8,0.21,0,12,2,0,6.88,1,1,1,2,0,5,0.948717948717949,2
863,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,,,,,,,,,,,,,,,,,,,,,,,
282,1,1,1,1,0,1,2,70,6,2,7,0.15,1,45,2,1,12,2,0.9500000000000001,0,0,0,40,0.416531604538088,3
