,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
263,0.0,0.0,1.0,1.0,0.0,0.0,2.0,29.0,2.0,0.0,6.0,0.32,0.0,72.0,1.0,0.0,1.0,2.0,2.63636363636364,0.0,1.0,0.0,1.0,0.547445255474453,1.0
134,1.0,0.0,1.0,5.0,0.0,1.0,2.0,115.0,6.0,35.0,21.0,0.28,0.0,98.0,1.0,2.0,5.0,2.0,8.11940298507463,0.0,0.0,0.0,26.0,0.408026755852843,2.0
172,1.0,0.0,1.0,2.0,3.0,2.0,2.0,115.0,2.0,3.0,5.0,0.38,0.0,92.0,1.0,0.0,1.0,2.0,3.92307692307692,1.0,1.0,0.0,2.0,0.495867768595041,2.0
192,0.0,0.0,1.0,1.0,0.0,2.0,2.0,16.0,1.0,8.0,5.0,0.23,0.0,82.0,1.0,3.0,13.0,2.0,4.48275862068965,0.0,0.0,0.0,2.0,0.326653306613226,1.0
166,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,23.0,5.0,0.05,0.0,88.0,3.0,0.0,26.0,2.0,4.97368421052632,0.0,1.0,0.0,29.0,0.547058823529412,0.0
268,14.0,5.0,1.0,3.0,0.0,1.0,3.0,115.0,15.0,7.0,5.0,0.16,0.0,94.0,2.0,1.0,11.0,3.0,4.28712871287129,0.0,0.0,0.0,26.0,0.382173382173382,0.0
275,1.0,0.0,1.0,3.0,0.0,0.0,2.0,37.0,1.0,7.0,4.0,0.05,0.0,92.0,2.0,1.0,12.0,1.0,4.33802816901408,0.0,0.0,0.0,2.0,0.328063241106719,2.0
432,4.0,6.0,1.0,18.0,0.0,0.0,2.0,56.0,3.0,3.0,10.0,0.05,0.0,94.0,1.0,1.0,11.0,2.0,4.96491228070175,0.0,1.0,0.0,1.0,0.749670619235837,3.0
543,0.0,0.0,1.0,1.0,0.0,5.0,4.0,34.0,1.0,4.0,0.0,0.44,0.0,60.0,3.0,1.0,2.0,1.0,4.4,1.0,2.0,0.0,1.0,0.40495867768595,1.0
302,2.0,0.0,1.0,1.0,0.0,0.0,2.0,22.0,3.0,3.0,7.0,0.05,0.0,92.0,1.0,2.0,13.0,3.0,5.15909090909091,1.0,1.0,0.0,2.0,0.439320388349515,2.0
548,0.0,0.0,13.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,0.15,0.0,70.0,2.0,0.0,2.0,2.0,3.6,0.0,1.0,0.0,29.0,0.430327868852459,0.0
284,2.0,0.0,1.0,2.0,0.0,2.0,2.0,21.0,3.0,1.0,13.0,0.28,0.0,90.0,2.0,0.0,7.0,2.0,2.91891891891892,0.0,1.0,0.0,2.0,0.459016393442623,0.0
267,0.0,1.0,2.0,2.0,0.0,0.0,3.0,51.0,4.0,9.0,14.0,0.24,0.0,89.0,2.0,2.0,4.0,2.0,4.025,0.0,0.0,0.0,26.0,0.531208499335989,1.0
567,,,,,,,,,,,,,,,,,,,,,,,,,
773,2.0,0.0,2.0,1.0,2.0,1.0,3.0,62.0,1.0,2.0,3.0,0.05,0.0,71.0,1.0,7.0,5.0,2.0,5.41176470588235,1.0,1.0,0.0,2.0,0.457861635220126,1.0
85,8.0,4.0,1.0,2.0,0.0,3.0,3.0,27.0,7.0,8.0,5.0,0.35,0.0,91.0,1.0,3.0,30.0,4.0,4.80952380952381,0.0,1.0,0.0,26.0,0.442211055276382,0.0
792,0.0,0.0,21.0,0.0,0.0,0.0,1.0,62.0,1.0,0.0,0.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.61904761904762,1.0,0.0,0.0,2.0,0.814465408805031,1.0
790,2.0,0.0,1.0,3.0,1.0,0.0,2.0,21.0,4.0,4.0,0.0,0.05,0.0,95.0,2.0,0.0,13.0,3.0,3.26666666666667,0.0,0.0,0.0,26.0,0.558260869565217,2.0
805,2.0,0.0,1.0,3.0,0.0,0.0,2.0,41.0,1.0,7.0,12.0,0.15,0.0,92.0,1.0,1.0,13.0,2.0,2.7027027027027,0.0,0.0,0.0,0.0,0.6035714285714289,1.0
1940,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,1.3,0.0,0.0,1.0,0.0,115.0,2.0,1.53658536585366,1.0,5.0,0.0,10.0,0.809264305177112,1.0
795,3.0,1.0,1.0,2.0,0.0,1.0,2.0,22.0,7.0,4.0,19.0,0.2,0.0,92.0,1.0,0.0,30.0,1.0,3.42592592592593,0.0,0.0,0.0,1.0,0.556005398110661,5.0
861,1.0,0.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,0.0,4.0,0.35,0.0,65.0,1.0,0.0,5.0,2.0,2.75,1.0,1.0,0.0,29.0,0.682692307692308,0.0
282,1.0,1.0,1.0,1.0,0.0,1.0,2.0,22.0,6.0,2.0,9.0,0.05,1.0,85.0,2.0,1.0,13.0,2.0,3.23076923076923,0.0,0.0,0.0,26.0,0.416531604538088,0.0
863,10.0,0.0,1.0,12.0,0.0,1.0,2.0,25.0,5.0,0.0,21.0,0.05,0.0,94.0,1.0,0.0,3.0,3.0,3.1875,1.0,1.0,0.0,2.0,0.56794425087108,1.0
877,1.0,2.0,1.0,5.0,0.0,0.0,3.0,34.0,6.0,0.0,12.0,0.05,0.0,83.0,2.0,0.0,0.0,2.0,4.625,1.0,1.0,0.0,2.0,0.515723270440252,3.0
893,0.0,29.0,1.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,4.0,2.0,0.0,57.0,1.0,0.25,2.0,1.0,4.0,2.0,1.0,0.0,1.0,0.752941176470588,0.0
894,1.0,1.0,1.0,1.0,0.0,0.0,2.0,10.0,29.0,0.0,6.0,0.23,1.0,69.0,1.0,0.0,1.0,2.0,3.22222222222222,1.0,1.0,0.0,5.0,0.853333333333333,0.0
909,0.0,2.0,1.0,1.0,0.0,1.0,3.0,53.0,4.0,16.0,30.0,0.11,3.0,90.0,1.0,0.0,2.0,2.0,7.03571428571429,3.0,1.0,0.0,10.0,0.846645367412141,15.0
916,0.0,4.0,1.0,3.0,0.0,0.0,3.0,13.0,1.0,0.0,8.0,0.05,1.0,77.0,1.0,0.0,26.0,1.0,4.18181818181818,1.0,1.0,0.0,29.0,0.353571428571429,0.0
927,0.0,0.0,1.0,2.0,0.0,1.0,2.0,115.0,3.0,9.0,8.0,0.39,0.0,93.0,4.0,4.0,2.0,4.0,2.52083333333333,1.0,1.0,0.0,26.0,0.487364620938628,1.0
928,1.0,11.0,1.0,1.0,0.0,3.0,2.0,47.0,1.0,6.0,0.0,0.47,1.0,77.0,2.0,4.0,2.0,1.0,2.75,1.0,1.0,0.0,10.0,0.594117647058824,0.0
929,1.0,0.0,1.0,1.0,0.0,1.0,2.0,18.0,2.0,5.0,15.0,0.35,0.0,93.0,4.0,4.0,13.0,2.0,2.06818181818182,0.0,0.0,0.0,26.0,0.404907975460123,0.0
934,1.0,0.0,1.0,5.0,3.0,4.0,2.0,22.0,1.0,4.0,0.0,0.6,0.0,94.0,1.0,8.0,13.0,1.0,5.57142857142857,1.0,1.0,0.0,2.0,0.552188552188552,2.0
960,0.0,0.0,1.0,1.0,0.0,13.0,2.0,36.0,1.0,6.0,0.0,0.33,1.0,88.0,2.0,1.0,0.0,1.0,3.77777777777778,1.0,1.0,0.6035714285714289,1.0,0.0,2.0
962,1.0,0.0,1.0,3.0,0.0,0.0,2.0,45.0,1.0,1.0,10.0,0.05,0.0,89.0,1.0,1.0,4.0,2.0,2.46428571428571,0.0,0.0,0.0,2.0,0.681159420289855,1.0
972,2.0,0.0,1.0,1.0,0.0,0.0,2.0,62.0,4.0,5.0,5.0,0.23,0.0,85.0,2.0,4.0,3.0,2.0,6.08108108108108,1.0,1.0,0.0,2.0,0.659574468085106,1.0
1043,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,0.23,3.0,81.0,5.0,6.0,115.0,1.0,3.14516129032258,0.0,2.0,0.0,1.0,0.475270039795338,11.0
1059,0.0,0.0,13.0,0.0,2.0,3.0,1.0,52.0,2.0,3.0,5.0,0.29,2.0,83.0,5.0,0.0,2.0,2.0,3.25,0.0,2.0,0.0,2.0,0.7535714285714289,2.0
1061,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,11.0,10.0,0.05,0.0,87.0,2.0,3.0,4.0,0.0,3.6875,1.0,0.0,0.0,1.0,0.790960451977401,0.0
1957,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,7.0,8.0,5.0,0.0,78.0,2.0,0.0,29.0,1.0,3.58333333333333,1.0,2.0,0.05,1.0,0.948717948717949,0.0
1103,1.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,6.0,6.0,8.0,0.09,2.0,85.0,2.0,0.0,29.0,5.0,3.05,0.0,0.0,2.0,1.0,0.413793103448276,1.0
1165,0.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,2.0,1.0,5.0,0.16,0.0,95.0,5.0,0.0,1.0,2.0,1.25862068965517,0.0,0.0,0.0,1.0,0.757028112449799,15.0
1255,0.0,1.0,1.0,2.0,0.0,0.0,1.0,23.0,2.0,9.0,10.0,0.05,0.0,79.0,2.0,2.0,4.0,2.0,3.07142857142857,0.0,1.0,0.0,31.0,0.52803738317757,0.0
1467,0.05,0.0,1.0,1.0,1.0,0.0,1.0,46.0,1.0,6.0,11.0,13.0,5.0,82.0,4.0,2.0,26.0,1.0,4.4375,1.0,1.0,0.0,1.0,0.493445692883895,1.0
2004,3.0,0.0,1.0,1.0,2.0,0.0,2.0,22.0,26.0,3.0,2.0,0.09,1.0,81.0,4.0,0.0,11.0,2.0,2.41176470588235,0.0,1.0,0.0,8.0,0.632786885245902,0.0
2032,0.0,0.05,3.0,1.0,0.0,0.0,2.0,17.0,1.0,1.0,6.0,2.0,5.0,61.0,2.0,0.0,8.0,1.0,2.66666666666667,1.0,2.0,0.0,10.0,1.0,0.0
1732,0.0,3.0,1.0,5.0,2.0,2.0,3.0,49.0,3.0,4.0,13.0,0.21,1.0,84.0,1.0,0.0,2.0,2.0,4.25,0.0,0.0,0.0,10.0,0.420886075949367,0.0
1744,1.0,0.0,1.0,0.0,0.0,4.0,1.0,115.0,1.0,1.0,3.0,0.94,0.0,79.0,1.0,0.0,4.0,5.0,2.60869565217391,0.0,1.0,0.0,26.0,0.503571428571429,1.0
1866,0.0,26.0,1.0,0.0,0.0,0.0,2.0,21.0,1.0,10.0,0.0,1.0,0.0,0.0,1.0,2.0,10.0,2.0,2.25,0.05,1.0,0.0,1.0,0.605263157894737,0.0
2048,1.0,0.0,2.0,0.0,0.0,1.0,3.0,62.0,6.0,1.0,21.0,0.21,2.0,61.0,2.0,0.0,5.0,2.0,6.73333333333333,0.0,1.0,0.0,2.0,0.97624703087886,1.0
854,1.0,0.0,1.0,2.0,0.0,2.0,3.0,44.0,1.0,0.0,7.0,0.34,1.0,78.0,1.0,1.0,13.0,2.0,6.625,2.0,1.0,0.0,2.0,0.303571428571429,3.0
871,2.0,3.0,1.0,1.0,0.0,0.0,3.0,22.0,4.0,1.0,7.0,0.05,0.0,93.0,1.0,0.0,13.0,2.0,2.73333333333333,0.0,1.0,0.0,2.0,0.454649827784156,4.0
546,1.0,0.0,1.0,2.0,1.0,1.0,3.0,28.0,11.0,30.0,2.0,0.12,0.0,93.0,1.0,2.0,30.0,3.0,4.63291139240506,0.0,0.0,0.0,26.0,0.313213703099511,1.0
729,,,,,,,,,,,,,,,,,,,,,,,,,
762,5.0,1.0,1.0,6.0,0.0,1.0,2.0,29.0,4.0,10.0,5.0,0.15,0.0,96.0,1.0,0.0,30.0,1.0,2.97916666666667,0.0,1.0,0.0,2.0,0.633272058823529,4.0
251,0.0,0.0,1.0,1.0,0.0,1.0,1.0,35.0,1.0,0.0,7.0,0.41,0.0,97.0,2.0,0.0,13.0,1.0,2.63529411764706,1.0,1.0,0.0,2.0,0.303571428571429,3.0
299,2.0,0.0,1.0,3.0,0.0,1.0,2.0,20.0,4.0,13.0,3.0,0.16,0.0,95.0,1.0,1.0,18.0,4.0,3.15957446808511,0.0,1.0,0.0,26.0,0.63271375464684,3.0
