test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
16,14,5.0,0.0,1.0,321.0,0.0,5.0,186.0,1.0,3.0,4.0,19.0,0.37,1.0,76.0,2.0,0.0,10.0,2.0,6.46428571428571,1.0,1.0,1.4,0.0,281.0,0.429503916449086,0.0,4.0,0.5853563911073126,0.4146436088926875,2
16,15,5.0,0.0,1.0,321.0,0.0,5.0,149.0,1.0,3.0,4.0,19.0,0.37,1.0,76.0,2.0,0.0,10.0,2.0,6.46428571428571,1.0,1.0,1.4,0.0,281.0,0.429503916449086,0.0,4.0,0.5855681404045865,0.41443185959541357,3
16,16,5.0,0.0,2.0,321.0,0.0,5.0,186.0,1.0,3.0,4.0,19.0,0.37,1.0,76.0,2.0,0.0,0.0,2.0,6.46428571428571,1.0,1.0,1.4,0.0,281.0,0.429503916449086,0.0,4.0,0.6059928171261193,0.39400718287388065,4
16,17,5.0,1.0,1.0,321.0,0.0,5.0,186.0,1.0,3.0,4.0,19.0,0.37,1.0,76.0,2.0,0.0,10.0,2.0,6.46428571428571,1.0,1.0,1.4,0.0,17.0,0.429503916449086,0.0,4.0,0.5876104049358943,0.4123895950641057,2
1956,0,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,2.0,0.5622470679598447,0.4377529320401553,1
1956,1,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,3.1,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,0.0,0.7700116014612449,0.22998839853875522,2
1956,2,1.0,0.0,1.0,0.0,0.0,72.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.6766268181759908,0.3233731818240092,1
1956,3,1.0,0.0,1.0,0.0,0.0,72.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,0.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.679921105134845,0.320078894865155,2
1956,4,1.0,0.0,1.0,0.0,0.0,72.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,0.0,1.0,5.0,1.0,1.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.68075098277698,0.31924901722302007,3
1956,5,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,0.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,0.0,0.8406444620192794,0.15935553798072027,2
1956,6,1.0,0.0,1.0,0.0,0.0,12.0,15.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,0.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,0.0,0.845953331142105,0.15404666885789478,3
1956,7,1.0,0.0,1.0,0.0,0.0,12.0,15.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,0.0,1.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,0.0,0.8472928377580814,0.15270716224191863,4
1956,8,1.0,0.0,1.0,321.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.5554742391772004,0.44452576082279954,1
1956,9,1.0,0.0,1.0,321.0,0.0,12.0,107.0,1.0,0.0,4.0,0.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.5558880697430728,0.44411193025692725,2
1956,10,1.0,0.0,1.0,0.0,0.0,72.0,107.0,1.0,0.0,4.0,4.0,3.1,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.700198044948984,0.2998019550510162,2
1956,11,0.0,0.0,1.0,0.0,0.0,72.0,107.0,1.0,0.0,4.0,4.0,3.1,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.7008214007960151,0.2991785992039848,3
1956,12,1.0,0.0,1.0,321.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,0.0,244.0,0.938388625592417,0.0,4.0,0.6120086077638585,0.38799139223614143,2
1956,13,1.0,0.0,1.0,321.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,100.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,0.0,244.0,0.938388625592417,0.0,4.0,0.6640871262661908,0.3359128737338091,3
1956,14,1.0,0.0,1.0,321.0,0.0,12.0,107.0,1.0,2.0,4.0,4.0,1.26,0.0,100.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,0.0,244.0,0.938388625592417,0.0,4.0,0.6660839123114463,0.33391608768855363,4
1956,15,1.0,0.0,1.0,321.0,0.0,12.0,107.0,1.0,2.0,0.0,4.0,1.26,0.0,100.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,1.42857142857143,0.0,244.0,0.938388625592417,0.0,4.0,0.6664855790632472,0.3335144209367529,5
1956,16,1.0,0.0,1.0,0.0,0.0,72.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,1.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.6776943740942121,0.3223056259057879,2
1956,17,1.0,0.0,1.0,0.0,0.0,72.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,1.0,6.0,1.0,5.0,1.0,1.0,1.42857142857143,1.0,244.0,0.938388625592417,0.0,4.0,0.6784208589119791,0.3215791410880209,3
1956,18,1.0,0.0,1.0,0.0,0.0,12.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,0.0,1.0,244.0,0.938388625592417,0.0,0.0,0.7802521847581364,0.21974781524186382,2
1956,19,1.0,0.0,1.0,0.0,0.0,0.0,107.0,1.0,0.0,4.0,4.0,1.26,0.0,40.0,2.0,0.0,6.0,1.0,5.0,1.0,2.0,0.0,1.0,244.0,0.938388625592417,0.0,0.0,0.7873614318510828,0.2126385681489171,3
1958,0,3.0,1.0,2.0,2.0,0.0,18.0,423.0,1.0,0.0,18.0,0.0,29.08,2.0,89.0,1.0,0.0,9.0,1.0,7.55,2.0,2.0,1.90909090909091,0.0,1137.0,0.790307548928239,0.0,0.0,0.5443797477412665,0.45562025225873365,2
1958,1,3.0,1.0,2.0,2.0,0.0,7.0,423.0,1.0,0.0,18.0,0.0,29.08,2.0,89.0,1.0,0.0,9.0,1.0,7.55,2.0,2.0,1.90909090909091,0.0,1137.0,0.790307548928239,0.0,0.0,0.5602505070269799,0.43974949297302013,3
1958,2,3.0,1.0,2.0,2.0,0.0,7.0,423.0,1.0,0.0,18.0,0.0,29.08,0.0,89.0,1.0,0.0,9.0,1.0,7.55,2.0,2.0,1.90909090909091,0.0,1137.0,0.790307548928239,0.0,0.0,0.5630126400101141,0.4369873599898858,4
1958,3,3.0,1.0,2.0,0.0,0.0,7.0,423.0,1.0,0.0,18.0,0.0,29.08,0.0,89.0,1.0,0.0,9.0,1.0,7.55,2.0,2.0,1.90909090909091,0.0,1137.0,0.790307548928239,0.0,0.0,0.5631221291743947,0.43687787082560514,5
1958,4,3.0,17.0,2.0,2.0,0.0,18.0,423.0,1.0,0.0,18.0,0.0,29.08,2.0,89.0,1.0,0.0,9.0,0.0,7.55,2.0,2.0,1.90909090909091,0.0,1137.0,0.790307548928239,0.0,0.0,0.5066415334580008,0.4933584665419993,2
1958,5,3.0,17.0,1.0,2.0,0.0,18.0,423.0,1.0,0.0,18.0,0.0,29.08,2.0,89.0,1.0,0.0,9.0,0.0,7.55,2.0,2.0,1.90909090909091,0.0,1137.0,0.790307548928239,0.0,0.0,0.5124450214519259,0.487554978548074,3
1958,6,3.0,17.0,1.0,2.0,0.0,18.0,423.0,1.0,0.0,18.0,0.0,29.08,2.0,89.0,1.0,0.0,9.0,0.0,1.8,2.0,2.0,1.90909090909091,0.0,1137.0,0.790307548928239,0.0,0.0,0.5139065874831595,0.48609341251684063,4
1958,7,3.0,4.0,2.0,321.0,0.0,18.0,423.0,1.0,0.0,18.0,0.0,0.74,2.0,89.0,1.0,0.0,9.0,1.0,7.55,2.0,2.0,1.90909090909091,0.0,1137.0,0.790307548928239,0.0,0.0,0.5173205425764591,0.48267945742354074,2
1958,8,3.0,0.0,2.0,321.0,0.0,18.0,423.0,1.0,0.0,18.0,0.0,0.74,0.0,89.0,1.0,0.0,9.0,1.0,7.55,2.0,2.0,1.90909090909091,0.0,1137.0,0.790307548928239,0.0,0.0,0.5225571876576727,0.47744281234232716,3
1958,9,3.0,0.0,2.0,321.0,0.0,18.0,423.0,1.0,0.0,18.0,0.0,0.74,0.0,89.0,1.0,0.0,9.0,1.0,4.6,2.0,2.0,1.90909090909091,0.0,1137.0,0.790307548928239,0.0,0.0,0.5230461404778196,0.4769538595221802,4
1958,10,3.0,17.0,2.0,2.0,0.0,18.0,23.0,1.0,0.0,18.0,0.0,0.74,2.0,89.0,1.0,0.0,9.0,1.0,7.55,2.0,2.0,1.90909090909091,0.0,6.0,1.0,0.0,0.0,0.7031677414510997,0.2968322585489003,3
1958,11,3.0,17.0,2.0,2.0,0.0,18.0,23.0,1.0,0.0,18.0,0.0,0.74,2.0,89.0,1.0,0.0,9.0,1.0,7.55,2.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.7429018161930826,0.25709818380691746,4
1958,12,3.0,17.0,2.0,2.0,0.0,18.0,15.0,1.0,0.0,18.0,0.0,0.74,2.0,89.0,1.0,0.0,9.0,1.0,7.55,2.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.7443834383357302,0.2556165616642697,4
1958,13,3.0,0.0,2.0,2.0,0.0,18.0,423.0,1.0,0.0,0.0,0.0,0.74,2.0,89.0,1.0,0.0,9.0,6.0,7.55,2.0,2.0,1.90909090909091,0.0,6.0,0.790307548928239,0.0,0.0,0.5697721600309785,0.4302278399690215,4
1958,14,3.0,0.0,0.0,2.0,0.0,18.0,423.0,1.0,0.0,0.0,0.0,0.74,2.0,89.0,1.0,0.0,9.0,6.0,7.55,2.0,2.0,1.90909090909091,0.0,6.0,0.790307548928239,0.0,0.0,0.6275838785316155,0.37241612146838465,5
19,0,8.0,5.0,1.0,321.0,0.0,0.0,60.0,1.0,2.0,2.0,0.0,0.06,0.0,97.0,3.0,1.0,0.0,4.0,5.91089108910891,0.0,1.0,1.12621359223301,0.0,17.0,0.49563838223632,0.0,6.0,0.510385082065948,0.48961491793405215,3
19,1,8.0,5.0,1.0,321.0,1.0,0.0,60.0,1.0,2.0,2.0,0.0,0.06,0.0,97.0,3.0,1.0,0.0,4.0,5.91089108910891,0.0,1.0,1.12621359223301,0.0,17.0,0.49563838223632,0.0,6.0,0.5108409224841539,0.48915907751584603,4
19,2,8.0,5.0,1.0,321.0,1.0,0.0,60.0,1.0,2.0,2.0,0.0,0.06,0.0,97.0,3.0,1.0,0.0,4.0,3.8,0.0,1.0,1.12621359223301,0.0,17.0,0.49563838223632,0.0,6.0,0.5111205421155671,0.48887945788443293,5
23,0,7.0,1.0,1.0,321.0,0.0,4.0,244.0,1.0,3.0,8.0,30.0,0.35,1.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5317702495241662,0.46822975047583365,1
23,1,7.0,1.0,1.0,321.0,0.0,4.0,244.0,1.0,3.0,8.0,30.0,0.35,0.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5323737714973542,0.4676262285026459,2
23,2,7.0,1.0,1.0,321.0,0.0,4.0,244.0,1.0,3.0,8.0,30.0,0.85,0.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5327492530763729,0.46725074692362734,3
23,3,7.0,1.0,1.0,321.0,0.0,3.0,244.0,1.0,3.0,8.0,30.0,0.85,0.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.532890431734321,0.4671095682656788,4
23,4,7.0,1.0,1.0,321.0,0.0,4.0,244.0,1.0,3.0,8.0,0.0,0.35,1.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5529661410074681,0.44703385899253184,2
23,5,7.0,1.0,1.0,321.0,0.0,4.0,244.0,1.0,3.0,8.0,0.0,0.35,1.0,87.0,2.0,0.0,0.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5692527545433321,0.430747245456668,3
23,6,1.0,1.0,1.0,321.0,0.0,4.0,244.0,1.0,3.0,8.0,0.0,0.35,1.0,87.0,2.0,0.0,0.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5746009491620758,0.42539905083792434,4
23,7,1.0,1.0,1.0,321.0,0.0,4.0,244.0,1.0,3.0,8.0,0.0,0.35,1.0,87.0,2.0,0.0,0.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,17.0,0.337057728119181,0.0,4.0,0.5775384198087337,0.4224615801912665,5
23,8,7.0,1.0,1.0,321.0,0.0,4.0,149.0,1.0,3.0,8.0,30.0,0.35,1.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5325861486380473,0.4674138513619527,2
23,9,7.0,1.0,1.0,321.0,1.0,4.0,149.0,1.0,3.0,8.0,30.0,0.35,1.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5331185101679392,0.466881489832061,3
23,10,7.0,1.0,1.0,321.0,1.0,4.0,149.0,1.0,3.0,8.0,30.0,0.85,1.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5335243197317071,0.46647568026829317,4
23,11,7.0,1.0,1.0,321.0,0.0,4.0,244.0,1.0,3.0,0.0,30.0,0.35,1.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5324288962166034,0.4675711037833967,2
23,12,7.0,1.0,1.0,321.0,0.0,4.0,244.0,1.0,2.0,0.0,30.0,0.35,1.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5326720827408736,0.46732791725912626,3
23,13,7.0,0.0,1.0,321.0,0.0,4.0,244.0,1.0,2.0,0.0,30.0,0.35,1.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5328796434373857,0.46712035656261414,4
23,14,7.0,0.0,1.0,321.0,0.0,4.0,244.0,1.0,3.0,8.0,0.0,0.35,1.0,87.0,2.0,0.0,17.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5532011556673339,0.44679884433266615,3
23,15,7.0,1.0,1.0,321.0,0.0,4.0,244.0,1.0,3.0,8.0,30.0,0.35,1.0,87.0,2.0,0.0,0.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5461294027089538,0.4538705972910461,2
23,16,7.0,0.0,1.0,321.0,0.0,4.0,244.0,1.0,3.0,8.0,30.0,0.35,1.0,87.0,2.0,0.0,0.0,2.0,6.21951219512195,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5463552975689965,0.45364470243100347,3
23,17,7.0,1.0,1.0,321.0,0.0,4.0,244.0,1.0,3.0,8.0,30.0,0.35,1.0,87.0,2.0,0.0,0.0,2.0,3.8,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5465659880275123,0.4534340119724876,3
23,18,7.0,1.0,1.0,321.0,0.0,3.0,244.0,1.0,3.0,8.0,30.0,0.35,1.0,87.0,2.0,0.0,0.0,2.0,3.8,1.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5467206857572764,0.45327931424272344,4
23,19,7.0,1.0,1.0,321.0,0.0,3.0,244.0,1.0,3.0,8.0,30.0,0.35,1.0,87.0,2.0,0.0,0.0,2.0,3.8,0.0,1.0,1.2093023255814,0.0,308.0,0.337057728119181,0.0,4.0,0.5468072835893122,0.453192716410688,5
1959,0,2.0,0.0,1.0,0.0,0.0,72.0,107.0,1.0,0.0,3.0,4.0,1.45,0.0,61.0,2.0,0.0,7.0,1.0,4.0,1.0,2.0,1.25,0.0,220.0,0.733990147783251,0.0,1.0,0.6837689618800332,0.3162310381199666,1
1959,1,2.0,0.0,1.0,0.0,0.0,72.0,107.0,1.0,0.0,3.0,4.0,1.45,0.0,61.0,2.0,0.0,7.0,1.0,4.0,1.0,2.0,1.25,0.0,220.0,1.0,0.0,1.0,0.7270508136437346,0.27294918635626547,2
1959,2,2.0,0.0,1.0,0.0,0.0,72.0,107.0,1.0,0.0,3.0,4.0,3.1,0.0,61.0,2.0,0.0,7.0,1.0,4.0,1.0,2.0,1.25,0.0,220.0,1.0,0.0,1.0,0.7564038972969737,0.24359610270302642,3
