,score,project,explainer,model
853,0.4372784189484799,camel@0,LIME,XGB
956,1.0,camel@0,LIME,XGB
1775,0.4714045207910317,camel@0,LIME,XGB
1761,0.22857142857142856,camel@0,LIME,XGB
960,0.8773464777984028,camel@0,LIME,XGB
2585,0.07590924552246059,camel@0,LIME,XGB
110,0.5752092263690367,camel@0,LIME,XGB
1690,0.8691328558888971,camel@0,LIME,XGB
921,0.8348472733103397,camel@0,LIME,XGB
2288,0.49378793084248424,camel@0,LIME,XGB
153,0.7035127934082894,camel@0,LIME,XGB
1800,0.6650664354683681,camel@0,LIME,XGB
38,0.645429559973063,camel@0,LIME,XGB
1742,0.7199619393731609,camel@0,LIME,XGB
344,0.0,hive@0,LIME,XGB
285,0.5,hive@0,LIME,XGB
643,0.0,hive@0,LIME,XGB
320,0.12635128762195605,hive@0,LIME,XGB
578,0.0,hive@0,LIME,XGB
1,0.5630571591218008,hive@0,LIME,XGB
269,0.7528336408822222,hive@0,LIME,XGB
505,0.5,hive@0,LIME,XGB
993,0.5426627687412775,hive@0,LIME,XGB
24,0.28516117477603137,hive@0,LIME,XGB
313,0.0,hive@0,LIME,XGB
298,0.6868718391968961,hive@0,LIME,XGB
601,0.2882352941176474,hive@0,LIME,XGB
389,0.5488285608610738,hive@0,LIME,XGB
94,0.011724474841231076,hive@0,LIME,XGB
454,0.0,hive@0,LIME,XGB
723,0.8060988716721101,hive@0,LIME,XGB
220,0.33265486367486496,hive@0,LIME,XGB
311,1.0,hive@0,LIME,XGB
522,0.910702379660125,hive@0,LIME,XGB
64,0.26138158839580405,hive@0,LIME,XGB
1322,0.0,hive@0,LIME,XGB
102,0.7680063668921606,hive@0,LIME,XGB
357,0.4785067873303174,hive@0,LIME,XGB
748,0.0,hive@0,LIME,XGB
1059,0.0,hive@0,LIME,XGB
174,0.6221034209926554,hive@0,LIME,XGB
173,0.31654044673029585,hive@0,LIME,XGB
281,0.7711442786069651,hive@0,LIME,XGB
1069,0.09373042901497267,hive@0,LIME,XGB
325,0.8650102178253376,hive@0,LIME,XGB
337,0.640580498633847,hive@0,LIME,XGB
965,0.8382323687518928,hive@0,LIME,XGB
1405,0.5728555149511536,hive@0,LIME,XGB
1312,1.0,hive@0,LIME,XGB
678,0.2882352941176474,hive@0,LIME,XGB
1074,0.6535947712418301,hive@0,LIME,XGB
833,0.8268542525097702,hive@0,LIME,XGB
1150,0.7695506628948919,hive@0,LIME,XGB
283,0.456896551724138,hive@0,LIME,XGB
1152,0.7464386424374302,hive@0,LIME,XGB
101,0.3333333333333333,hive@0,LIME,XGB
360,0.30854393357061427,hive@0,LIME,XGB
1238,0.5861052115559979,hive@0,LIME,XGB
1314,0.0,hive@0,LIME,XGB
183,0.6941056638588499,hive@0,LIME,XGB
994,0.42789662333197115,hive@0,LIME,XGB
453,0.8308040749513296,hive@0,LIME,XGB
996,0.3276864581571744,hive@0,LIME,XGB
1352,0.5285290682001984,hive@0,LIME,XGB
335,1.0,hive@0,LIME,XGB
586,0.8568815287604391,hive@0,LIME,XGB
1356,0.47738097626679876,hive@0,LIME,XGB
1371,0.6410203782436587,hive@0,LIME,XGB
588,0.2882352941176474,hive@0,LIME,XGB
272,0.6754501528604678,hive@0,LIME,XGB
1286,0.0,hive@0,LIME,XGB
1292,0.0,hive@0,LIME,XGB
108,0.5698998067903772,hive@0,LIME,XGB
995,0.6577825362185176,hive@0,LIME,XGB
328,0.0,hive@0,LIME,XGB
1390,0.33265486367486496,hive@0,LIME,XGB
970,0.8221237640685657,hive@0,LIME,XGB
616,0.7711442786069651,hive@0,LIME,XGB
362,0.17820715316235627,hive@0,LIME,XGB
184,0.6559053710707424,hive@0,LIME,XGB
270,0.5804901304558165,hive@0,LIME,XGB
546,0.6780495606335776,hive@0,LIME,XGB
585,0.0,hive@0,LIME,XGB
1287,0.7442854069329363,hive@0,LIME,XGB
512,0.06481663376147186,hive@0,LIME,XGB
559,0.12274224847747492,hive@0,LIME,XGB
1290,0.0,hive@0,LIME,XGB
1305,0.06123891141767501,hive@0,LIME,XGB
694,0.7560950674937686,hive@0,LIME,XGB
515,0.8382323687518928,hive@0,LIME,XGB
1294,0.5805006080747203,hive@0,LIME,XGB
429,1.0,hive@0,LIME,XGB
323,0.17436584685269468,hive@0,LIME,XGB
1284,0.7374463551144756,hive@0,LIME,XGB
1404,0.7991736289754787,hive@0,LIME,XGB
2829,0.0,camel@1,LIME,XGB
331,0.0,camel@1,LIME,XGB
141,0.5,camel@1,LIME,XGB
755,0.38095238095238093,camel@1,LIME,XGB
2994,0.38095238095238093,camel@1,LIME,XGB
4147,0.0,camel@1,LIME,XGB
779,0.0,camel@1,LIME,XGB
3919,0.68,camel@1,LIME,XGB
946,0.5151515151515151,camel@1,LIME,XGB
195,0.2857142857142857,camel@1,LIME,XGB
655,0.16666666666666666,camel@1,LIME,XGB
2825,0.7575757575757575,camel@1,LIME,XGB
3926,0.5428571428571428,camel@1,LIME,XGB
3867,0.07642499805856627,camel@1,LIME,XGB
6734,0.0,camel@1,LIME,XGB
897,0.38095238095238093,camel@1,LIME,XGB
3877,0.6666666666666666,camel@1,LIME,XGB
104,0.3142857142857143,camel@1,LIME,XGB
152,0.5428571428571428,camel@1,LIME,XGB
148,1.0,camel@1,LIME,XGB
3912,0.0,camel@1,LIME,XGB
601,0.37500000000000006,camel@1,LIME,XGB
310,0.2222222222222222,camel@1,LIME,XGB
115,1.0,camel@1,LIME,XGB
599,0.761553779632598,camel@1,LIME,XGB
731,0.4285714285714286,camel@1,LIME,XGB
57,0.919671935344295,camel@1,LIME,XGB
4145,0.7714285714285714,camel@1,LIME,XGB
637,0.3928222233844369,camel@1,LIME,XGB
589,0.5420694148358081,camel@1,LIME,XGB
2936,0.7209302325581395,camel@1,LIME,XGB
770,0.6086973659660354,camel@1,LIME,XGB
939,0.7236717400456604,camel@1,LIME,XGB
491,0.7663815109285844,camel@1,LIME,XGB
835,0.0,activemq@3,LIME,XGB
1987,0.1025641025641025,activemq@3,LIME,XGB
181,0.7142857142857142,activemq@3,LIME,XGB
2251,0.0,activemq@3,LIME,XGB
271,1.0,activemq@3,LIME,XGB
2049,0.7142857142857142,activemq@3,LIME,XGB
2158,0.5517681714253114,activemq@3,LIME,XGB
101,0.46205325129431557,activemq@3,LIME,XGB
1212,0.5945352916431922,activemq@3,LIME,XGB
205,1.0,activemq@3,LIME,XGB
328,0.3418260838724399,activemq@3,LIME,XGB
273,0.5337826178046182,activemq@3,LIME,XGB
1881,1.0,activemq@3,LIME,XGB
2553,0.892422503591764,activemq@3,LIME,XGB
286,0.49059352558877434,activemq@3,LIME,XGB
2591,1.0,activemq@3,LIME,XGB
2547,0.0,activemq@3,LIME,XGB
2549,0.7142857142857142,activemq@3,LIME,XGB
218,0.2857142857142857,activemq@3,LIME,XGB
1877,0.0,activemq@3,LIME,XGB
856,0.2857142857142857,activemq@3,LIME,XGB
977,0.0,activemq@3,LIME,XGB
990,0.2857142857142857,activemq@3,LIME,XGB
853,1.0,activemq@3,LIME,XGB
153,0.8358199652740081,activemq@3,LIME,XGB
215,1.0,activemq@3,LIME,XGB
1692,0.6129707536189392,activemq@3,LIME,XGB
1047,0.0,activemq@3,LIME,XGB
2282,0.4875512656246808,activemq@3,LIME,XGB
1645,0.9049213264343351,activemq@3,LIME,XGB
1004,0.8302744729815625,activemq@3,LIME,XGB
1137,0.7337394795208976,activemq@3,LIME,XGB
204,0.0,activemq@3,LIME,XGB
2548,0.0,activemq@3,LIME,XGB
849,0.2857142857142857,activemq@3,LIME,XGB
287,0.2857142857142857,activemq@3,LIME,XGB
2254,1.0,activemq@3,LIME,XGB
206,0.0,activemq@3,LIME,XGB
2283,0.420745077408232,activemq@3,LIME,XGB
1167,0.2916340750203152,activemq@3,LIME,XGB
2597,0.0,activemq@3,LIME,XGB
2311,1.0,activemq@3,LIME,XGB
1066,0.2857142857142857,activemq@3,LIME,XGB
852,0.8813760317969763,activemq@3,LIME,XGB
2013,0.0,activemq@3,LIME,XGB
2122,0.5337826178046182,activemq@3,LIME,XGB
128,0.0,activemq@3,LIME,XGB
147,0.7470343727565865,activemq@3,LIME,XGB
372,0.4650598710469759,activemq@3,LIME,XGB
2569,0.6963523731070353,activemq@3,LIME,XGB
816,1.0,activemq@3,LIME,XGB
812,0.5651519395331316,activemq@3,LIME,XGB
885,0.781283500908661,activemq@3,LIME,XGB
2015,0.0,activemq@3,LIME,XGB
2313,0.7142857142857142,activemq@3,LIME,XGB
75,0.8183877163596336,activemq@3,LIME,XGB
2301,0.0,activemq@3,LIME,XGB
2004,0.2857142857142857,activemq@3,LIME,XGB
136,1.0,activemq@3,LIME,XGB
2289,0.7337394795208976,activemq@3,LIME,XGB
279,0.8183877163596336,activemq@3,LIME,XGB
82,1.0,activemq@3,LIME,XGB
858,0.5,activemq@3,LIME,XGB
2190,0.45052068624202546,activemq@3,LIME,XGB
1037,0.0,activemq@3,LIME,XGB
2378,0.0,activemq@3,LIME,XGB
1142,0.5337826178046182,activemq@3,LIME,XGB
1282,0.4058110158845515,activemq@3,LIME,XGB
203,0.09770905007292331,activemq@3,LIME,XGB
2171,0.5137358227634884,activemq@3,LIME,XGB
1161,0.7741842790997886,activemq@3,LIME,XGB
132,0.5596330275229359,activemq@3,LIME,XGB
2437,0.7869037900446099,activemq@3,LIME,XGB
92,0.8797782907674675,activemq@3,LIME,XGB
193,0.11009174311926605,activemq@3,LIME,XGB
148,0.3602444260607014,activemq@3,LIME,XGB
255,1.0,activemq@3,LIME,XGB
272,0.8990013362413519,activemq@3,LIME,XGB
2201,0.6998351207641212,activemq@3,LIME,XGB
77,1.0,activemq@3,LIME,XGB
855,0.48022174601504675,activemq@3,LIME,XGB
886,0.7147230823057664,activemq@3,LIME,XGB
312,1.0,activemq@3,LIME,XGB
941,0.881710259386996,activemq@3,LIME,XGB
1201,0.7538764253731912,activemq@3,LIME,XGB
199,0.881710259386996,activemq@3,LIME,XGB
551,0.9586743885146936,activemq@3,LIME,XGB
1610,0.837741305086161,activemq@3,LIME,XGB
980,0.8848788610658599,activemq@3,LIME,XGB
303,0.824420022714298,activemq@3,LIME,XGB
960,0.0,activemq@2,LIME,XGB
1671,0.4,activemq@2,LIME,XGB
928,0.0,activemq@2,LIME,XGB
962,0.6645611426100515,activemq@2,LIME,XGB
1061,0.06445179579586637,activemq@2,LIME,XGB
543,0.1357147433690901,activemq@2,LIME,XGB
1956,0.68,activemq@2,LIME,XGB
805,0.4701366883366949,activemq@2,LIME,XGB
877,0.26296143333901256,activemq@2,LIME,XGB
1054,0.0,activemq@2,LIME,XGB
283,0.0,activemq@2,LIME,XGB
1888,0.0,activemq@2,LIME,XGB
1027,0.13825604238145153,activemq@2,LIME,XGB
1014,0.63666184241124,activemq@2,LIME,XGB
1957,0.542544030833488,activemq@2,LIME,XGB
86,0.42716036503237037,activemq@2,LIME,XGB
284,0.6654888442714113,activemq@2,LIME,XGB
104,0.5336958129921702,activemq@2,LIME,XGB
1732,0.15505098282287746,activemq@2,LIME,XGB
302,1.0,activemq@2,LIME,XGB
147,0.5723099717407086,activemq@2,LIME,XGB
455,0.4,activemq@2,LIME,XGB
172,0.43550153567615435,activemq@2,LIME,XGB
275,0.729703899000906,activemq@2,LIME,XGB
195,0.4816756026368414,activemq@2,LIME,XGB
96,0.05555555555555552,activemq@2,LIME,XGB
792,0.2922915068048759,activemq@2,LIME,XGB
1970,0.5428589734763604,activemq@2,LIME,XGB
1984,0.3136759784534442,activemq@2,LIME,XGB
1535,0.0,activemq@2,LIME,XGB
207,0.13471110607675943,activemq@2,LIME,XGB
213,0.07703703703703706,activemq@2,LIME,XGB
2032,0.10426983289824193,activemq@2,LIME,XGB
1467,0.68,activemq@2,LIME,XGB
773,0.790569415042095,activemq@2,LIME,XGB
432,0.0,activemq@2,LIME,XGB
755,0.10737951185661766,activemq@2,LIME,XGB
786,0.028892527220738144,activemq@2,LIME,XGB
78,0.765966454532216,activemq@2,LIME,XGB
854,0.6571789639641383,activemq@2,LIME,XGB
863,0.5128205128205128,activemq@2,LIME,XGB
1941,1.0,activemq@2,LIME,XGB
729,0.6666666666666667,activemq@2,LIME,XGB
1255,0.0,activemq@2,LIME,XGB
793,0.0,activemq@2,LIME,XGB
192,0.46802190747208905,activemq@2,LIME,XGB
871,0.8467275047230678,activemq@2,LIME,XGB
909,0.24143006770350411,activemq@2,LIME,XGB
972,0.16566909045270567,activemq@2,LIME,XGB
1165,0.0975598048764579,activemq@2,LIME,XGB
548,0.5079964664021807,activemq@2,LIME,XGB
1059,0.4810425930759771,activemq@2,LIME,XGB
263,0.0,activemq@2,LIME,XGB
992,0.8022854464318014,activemq@2,LIME,XGB
1996,0.0,activemq@2,LIME,XGB
1998,0.0,activemq@2,LIME,XGB
2004,0.0,activemq@2,LIME,XGB
1866,0.0,activemq@2,LIME,XGB
1043,0.778859005540882,activemq@2,LIME,XGB
927,0.5481656280684623,activemq@2,LIME,XGB
1950,0.0,activemq@2,LIME,XGB
267,0.4089546520428319,activemq@2,LIME,XGB
1744,0.5415888251407301,activemq@2,LIME,XGB
1940,0.6541717809111458,activemq@2,LIME,XGB
268,0.7205139815445196,activemq@2,LIME,XGB
16,0.2717631104300375,activemq@2,LIME,XGB
546,0.8544212389573405,activemq@2,LIME,XGB
282,0.4962564712007145,activemq@2,LIME,XGB
778,0.13825604238145153,activemq@2,LIME,XGB
934,0.6151987813411264,activemq@2,LIME,XGB
1942,0.0,activemq@2,LIME,XGB
762,0.6213395720700647,activemq@2,LIME,XGB
893,0.0,activemq@2,LIME,XGB
1953,0.13825604238145153,activemq@2,LIME,XGB
80,0.6064089265696326,activemq@2,LIME,XGB
790,0.42817592738555965,activemq@2,LIME,XGB
299,0.499908096517725,activemq@2,LIME,XGB
795,0.7029562731836464,activemq@2,LIME,XGB
202,0.0,activemq@2,LIME,XGB
1949,1.0,activemq@2,LIME,XGB
95,0.717948717948718,activemq@2,LIME,XGB
916,0.4377237067070357,activemq@2,LIME,XGB
134,0.626142646630164,activemq@2,LIME,XGB
251,0.695098857016357,activemq@2,LIME,XGB
1112,0.15532892731391387,activemq@2,LIME,XGB
929,0.6279170998561386,activemq@2,LIME,XGB
861,0.0,activemq@2,LIME,XGB
85,0.7806832218552061,activemq@2,LIME,XGB
824,0.7798408488063661,lucene@2,LIME,XGB
320,0.0,lucene@2,LIME,XGB
345,0.3333333333333333,lucene@2,LIME,XGB
548,0.0,lucene@2,LIME,XGB
322,0.0,lucene@2,LIME,XGB
936,0.7372097807744856,derby@0,LIME,XGB
1437,0.05904059040590408,derby@0,LIME,XGB
1106,0.5,derby@0,LIME,XGB
1664,0.08917739704160853,derby@0,LIME,XGB
769,0.4472135954999579,derby@0,LIME,XGB
832,0.0,derby@0,LIME,XGB
869,0.4,derby@0,LIME,XGB
1024,0.5,derby@0,LIME,XGB
877,0.732449430388581,derby@0,LIME,XGB
932,0.7447610002287619,derby@0,LIME,XGB
1137,0.7353111006221533,derby@0,LIME,XGB
2129,0.0,derby@0,LIME,XGB
1696,0.0,derby@0,LIME,XGB
1273,0.5600808959766839,derby@0,LIME,XGB
1314,0.0,derby@0,LIME,XGB
2029,0.40634527571736356,derby@0,LIME,XGB
1216,1.0,derby@0,LIME,XGB
1015,0.32621266810947774,derby@0,LIME,XGB
912,0.5,derby@0,LIME,XGB
929,0.0,derby@0,LIME,XGB
1296,1.0,derby@0,LIME,XGB
1139,0.32084447395987403,derby@0,LIME,XGB
2086,0.297619567404285,derby@0,LIME,XGB
1439,0.5,derby@0,LIME,XGB
996,0.0,derby@0,LIME,XGB
34,0.7923504099704145,derby@0,LIME,XGB
363,0.5864111957034001,derby@0,LIME,XGB
1519,0.0,derby@0,LIME,XGB
620,0.8898576757378575,derby@0,LIME,XGB
572,0.0,derby@0,LIME,XGB
428,0.8490373249364324,derby@0,LIME,XGB
193,0.0,derby@0,LIME,XGB
603,0.9142857142857143,derby@0,LIME,XGB
1087,0.29534879763337746,derby@0,LIME,XGB
168,0.9067878678786184,derby@0,LIME,XGB
819,1.0,derby@0,LIME,XGB
2162,0.5,derby@0,LIME,XGB
1005,0.6819574841582721,derby@0,LIME,XGB
1246,0.2956444684900171,derby@0,LIME,XGB
1558,0.21493775774949467,derby@0,LIME,XGB
1122,0.6372843615316837,derby@0,LIME,XGB
464,0.9137414468195509,derby@0,LIME,XGB
1634,0.0,derby@0,LIME,XGB
1272,0.4657711607684696,derby@0,LIME,XGB
1225,0.9382477761250344,derby@0,LIME,XGB
738,0.1007102672129133,derby@0,LIME,XGB
1587,0.8,derby@0,LIME,XGB
1648,0.40634527571736356,derby@0,LIME,XGB
1334,0.5603696816545884,derby@0,LIME,XGB
645,1.0,derby@0,LIME,XGB
2148,0.6324555320336759,derby@0,LIME,XGB
997,0.6135719910778964,derby@0,LIME,XGB
1088,0.22522130823072545,derby@0,LIME,XGB
1132,0.22522130823072545,derby@0,LIME,XGB
1227,0.5373210499888822,derby@0,LIME,XGB
19,0.8,derby@0,LIME,XGB
196,0.04013692716667141,derby@0,LIME,XGB
828,0.034106132865887824,derby@0,LIME,XGB
1568,0.87233197135336,derby@0,LIME,XGB
1037,1.0,derby@0,LIME,XGB
2053,0.8736556130513139,derby@0,LIME,XGB
1146,0.6808214390891663,derby@0,LIME,XGB
1585,0.0,derby@0,LIME,XGB
2091,1.0,derby@0,LIME,XGB
2163,0.51998147619683,derby@0,LIME,XGB
1671,1.0,derby@0,LIME,XGB
1297,1.0,derby@0,LIME,XGB
962,0.7134486730024865,derby@0,LIME,XGB
1573,1.0,derby@0,LIME,XGB
1635,0.0,derby@0,LIME,XGB
1578,0.169676493600983,derby@0,LIME,XGB
854,0.0,derby@0,LIME,XGB
2166,1.0,derby@0,LIME,XGB
1814,0.0,derby@0,LIME,XGB
972,1.0,derby@0,LIME,XGB
1922,0.7040833658941164,derby@0,LIME,XGB
163,0.7541408720056937,derby@0,LIME,XGB
2071,0.32288068692599714,derby@0,LIME,XGB
783,0.8606800474282633,derby@0,LIME,XGB
2036,0.45713856593805713,derby@0,LIME,XGB
989,0.0,derby@0,LIME,XGB
779,0.412131531339789,derby@0,LIME,XGB
833,1.0,derby@0,LIME,XGB
1003,0.39576715351108255,derby@0,LIME,XGB
1089,0.5696455597153239,derby@0,LIME,XGB
885,0.7484160865541308,derby@0,LIME,XGB
2087,0.7475719714716665,derby@0,LIME,XGB
1859,0.253600216672733,derby@0,LIME,XGB
1927,0.0,derby@0,LIME,XGB
1075,0.7484160865541308,derby@0,LIME,XGB
1135,0.0,derby@0,LIME,XGB
24,0.05298013245033112,derby@0,LIME,XGB
56,1.0,derby@0,LIME,XGB
1121,0.8050471285448224,derby@0,LIME,XGB
1257,0.9077723588241715,derby@0,LIME,XGB
438,0.4472573839662447,derby@0,LIME,XGB
2048,0.7238500382481465,derby@0,LIME,XGB
835,0.3922215672174226,derby@0,LIME,XGB
822,0.44147603647548206,derby@0,LIME,XGB
2131,0.15595397119732335,derby@0,LIME,XGB
2168,0.0,derby@0,LIME,XGB
1877,0.0,derby@0,LIME,XGB
2095,0.7901067150703683,derby@0,LIME,XGB
160,0.0,derby@0,LIME,XGB
251,0.0,derby@0,LIME,XGB
441,0.0,derby@0,LIME,XGB
611,0.0,derby@0,LIME,XGB
2140,0.7505098437532304,derby@0,LIME,XGB
847,0.0,derby@0,LIME,XGB
1081,0.0,derby@0,LIME,XGB
395,1.0,derby@0,LIME,XGB
214,0.0,derby@0,LIME,XGB
1923,0.8955479640954729,derby@0,LIME,XGB
796,1.0,derby@0,LIME,XGB
1030,0.8952959959246226,derby@0,LIME,XGB
2089,0.7940366720230345,derby@0,LIME,XGB
74,0.8141109411908873,derby@0,LIME,XGB
1644,0.5806734754033056,derby@0,LIME,XGB
1147,0.7256566567283064,derby@0,LIME,XGB
184,0.0,derby@0,LIME,XGB
217,0.0,derby@0,LIME,XGB
475,0.5132312623299065,derby@0,LIME,XGB
600,0.7358355636732642,derby@0,LIME,XGB
646,0.37958677687391595,derby@0,LIME,XGB
647,0.8348914348686526,derby@0,LIME,XGB
873,0.8405537134118584,derby@0,LIME,XGB
640,1.0,derby@0,LIME,XGB
641,1.0,derby@0,LIME,XGB
976,0.7694270603516666,derby@0,LIME,XGB
1033,0.8490373249364324,derby@0,LIME,XGB
129,0.7653398953609867,derby@0,LIME,XGB
1065,0.0,derby@0,LIME,XGB
1303,0.7358355636732642,derby@0,LIME,XGB
1045,0.8878261621047485,derby@0,LIME,XGB
1330,0.8490373249364324,derby@0,LIME,XGB
1608,0.4,derby@0,LIME,XGB
1612,0.0,derby@0,LIME,XGB
159,0.5844886964939976,derby@0,LIME,XGB
729,0.7928439988077306,derby@0,LIME,XGB
949,0.4,derby@0,LIME,XGB
477,0.8031727279316833,derby@0,LIME,XGB
1025,0.0,derby@0,LIME,XGB
1811,0.3333333333333333,derby@0,LIME,XGB
984,0.8490373249364324,derby@0,LIME,XGB
1013,0.7256566567283064,derby@0,LIME,XGB
986,0.6801508654761083,derby@0,LIME,XGB
1023,0.7256566567283064,derby@0,LIME,XGB
1011,0.7256566567283064,derby@0,LIME,XGB
1955,1.0,derby@0,LIME,XGB
1643,0.7955221412678383,derby@0,LIME,XGB
930,0.8,derby@0,LIME,XGB
1092,0.5241271814412808,derby@0,LIME,XGB
123,0.6,derby@0,LIME,XGB
696,1.0,derby@0,LIME,XGB
1540,0.0,derby@0,LIME,XGB
1237,0.8374396633137781,derby@0,LIME,XGB
2034,1.0,derby@0,LIME,XGB
2060,0.28961605770134385,derby@0,LIME,XGB
843,0.7256566567283064,derby@0,LIME,XGB
2120,0.3333333333333333,derby@0,LIME,XGB
2045,1.0,derby@0,LIME,XGB
2073,0.6909618908665958,derby@0,LIME,XGB
2075,1.0,derby@0,LIME,XGB
2104,0.5331399099328764,derby@0,LIME,XGB
1956,0.0,derby@0,LIME,XGB
67,0.5,derby@0,LIME,XGB
1962,0.0,derby@0,LIME,XGB
182,0.0,derby@0,LIME,XGB
1812,0.8568979554773465,derby@0,LIME,XGB
