,CountDeclMethodPrivate,AvgEssential,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
328,1.0,3.0,0.666666666666667,2.0,52.0,1.0,0.0,0.17000000000000004,1.0,86.0,1.0,0.0,26.0,1.0,6.73333333333333,2.0,1.0,1.0,1.76470588235294,-1.3877787807814457e-17,0.666666666666667,0.0,2.0,1.0
335,,,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,,,,,,,,
454,1.0,6.0,1.0,1.0,33.0,1.0,3.0,0.1100000000000001,3.0,90.0,2.0,0.0,20.0,3.0,3.58333333333333,0.0,0.0,1.0,1.33333333333333,-1.3877787807814457e-17,1.0,0.0,1.0,6.0
360,,,,,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,,
1356,,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,,,,,
578,0.0,1.0,75.0,0.0,34.0,2.0,9.0,0.3400000000000001,0.0,75.0,1.0,0.0,3.0,2.0,3.31578947368421,1.0,1.0,1.0,0.695652173913043,-1.3877787807814457e-17,1.0,0.0,4.0,1.1102230246251565e-16
546,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,,,,,,
588,0.0,1.0,3.0,0.0,56.0,1.0,0.0,0.20999999999999996,0.0,86.0,1.0,0.0,9.0,1.0,5.8,0.0,1.0,1.0,2.16666666666667,-1.3877787807814457e-17,-2.7755575615628914e-17,0.0,1.0,3.0
601,,,,,,,,,,,,,,,,,,,,,,,,
586,,,,,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,,,,,,,,,
585,,,,,,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,,,,,
678,3.0,1.0,0.9,1.0,94.0,1.0,15.0,0.28,0.0,94.0,2.0,3.9999999999999996,4.0,1.0,4.44444444444444,0.0,1.0,1.0,0.553191489361702,-1.3877787807814457e-17,1.0,0.0,4.0,2.0
512,,,,,,,,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,,,,,,,
833,67.0,0.666666666666667,1.0,0.0,34.0,2.0,8.0,0.20999999999999996,1.0,67.0,2.0,0.0,10.0,1.0,3.85714285714286,0.0,0.0,1.0,1.0,-1.3877787807814457e-17,0.666666666666667,0.0,3.0,1.0
559,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,,
1371,,,,,,,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,,,,,,,,,,,
970,,,,,,,,,,,,,,,,,,,,,,,,
1404,,,,,,,,,,,,,,,,,,,,,,,,
965,,,,,,,,,,,,,,,,,,,,,,,,
1059,,,,,,,,,,,,,,,,,,,,,,,,
995,,,,,,,,,,,,,,,,,,,,,,,,
1074,,,,,,,,,,,,,,,,,,,,,,,,
1150,,,,,,,,,,,,,,,,,,,,,,,,
1238,,,,,,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,,,,,,,,,
1152,,,,,,,,,,,,,,,,,,,,,,,,
1069,,,,,,,,,,,,,,,,,,,,,,,,
1286,,,,,,,,,,,,,,,,,,,,,,,,
1290,2.0,1.0,2.0,0.0,20.0,2.0,0.0,0.31000000000000005,0.0,-7.105427357601002e-15,2.0,0.0,1.0,2.0,1.55555555555556,1.0,1.0,1.0,0.25,-1.3877787807814457e-17,1.0,0.0,2.0,2.0
1405,,,,,,,,,,,,,,,,,,,,,,,,
1294,,,,,,,,,,,,,,,,,,,,,,,,
1312,,,,,,,,,,,,,,,,,,,,,,,,
1292,,,,,,,,,,,,,,,,,,,,,,,,
1390,,,,,,,,,,,,,,,,,,,,,,,,
1314,,,,,,,,,,,,,,,,,,,,,,,,
1287,,,,,,,,,,,,,,,,,,,,,,,,
1284,,,,,,,,,,,,,,,,,,,,,,,,
1322,3.0,3.0,3.0,0.7499999999999999,105.0,0.0,0.0,0.26,1.0,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.806451612903226,-1.3877787807814457e-17,0.75,0.0,3.0,1.1102230246251565e-16
1305,,,,,,,,,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,,,,,,,,,,,
994,,,,,,,,,,,,,,,,,,,,,,,,
