test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,MaxNesting_Min,OWN_LINE,OWN_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
255,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,53.0,114.0,0.34,0.0,98.0,2.0,0.0,31.0,1.0,9.538327847447313,1.0,2.23684210526316,1.0,0.0,0.538638985005767,0.666666666666667,3.0,0.5,0.5,1,3.4423370530987656
271,0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,11.0,14.0,28.460493087768555,0.19,0.0,89.0,2.0,2.0,0.0,2.0,4.14893617021277,0.0,5.36170212765957,0.0,0.0,0.347517730496454,0.5,2.0,0.5,0.5,2,9.190405530464826
272,0,16.0,6.0,1.0,1.0,0.0,1.0,3.0,15.0,10.0,44.0,82.0,0.14,0.0,94.0,2.0,1.0,30.606787085533142,3.0,4.74561403508772,0.0,7.15789473684211,0.0,0.0,0.367626886145405,0.6,3.0,0.5,0.5,1,9.238234491588297
279,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,11.0,5.477179527282715,68.0,0.06,0.0,95.0,2.0,1.0,0.0,2.0,4.075,0.0,3.825,0.0,0.0,0.240831295843521,0.5,5.0,0.5,0.5,2,20.44825146002047
286,0,4.0,1.0,1.0,1.0,0.0,1.0,3.0,7.0,4.0,10.0,38.0,0.13,1.0,86.0,2.0,1.0,10.51904296875,2.0,3.36170212765957,0.0,6.04255319148936,0.0,0.0,0.9998362094541139,0.5,3.0,0.5,0.5,2,11.157317438346272
287,0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,4.0,6.0,12.0,0.11,0.0,84.0,2.0,1.0,8.444091796875,2.0,3.88888888888889,0.0,8.88888888888889,1.0,0.0,0.440318302387268,1.0,2.0,0.5,0.5,1,6.257894308349772
303,0,10.0,0.0,1.0,3.0,0.0,1.0,3.0,5.0,16.0,12.741031646728516,81.0,0.12,0.0,95.0,1.0,1.0,72.0,4.0,3.35514018691589,0.0,6.1588785046729,1.0,0.0,0.460674157303371,0.333333333333333,3.0,0.5,0.5,1,18.385922267134156
312,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,8.0,15.3955078125,0.1,0.0,89.0,3.0,0.0,25.0,1.0,3.93333333333333,1.0,4.55,1.0,0.0,0.732348111658456,1.0,3.0,0.5,0.5,1,10.028439270535989
2171,0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,4.0,17.0,35.0,11.214111328125,0.38,0.0,100.0,3.0,1.0,11.0,3.0,3.6025641025641,0.0,2.67948717948718,1.0,0.0,0.986795774647887,1.0,2.0,0.5,0.5,1,11.193373953834211
92,0,1.0,4.0,1.0,3.0,0.0,8.0,2.0,7.0,24.0,24.0,83.0,1.27,0.0,95.0,1.0,1.0,14.676513671875,6.0,4.58928571428571,0.0,4.27678571428571,0.0,0.0,0.568269230769231,1.0,6.0,0.5,0.5,1,13.59890945909598
816,0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,4.0,5.0,4.736148834228516,43.0,0.12,0.0,87.0,2.0,1.0,0.0,2.0,3.08163265306122,1.0,5.3265306122449,1.0,0.0,0.321789321789322,1.0,3.0,0.5,0.5,2,10.938683393026926
941,0,10.0,3.0,1.0,3.0,0.0,0.0,3.0,4.0,2.0,48.0,75.0,0.08,0.0,95.0,1.0,0.0,19.0,2.0,3.38888888888889,0.0,3.9,1.0,0.0,0.326880119136262,1.0,0.193359375,0.5,0.5,1,2806640625000.0
1004,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0,20.0,25.55908203125,0.35,0.0,93.0,4.0,10.0,16.0,2.0,2.13636363636364,0.0,2.38636363636364,0.0,0.0,0.339544513457557,1.0,0.0,0.5,0.5,2,3000000000000.0
835,0,1.0,0.0,1.0,2.0,6.0,0.0,3.0,1.0,4.0,6.0,3.8994140625,0.07,0.0,77.0,1.0,8.0,13.0,2.0,6.44897959183673,1.0,11.6734693877551,1.0,0.0,0.341442224152911,0.5,1.0,0.5,0.5,1,9.015824888144921
853,0,3.0,1.0,1.0,4.0,1.0,0.0,2.0,12.76171875,2.0,20.0,75.0,0.16,0.0,96.0,4.0,1.0,32.0,2.0,4.07407407407407,0.0,3.22222222222222,0.0,0.0,0.312883435582822,0.5,4.0,0.5,0.5,1,7761718750000.0
858,0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,6.0,3.0,16.95610237121582,50.0,0.19,0.0,93.0,1.0,0.0,0.0,5.0,3.31034482758621,0.0,3.48275862068966,0.0,0.0,0.52437417654809,1.0,5.0,0.5,0.5,2,11.960394974087906
2254,0,10.5576171875,0.0,1.0,0.0,5.0,0.0,3.0,4.0,0.0,14.0,35.0,0.15,0.0,78.0,2.0,0.0,8.0,2.0,4.88888888888889,0.0,3.68518518518519,0.0,0.0,0.989195678271308,1.0,1.0,0.5,0.5,1,8442382812500.0
980,0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,6.0,19.0,31.0,19.0,0.07,3.0,92.0,1.0,0.0,34.5849609375,2.0,7.78947368421053,1.0,8.76315789473684,1.0,0.0,0.449636552440291,0.5,0.0,0.5,0.5,2,4000000000000.0
1137,0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,1.0,17.0,6.0,21.0,0.08,5.0,74.0,5.0,1.0,20.140493392944336,1.0,6.20512820512821,0.0,12.2564102564103,0.0,0.0,0.61216429699842,1.0,0.0,0.5,0.5,2,3000000000000.0
1201,0,8.2607421875,0.0,1.0,6.0,0.0,0.0,2.0,14.0,1.0,27.0,28.0,0.06,0.0,91.0,3.0,9.0,15.0,2.0,3.77142857142857,0.0,4.85714285714286,0.0,0.0,0.994230769230769,1.0,1.0,0.5,0.5,1,2260742187500.0
1229,0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,4.6640625,58.0,0.04,0.0,94.0,2.0,0.0,9.0,2.0,0.65,0.0,5.81666666666667,0.0,0.0,0.85337552742616,1.0,5.0,0.5,0.5,1,4.948022055844497
