test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
24,0,1.0,0.0,2.0,0.0,0.0,1.0,22.0,1.0,0.0,2.0,3.0,0.52,0.0,50.0,2.0,0.0,3.0,1.0,4.25,1.0,1.0,0.666666666666667,0.0,14.0,0.4991594420539004,0.0,2.0,0.5513642906942517,0.4486357093057483,1,2.856139971801139
27,0,6.0,5.0,4.0,0.0,0.0,1.0,40.49072265625,1.0,1.0,38.0,28.0,0.18,0.0,94.0,1.0,1.0,7.0,2.0,8.5,0.0,1.0,1.30952380952381,0.0,6.5,0.533261802575107,0.0,5.0,0.5753420909444843,0.4246579090555157,2,3500000000000.0
30,0,11.0,10.0,1.0,8.0,0.0,1.0,371.0,1.0,35.0,36.0,58.498046875,0.23,0.0,96.0,1.0,1.0,25.0,3.0,4.97959183673469,0.0,0.0,0.899328859060403,0.0,6.47119140625,0.468253968253968,0.0,1.4990234375,0.5093741034188435,0.4906258965811566,3,192528808593750.0
33,0,25.0,18.0,2.0,13.0,0.0,1.0,32.49853515625,1.0,5.0,28.0,35.0,0.2,0.0,94.0,1.0,1.0,14.0,1.0,6.68674698795181,0.0,0.0,0.670588235294118,0.0,6.498046875,0.631297709923664,0.0,2.499267578125,0.5149723182015176,0.4850276817984824,3,19501953125000.0
34,0,38.0,0.0,1.0,19.48193359375,0.0,1.0,26.4892578125,1.0,4.0,8.0,173.0,0.25,0.0,99.0,1.0,1.0,13.0,2.0,4.07441860465116,0.0,0.0,0.493087557603687,0.0,11.0,0.579288025889968,0.0,4.0,0.5136077115012163,0.4863922884987837,2,92518066406250.0
35,0,3.0,0.0,1.0,3.0,16.0,14.0,285.0,1.0,0.0,0.0,14.0,0.63,3.0,72.0,1.0,0.0,5.0,1.0,2.7589757582720598,0.0,1.0,0.421052631578947,0.0,6.486328125,0.506602641056423,0.0,3.0,0.532521634349654,0.46747836565034595,2,165513671875000.0
41,0,0.0,0.0,1.0,0.0,5.0,2.0,31.0,1.0,0.0,0.0,5.0,0.22,2.0,0.0,1.0,0.0,4.0,1.0,4.6,4.0,5.0,2.42857142857143,0.0,1.0,0.46052272088689394,0.0,2.0,0.5085104584344382,0.4914895415655618,1,0.5238623279440748
48,0,0.0,8.0,1.0,9.0,2.0,4.0,139.0,1.0,7.0,7.0,9.0,0.76,0.0,94.0,1.0,2.0,8.0,2.0,6.25,0.0,0.0,0.576923076923077,0.0,6.4833984375,0.462765957446808,0.0,1.5,0.586587392416257,0.41341260758374304,2,179516601562500.0
56,0,22.0,12.5,1.0,22.0,2.0,3.0,543.0,2.0,4.0,12.0,25.5,0.24,1.0,93.0,2.0,2.0,23.0,3.0,7.62790697674419,0.0,1.0,1.15151515151515,0.0,6.498291015625,0.9860798104348878,0.0,8.0,0.5044595693560778,0.4955404306439221,4,17678878005405.28
60,0,76.0,11.0,1.0,20.496299028396606,0.0,2.0,26.3095703125,1.0,16.0,52.0,205.0,0.22,0.0,96.0,1.0,1.0,23.0,3.0,7.19805194805195,0.0,0.0,0.11622353830645202,0.0,6.486328125,0.390789687043944,0.0,7.0,0.5210191748445351,0.4789808251554649,4,248659120160531.44
67,0,5.0,4.0,2.0,1.0,0.0,2.0,32.49168109893799,1.0,2.0,20.0,14.0,0.36,0.0,91.0,1.0,1.0,11.0,1.0,5.04,2.0,1.0,1.0,0.0,133.0,0.562780269058296,0.0,3.0,0.515804335023285,0.48419566497671496,1,1.3397694534575273
69,0,2.0,4.0,1.0,6.0,3.0,2.0,27.470703125,3.0,2.0,11.0,28.0,0.72,0.0,93.0,3.0,4.0,9.0,2.0,29.0555555555556,1.0,1.0,0.45,0.0,6.494140625,0.636531365313653,0.0,2.0,0.5064948997308276,0.4935051002691724,2,43505859375000.0
74,0,20.0,29.0,1.0,16.0,1.0,2.0,32.4091796875,1.0,12.0,42.0,3.482421875,0.27,0.0,95.0,1.0,2.0,8.498046875,3.0,5.97916666666667,0.0,0.0,1.26712328767123,0.0,13.0,0.583244586439475,0.0,7.0,0.5013855158949831,0.4986144841050168,3,20.449514796569684
77,0,1.0,0.0,8.0,18.0,2.0,4.0,59.0,1.0,0.0,0.0,2.0,0.5,0.0,37.0,1.0,0.0,6.0,1.0,27.3333333333333,0.0,1.0,1.4,0.0,0.0,0.49915567424213203,0.0,1.0,0.6129394659263513,0.3870605340736487,1,0.2233540596461241
1963,0,1.0,0.0,1.0,0.0,0.0,13.0,125.0,1.0,3.0,6.0,3.0,1.54,0.0,42.0,2.0,0.0,5.0,1.0,3.42857142857143,1.0,1.0,1.0,0.0,113.49169921875,0.991341991341991,0.0,1.0,0.5109583814533321,0.48904161854666794,1,123508300781250.0
1964,0,1.0,0.0,1.0,0.0,0.0,13.0,127.0,1.0,3.0,6.0,2.0,1.98,0.0,58.0,2.0,2.0,3.0,1.0,3.83333333333333,1.0,1.0,1.0,0.0,123.48108923435211,0.990654205607477,0.0,1.0,0.517454166190576,0.4825458338094239,1,92518910765647.89
82,0,1.0,0.0,2.0,4.0,1.0,7.0,66.0,1.0,0.0,0.0,2.0,0.99,3.0,66.0,1.0,0.0,4.0,2.0,3.66666666666667,0.0,1.0,2.83333333333333,0.0,0.0,0.4895817309919494,0.0,2.0,0.5539043804108257,0.44609561958917426,1,1.4112831521143772
83,0,1.0,0.0,1.0,0.0,0.0,3.0,83.0,1.0,2.0,11.0,12.0,0.39,1.0,74.0,1.0,2.0,13.0,2.0,4.73333333333333,1.0,0.0,1.05882352941176,0.0,0.0,0.4766053546951542,0.0,2.0,0.5550682725694507,0.44493172743054926,1,3.2444303472900007
104,0,43.0,7.0,1.0,1.0,0.0,2.0,397.0,1.0,32.0,35.0,53.0,0.3,0.0,96.0,2.0,1.0,39.0,1.0,5.34814814814815,0.0,0.0,0.496350364963504,0.0,6.49951171875,0.73784355179704,0.0,1.4990234375,0.601355019491607,0.39864498050839303,2,2500488281250.0
106,0,38.0,0.49560546875,1.0,1.0,0.0,1.0,1068.0,1.0,54.0,0.0,6.0,0.57,1.0,95.0,2.0,1.0,21.0,2.0,6.56390977443609,0.0,0.0,0.82962962962963,0.0,0.0,0.936464920204758,0.0,5.0,0.5736470267238852,0.42635297327611477,1,34504394531250.0
108,0,31.0,13.0,1.0,0.0,0.0,4.0,26.44482421875,1.0,8.0,13.0,5.0,0.53,2.0,93.0,2.0,1.0,22.0,1.0,5.08771929824561,1.0,1.0,1.11864406779661,0.0,6.496826171875,0.644832605531296,0.0,6.0,0.5249564406629459,0.4750435593370541,2,36503173828125.0
109,0,0.0,2.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,3.0,2.0,1.1,0.0,66.0,2.0,1.0,6.0,1.0,3.4,1.0,1.0,0.428571428571429,0.0,0.0,0.4235844679243925,0.0,1.0,0.54324444939535,0.45675555060465,1,0.9337848620633711
123,0,31.0,14.0,1.0,0.0,0.0,3.0,593.0,1.0,28.0,0.0,9.0,0.38,2.0,0.0,4.0,1.0,30.0,2.0,5.59756097560976,1.0,1.0,1.01190476190476,0.0,0.0,0.908003300330033,0.0,1.498779296875,0.5806724822953906,0.4193275177046094,1,3.7105225300966476
124,0,25.0,12.0,1.0,0.0,0.0,4.0,26.405029296875,1.0,5.0,3.0,10.0,0.45,2.0,94.0,4.0,1.0,25.0,2.0,6.94230769230769,1.0,1.0,1.27777777777778,0.0,6.4951171875,0.472436604189636,0.0,6.0,0.5062370201161255,0.4937629798838746,2,51504882812500.0
129,0,5.0,0.0,2.0,23.0,1.0,4.49951171875,296.0,1.0,4.0,19.0,15.0,0.39,1.0,92.0,1.0,0.0,16.0,2.0,10.4583333333333,2.0,1.0,2.11538461538462,0.0,6.49169921875,0.75868544600939,0.0,1.5,0.5142445145154184,0.48575548548458153,3,52508300781250.0
139,0,2.0,23.0,1.0,14.0,0.0,1.0,82.43017578125,1.0,0.0,14.0,2.0,0.86,0.0,91.0,1.0,0.0,12.0,2.0,5.14814814814815,0.0,1.0,0.482758620689655,0.0,0.0,0.881547139403707,0.0,4.0,0.5181700791860795,0.48182992081392056,1,11.083566111687032
140,0,8.0,7.0,1.0,30.0,23.0,2.0,26.43505859375,2.0,0.0,20.0,54.0,0.76,0.0,98.0,1.0,1.0,12.0,3.0,3.68115942028985,1.0,1.0,0.602739726027397,0.0,6.479248046875,0.514598540145985,0.0,7.0,0.5046548910245647,0.4953451089754352,2,150520751953125.0
159,0,8.0,0.0,1.0,7.0,9.0,10.0,405.0,1.0,1.0,1.0,17.0,1.85,1.0,88.0,1.0,0.0,3.0,1.0,5.42307692307692,1.0,0.0,0.535714285714286,0.0,6.45703125,0.9536963837428669,0.0,4.0,0.5153475648332808,0.48465243516671924,2,311542968750000.0
160,0,1.0,1.0,2.0,6.0,0.0,6.0,82.49927735328674,1.0,10.0,11.0,0.0,0.79,1.0,84.0,1.0,0.0,5.0,1.0,5.75,2.0,1.0,1.8,0.0,0.0,0.838926174496644,0.0,5.0,0.5067873115010273,0.49321268849897265,1,0.7400797893848741
163,0,0.0,1.0,3.0,0.0,0.0,11.0,50.0,2.0,0.0,4.0,2.0,0.86,7.0,37.0,1.5,0.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,6.497314453125,0.700729927007299,0.0,2.0,0.5674669192616931,0.4325330807383069,2,96502685546875.0
168,0,16.0,10.0,1.0,9.0,0.0,6.499877989292145,28.4169921875,1.0,50.0,19.0,0.0,0.66,1.0,90.0,1.0,0.0,16.0,1.0,7.48684210526316,1.0,1.0,0.692307692307692,0.0,18.0,0.849949647532729,0.0,5.0,0.5171849651128221,0.4828150348871779,2,12.508243464320847
169,0,18.0,7.0,1.0,5.0,4.0,8.0,754.0,1.0,57.0,16.0,1.0,0.77,1.0,90.0,1.0,0.0,13.0,1.0,7.40963855421687,1.0,1.0,0.670588235294118,0.0,6.485595703125,0.946419629444166,0.0,1.5,0.5705566890293512,0.42944331097064875,2,220514404296875.0
171,0,153.0,3.0,2.0,26.0,6.0,13.0,32.05126953125,2.0,25.0,36.0,4.0,0.51,2.0,96.0,2.0,0.0,2.497314453125,1.0,2.5658833271748307,0.0,1.0,1.51595744680851,0.0,6.4814453125,0.863466409359547,0.0,12.0,0.5200174247272455,0.47998257527275445,4,115518554687500.0
172,0,0.0,3.0,1.0,17.0,2.0,3.0,32.494873046875,2.0,4.0,13.0,1.0,0.31,1.0,84.0,3.0,1.0,8.0,1.0,10.25,3.0,1.0,1.09090909090909,0.0,3.0,0.865853658536585,0.0,3.0,0.5145409223619628,0.48545907763803714,1,0.9087849976978148
175,0,13.0,7.0,1.0,1.0,2.0,4.0,34.35205078125,2.0,93.0,49.0,5.0,0.7,0.0,95.0,1.0,0.0,13.0,1.0,3.97457627118644,1.0,1.0,0.471074380165289,0.0,6.4951171875,0.684674751929438,0.0,3.0,0.527404587552829,0.472595412447171,2,38504882812500.0
177,0,23.0,2.0,1.0,0.0,0.0,7.0,40.49609375,1.0,2.0,4.0,0.0,0.49,1.0,75.0,1.0,0.0,11.0,1.0,6.85185185185185,1.0,1.0,1.41379310344828,0.0,6.48974609375,0.825857519788918,0.0,2.0,0.5408912296956374,0.45910877030436265,2,117510253906250.0
182,0,1.0,0.0,1.0,0.0,1.0,5.0,125.0,1.0,2.0,4.0,14.0,1.04,1.0,67.0,2.0,0.0,6.0,1.0,2.70588235294118,0.0,1.0,0.578947368421053,0.0,6.49072265625,0.622895622895623,0.0,3.0,0.707953718012592,0.292046281987408,1,66509277343750.0
184,0,0.0,0.0,10.0,39.0,2.0,9.0,76.0,1.0,2.0,0.0,0.0,0.46,0.0,97.0,1.0,0.0,4.0,1.0,5.9130859375,4.0,1.0,0.75,0.0,0.0,0.959016393442623,0.0,3.0,0.5008955259684963,0.4991044740315037,1,3.2727292847012386
186,0,69.0,3.0,1.0,2.483154296875,3.0,8.0,1189.0,6.0,23.0,61.0,38.0,0.52,1.0,98.0,1.0,0.0,32.0,2.0,5.90225563909774,0.0,0.0,0.978571428571429,0.0,6.47265625,0.9860212510186288,0.0,0.5,0.5182777395287865,0.48172226047121347,4,489084265496312.75
189,0,1.0,1.0,1.0,9.0,0.0,5.0,104.49780654907227,1.0,12.0,15.0,0.0,0.77,0.0,88.0,1.0,0.0,5.0,1.0,4.64285714285714,1.0,1.0,1.0625,0.0,0.0,0.801470588235294,0.0,1.0,0.5525119541935661,0.4474880458064338,1,0.21550342212118956
193,0,28.0,0.0,2.0,64.0,2.0,5.0,176.0,1.0,0.0,9.0,1.0,0.21,0.0,92.0,1.0,0.0,7.0,1.0,8.68965517241379,1.0,1.0,1.25806451612903,0.0,6.499267578125,0.88568683957733,0.0,3.0,0.5375994720303506,0.46240052796964937,1,4500732421875.0
196,0,0.0,0.0,1.0,12.0,0.0,8.0,42.0,1.0,0.0,0.0,1.0,2.47,0.0,100.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7.5000001192092896,0.814285714285714,0.0,0.0,0.5754690381199122,0.42453096188008776,1,499999880790.71045
204,0,6.0,0.0,1.0,6.0,62.0,9.0,659.0,2.0,0.0,0.0,57.0,0.78,1.0,98.0,1.0,0.0,24.0,2.0,4.04761904761905,0.0,1.0,0.636363636363636,0.0,6.423828125,0.8881280326832107,0.0,0.49951171875,0.509058743846071,0.4909412561539291,3,433576171875000.0
208,0,1.0,0.0,1.0,0.0,0.0,5.0,117.0,1.0,1.0,4.0,13.0,0.47,1.0,73.0,1.0,2.0,10.0,2.0,9.86666666666667,1.0,1.0,0.666666666666667,0.0,6.49951171875,0.960648148148148,0.0,2.0,0.6230105555698211,0.3769894444301789,1,5500488281250.0
214,0,0.0,0.0,1.0,6.0,1.0,3.0,99.0,1.0,0.0,11.0,17.0,0.5,1.0,83.0,2.0,0.0,7.0,1.0,6.52941176470588,0.0,1.0,0.736842105263158,0.0,6.498779296875,0.857142857142857,0.0,2.0,0.7184593344743563,0.2815406655256437,1,8501220703125.0
217,0,0.0,0.0,1.0,0.0,0.0,8.0,128.484619140625,1.0,0.0,7.0,27.0,0.94,0.0,62.0,1.0,0.0,4.0,3.0,5.25925925925926,0.0,1.0,0.482758620689655,0.0,6.47900390625,0.515650741350906,0.0,3.0,0.5076556180521686,0.49234438194783137,2,217520996093750.0
247,0,0.0,4.0,1.0,0.0,0.0,2.0,40.5,1.0,1.0,7.0,41.0,0.35,0.0,89.0,1.0,1.0,12.0,2.0,4.71739130434783,0.0,1.0,0.875,0.0,61.0,0.792048929663609,0.0,5.0,0.5091325672215474,0.4908674327784525,1,2.014104351214795
251,0,0.0,1.0,1.0,0.0,0.0,6.0,278.0,1.0,0.0,1.0,40.0,1.36,0.0,95.0,2.0,2.0,1.0,2.0,3.53658536585366,0.0,2.0,0.0,0.0,1.0,0.941391941391941,0.0,2.5,0.6463744958965789,0.35362550410342114,1,1.0117361392142104
267,0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,1.0,0.0,30.0,0.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.497314453125,0.685393258426966,0.0,2.0,0.77867410033424,0.22132589966576002,1,20502685546875.0
327,0,2.0,0.0,2.0,2.0,15.0,4.0,98.0,1.0,0.0,0.0,14.0,0.51,2.0,81.0,1.0,0.0,2.0,1.0,7.3450927734375,1.0,1.0,1.27777777777778,0.0,2.0,0.974137931034483,0.0,3.0,0.5136560543626003,0.48634394563739963,1,3.4014193551433154
339,0,0.0,2.0,2.0,0.0,0.0,3.0,27.0,1.0,0.0,1.0,2.0,0.51,4.0,25.0,2.0,0.0,7.0,1.0,3.25,2.0,1.0,1.0,0.0,7.5,0.672727272727273,0.0,0.0,0.5656795914085524,0.43432040859144755,1,22500000000000.0
347,0,9.0,0.0,2.0,0.0,7.0,8.0,57.460693359375,1.0,0.0,3.0,31.0,0.92,1.0,65.0,1.0,0.0,4.0,3.0,19.075,1.0,0.0,0.80952380952381,0.0,0.0,0.682012847965739,0.0,2.0,0.509595042668116,0.490404957331884,1,6.361559022449651
363,0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,1.0,0.0,1.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49951171875,0.958724202626642,0.0,5.0,0.6676570359120424,0.33234296408795766,1,5500488281250.0
366,0,0.0,0.0,0.0,304.0,0.0,0.0,914.0,1.0,0.0,5.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.419189453125,0.865497076023392,0.0,3.0,0.520828584707732,0.47917141529226803,1,1586580810546875.0
395,0,0.0,1.0,2.0,5.0,22.0,4.0,28.48388671875,1.0,0.0,0.0,21.0,0.71,3.0,95.0,1.0,0.0,10.0,1.0,7.86363636363636,3.0,2.0,1.20833333333333,0.0,7.0,0.974308300395257,0.0,2.0,0.5136232739242904,0.4863767260757096,1,2.4453308991945
428,0,0.0,34.0,1.0,14.0,0.0,6.0,739.0,1.0,0.0,0.0,77.0,4.2,0.0,100.0,1.0,1.0,25.0,1.0,4.14414414414414,0.0,0.0,0.0,0.0,6.5,0.941564561734213,0.0,1.5,0.559910629702677,0.4400893702973229,2,1500000000000.0
437,0,0.0,0.0,1.0,0.0,1.0,5.0,156.0,1.0,0.0,9.0,21.0,0.89,0.0,82.0,2.0,0.0,14.0,3.0,4.52380952380952,1.0,1.0,0.625,0.0,7.49169921875,0.958762886597938,0.0,2.0,0.5184369136555742,0.48156308634442585,1,63508300781250.0
438,0,0.0,0.0,1.0,0.0,0.0,4.0,156.0,1.0,1.0,13.0,24.0,1.09,0.0,91.0,1.0,17.0,14.0,1.0,8.52,1.0,1.0,0.333333333333333,0.0,7.5000001192092896,0.979942693409742,0.0,1.0,0.5645557122438333,0.4354442877561667,1,499999880790.71045
441,0,1.0,0.0,1.0,0.0,1.0,6.0,200.0,1.0,0.0,11.0,25.0,0.96,0.0,83.0,2.0,0.0,10.0,1.0,8.88461538461539,0.0,1.0,0.357142857142857,0.0,0.0,0.785249457700651,0.0,2.4998779892921448,0.5412895786589283,0.45871042134107165,1,0.3373276748330756
443,0,0.0,1.0,1.0,0.0,0.0,6.0,166.0,1.0,0.0,9.0,20.0,0.93,0.0,83.0,2.0,0.0,15.0,3.0,11.1904761904762,1.0,1.0,0.608695652173913,0.0,6.490478515625,0.981958762886598,0.0,1.0,0.6809854773074564,0.31901452269254355,1,48509521484375.0
446,0,0.0,2.0,1.0,4.0,1.0,8.0,333.0,1.0,0.0,9.0,33.0,1.12,0.0,92.0,2.0,2.0,18.0,4.0,5.11428571428571,0.0,1.0,0.621621621621622,0.0,6.48974609375,0.987252124645892,0.0,1.0,0.5935211930596453,0.40647880694035465,1,58510253906250.0
449,0,0.0,1.0,1.0,41.0,0.0,10.0,1292.0,1.0,0.0,1.0,110.0,3.52,0.0,100.0,0.0,2.0,31.0,0.0,4.0990990990991,0.0,0.0,0.0,0.0,7.49365234375,0.833517699115044,0.0,1.49951171875,0.5828214792170807,0.4171785207829192,2,36506347656250.0
464,0,3.0,0.0,1.0,5.0,1.0,9.0,504.0,1.0,0.0,15.0,37.0,0.95,1.0,91.0,2.0,0.0,28.0,4.0,6.125,1.0,1.0,0.738095238095238,0.0,6.5,0.946397188049209,0.0,1.5,0.5205137492959675,0.4794862507040325,2,15500000000000.0
475,0,2.0,0.0,1.0,9.0,0.0,7.0,532.0,1.0,0.0,15.0,61.0,0.86,0.0,94.0,2.0,0.0,28.0,3.0,10.2063492063492,0.0,1.0,0.707692307692308,0.0,7.494140625,0.95810705973623,0.0,1.5,0.5258651662769676,0.47413483372303245,2,34505859375000.0
477,0,0.0,0.0,1.0,4.0,0.0,7.0,30.48828125,1.0,1.0,21.0,40.0,0.92,0.0,91.0,2.0,0.0,18.0,5.0,3.90243902439024,0.0,1.0,0.441860465116279,0.0,6.498046875,0.971363115693013,0.0,3.0,0.5110021233104927,0.48899787668950734,2,29501953125000.0
494,0,0.0,32.0,1.0,0.0,0.0,23.0,1025.0,1.0,0.0,1.0,9.0,2.37,1.0,100.0,0.0,1.0,7.0,0.0,0.024390243902439,0.0,1.0,0.0,0.0,25.49597418308258,0.923566878980892,0.0,1.5,0.5105461203845254,0.48945387961547454,2,25504025816917.418
535,0,0.0,0.0,2.0,0.0,0.0,2.0,41.0,1.0,0.0,3.0,3.0,0.6,3.0,0.0,1.0,2.0,0.0,1.0,5.33333333333333,4.0,1.0,2.2,1.0,8.5,0.877697841726619,0.0,2.0,0.5012498420349438,0.4987501579650562,1,2500000000000.0
578,0,0.0,13.0,1.0,19.0,0.0,23.0,897.0,1.0,0.0,0.0,20.0,7.12,1.0,100.0,0.0,1.0,7.0,0.0,19.3333333333333,1.0,0.0,0.0,0.0,7.4970703125,0.874555160142349,0.0,2.0,0.514577961642041,0.4854220383579591,1,19502929687500.0
1988,0,1.0,2.0,1.0,0.0,0.0,5.0,90.0,1.0,1.0,1.0,7.0,1.17,0.0,27.0,3.0,0.0,5.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,7.498291015625,0.893617021276596,0.0,1.0,0.5333092811720606,0.4666907188279394,1,359501708984375.0
1989,0,1.0,2.0,1.0,0.0,0.0,5.0,90.0,1.0,1.0,1.0,7.0,1.17,0.0,27.0,5.0,0.0,5.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,7.48681640625,0.888888888888889,0.0,1.0,0.5078825142936817,0.4921174857063183,1,201513183593750.0
1990,0,0.0,2.0,1.0,0.0,0.0,5.0,90.0,1.0,2.0,1.0,7.0,1.17,0.0,27.0,5.0,0.0,5.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,7.46484375,0.905263157894737,0.0,1.0,0.5088999953499852,0.4911000046500148,1,198535156250000.0
1991,0,1.0,2.0,1.0,0.0,0.0,4.0,90.0,1.0,2.0,1.0,7.0,1.08,0.0,25.0,4.0,0.0,5.0,2.0,2.41666666666667,1.0,2.0,0.5,0.0,6.46142578125,0.892857142857143,0.0,1.0,0.8485261668083999,0.15147383319160007,1,209538574218750.0
600,0,0.0,4.0,1.0,0.0,1.0,7.0,89.3984375,1.0,6.0,0.0,56.0,1.08,0.0,0.0,1.0,13.0,10.0,4.0,3.22727272727273,0.0,0.0,0.308823529411765,0.0,6.48779296875,0.905393457117595,0.0,4.0,0.5387146038389901,0.46128539616100994,2,73512207031250.0
601,0,2.0,0.0,2.0,0.0,16.0,11.0,658.0,1.0,0.0,2.0,54.0,0.87,1.0,60.0,1.0,0.0,18.0,3.0,1.3522295270647335,0.0,1.0,0.741379310344828,0.0,6.475341796875,0.689369828134946,5.0,7.0,0.5201062462448289,0.479893753755171,2,648524658203125.0
603,0,0.0,23.0,1.0,0.0,0.0,8.0,32.482421875,1.0,0.0,0.0,38.0,5.46,0.0,0.0,4.0,10.0,4.0,2.0,10.983606557377,0.0,0.0,0.0,0.0,6.5,0.969811320754717,0.0,3.0,0.5059205724975723,0.4940794275024277,2,3500000000000.0
611,0,6.0,4.0,4.0,3.0,22.0,10.0,276.0,1.0,0.0,0.0,13.0,0.43,3.0,75.0,1.0,0.0,5.0,1.0,6.82608695652174,0.0,1.0,2.2,0.0,0.0,0.914705882352941,0.0,1.5,0.5152931592130978,0.48470684078690224,1,1.6862268986903506
620,0,3.0,5.0,2.0,2.0,2.0,5.0,134.47119140625,1.0,1.0,3.0,33.0,0.51,1.0,77.0,2.0,2.0,15.0,2.0,3.52380952380952,0.0,1.0,1.18181818181818,0.0,6.5,0.961605584642234,0.0,5.0,0.5073223781330161,0.492677621866984,2,15500000000000.0
