,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
665,13,1,2,37,0,0,17,5,3,65,0.07,0,118,71,1,7,17,2,4.26271186440678,0,2.99152542372881,1,0,0.05,0,124,0.15000000000000002,0,5,4
685,3,0,1,1,4,0,6,2,0,4,0.28,1,18,4,3,0,25,2,6.22727272727273,0,5.40909090909091,1,1,0.05,0,69,0.15000000000000002,0,3,5
696,20,2,2,3,14,0,29,5,0,14,0.14,0,66,90,3,0,16,2,3.3125,0,3.85,0,1,0.05,0,48,1.0,0,6,8
662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,15,0,1,2,230,0,6,2,0,1,0.05,0,3,43,2,0,8,1,5.59656652360515,0,3.90557939914163,1,1,0.48728813559322,0,43,0.1,0,2,6
635,25,55,1,3,12,0,27,8,0,187,0.21,0,459,15,2,4,19,2,13.8152866242038,0,2.92356687898089,0,1,0.05,0,369,0.1,4,4,14
823,27,0,2,4,4,2,109,3,0,12,0.28,1,81,75,2,0,14,3,3.94117647058824,0,5.37647058823529,0,1,0.05,0,438,0.1,0,4,2
637,68,0,2,5,29,1,8,12,0,6,0.15,0,290,70,3,1,36,2,6.05956112852665,0,5.16300940438872,1,1,0.05,0,125,0.1,0,6,10
656,17,1,2,11,45,2,27,5,3,2,0.21,2,33,2,4,1,36,2,4.02564102564103,0,8.28205128205128,1,1,0.15000000000000002,0,161,0.15000000000000002,1,4,9
256,8,0,1,0,0,0,32,14,14,15,0.08,1,217,15,1,2,64,2,5.80645161290323,0,5.62672811059908,0,1,0.05,0,145,0.30000000000000004,0,1,1
817,19,1,4,15,22,0,0,6,0,8,0.09,1,13,2,1,2,13,2,5.37142857142857,1,3.71428571428571,1,1,0.15000000000000002,0,84,0.538461538461538,0,3,6
668,3,0,1,4,34,0,0,18,4,2,0.07,1,20,70,4,2,15,2,2.77777777777778,0,6.37037037037037,1,1,0.05,0,83,0.1,0,6,2
551,21,0,1,2,7,0,0,1,2,5,0.12,0,57,4,5,0,19,1,5.015625,0,5.40625,1,1,0.05,0,68,0.1,0,4,7
667,25,0,2,6,43,2,21,5,16,10,0.22,2,138,2,3,3,19,2,4.7292817679558,0,8.38674033149171,1,1,0.2,0,507,0.1,4,3,12
853,29,4,2,13,30,1,0,15,0,54,0.16,0,54,62,2,5,13,2,4.15476190476191,0,4.5,0,0,0.05,0,135,0.1,0,3,5
778,2,0,2,6,2,1,9,13,29,21,0.21,1,72,70,2,5,19,2,4.43243243243243,0,5.47297297297297,0,0,0.05,0,240,0.1,0,3,9
