test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
80,0,2.0,4.0,1.0,4.0,3.0,2.0,81.0,3.0,2.0,11.0,28.0,0.72,92.0,3.0,4.0,11.0,2.0,29.3055555555556,1.0,1.0,0.45,0.0,0.0,0.630111524163569,0.0,0.0,3.0,0.6111846703389117,0.38881532966108834,1
85,0,21.0,32.0,1.0,16.0,1.0,2.0,81.0,1.0,12.0,43.0,82.0,0.28,95.0,1.0,2.0,23.0,3.0,6.39455782312925,0.0,0.0,1.24832214765101,0.0,0.0,0.530458590006845,0.0,0.0,1.0,0.5567574830501251,0.44324251694987493,2
88,0,1.0,0.0,8.0,18.0,2.0,4.0,59.0,1.0,0.0,0.0,2.0,0.52,37.0,1.0,0.0,5.0,1.0,27.6666666666667,0.0,1.0,1.4,0.0,0.0,0.9,0.0,0.0,1.0,0.5792555028093436,0.42074449719065643,1
98,0,2.0,0.0,1.0,0.0,0.0,9.0,195.0,1.0,2.0,10.0,12.0,0.83,79.0,1.0,2.0,21.0,2.0,4.5625,1.0,0.0,1.38888888888889,0.0,0.0,0.9,0.0,0.0,3.0,0.7094320539108778,0.2905679460891222,1
120,0,40.0,7.0,1.0,1.0,0.0,2.0,15.0,1.0,32.0,34.0,53.0,0.34,96.0,2.0,1.0,40.0,1.0,5.20454545454545,0.0,0.0,0.477611940298507,0.0,14.0,1.0,1.0,0.0,10.0,0.6088390429419253,0.3911609570580747,2
124,0,30.0,13.0,1.0,0.0,0.0,4.0,15.0,1.0,9.0,13.0,5.0,0.54,93.0,2.0,1.0,23.0,1.0,5.17543859649123,1.0,1.0,1.11864406779661,0.0,0.0,0.630637079455977,0.0,0.0,7.0,0.5540931037896217,0.4459068962103782,1
139,0,31.0,14.0,1.0,0.0,0.0,3.0,597.0,1.0,28.0,0.0,9.0,0.38,0.0,4.0,1.0,30.0,2.0,5.69512195121951,1.0,1.0,1.01190476190476,0.0,0.0,0.897834082550061,0.0,0.0,2.0,0.5186692826214656,0.4813307173785344,1
140,0,25.0,12.0,1.0,0.0,0.0,4.0,127.0,1.0,5.0,3.0,10.0,0.43,94.0,4.0,1.0,33.0,2.0,7.38461538461539,1.0,1.0,1.27777777777778,0.0,0.0,1.0,0.0,0.0,8.0,0.5410820288872187,0.4589179711127813,2
145,0,6.0,0.0,2.0,22.0,1.0,10.0,281.0,1.0,3.0,15.0,14.0,0.41,91.0,1.0,0.0,17.0,2.0,10.4782608695652,2.0,1.0,1.84,0.0,27.0,1.0,1.0,0.0,4.0,0.5136977425856436,0.4863022574143564,1
148,0,14.0,46.0,1.0,1.0,1.0,1.0,368.0,1.0,25.0,12.0,2.0,29.08,85.0,1.0,1.0,21.0,1.0,7.73563218390805,1.0,1.0,0.775280898876405,0.0,60.0,0.605780346820809,1.0,0.0,3.0,0.5667792829335045,0.4332207170664955,2
156,0,8.0,7.0,1.0,33.0,23.0,3.0,52.0,2.0,0.0,20.0,54.0,0.85,0.0,1.0,1.0,12.0,3.0,4.39130434782609,0.0,1.0,0.602739726027397,0.0,109.0,1.0,0.666666666666667,0.0,8.0,0.5041165630358395,0.49588343696416043,3
157,0,3.0,0.0,1.0,3.0,0.0,4.0,80.0,1.0,0.0,1.0,6.0,0.9,83.0,3.0,1.0,8.0,2.0,3.33333333333333,1.0,1.0,0.909090909090909,0.0,10.0,0.9,1.0,0.0,1.0,0.5958749206009255,0.40412507939907455,1
194,0,1.0,1.0,2.0,6.0,0.0,6.0,122.0,1.0,11.0,11.0,0.0,0.78,84.0,1.0,0.0,5.0,1.0,5.69230769230769,3.0,1.0,1.6875,0.0,0.0,0.830564784053156,0.0,0.0,3.0,0.5310134283995682,0.4689865716004317,1
203,0,17.0,7.0,1.0,2.0,4.0,8.0,52.0,1.0,55.0,17.0,1.0,0.05,91.0,1.0,0.0,14.0,1.0,7.7875,1.0,1.0,0.634146341463415,0.0,0.0,0.816781731279873,0.0,0.0,7.0,0.5754827133382148,0.4245172866617853,2
205,0,155.0,6.0,2.0,26.0,6.0,13.0,127.0,2.0,26.0,37.0,4.0,0.52,96.0,2.0,0.0,73.0,1.0,9.35078534031414,0.0,1.0,1.52061855670103,0.0,25.0,1.0,1.0,0.0,15.0,0.5552107028554238,0.4447892971445761,2
209,0,10.0,6.0,1.0,1.0,2.0,4.0,617.0,2.0,89.0,50.0,6.0,0.69,95.0,1.0,0.0,22.0,1.0,4.17117117117117,1.0,1.0,0.464912280701754,0.0,0.0,1.0,0.0,0.0,4.0,0.5631328884353417,0.4368671115646583,1
214,0,4.0,0.0,1.0,13.0,3.0,9.0,194.0,3.0,4.0,3.0,2.0,0.73,80.0,1.0,0.0,1.0,2.0,5.4,0.0,1.0,2.28571428571429,0.0,2.0,0.84394250513347,1.0,0.0,2.0,0.6282892462754956,0.37171075372450435,1
218,0,0.0,0.0,1.0,39.0,2.0,9.0,76.0,1.0,2.0,0.0,1.0,0.46,97.0,1.0,0.0,4.0,1.0,28.0,4.0,1.0,0.75,0.0,0.0,0.958847736625514,0.0,0.0,3.0,0.5584518832177602,0.4415481167822398,2
221,0,68.0,11.0,1.0,78.0,3.0,7.0,127.0,8.0,23.0,61.0,43.0,0.51,98.0,1.0,0.0,48.0,2.0,5.77241379310345,0.0,0.0,1.01298701298701,0.0,2.0,1.0,1.0,0.0,10.0,0.6501046073023735,0.34989539269762654,3
224,0,1.0,1.0,1.0,9.0,0.0,5.0,126.0,1.0,12.0,16.0,0.0,0.79,88.0,1.0,0.0,7.0,1.0,5.07142857142857,1.0,1.0,1.125,0.0,0.0,0.9,0.0,0.0,1.0,0.5949610394912042,0.4050389605087959,1
226,0,1.0,0.0,1.0,0.0,3.0,14.0,73.0,1.0,3.0,0.0,0.0,0.55,0.0,1.0,0.0,4.0,1.0,22.75,0.0,1.0,1.16666666666667,0.0,0.0,0.962264150943396,0.0,0.0,2.0,0.6164619038338435,0.3835380961661565,1
241,0,6.0,0.0,1.0,6.0,63.0,11.0,81.0,2.0,0.0,0.0,58.0,0.9,98.0,1.0,0.0,33.0,2.0,4.125,0.0,1.0,0.686567164179104,0.0,148.0,1.0,1.0,0.0,6.0,0.604561582837298,0.395438417162702,2
243,0,1.0,0.0,1.0,0.0,0.0,2.0,41.0,1.0,0.0,1.0,4.0,0.05,60.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,0.428571428571429,0.0,13.0,0.808080808080808,1.0,0.0,0.0,0.5060445631932837,0.4939554368067163,1
247,0,1.0,0.0,1.0,2.0,1.0,4.0,95.0,1.0,0.0,5.0,14.0,0.83,72.0,1.0,0.0,2.0,3.0,2.73333333333333,0.0,1.0,0.647058823529412,0.0,30.0,0.9,0.75,0.0,2.0,0.5142641038288664,0.48573589617113355,1
248,0,0.0,0.0,1.0,0.0,0.0,3.0,112.0,1.0,0.0,6.0,20.0,0.55,60.0,1.0,0.0,2.0,3.0,2.85,0.0,1.0,0.954545454545455,0.0,0.0,0.9,0.0,0.0,2.0,0.7161385491072427,0.2838614508927572,1
254,0,0.0,0.0,1.0,0.0,0.0,8.0,246.0,1.0,0.0,6.0,27.0,0.88,59.0,1.0,0.0,5.0,3.0,5.03703703703704,0.0,1.0,0.586206896551724,0.0,0.0,0.3,0.0,0.0,3.0,0.5099487083560167,0.4900512916439833,1
283,0,0.0,3.0,1.0,0.0,0.0,2.0,148.0,1.0,1.0,7.0,42.0,0.34,89.0,1.0,1.0,17.0,2.0,4.73913043478261,0.0,1.0,0.895833333333333,0.0,0.0,0.774774774774775,0.0,0.0,3.0,0.5467482641559995,0.4532517358440005,1
287,0,0.0,1.0,1.0,0.0,0.0,6.0,279.0,1.0,0.0,1.0,40.0,1.37,95.0,2.0,2.0,12.0,2.0,3.53658536585366,0.0,2.0,0.0,0.0,0.0,0.936014625228519,0.0,0.0,3.0,0.5941231510849998,0.40587684891500025,1
383,0,9.0,0.0,2.0,0.0,7.0,8.0,397.0,1.0,0.0,3.0,31.0,0.92,65.0,1.0,0.0,4.0,3.0,19.7,1.0,0.0,0.80952380952381,0.0,0.0,0.9,0.0,0.0,2.0,0.6976350024039805,0.30236499759601954,1
463,0,0.0,0.0,1.0,23.0,0.0,6.0,76.0,1.0,0.0,0.0,6.0,2.05,100.0,0.0,1.0,2.0,0.0,2.66666666666667,0.0,0.0,0.111111111111111,0.0,0.0,0.9,0.0,0.0,3.0,0.6877762345823346,0.3122237654176654,1
465,0,0.0,2.0,1.0,14.0,0.0,6.0,851.0,1.0,0.0,0.0,90.0,4.43,100.0,1.0,1.0,25.0,1.0,4.31707317073171,0.0,0.0,0.0,0.0,44.0,1.0,0.5,0.0,6.0,0.5576124351591796,0.4423875648408204,2
483,0,0.0,2.0,1.0,4.0,1.0,9.0,248.333,1.0,0.0,9.0,33.0,1.12,92.0,2.0,2.0,19.0,4.0,5.42857142857143,0.0,1.0,0.648648648648649,0.0,0.0,0.915006640106242,0.0,0.0,3.0,0.6073025395739584,0.39269746042604164,1
486,0,0.0,1.0,1.0,46.0,0.0,10.0,1395.0,1.0,0.0,1.0,122.0,3.39,100.0,0.0,2.0,35.0,0.0,4.30894308943089,0.0,0.0,0.0,0.0,13.0,1.0,0.5,0.0,10.0,0.5195773732801592,0.4804226267198408,1
511,0,4.0,0.0,1.0,10.0,0.0,6.0,248.333,2.0,1.0,14.0,64.0,0.84,95.0,2.0,0.0,28.0,3.0,9.97101449275362,0.0,1.0,0.694444444444444,0.0,18.0,1.0,1.0,0.0,5.0,0.6137989566635043,0.38620104333649574,2
530,0,0.0,2.0,1.0,0.0,0.0,23.0,1063.0,1.0,0.0,1.0,11.0,2.33,100.0,0.0,1.0,7.0,0.0,0.0232558139534884,0.0,1.0,0.0,0.0,30.0,0.880560633759902,1.0,0.0,7.0,0.6836505879661137,0.3163494120338864,1
608,0,0.0,4.0,1.0,4.0,0.0,4.0,257.0,1.0,0.0,0.0,28.0,3.62,100.0,1.0,2.0,13.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.593516209476309,0.0,0.0,3.0,0.6317893487129866,0.3682106512870134,1
617,0,0.0,2.0,1.0,43.0,0.0,12.0,248.333,1.0,0.0,1.0,35.0,4.64,100.0,1.0,1.0,11.0,1.0,1.91891891891892,0.0,0.0,0.0,0.0,0.0,0.754146341463415,0.0,0.0,5.0,0.5681539187674123,0.4318460812325878,1
644,0,6.0,0.0,2.0,4.0,22.0,12.0,805.0,1.0,0.0,3.0,55.0,0.93,87.0,1.0,0.0,21.0,2.0,10.672131147541,0.0,1.0,0.777777777777778,0.0,0.0,1.0,0.0,0.0,9.0,0.5751472484003802,0.42485275159961977,1
667,0,11.0,1.0,2.0,6.0,6.0,7.0,52.0,1.0,23.0,8.0,81.0,0.62,94.0,2.0,2.0,40.0,3.0,4.60344827586207,0.0,0.0,0.923728813559322,0.0,361.0,1.0,0.625,0.0,4.0,0.5133353964403343,0.4866646035596657,2
668,0,2.0,6.0,1.0,3.0,0.0,4.0,81.0,2.0,0.0,4.0,45.0,0.65,94.0,4.0,1.0,23.0,1.0,1.69811320754717,0.0,1.0,0.571428571428571,0.0,555.0,1.0,0.888888888888889,0.0,3.0,0.5257747604979761,0.47422523950202383,2
669,0,6.0,13.0,1.0,8.0,12.0,4.0,127.0,1.0,2.0,2.0,38.0,0.59,94.0,2.0,0.0,23.0,2.0,3.45762711864407,0.0,1.0,0.60655737704918,0.0,0.0,0.85781990521327,0.0,0.0,3.0,0.5164099159644515,0.4835900840355485,1
684,0,6.0,8.0,2.0,15.0,7.0,5.0,344.0,1.0,2.0,4.0,40.0,0.41,93.0,2.0,0.0,28.0,2.0,4.66071428571429,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.6311772785203844,0.3688227214796156,1
689,0,0.0,0.0,1.0,8.0,0.0,9.0,171.0,1.0,0.0,0.0,13.0,3.64,100.0,6.0,1.0,6.0,1.0,1.23076923076923,0.0,0.0,0.0,0.0,58.0,1.0,0.75,0.0,2.0,0.7040928309933471,0.2959071690066529,1
736,0,1.0,0.0,1.0,0.0,0.0,7.0,99.0,1.0,0.0,7.0,6.0,0.96,53.0,2.0,0.0,5.0,1.0,5.0,2.0,2.0,1.33333333333333,0.0,2.0,0.953703703703704,1.0,0.0,2.0,0.6219546204814802,0.3780453795185198,1
739,0,6.0,2.0,3.0,0.0,0.0,13.0,405.0,1.0,2.0,7.0,12.0,0.7,68.0,2.0,0.0,17.0,3.0,7.09090909090909,2.0,1.0,2.125,0.0,14.0,1.0,0.75,0.0,3.0,0.5519484228483521,0.4480515771516479,2
745,0,3.0,2.0,2.0,0.0,0.0,14.0,81.0,1.0,1.0,3.0,14.0,0.87,71.0,2.0,0.0,19.0,3.0,4.9,0.0,1.0,2.09090909090909,0.0,49.0,1.0,0.857142857142857,0.0,7.0,0.5305706273138737,0.4694293726861262,2
746,0,31.0,7.0,1.0,7.0,1.0,10.0,248.333,1.0,13.0,17.0,63.0,0.95,96.0,1.0,1.0,48.0,2.0,6.20175438596491,0.0,1.0,0.836206896551724,0.0,0.0,0.9,0.0,0.0,11.0,0.5134178965882763,0.48658210341172364,2
750,0,17.0,0.0,1.0,2.0,1.0,10.0,2302.0,1.0,3.0,2.0,180.0,2.06,99.0,2.0,1.0,26.0,3.0,1.41,0.0,1.0,0.222772277227723,0.0,0.0,0.9,0.0,0.0,2.0,0.5308718824436764,0.4691281175563235,2
755,0,11.0,5.0,1.0,0.0,0.0,10.0,81.0,1.0,5.0,5.0,58.0,1.07,93.0,3.0,3.0,38.0,2.0,4.60759493670886,0.0,1.0,0.802469135802469,0.0,12.0,1.0,1.0,0.0,6.0,0.5499630732700072,0.4500369267299928,2
760,0,18.0,8.0,1.0,8.0,2.0,13.0,81.0,1.0,11.0,26.0,149.0,1.31,97.0,2.0,2.0,61.0,3.0,5.60752688172043,0.0,1.0,0.803191489361702,0.0,34.0,1.0,1.0,0.0,11.0,0.511514064312925,0.488485935687075,2
769,0,3.0,11.0,1.0,0.0,1.0,12.0,81.0,1.0,1.0,24.0,45.0,1.12,94.0,2.0,2.0,19.0,2.0,5.16666666666667,0.0,0.0,0.919354838709677,0.0,0.0,0.895308924485126,0.0,0.0,3.0,0.5050925675842084,0.49490743241579166,2
785,0,1.0,2.0,1.0,0.0,0.0,16.0,149.0,1.0,0.0,5.0,4.0,2.13,57.0,2.0,0.0,4.0,1.0,4.57142857142857,2.0,2.0,1.11111111111111,0.0,10.0,0.9,0.5,0.0,0.0,0.5125717303223647,0.48742826967763536,1
786,0,6.0,2.0,3.0,2.0,0.0,11.0,228.0,1.0,0.0,11.0,6.0,0.65,69.0,2.0,0.0,8.0,1.0,6.71428571428571,2.0,1.0,2.5625,0.0,2.0,0.9258114374034,1.0,0.0,2.0,0.6785475957404816,0.3214524042595184,1
787,0,3.0,7.0,1.0,1.0,25.0,1.0,92.0,1.0,0.0,0.0,15.0,0.47,84.0,1.0,0.0,19.0,1.0,17.92,2.0,1.0,0.444444444444444,0.0,0.0,0.8,0.0,0.0,2.0,0.5217085366721369,0.4782914633278631,1
846,0,21.0,9.0,3.0,2.0,6.0,5.0,248.333,4.0,10.0,27.0,31.0,0.34,96.0,1.0,1.0,43.0,3.0,4.56338028169014,0.0,1.0,1.68831168831169,0.0,2.0,0.980674157303371,1.0,0.0,7.0,0.5283359092006417,0.4716640907993584,1
871,0,74.0,17.0,1.0,31.0,5.0,13.0,31.0,1.0,15.0,42.0,150.0,0.51,98.0,1.0,0.0,133.0,6.0,7.35546875,0.0,0.0,0.825581395348837,0.0,286.0,0.9,0.25,0.0,0.0,0.5630921684018109,0.4369078315981892,3
908,0,2.0,1.0,1.0,0.0,0.0,11.0,237.0,1.0,0.0,9.0,15.0,0.74,82.0,2.0,0.0,29.0,1.0,3.72222222222222,0.0,1.0,1.05,0.0,21.0,0.937402190923318,1.0,0.0,3.0,0.5988106105716505,0.4011893894283495,1
910,0,1.0,0.0,1.0,0.0,0.0,11.0,194.0,1.0,0.0,18.0,12.0,0.73,71.0,1.0,0.0,22.0,1.0,6.53846153846154,1.0,1.0,1.33333333333333,0.0,24.0,1.0,1.0,0.0,2.0,0.5321973953482024,0.4678026046517975,2
929,0,4.0,3.0,2.0,0.0,0.0,14.0,248.333,1.0,2.0,5.0,13.0,0.64,75.0,3.0,0.0,33.0,1.0,6.18181818181818,0.0,1.0,1.16666666666667,0.0,0.0,0.94716618635927,0.0,0.0,4.0,0.5708093705769377,0.4291906294230623,1
934,0,0.0,0.0,2.0,0.0,0.0,10.0,169.0,1.0,1.0,3.0,7.0,0.8,41.0,3.0,0.0,19.0,1.0,4.375,2.0,2.0,2.1,0.0,0.0,0.807424593967517,0.0,0.0,2.0,0.6567001222215716,0.34329987777842835,1
938,0,1.0,15.0,1.0,0.0,0.0,7.0,15.0,2.0,6.0,18.0,34.0,0.87,86.0,3.0,0.0,28.0,1.0,5.26785714285714,0.0,1.0,0.542372881355932,0.0,0.0,0.770144189991518,0.0,0.0,3.0,0.5203782607749601,0.47962173922503987,1
939,0,4.0,0.0,1.0,0.0,0.0,3.0,248.333,1.0,0.0,36.0,57.0,0.52,95.0,2.0,0.0,38.0,2.0,2.14754098360656,0.0,1.0,0.53968253968254,0.0,34.0,1.0,1.0,0.0,2.0,0.5437629021802757,0.45623709781972427,2
949,0,1.0,0.0,2.0,0.0,0.0,14.0,154.0,1.0,0.0,8.0,8.0,0.48,56.0,1.0,0.0,34.0,1.0,8.22222222222222,2.0,1.0,1.90909090909091,0.0,12.0,0.635701275045537,1.0,0.0,4.0,0.690122470898479,0.309877529101521,1
950,0,7.0,0.0,2.0,0.0,0.0,15.0,315.0,1.0,0.0,24.0,7.0,0.62,77.0,2.0,0.0,29.0,1.0,7.92857142857143,0.0,1.0,1.8125,0.0,62.0,1.0,1.0,0.0,4.0,0.5248883726420106,0.47511162735798934,2
955,0,7.0,1.0,2.0,3.0,1.0,11.0,311.0,1.0,1.0,11.0,15.0,0.78,86.0,1.0,0.0,34.0,1.0,3.83333333333333,0.0,1.0,1.15384615384615,0.0,43.0,0.858866103739445,1.0,0.0,2.0,0.6071075303601093,0.39289246963989066,1
963,0,10.0,7.0,2.0,0.0,2.0,14.0,127.0,1.0,10.0,24.0,18.0,0.58,95.0,1.0,3.0,57.0,1.0,5.64444444444444,0.0,1.0,1.70212765957447,0.0,65.0,1.0,0.75,0.0,4.0,0.5522862347891622,0.4477137652108378,3
975,0,23.0,11.0,2.0,3.0,0.0,16.0,52.0,1.0,6.0,30.0,50.0,0.61,95.0,4.0,0.0,70.0,1.0,4.93333333333333,0.0,0.0,1.33695652173913,0.0,10.0,1.0,1.0,0.0,7.0,0.5123049489022256,0.4876950510977744,2
976,0,0.0,8.0,2.0,0.0,0.0,15.0,81.0,1.0,1.0,5.0,30.0,0.73,94.0,3.0,0.0,35.0,2.0,2.79487179487179,1.0,1.0,1.92682926829268,0.0,0.0,0.850782190132371,0.0,0.0,2.0,0.5423466283944367,0.4576533716055633,1
977,0,0.0,1.0,1.0,0.0,0.0,13.0,307.0,1.0,1.0,2.0,19.0,1.06,59.0,1.0,0.0,21.0,1.0,3.28571428571429,1.0,1.0,0.695652173913043,0.0,34.0,0.923076923076923,1.0,0.0,3.0,0.512258419349436,0.48774158065056405,1
978,0,2.0,4.0,1.0,3.0,0.0,5.0,81.0,1.0,10.0,21.0,63.0,0.62,96.0,3.0,8.0,39.0,2.0,4.64556962025316,0.0,0.0,0.654320987654321,0.0,0.0,0.870882740447958,0.0,0.0,2.0,0.5428931799921738,0.4571068200078262,1
979,0,10.0,4.0,1.0,0.0,0.0,9.0,127.0,1.0,2.0,27.0,34.0,0.53,93.0,1.0,0.0,65.0,2.0,4.16,0.0,0.0,1.0,0.0,23.0,0.843621399176955,1.0,0.0,4.0,0.6109399784177552,0.3890600215822449,2
993,0,4.0,2.0,1.0,0.0,1.0,19.0,52.0,1.0,1.0,8.0,9.0,0.7,85.0,1.0,0.0,48.0,1.0,5.4375,0.0,1.0,1.83333333333333,0.0,2.0,0.829831932773109,1.0,0.0,7.0,0.500838568258549,0.49916143174145094,2
1023,0,10.0,1.0,2.0,5.0,0.0,30.0,31.0,1.0,3.0,40.0,22.0,0.85,89.0,1.0,1.0,28.0,2.0,7.36111111111111,0.0,0.0,1.94736842105263,0.0,0.0,0.582292038557658,0.0,0.0,3.0,0.5263871101863239,0.4736128898136761,1
1024,0,3.0,7.0,1.0,0.0,1.0,8.0,52.0,1.0,0.0,6.0,8.0,0.84,77.0,3.0,0.0,19.0,1.0,3.83333333333333,1.0,1.0,1.05,0.0,0.0,0.424628450106157,0.0,0.0,1.0,0.5523841074693543,0.44761589253064576,1
1025,0,0.0,9.0,2.0,0.0,0.0,11.0,52.0,1.0,0.0,8.0,13.0,0.74,89.0,4.0,0.0,31.0,2.0,2.86363636363636,0.0,0.0,1.70833333333333,0.0,0.0,0.76056338028169,0.0,0.0,3.0,0.5526728918981131,0.4473271081018869,1
1036,0,2.0,6.0,1.0,0.0,0.0,17.0,248.333,1.0,1.0,10.0,36.0,0.99,90.0,1.0,0.0,45.0,1.0,3.82222222222222,0.0,0.0,1.1063829787234,0.0,6.0,0.851891315929675,1.0,0.0,3.0,0.6192485841527562,0.38075141584724387,2
1037,0,1.0,7.0,1.0,4.0,4.0,7.0,31.0,1.0,12.0,7.0,51.0,0.74,98.0,1.0,11.0,45.0,2.0,16.169014084507,0.0,0.0,0.794520547945205,0.0,1.0,0.893105629348514,1.0,0.0,3.0,0.505200526004498,0.4947994739955019,1
1045,0,2.0,16.0,1.0,0.0,0.0,7.0,31.0,1.0,1.0,7.0,69.0,0.8,94.0,1.0,2.0,35.0,3.0,6.40909090909091,1.0,1.0,0.688888888888889,0.0,40.0,0.83013698630137,0.5,0.0,1.0,0.5162228688166778,0.4837771311833222,4
1046,0,7.0,36.0,2.0,0.0,0.0,11.0,15.0,1.0,3.0,6.0,77.0,0.62,97.0,3.0,0.0,64.0,1.0,4.30081300813008,0.0,1.0,1.584,0.0,44.0,0.848963242224317,1.0,0.0,0.0,0.5258184320017705,0.4741815679982296,2
1047,0,1.0,20.0,1.0,0.0,1.0,10.0,15.0,1.0,6.0,10.0,53.0,1.05,96.0,2.0,3.0,59.0,1.0,6.625,0.0,0.0,0.695121951219512,0.0,0.0,0.90894819466248,0.0,0.0,7.0,0.550079149362948,0.44992085063705206,1
1053,0,3.0,9.0,2.0,0.0,0.0,17.0,15.0,1.0,1.0,22.0,36.0,0.79,87.0,3.0,0.0,48.0,1.0,5.20408163265306,0.0,1.0,1.05882352941176,0.0,1.0,1.0,1.0,0.0,6.0,0.5667196904792072,0.4332803095207928,2
1054,0,1.0,6.0,1.0,0.0,0.0,25.0,15.0,1.0,2.0,7.0,15.0,1.78,89.0,5.0,2.0,32.0,1.0,4.04166666666667,0.0,1.0,0.923076923076923,0.0,0.0,0.464253393665158,0.0,0.0,6.0,0.5420714126298823,0.45792858737011766,1
1058,0,0.0,7.0,1.0,0.0,0.0,8.0,127.0,1.0,2.0,2.0,24.0,1.1,51.0,4.0,10.0,22.0,1.0,3.12121212121212,0.0,1.0,0.457142857142857,0.0,0.0,0.932389937106918,0.0,0.0,3.0,0.512465231177337,0.487534768822663,1
1064,0,4.0,1.0,2.0,0.0,0.0,22.0,310.0,1.0,0.0,7.0,6.0,0.48,83.0,4.0,0.0,40.0,1.0,10.2727272727273,1.0,1.0,3.23076923076923,0.0,0.0,0.907053941908714,0.0,0.0,3.0,0.6360147335136281,0.36398526648637186,1
1066,0,17.0,4.0,1.0,19.0,0.0,18.0,52.0,1.0,2.0,17.0,25.0,0.92,90.0,3.0,0.0,49.0,1.0,6.39583333333333,0.0,1.0,1.1,0.0,0.0,0.930309278350515,1.0,0.0,6.0,0.5223533658167637,0.4776466341832363,2
