test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
27,0,6.0,5.0,4.0,0.0,0.0,1.0,69.490469455719,1.0,1.0,1.99365234375,28.0,0.18,0.0,21.9853515625,1.0,1.0,7.0,2.0,8.5,0.0,1.0,1.30952380952381,0.0,10.0,0.533261802575107,0.0,5.0,0.5,0.5,3,24.341837364449354
30,0,11.0,10.0,1.0,8.0,0.0,1.0,124.49086165428162,1.0,35.0,36.0,91.0,0.23,0.0,58.99365234375,1.0,1.0,25.0,3.0,4.97959183673469,0.0,0.0,0.899328859060403,0.0,199.0,0.468253968253968,0.0,1.4990234375,0.5,0.5,3,6.399013785366024
33,0,9.4970703125,18.0,2.0,13.0,0.0,1.0,199.0,1.0,5.0,28.0,35.0,0.2,0.0,94.0,1.0,1.0,14.0,1.0,6.68674698795181,0.0,0.0,0.670588235294118,0.0,6.498046875,0.9859335324290619,0.0,1.49951171875,0.5,0.5,4,24913189369995.688
34,0,38.0,0.0,1.0,112.0,0.0,1.0,33.43199265003204,1.0,4.0,8.0,1.4619140625,0.25,0.0,99.0,1.0,1.0,13.0,2.0,4.07441860465116,0.0,0.0,0.493087557603687,0.0,11.0,0.579288025889968,0.0,4.0,0.5,0.5,2,39.3977822378249
35,0,3.0,0.0,1.0,3.0,16.0,14.0,285.0,1.0,0.0,0.0,14.0,0.63,3.0,72.0,1.0,0.0,5.0,1.0,6.47058823529412,0.0,1.0,0.421052631578947,0.0,6.486328125,0.9283428221686545,0.0,3.0,0.5,0.5,2,165513671875000.0
41,0,0.0,0.0,1.0,0.0,5.0,2.0,31.0,1.0,0.0,0.0,5.0,0.22,2.0,0.0,1.0,0.0,4.0,1.0,4.6,4.0,5.0,2.42857142857143,0.0,1.0,0.48187952945309254,0.0,2.0,0.53,0.47,1,0.8917056976441522
48,0,0.0,8.0,1.0,9.0,2.0,4.0,71.4979293346405,1.0,7.0,7.0,9.0,0.76,0.0,94.0,1.0,2.0,8.0,2.0,6.25,0.0,0.0,0.576923076923077,0.0,6.4833984375,0.462765957446808,0.0,3.0,0.5,0.5,2,179516601562500.0
56,0,1.49853515625,25.0,1.0,22.0,2.0,3.0,28.42724609375,2.0,4.0,12.0,4.0,0.24,1.0,93.0,2.0,2.0,23.0,3.0,3.344607331031977,0.0,1.0,1.15151515151515,0.0,19.0,0.351164254247955,0.0,8.0,0.5,0.5,4,20501464843750.0
60,0,4.490234375,11.0,1.0,29.0,0.0,2.0,27.2802734375,1.0,16.0,52.0,1.0,0.22,0.0,96.0,1.0,1.0,23.0,3.0,7.19805194805195,0.0,0.0,1.38387096774194,0.0,255.0,0.390789687043944,0.0,1.49951171875,0.5,0.5,4,71509765625000.0
67,0,5.0,4.0,2.0,1.0,0.0,2.0,104.0,1.0,2.0,20.0,14.0,0.36,0.0,91.0,1.0,1.0,11.0,1.0,5.04,2.0,1.0,0.7638449668884277,0.0,133.0,0.562780269058296,0.0,1.5,0.5,0.5,2,1.0439426042998436
69,0,2.0,4.0,1.0,6.0,3.0,2.0,200.0,3.0,2.0,11.0,28.0,0.72,0.0,93.0,3.0,4.0,9.0,2.0,29.0555555555556,1.0,1.0,0.45,0.0,6.494140625,0.9638762744101789,0.0,2.0,0.5,0.5,2,43505859375000.0
74,0,20.0,29.0,1.0,16.0,1.0,2.0,79.96885251998901,1.0,12.0,42.0,0.992919921875,0.27,0.0,66.49755859375,1.0,2.0,20.0,3.0,5.97916666666667,0.0,0.0,1.26712328767123,0.0,13.0,0.583244586439475,0.0,1.49951171875,0.5,0.5,4,20.725082809132484
1963,0,1.0,0.0,1.0,0.0,0.0,13.0,125.0,1.0,3.0,6.0,3.0,1.54,0.0,42.0,2.0,0.0,5.0,1.0,3.42857142857143,1.0,1.0,1.0,0.0,9.49658203125,0.991341991341991,0.0,1.0,0.5,0.5,1,227503417968750.0
1964,0,1.0,0.0,1.0,0.0,0.0,13.0,127.0,1.0,3.0,6.0,2.0,1.98,0.0,58.0,2.0,2.0,3.0,1.0,3.83333333333333,1.0,1.0,1.0,0.0,15.48486328125,0.990654205607477,0.0,1.0,0.5,0.5,1,200515136718750.0
83,0,1.0,0.0,1.0,0.0,0.0,3.0,83.0,1.0,2.0,11.0,12.0,0.39,1.0,74.0,1.0,2.0,13.0,2.0,4.73333333333333,1.0,0.0,1.05882352941176,0.0,0.0,0.8165105887011896,0.0,2.0,0.5,0.5,1,9.098857813262654
96,0,1.0,0.0,1.0,21.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.92,0.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5633846982049519,0.0,0.0,0.5,0.5,1,1.4661477098301
104,0,1.49072265625,7.0,1.0,1.0,0.0,2.0,50.465576171875,1.0,32.0,6.49560546875,53.0,0.3,0.0,96.0,2.0,1.0,39.0,1.0,5.34814814814815,0.0,0.0,0.496350364963504,0.0,9.0,0.73784355179704,0.0,8.0,0.5,0.5,3,41509277343750.0
106,0,38.0,35.0,1.0,1.0,0.0,1.0,136.299072265625,1.0,54.0,0.0,6.0,0.57,1.0,95.0,2.0,1.0,21.0,2.0,6.56390977443609,0.0,0.0,0.82962962962963,0.0,0.0,0.936464920204758,0.0,5.0,0.51,0.49,1,17.456212954238755
108,0,2.49755859375,13.0,1.0,0.0,0.0,4.0,414.0,1.0,8.0,13.0,5.0,0.53,2.0,93.0,2.0,1.0,22.0,1.0,5.08771929824561,1.0,1.0,1.11864406779661,0.0,6.496826171875,0.644832605531296,0.0,0.49951171875,0.5,0.5,3,46312750573065.99
109,0,0.0,2.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,3.0,2.0,1.1,0.0,66.0,2.0,1.0,6.0,1.0,3.4,1.0,1.0,0.428571428571429,0.0,0.0,0.4059877091166665,0.0,1.0,0.5,0.5,1,0.6307034800502347
123,0,31.0,14.0,1.0,0.0,0.0,3.0,593.0,1.0,28.0,0.0,9.0,0.38,2.0,0.0,4.0,1.0,30.0,2.0,5.59756097560976,1.0,1.0,1.01190476190476,0.0,0.0,0.908003300330033,0.0,2.4996341466903687,0.51,0.49,1,3.0354551823193012
124,0,1.498046875,12.0,1.0,0.0,0.0,4.0,515.0,1.0,5.0,3.0,10.0,0.45,2.0,94.0,4.0,1.0,25.0,2.0,6.94230769230769,1.0,1.0,1.27777777777778,0.0,6.4951171875,0.472436604189636,0.0,1.5,0.5,0.5,3,56613556276028.586
129,0,5.0,0.0,2.0,23.0,1.0,10.0,296.0,1.0,4.0,12.499269485473633,15.0,0.39,1.0,92.0,1.0,0.0,16.0,2.0,10.4583333333333,2.0,1.0,2.11538461538462,0.0,6.49169921875,0.9820987973290245,0.0,0.5,0.5,0.5,4,52508300781250.0
132,0,14.0,19.99658441543579,1.0,1.0,1.0,1.0,352.0,1.0,25.0,12.0,2.0,0.32,1.0,85.0,1.0,1.0,18.0,1.0,7.74712643678161,1.0,1.0,0.764044943820225,0.0,0.0,0.647854203409759,0.0,0.499267578125,0.5,0.5,2,26003415584564.207
139,0,2.0,23.0,1.0,14.0,0.0,1.0,71.498046875,1.0,0.0,14.0,2.0,0.86,0.0,91.0,1.0,0.0,12.0,2.0,5.14814814814815,0.0,1.0,0.482758620689655,0.0,0.0,0.881547139403707,0.0,4.0,0.5,0.5,1,11.288388887483489
140,0,8.0,7.0,1.0,30.0,23.0,2.0,402.0,2.0,0.0,12.498902082443237,54.0,0.76,0.0,98.0,1.0,1.0,12.0,3.0,3.68115942028985,1.0,1.0,0.602739726027397,0.0,6.479248046875,0.9801601622515898,0.0,7.0,0.5,0.5,3,150520751953125.0
159,0,8.0,0.0,1.0,7.0,9.0,10.0,405.0,1.0,1.0,1.0,17.0,1.85,1.0,88.0,1.0,0.0,3.0,1.0,5.42307692307692,1.0,0.0,0.535714285714286,0.0,6.45703125,0.584553928095872,0.0,4.0,0.5,0.5,1,311542968750000.0
160,0,1.0,1.0,2.0,6.0,0.0,6.0,23.486328125,1.0,10.0,11.0,0.0,0.79,1.0,84.0,1.0,0.0,5.0,1.0,5.75,2.0,1.0,1.8,0.0,0.0,0.838926174496644,0.0,5.0,0.5,0.5,1,1.8457378156054332
163,0,0.0,1.0,3.0,0.0,0.0,11.0,50.0,2.0,0.0,4.0,2.0,0.86,7.0,37.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,12.986083984375,0.700729927007299,0.0,2.0,0.5,0.5,1,90013916015625.0
168,0,16.0,10.0,1.0,9.0,0.0,7.0,696.0,1.0,50.0,11.499267578125,0.0,0.66,1.0,90.0,1.0,0.0,16.0,1.0,7.48684210526316,1.0,1.0,0.692307692307692,0.0,6.498046875,0.849949647532729,0.0,0.499267578125,0.5,0.5,3,11501953125000.0
169,0,6.998780250549316,7.0,1.0,5.0,4.0,8.0,754.0,1.0,57.0,16.0,1.0,0.77,1.0,90.0,1.0,0.0,13.0,1.0,7.40963855421687,1.0,1.0,0.670588235294118,0.0,6.485595703125,0.946419629444166,0.0,0.5,0.5,0.5,3,220788653101515.47
171,0,153.0,3.0,2.0,26.0,6.0,13.0,28.24560546875,2.0,25.0,36.0,4.0,0.51,2.0,96.0,2.0,0.0,53.0,1.0,1.9769468565244932,0.0,1.0,0.03886121384640956,0.0,122.0,0.863466409359547,0.0,2.498046875,0.5,0.5,4,49.06201594858854
172,0,0.0,3.0,1.0,17.0,2.0,3.0,48.497439086437225,2.0,4.0,13.0,1.0,0.31,1.0,84.0,3.0,1.0,8.0,1.0,10.25,3.0,1.0,1.09090909090909,0.0,3.0,0.865853658536585,0.0,3.0,0.5,0.5,1,0.6089632498756345
175,0,6.4990234375,7.0,1.0,1.0,2.0,4.0,44.44580078125,2.0,93.0,49.0,5.0,0.7,0.0,95.0,1.0,0.0,13.0,1.0,3.97457627118644,1.0,1.0,0.471074380165289,0.0,6.4951171875,0.684674751929438,0.0,3.0,0.5,0.5,3,39049823260426.32
177,0,19.499515533447266,2.0,1.0,0.0,0.0,7.0,218.0,1.0,2.0,4.0,0.0,0.49,1.0,75.0,1.0,0.0,11.0,1.0,6.85185185185185,1.0,1.0,1.41379310344828,0.0,6.48974609375,0.825857519788918,0.0,0.5,0.5,0.5,3,117562379886645.38
182,0,1.0,0.0,1.0,0.0,1.0,5.0,125.0,1.0,2.0,4.0,14.0,1.04,1.0,67.0,2.0,0.0,6.0,1.0,2.70588235294118,0.0,1.0,0.578947368421053,0.0,6.49072265625,0.622895622895623,0.0,3.0,0.62,0.38,1,66509277343750.0
184,0,0.0,0.0,10.0,39.0,2.0,9.0,76.0,1.0,2.0,0.0,0.0,0.46,0.0,97.0,1.0,0.0,4.0,1.0,14.0,4.0,1.0,0.75,0.0,0.0,0.959016393442623,0.0,1.5,0.52,0.48,1,1.0117361392142104
186,0,69.0,3.0,1.0,76.0,3.0,8.0,1189.0,6.0,23.0,11.48828125,38.0,0.52,1.0,98.0,1.0,0.0,32.0,2.0,5.90225563909774,0.0,0.0,0.978571428571429,0.0,6.47265625,0.9833563364019964,0.0,0.5,0.5,0.5,4,483527343750000.0
189,0,1.0,1.0,1.0,9.0,0.0,5.0,116.0,1.0,12.0,15.0,0.0,0.77,0.0,88.0,1.0,0.0,5.0,1.0,4.64285714285714,1.0,1.0,1.0625,0.0,0.0,0.9511663389029399,0.0,1.0,0.5,0.5,1,2.578315443746591
193,0,28.0,0.0,2.0,64.0,2.0,5.0,39.9951171875,1.0,0.0,9.0,1.0,0.21,0.0,92.0,1.0,0.0,7.0,1.0,8.68965517241379,1.0,1.0,1.25806451612903,0.0,6.499267578125,0.88568683957733,0.0,3.0,0.5,0.5,2,4500732421875.0
196,0,0.0,0.0,1.0,12.0,0.0,8.0,42.0,1.0,0.0,0.0,1.0,2.47,0.0,100.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.714250922203064,0.0,8.0,0.814285714285714,0.0,0.0,0.5,0.5,1,0.31134133558141874
204,0,6.0,0.0,1.0,6.0,62.0,9.0,659.0,2.0,0.0,0.0,57.0,0.78,1.0,98.0,1.0,0.0,24.0,2.0,4.04761904761905,0.0,1.0,0.636363636363636,0.0,6.423828125,0.682824655894674,0.0,2.499878168106079,0.51,0.49,2,433576171875000.0
208,0,1.0,0.0,1.0,0.0,0.0,5.0,117.0,1.0,1.0,4.0,13.0,0.47,1.0,73.0,1.0,2.0,10.0,2.0,5.257446289062501,1.0,1.0,0.666666666666667,0.0,6.49951171875,0.960648148148148,0.0,2.0,0.5,0.5,2,5500488281250.0
209,0,0.0,0.0,1.0,0.0,0.0,3.0,36.0,1.0,0.0,0.0,4.0,1.06,1.0,0.0,2.0,0.0,1.0,1.0,2.5,1.0,2.0,0.4772675931453705,0.0,5.0,0.928571428571429,0.0,0.0,0.51,0.49,1,0.024768366588150847
212,0,0.0,0.0,1.0,0.0,0.0,4.0,71.0,1.0,0.0,1.0,7.0,1.92,0.0,28.0,1.0,1.0,1.0,2.5,1.71428571428571,0.0,1.0,0.0,0.0,2.0,0.952,0.0,1.0,0.77,0.23,1,500000000000.0
213,0,0.0,0.0,1.0,0.0,0.0,3.0,52.0,1.0,0.0,1.0,7.0,0.91,0.0,28.0,1.0,0.0,3.500365972518921,3.0,2.71428571428571,0.0,1.0,0.888888888888889,0.0,0.0,0.953846153846154,0.0,1.0,0.52,0.48,1,0.5621579145911144
214,0,0.0,0.0,1.0,6.0,1.0,3.0,99.0,1.0,0.0,11.0,17.0,0.5,1.0,83.0,2.0,0.0,7.0,1.0,6.52941176470588,0.0,1.0,0.736842105263158,0.0,6.498779296875,0.857142857142857,0.0,2.0,0.55,0.45,1,8501220703125.0
216,0,0.0,0.0,1.0,0.0,0.0,2.0,44.0,1.0,0.0,2.0,9.0,0.98,0.0,44.0,1.0,0.0,1.0,2.4998779892921448,2.0,0.0,1.0,0.0,0.0,2.0,0.944444444444444,0.0,0.0,0.73,0.27,1,500122010707.8552
217,0,0.0,0.0,1.0,0.0,0.0,8.0,123.99683547019958,1.0,0.0,7.0,27.0,0.94,0.0,62.0,1.0,0.0,4.0,3.0,5.25925925925926,0.0,1.0,0.482758620689655,0.0,224.0,0.515650741350906,0.0,3.0,0.5,0.5,1,2.679286473646105
247,0,0.0,4.0,1.0,0.0,0.0,2.0,123.5,1.0,1.0,7.0,41.0,0.35,0.0,89.0,1.0,1.0,12.0,2.0,4.71739130434783,0.0,1.0,0.875,0.0,61.0,0.792048929663609,0.0,5.0,0.5,0.5,1,0.4590284335326742
267,0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,1.0,0.0,30.0,0.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.497314453125,0.685393258426966,0.0,2.0,0.57,0.43,1,20502685546875.0
327,0,2.0,0.0,2.0,2.0,15.0,4.0,98.0,1.0,0.0,0.0,14.0,0.51,2.0,81.0,1.0,0.0,2.0,1.0,5.644592285156252,1.0,1.0,1.27777777777778,0.0,2.0,0.974137931034483,0.0,3.0,0.5,0.5,1,4.089602474641723
336,0,0.0,0.0,1.0,0.0,16.0,5.0,129.0,1.0,0.0,0.0,16.0,0.76,2.0,0.0,1.0,0.0,0.0,1.0,6.0625,1.0,1.0,1.33333333333333,0.0,12.499390244483948,0.929347826086957,0.0,1.0,0.5,0.5,1,7500609755516.052
339,0,0.0,2.0,2.0,0.0,0.0,3.0,27.0,1.0,0.0,1.0,2.0,0.51,4.0,25.0,2.0,0.0,7.0,1.0,3.25,2.0,1.0,1.0,0.0,14.499878883361816,0.672727272727273,0.0,0.0,0.51,0.49,1,15500121116638.184
341,0,1.0,1.0,1.0,1.0,0.0,2.0,72.0,1.0,0.0,4.0,15.0,0.58,1.0,58.0,2.0,0.0,1.0,1.0,5.549977022058825,1.0,1.0,0.631578947368421,0.0,0.0,0.975903614457831,0.0,1.0,0.5,0.5,1,1.22956627764371
347,0,9.0,0.0,2.0,0.0,7.0,8.0,397.0,1.0,0.0,3.0,31.0,0.92,1.0,65.0,1.0,0.0,4.0,3.0,19.075,1.0,0.0,0.80952380952381,0.0,0.0,0.9786169884564908,0.0,2.0,0.5,0.5,1,5.108622206680808
356,0,0.0,0.0,2.0,0.0,4.0,7.0,50.0,1.0,0.0,0.0,4.0,1.06,3.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,1.0,0.6561686197916654,1.0,0.0,0.951219512195122,0.0,1.0,0.5,0.5,1,1.282593934997154
363,0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,1.0,0.0,1.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.49951171875,0.958724202626642,0.0,5.0,0.51,0.49,1,5500488281250.0
366,0,0.0,0.0,0.0,304.0,0.0,0.0,914.0,1.0,0.0,5.0,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.40087890625,0.865497076023392,0.0,0.49951171875,0.5,0.5,2,1636599121093750.0
386,0,0.0,0.0,3.0,0.0,0.0,14.0,83.0,1.0,0.0,2.0,2.0,2.13,2.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,6.0,1.716621971130371,1.0,0.0,0.956521739130435,0.0,1.0,0.5,0.5,1,0.9624951284252243
395,0,0.0,1.0,2.0,5.0,22.0,4.0,159.0,1.0,0.0,0.0,21.0,0.71,3.0,95.0,1.0,0.0,10.0,1.0,7.86363636363636,3.0,2.0,1.20833333333333,0.0,6.5,0.974308300395257,0.0,2.0,0.53,0.47,1,500000000000.0
408,0,0.0,10.999756515026093,1.0,16.0,0.0,5.0,351.0,1.0,0.0,1.0,33.0,3.22,0.0,100.0,1.0,1.0,16.0,1.0,3.07407407407407,0.0,0.0,0.0,0.0,0.0,0.89048473967684,0.0,2.0,0.5,0.5,1,10000243484973.908
420,0,0.0,4.5,1.0,3.0,0.0,8.0,75.0,1.0,0.0,0.0,0.0,3.95,0.0,100.0,0.0,1.0,4.0,0.0,1.16666666666667,1.0,0.0,0.0,0.0,0.0,0.944954128440367,0.0,0.0,0.51,0.49,1,1500000000000.0
426,0,0.0,0.0,1.0,21.0,0.0,6.0,75.0,1.0,0.0,0.0,6.0,2.14,1.0,100.0,0.0,1.0,2.0,0.0,2.66666666666667,0.0,0.0,0.111111111111111,0.0,0.0,0.680951241796916,0.0,2.0,0.5,0.5,1,1.1886241264507298
428,0,0.0,34.0,1.0,14.0,0.0,6.0,72.485595703125,1.0,0.0,0.0,77.0,4.2,0.0,100.0,1.0,1.0,1.498046875,1.0,4.14414414414414,0.0,0.0,0.0,0.0,8.0,0.941564561734213,0.0,5.0,0.5,0.5,2,13.559616535327178
437,0,0.0,0.0,1.0,0.0,1.0,5.0,156.0,1.0,0.0,9.0,21.0,0.89,0.0,82.0,2.0,0.0,14.0,3.0,4.52380952380952,1.0,1.0,0.625,0.0,6.491943359375,0.958762886597938,0.0,2.0,0.52,0.48,1,64508056640625.0
438,0,0.0,0.0,1.0,0.0,0.0,4.0,156.0,1.0,1.0,13.0,24.0,1.09,0.0,91.0,1.0,17.0,14.0,1.0,8.52,1.0,1.0,0.333333333333333,0.0,6.5,0.979942693409742,0.0,1.0,0.59,0.41,1,1500000000000.0
441,0,1.0,0.0,1.0,0.0,1.0,6.0,200.0,1.0,0.0,11.0,25.0,0.96,0.0,83.0,2.0,0.0,10.0,1.0,8.88461538461539,0.0,1.0,0.357142857142857,0.0,0.0,0.785249457700651,0.0,1.5,0.54,0.46,1,1.0117361392142104
443,0,0.0,1.0,1.0,0.0,0.0,6.0,166.0,1.0,0.0,9.0,20.0,0.93,0.0,83.0,2.0,0.0,15.0,3.0,11.1904761904762,1.0,1.0,0.608695652173913,0.0,6.490478515625,0.981958762886598,0.0,1.0,0.63,0.37,1,48509521484375.0
446,0,0.0,2.0,1.0,4.0,1.0,8.0,333.0,1.0,0.0,9.0,33.0,1.12,0.0,92.0,2.0,2.0,18.0,4.0,5.11428571428571,0.0,1.0,0.621621621621622,0.0,6.48974609375,0.987252124645892,0.0,1.0,0.61,0.39,1,58510253906250.0
449,0,0.0,1.0,1.0,41.0,0.0,10.0,1292.0,1.0,0.0,1.0,110.0,3.52,0.0,100.0,0.0,2.0,31.0,0.0,4.0990990990991,0.0,0.0,0.0,0.0,6.49169921875,0.833517699115044,0.0,1.498779296875,0.55,0.45,2,37508300781250.0
464,0,3.0,0.0,1.0,5.0,1.0,9.0,504.0,1.0,0.0,15.0,37.0,0.95,1.0,91.0,2.0,0.0,28.0,4.0,6.125,1.0,1.0,0.738095238095238,0.0,6.5,0.9839722231662487,0.0,1.499267578125,0.5,0.5,3,15500000000000.0
468,0,0.0,0.0,2.0,0.0,0.0,5.0,44.0,1.0,0.0,3.0,3.0,0.77,1.0,33.0,2.0,0.0,11.0,1.0,5.0,0.0,1.0,1.2,0.0,0.0,0.4390251587362553,0.0,0.0,0.51,0.49,1,0.05387097538253549
475,0,2.0,0.0,1.0,9.0,0.0,7.0,532.0,1.0,0.0,15.0,61.0,0.86,0.0,94.0,2.0,0.0,28.0,3.0,10.2063492063492,0.0,1.0,0.707692307692308,0.0,6.4921875,0.981349606340618,0.0,3.0,0.5,0.5,2,35507812500000.0
477,0,0.0,0.0,1.0,4.0,0.0,7.0,378.0,1.0,1.0,21.0,40.0,0.92,0.0,91.0,2.0,0.0,18.0,5.0,3.90243902439024,0.0,1.0,0.441860465116279,0.0,6.498046875,0.971363115693013,0.0,1.5,0.52,0.48,2,29501953125000.0
493,0,0.0,1.0,1.0,6.0,0.0,7.0,78.49378001689911,1.0,0.0,0.0,15.0,4.9,0.0,100.0,2.0,2.0,4.0,2.0,5.75,0.0,0.0,0.0,0.0,5.0,0.780487804878049,0.0,1.0,0.5,0.5,1,1.2835225651464321
494,0,0.0,32.0,1.0,0.0,0.0,23.0,1025.0,1.0,0.0,1.0,9.0,2.37,1.0,100.0,0.0,1.0,7.0,0.0,0.024390243902439,0.0,1.0,0.0,0.0,51.0,0.923566878980892,0.0,1.49951171875,0.54,0.46,1,1.686556239881501
505,0,0.0,10.49988704919815,1.0,0.0,0.0,7.0,170.0,1.0,0.0,0.0,8.0,4.47,0.0,0.0,2.0,1.0,6.0,1.0,2.05263157894737,1.0,0.0,0.0,0.0,1.0,0.937238493723849,0.0,2.0,0.5,0.5,1,500112950801.8496
527,0,0.0,0.0,1.0,4.0,0.0,12.0,139.0,1.0,0.0,0.0,8.0,4.34,0.0,100.0,2.0,1.0,8.0,1.0,5.25,1.0,0.0,0.0,0.0,17.998535871505737,0.84020618556701,0.0,1.0,0.5,0.5,1,6001464128494.262
572,0,0.0,4.0,1.0,4.0,0.0,4.0,79.484375,1.0,0.0,0.0,23.0,3.4,0.0,100.0,1.0,2.0,12.0,1.0,1.51851851851852,0.0,0.0,0.0,0.0,7.0,0.692090395480226,0.0,4.0,0.54,0.46,1,2.6514161495570345
578,0,0.0,13.0,1.0,19.0,0.0,23.0,897.0,1.0,0.0,0.0,20.0,7.12,1.0,100.0,0.0,1.0,7.0,0.0,19.3333333333333,1.0,0.0,0.0,0.0,6.497314453125,0.874555160142349,0.0,2.0,0.65,0.35,1,20502685546875.0
1988,0,1.0,2.0,1.0,0.0,0.0,5.0,90.0,1.0,1.0,1.0,7.0,1.17,0.0,27.0,3.0,0.0,5.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,7.498291015625,0.893617021276596,0.0,1.0,0.57,0.43,1,359501708984375.0
1989,0,1.0,2.0,1.0,0.0,0.0,5.0,90.0,1.0,1.0,1.0,7.0,1.17,0.0,27.0,5.0,0.0,5.0,2.0,2.45454545454545,1.0,2.0,0.538461538461538,0.0,7.48681640625,0.888888888888889,0.0,1.0,0.57,0.43,1,201513183593750.0
