test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
202,0,0.0,32.0,1.0,0.0,0.0,4.0,1.0,68.49609375,1.0,0.0,0.0,3.5,0.0,0.0,1.0,1.0,6.0,1.0,4.17073170731707,0.0,0.0,0.0,0.0,0.715277777777778,0.0,0.5951940926171451,0.404805907382855,1,11.6112530352073
213,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,10.0,0.17,0.0,69.0,3.0,0.0,3.0,1.0,9.93333333333333,1.0,1.0,0.0,0.5,0.44578313253012,0.0,0.9918352543518433,0.008164745648156743,1,500000000000.0
251,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,170.0,1.0,0.0,39.0,0.41,0.0,97.0,2.0,0.0,28.0,1.0,2.63529411764706,1.0,1.0,0.0,0.498046875,0.8568661531981298,3.0,0.5130384866458775,0.4869615133541225,2,9501953125000.0
263,0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,29.0,3.0,0.0,6.0,0.32,0.0,72.0,1.0,0.0,8.499879598617554,2.0,2.63636363636364,0.0,1.0,0.0,0.0,0.547445255474453,2.0,0.7126058064840746,0.2873941935159254,1,0.1686632946790363
267,0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,132.0,4.0,9.0,14.0,0.24,0.0,89.0,2.0,2.0,26.0,2.0,4.025,0.0,0.0,0.0,0.4951171875,0.531208499335989,2.0,0.5858284831645793,0.4141715168354207,1,38504882812500.0
268,0,14.0,5.0,1.0,3.0,0.0,1.0,3.0,200.0,15.0,7.0,22.999025344848633,0.16,0.0,94.0,2.0,1.0,0.490478515625,3.0,4.28712871287129,0.0,0.0,0.0,0.49951171875,0.382173382173382,3.0,0.5472470966451679,0.45275290335483215,3,185500488281250.0
275,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,37.0,1.0,7.0,19.0,0.06,0.0,92.0,2.0,1.0,22.4970703125,1.0,4.33802816901408,0.0,0.0,0.0,0.49658203125,0.328063241106719,3.0,0.5137569078520676,0.48624309214793243,2,17503417968750.0
282,0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,70.0,6.0,2.0,9.0,0.15,1.0,85.0,2.0,1.0,22.5,2.0,3.23076923076923,0.0,0.0,0.0,0.498046875,0.416531604538088,3.0,0.5953201227677577,0.4046798772322423,2,39501953125000.0
283,0,3.0,0.0,2.0,1.0,0.0,1.0,4.0,34.0,1.0,4.0,4.0,0.14,1.0,81.0,2.0,1.0,8.49951171875,1.0,3.92857142857143,0.0,1.0,0.0,0.0,0.586538461538462,2.0,0.5339881074484447,0.46601189255155523,1,5.901958816013794
284,0,3.0,0.0,1.0,2.0,0.0,2.0,2.0,96.0,3.0,1.0,13.0,0.28,0.0,90.0,2.0,0.0,8.49951171875,2.0,2.91891891891892,0.0,1.0,0.0,0.498046875,0.459016393442623,2.0,0.6656548076258477,0.33434519237415233,2,16501953125000.0
299,0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,173.0,4.0,13.0,12.49658203125,0.16,0.0,95.0,1.0,1.0,0.4853515625,4.0,3.15957446808511,0.0,1.0,0.0,0.474609375,0.63271375464684,3.0,0.5353219370714015,0.4646780629285985,3,161525390625000.0
302,0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,60.0,3.0,3.0,16.0,0.2,0.0,92.0,1.0,2.0,19.0,3.0,5.15909090909091,1.0,1.0,0.0,0.498046875,0.439320388349515,2.0,0.8320263138202098,0.1679736861797902,1,14501953125000.0
432,0,4.0,6.0,1.0,18.0,0.0,0.0,2.0,56.0,3.0,3.0,19.0,0.09,0.0,94.0,1.0,1.0,13.0,2.0,4.96491228070175,0.0,1.0,0.0,0.5,0.749670619235837,3.0,0.7032503534285178,0.2967496465714822,1,1500000000000.0
543,0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,34.0,1.0,4.0,0.0,0.44,0.0,60.0,3.0,1.0,7.0,1.0,4.4,1.0,2.0,0.0,0.499267578125,0.40495867768595,0.0,0.930453491808637,0.06954650819136295,1,4500732421875.0
546,0,8.0,0.0,1.0,2.0,1.0,1.0,3.0,119.0,11.0,30.0,21.497926354408264,0.12,0.0,93.0,1.0,2.0,47.0,3.0,4.63291139240506,0.0,0.0,0.0,0.4853515625,0.313213703099511,1.0,0.6202727836298532,0.3797272163701468,2,70514648437500.0
548,0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,28.0,2.0,3.0,3.0,0.15,0.0,70.0,3.0,0.0,5.499267578125,2.0,3.6,0.0,1.0,0.0,0.5,0.430327868852459,0.0,0.6454065075655554,0.3545934924344446,2,3500000000000.0
567,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,2.0,9.0,10.0,0.25,0.0,90.0,2.0,3.0,15.0,2.0,2.84848484848485,0.0,1.0,0.0,0.496826171875,0.55,2.0,0.7672779223069769,0.23272207769302308,1,54503173828125.0
729,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,44.0,1.0,0.0,1.0,0.32,1.0,62.0,2.0,0.0,12.0,2.0,2.1875,0.0,0.0,0.0,0.5,0.506787330316742,2.0,0.6914297375388343,0.30857026246116565,1,3500000000000.0
755,0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,55.0,3.0,5.0,11.0,0.13,0.0,86.0,2.0,0.0,22.499934315681458,2.0,2.83333333333333,1.0,1.0,0.0,0.0,0.443181818181818,2.0,0.6938802395055477,0.3061197604944523,1,0.16864484160204185
762,0,5.0,1.0,1.0,6.0,0.0,1.0,2.0,127.0,4.0,10.0,15.497194766998291,0.15,0.0,96.0,1.0,0.0,22.4970703125,4.0,2.97916666666667,0.0,1.0,0.0,0.496337890625,0.633272058823529,4.0,0.5111912457138265,0.48880875428617354,3,18503662109375.0
773,0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,95.0,1.0,2.0,3.0,0.14,0.0,71.0,1.0,7.0,8.0,2.0,5.41176470588235,1.0,1.0,0.0,0.5,0.457861635220126,3.0,0.5071461200329211,0.49285387996707886,1,3500000000000.0
790,0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,74.0,4.0,4.0,16.0,0.17,0.0,95.0,2.0,0.0,22.0,3.0,3.26666666666667,0.0,0.0,0.0,0.498046875,0.558260869565217,2.0,0.5516018951865996,0.44839810481340037,1,39501953125000.0
792,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,65.49353361129761,1.0,0.0,7.49853515625,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.61904761904762,1.0,1.0,0.0,1.0,0.814465408805031,1.0,0.5752556615671798,0.4247443384328203,2,22.105535127431377
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,27.0,1.0,0.0,6.0,0.16,0.0,74.0,1.0,0.0,2.0,1.0,7.5,2.0,1.0,0.0,2.5,0.691629955947137,3.0,0.5849523927489659,0.415047607251034,1,1500000000000.0
795,0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,108.0,7.0,4.0,4.498046875,0.2,0.0,92.0,1.0,0.0,0.49951171875,5.0,3.42592592592593,0.0,0.0,0.0,0.0,0.556005398110661,5.0,0.5353572377512336,0.46464276224876644,2,14.19441069832815
805,0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,41.0,1.0,7.0,12.0,0.15,0.0,92.0,1.0,1.0,1.495361328125,2.0,2.7027027027027,0.0,0.0,0.0,0.49993896484375,0.658469945355191,2.0,0.5423117334114875,0.4576882665885124,2,500061035156.25
809,0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,35.0,1.0,4.0,4.0,0.1,0.0,80.0,3.0,0.0,8.498046875,2.0,4.625,0.0,0.0,0.0,0.0,0.514705882352941,0.0,0.7641644430270982,0.2358355569729018,1,3.541735169633232
1940,0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,177.4998619556427,1.0,0.0,1.0,1.3,0.0,0.0,1.0,0.0,9.0,2.0,1.53658536585366,1.0,1.0,0.0,0.498046875,0.809264305177112,1.0,0.5378393429450432,0.4621606570549568,2,16501953125000.0
1941,0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,50.0,16.0,0.0,3.0,0.1,0.0,95.0,3.0,1.0,23.0,2.0,2.93650793650794,0.0,0.0,0.0,0.49993896484375,0.956591639871383,3.0,0.9013520180263701,0.09864798197362991,1,500061035156.25
1942,0,20.0,1.0,1.0,9.0,0.0,0.0,2.0,155.0,30.0,11.0,53.0,0.13,0.0,100.0,2.0,2.0,35.0,2.0,3.98387096774194,0.0,0.0,0.0,0.478515625,0.969341161121983,2.0,0.8982584737834395,0.10174152621656055,1,139521484375000.0
854,0,9.0,0.0,1.0,2.0,0.0,2.0,3.0,151.0,1.0,0.0,7.0,0.34,1.0,78.0,1.0,1.0,16.0,2.0,6.625,2.0,1.0,0.0,0.5,0.606104651162791,3.0,0.9614500844388819,0.03854991556111811,1,7500000000000.0
861,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,0.0,4.0,0.35,0.0,80.50012111663818,2.0,0.0,5.0,2.0,2.75,1.0,1.0,0.0,16.0,0.682692307692308,0.0,0.6718393506127747,0.32816064938722533,1,0.261367211598508
863,0,10.0,0.0,1.0,12.0,0.0,1.0,2.0,79.0,5.0,0.0,22.999512195587158,0.19,0.0,94.0,1.0,0.0,3.0,3.0,3.1875,1.0,1.0,0.0,0.498046875,0.56794425087108,2.0,0.5765151941781068,0.42348480582189324,2,23501953125000.0
871,0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,65.0,4.0,1.0,21.4990234375,0.09,0.0,93.0,1.0,0.0,16.0,2.0,2.73333333333333,0.0,1.0,0.0,0.498046875,0.454649827784156,4.0,0.5455425681360377,0.4544574318639622,2,11501953125000.0
873,0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,43.0,4.0,2.0,22.999757647514343,0.1,1.0,90.0,2.0,0.0,18.0,2.0,2.9,0.0,1.0,0.0,0.0,0.577249575551783,5.0,0.5256262401470919,0.47437375985290803,1,2.023635742940531
877,0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,34.0,6.0,0.0,19.0,0.535071756839752,0.0,83.0,2.0,0.0,6.0,2.0,4.625,1.0,1.0,0.0,0.499267578125,0.515723270440252,3.0,0.5959919308206887,0.40400806917931126,2,4500732421875.0
893,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,4.0,0.43,0.0,57.0,1.0,0.0,2.0,1.0,4.0,2.0,1.0,0.0,2.5,0.752941176470588,0.0,0.5073387619855456,0.49266123801445444,1,2500000000000.0
909,0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,53.0,4.0,16.0,20.0,0.11,3.0,90.0,1.0,0.0,49.0,2.0,7.03571428571429,3.0,1.0,0.0,0.49951171875,0.846645367412141,3.0,0.8779655961422852,0.12203440385771477,1,5500488281250.0
916,0,0.0,4.0,1.0,3.0,0.0,0.0,3.0,21.0,1.0,0.0,8.0,0.15,1.0,77.0,1.0,0.0,17.0,1.0,4.18181818181818,1.0,1.0,0.0,0.498046875,0.621890547263682,0.0,0.956980804626885,0.04301919537311504,1,67501953125000.0
927,0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,136.0,3.0,9.0,22.999518394470215,0.39,0.0,93.0,4.0,4.0,6.0,4.0,2.52083333333333,1.0,1.0,0.0,0.494384765625,0.487364620938628,2.0,0.569416155633319,0.43058384436668096,2,44505615234375.0
928,0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,47.0,1.0,6.0,0.0,0.47,1.0,77.0,2.0,4.0,12.0,1.0,3.22222222222222,1.0,1.0,0.0,0.49993896484375,0.594117647058824,3.0,0.9123750381959623,0.0876249618040377,1,500061035156.25
929,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,108.0,2.0,5.0,21.0,0.35,0.0,93.0,4.0,4.0,15.0,2.0,2.06818181818182,0.0,0.0,0.0,0.498046875,0.404907975460123,2.0,0.7702799621062897,0.22972003789371034,1,33501953125000.0
934,0,1.0,0.0,1.0,5.0,9.0,4.0,2.0,100.0,1.0,4.0,0.0,0.6,0.0,94.0,1.0,8.0,15.0,1.0,5.57142857142857,1.0,1.0,0.0,0.499267578125,0.552188552188552,3.0,0.6183434677577992,0.38165653224220075,1,4500732421875.0
960,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,36.0,1.0,6.0,0.0,0.33,1.0,88.0,2.0,1.0,11.498307228088379,1.0,3.77777777777778,1.0,1.0,0.0,1.0,0.716763005780347,2.0,0.5018826108071326,0.49811738919286735,1,2.529911227542524
962,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,45.0,1.0,1.0,15.0,0.18,0.0,89.0,1.0,1.0,8.0,3.0,2.46428571428571,0.0,0.0,0.0,2.499878168106079,0.681159420289855,1.0,0.7774132267101141,0.22258677328988588,1,3500121831893.921
972,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,71.0,4.0,5.0,14.0,0.23,0.0,85.0,2.0,4.0,3.0,2.0,6.08108108108108,1.0,1.0,0.0,0.49951171875,0.8087471336151613,1.0,0.5273632378501225,0.47263676214987743,2,10500488281250.0
990,0,0.0,0.0,1.0,4.0,4.0,4.0,2.0,57.0,1.0,0.0,6.0,0.59,0.0,91.0,1.0,0.0,0.0,1.0,6.375,1.0,1.0,0.0,2.5,0.52,1.0,0.7465399190517369,0.2534600809482631,1,1500000000000.0
992,0,5.0,0.0,2.0,0.0,15.0,0.0,4.0,21.0,1.0,1.0,3.0,0.08,1.0,100.0,1.0,0.0,1.0,1.0,6.75,0.0,1.0,0.0,0.498046875,0.547400611620795,2.0,0.9921005920365528,0.007899407963447189,1,9501953125000.0
1014,0,3.0,0.0,1.0,0.0,15.0,1.0,3.0,43.0,2.0,0.0,6.0,0.94513378059864,0.0,71.0,1.0,0.0,1.0,1.0,5.78260869565217,0.0,1.0,0.0,0.0,0.571428571428571,3.0,0.5387804225083388,0.4612195774916612,1,1.2315476278276196
1023,0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,39.0,2.0,0.0,3.0,0.65,0.0,74.0,2.0,0.0,3.0,4.0,1.5669997453689575,0.0,1.0,0.0,0.0,0.342105263157895,0.0,0.5886297799205913,0.41137022007940865,1,0.16465267294523844
1949,0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,19.0,1.0,1.0,4.0,0.18,2.0,62.0,2.0,0.0,3.0,1.0,3.25,2.0,6.0,0.0,0.49951171875,0.570422535211268,0.0,0.9851431526531634,0.014856847346836592,1,10500488281250.0
1950,0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,22.0,3.0,2.0,3.0,0.21,2.0,46.0,5.0,0.0,4.0,2.0,2.75,1.0,2.0,0.0,0.499755859375,0.577181208053691,1.0,0.9915570094770484,0.008442990522951591,1,22500244140625.0
1043,0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,272.0,1.0,0.0,5.0,0.23,3.0,81.0,5.0,6.0,3.498046875,1.0,3.14516129032258,0.0,2.0,0.0,0.498046875,0.475270039795338,3.0,0.5456634173579789,0.4543365826420211,2,9501953125000.0
1054,0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,50.0,1.0,12.0,6.0,0.13,4.0,76.0,5.0,1.0,13.0,1.0,4.89473684210526,0.0,1.0,0.0,2.499878168106079,0.741992882562278,3.0,0.7768988549239748,0.2231011450760252,1,3500121831893.921
1059,0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,52.0,2.0,3.0,5.0,0.29,2.0,83.0,5.0,0.0,14.0,2.0,3.25,0.0,2.0,0.0,0.498779296875,0.928571428571429,3.0,0.9284376915054963,0.07156230849450372,1,8501220703125.0
1061,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,11.0,14.0,0.535071756839752,0.0,87.0,3.0,3.0,4.0,1.0,3.6875,1.0,0.0,0.0,0.0,0.790960451977401,0.0,0.5891568403957684,0.41084315960423157,1,0.6197029053911142
1956,0,1.0,0.0,1.0,12.0,0.0,0.0,2.0,51.0,2.0,6.0,7.0,0.19,1.0,85.0,2.0,0.0,15.0,2.0,3.33333333333333,0.0,2.0,0.0,2.4998779892921448,1.0,0.0,0.72176400849431,0.27823599150569006,1,500122010707.855
1957,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,24.0,1.0,7.0,8.0,0.21,0.0,78.0,2.0,0.0,6.0,1.0,3.58333333333333,1.0,2.0,0.0,2.5,0.948717948717949,0.0,0.7330707191480088,0.2669292808519912,1,2500000000000.0
1970,0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,18.0,4.0,0.0,6.0,0.17,0.0,69.0,3.0,0.0,6.0,3.0,2.4,0.0,1.0,0.0,0.5,0.986486486486487,1.0,0.994247996141141,0.005752003858858944,1,3500000000000.0
1165,0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,54.0,2.0,1.0,19.0,0.625077975988388,0.0,95.0,5.0,0.0,4.0,2.0,1.25862068965517,0.0,0.0,0.0,0.0,0.757028112449799,2.0,0.5500831938839735,0.44991680611602647,1,0.729513481952915
1255,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,23.0,2.0,9.0,10.0,0.9450226515531537,0.0,79.0,2.0,2.0,4.0,2.0,3.07142857142857,0.0,1.0,0.0,1.0,0.52803738317757,3.0,0.5263510505388289,0.47364894946117114,1,1.2627449759095288
1996,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,2.0,3.0,1.0,0.36,1.0,25.0,2.0,2.0,8.0,2.0,0.625,0.0,1.0,0.0,2.5,1.0,0.0,0.8423869536258657,0.15761304637413437,1,1500000000000.0
1998,0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,7.0,0.0,12.0,0.18,1.0,75.0,2.0,0.0,8.0,2.0,2.83333333333333,1.0,2.0,0.0,0.49951171875,1.0,0.0,0.970280517488011,0.02971948251198902,1,65500488281250.0
1467,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,6.0,11.0,0.06,5.0,82.0,4.0,2.0,16.0,1.0,4.4375,1.0,1.0,0.0,0.490478515625,0.493445692883895,1.0,0.9800876648133188,0.019912335186681226,1,48509521484375.0
2004,0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,22.0,8.0,3.0,9.0,0.09,1.0,81.0,4.0,0.0,11.0,2.0,2.41176470588235,0.0,1.0,0.0,0.494140625,0.632786885245902,0.0,0.9900971486752718,0.009902851324728254,1,91505859375000.0
2005,0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,22.0,10.0,4.0,6.0,0.11,1.0,78.0,4.0,0.0,9.0,2.0,2.05263157894737,0.0,1.0,0.0,2.48828125,0.918819188191882,1.0,0.8031251647899653,0.19687483521003465,1,88511718750000.0
1535,0,3.0,1.0,1.0,3.0,0.0,5.0,2.0,140.0,6.0,0.0,1.0,0.41,5.0,79.0,5.0,2.0,10.0,2.0,1.91304347826087,1.0,1.0,0.0,0.498291015625,0.514469453376206,1.0,0.8799278028527483,0.12007219714725172,1,12501708984375.0
2032,0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,17.0,1.0,1.0,6.0,0.15,5.0,61.0,2.0,0.0,8.0,1.0,2.66666666666667,1.0,2.0,0.0,0.49951171875,1.0,0.0,0.9768171168970982,0.023182883102901872,1,10500488281250.0
1732,0,5.0,0.0,1.0,5.0,2.0,2.0,3.0,49.0,3.0,4.0,13.0,0.21,1.0,84.0,1.0,0.0,8.0,2.0,4.25,0.0,0.0,0.0,2.5,0.420886075949367,3.0,0.5023027377048249,0.4976972622951751,1,1500000000000.0
1744,0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,125.0,1.0,1.0,3.0,0.94,0.0,79.0,1.0,0.0,6.0,5.0,2.60869565217391,0.0,1.0,0.0,0.494384765625,0.681818181818182,1.0,0.6862110425625962,0.3137889574374038,1,26505615234375.0
1866,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,21.0,1.0,2.0,0.0,0.14,0.0,0.0,1.0,2.0,10.0,2.0,2.25,0.0,1.0,0.0,0.4951171875,0.605263157894737,0.0,0.971300748849257,0.02869925115074296,1,168504882812500.0
2042,0,16.0,0.0,1.0,0.0,5.0,0.0,3.0,75.0,4.0,0.0,14.0,0.13,0.0,77.0,2.0,0.0,8.0,2.0,4.84,0.0,0.0,0.0,2.4996341466903687,1.0,0.0,0.5890742977431284,0.41092570225687164,1,4500365853309.631
2048,0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,64.0,6.0,1.0,22.0,0.21,2.0,61.0,2.0,0.0,11.0,2.0,6.73333333333333,0.0,1.0,0.0,2.4998779892921448,0.97624703087886,1.0,0.7911613247994762,0.20883867520052385,1,500122010707.855
2064,0,1.0,0.0,2.0,1.0,0.0,2.0,4.0,29.0,1.0,0.0,5.0,0.39,2.0,45.0,1.0,0.0,2.0,1.0,4.75,3.0,2.0,0.0,2.4996343851089478,0.816666666666667,0.0,0.8852799821597725,0.11472001784022748,1,8500365614891.053
