,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE
2048,1,0,2,0,0,2,3,64,6,1,22,0.21,2,53.0,2,0,11,2,6.73333333333333,0,1,0,3,0.97624703087886,1
972,,,,,,,,,,,,,,,,,,,,,,,,,
1956,1,0,1,12,0,0,2,51,2,6,7,0.19,1,85,2,0,15,2,7.791666666666665,0,2,0,3,1.0,0
1043,,,,,,,,,,,,,,,,,,,,,,,,,
861,0,0,1,1,0,0,2,23,1,0,2,0.35,0,65,2,0,4,2,2.75,1,1,0,16,0.682692307692308,0
755,1,0,1,2,0,0,3,55,3,5,11,0.13,0,44.0,2,0,23,2,2.83333333333333,1,1,0,0,0.443181818181818,2
1467,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,0,1,1,2,0,1,22,10,4,6,0.11,1,78,4,0,5,2,2.05263157894737,0,1,0,91,0.918819188191882,1
2064,1,0,2,1,0,2,4,29,1,0,10.0,0.39,2,45,1,0,2,1,4.75,3,2,0,11,0.816666666666667,0
1957,0,0,1,0,0,0,2,24,1,7,8,0.21,0,53.0,2,0,6,1,3.58333333333333,1,2,0,5,0.948717948717949,0
1970,0,1,1,2,0,0,1,18,4,0,6,0.17,0,53.0,3,0,5,3,0.40454545454545454,0,1,0,4,0.986486486486487,1
2042,16,0,1,0,5,0,3,75,4,0,14,0.13,0,77,2,0,8,2,7.791666666666665,0,0,0,7,1.0,0
548,,,,,,,,,,,,,,,,,,,,,,,,,
86,0,0,1,0,0,4,2,116,1,7,7,0.79,0,53.0,2,2,13,3,7.135714285714285,1,0,0,0,0.566552901023891,3
893,,,,,,,,,,,,,,,,,,,,,,,,,
1732,,,,,,,,,,,,,,,,,,,,,,,,,
1255,0,0,1,2,0,0,1,23,2,9,2,0.14,0,40.5,2,2,4,2,1.47058823529412,0,1,0,1,0.52803738317757,3
1744,,,,,,,,,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,,,,,,,,,
928,,,,,,,,,,,,,,,,,,,,,,,,,
1054,0,0,1,3,1,1,2,50,1,12,6,0.13,4,10.5,5,1,6.0,1,7.791666666666665,0,1,0,6,0.741992882562278,1
192,,,,,,,,,,,,,,,,,,,,,,,,,
1059,0,0,1,0,2,3,1,52,2,3,5,0.29,2,83,5,0,2.5,2,7.866666666666665,0,2,0,9,0.928571428571429,3
