,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
669,8,0,1,1,116.0,1,174,8,0,0,0.15,1,10,100,4,5,10.5,2,3.71428571428571,0,6.49206349206349,1,1,0.651851851851852,0,9.0,0.342857142857143,0,4,2
567,10.0,0,1,2,24.5,0,71,2,0,1,0.05,0,3,100,2,0,2.5,1,5.59656652360515,0,3.90557939914163,1,1,0.48728813559322,0,14.0,0.607142857142857,0,2,1
256,8,0,1,0,0,0,171,8.0,14,15,0.08,1,44.0,93,1,2,6.5,2,5.80645161290323,0,5.62672811059908,0,1,0.280172413793103,0,8.0,0.821428571428571,1,1,1
643,7,0,1,5,9,1,192,9,6,17,0.18,0,26.5,96,4,3,4.5,2,6.71074380165289,0,4.41322314049587,1,1,0.778625954198473,0,10.0,0.8125,1,3,0
778,2,0,2,6,2,1,189,2.5,29,21,0.21,1,8.5,91,2,5,8.5,2,4.43243243243243,0,5.47297297297297,0,0,1.13636363636364,0,42.0,0.321428571428571,0,3,0
542,8.0,0,2,5,50,1,137,4,0,3,0.14,1,11,97,1,0,6.5,2,5.0655737704918,0,8.60655737704918,1,1,0.959459459459459,0,47.0,0.906976744186046,2,3,0
817,11.0,1,4,15,22,0,56,6,0,8,0.09,1,13,92,1,2,6.0,2,5.37142857142857,1,3.71428571428571,1,1,1.47619047619048,0,12.0,0.538461538461538,0,3,0
823,11.0,0,2,4,4,2,306,3,0,12,0.28,1,38.0,87,2,0,9.0,3,3.94117647058824,0,5.37647058823529,0,1,1.30337078651685,0,6.0,0.588235294117647,0,4,0
853,29.0,4,2,13,30,1,161,15,0,2.5,0.16,0,54,100,2,5,0.5,2,4.15476190476191,0,4.5,0,0,1.13,0,5.5,0.392857142857143,0,3,0
689,11.0,17,2,11,56,0,155,5,0,7,0.09,0,38.0,100,3,0,10.5,3,5.73015873015873,0,6.31746031746032,1,0,1.0530303030303,0,8.0,1.0,0,3,0
667,7.0,0,2,6,43,2,586,5,16,10,0.22,2,8.5,97,3,3,2.5,2,4.7292817679558,0,8.38674033149171,1,1,1.12299465240642,0,6.0,0.391304347826087,4,3,1
675,24.0,0,1,10,9,1,538,12,23,26,0.25,0,8.5,100,3,20,60.0,2,6.79061371841155,0,4.57039711191336,1,1,0.693103448275862,0,200,0.933333333333333,0,6,0
692,7.0,20,2,9,44,0,403,7,3,15,0.07,0,44.0,100,3,0,16.5,2,5.50619469026549,0,6.04424778761062,1,0,0.830715532286213,0,6.0,0.346938775510204,4,2,0
474,1,1,1,1,5,0,33,2,0,0,0.26,0,4,87,3,1,16,2,4.11111111111111,2,7.0,2,1,0.75,0,1,1.0,0,3,0
602,1,0,1,0,9,0,43,10,1,4,0.11,0,33,60,4,1,11,2,2.95238095238095,0,4.71428571428571,2,1,0.679245283018868,0,16.0,0.5,0,7,4
702,3,0,1,3,17,0,84,2,2,2,0.12,1,56,94,3,0,24,2,3.08219178082192,0,5.64383561643836,1,1,0.552631578947368,0,3,0.8,0,5,0
662,2,0,1,0,2,0,79,12.5,0,2,0.16,0,44.0,33,4,0,43,2,2.62903225806452,0,4.83870967741935,2,1,0.325581395348837,0,0,0.0,0,4,7
656,2.5,1,2,11,45,2,259,1,3,2,0.21,2,33,96,4,1,2.5,2,4.02564102564103,0,8.28205128205128,1,1,1.11904761904762,0,3.5,0.666666666666667,1,4,0
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
