test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,AvgLineBlank,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
491,0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,49.4951171875,1.0,4.0,25.0,91.0,0.0,3.0,0.0,0.498046875,2.0,0.0,2.03092783505155,1.0,1.0,0.0,0.5,0.0,3.0,7.0,0.5696189865526998,0.4303810134473002,2,39.015198745133965
589,0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,300.0,1.0,4.0,17.0,11.494384765625,0.0,3.0,0.0,21.0,1.0,0.0,2.52577319587629,1.0,1.0,0.0,0.666666666666667,0.0,3.0,5.0,0.5087176655600603,0.49128233443993974,1,26.138410641558366
599,0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,1598.0,1.0,11.0,7.0,181.0,0.0,3.0,27.0,8.4912109375,2.0,0.0,3.57435897435897,0.0,1.0,0.0,0.34868086468089676,0.0,4.0,9.0,0.7783548393974369,0.22164516060256315,2,196773680773.6482
601,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,26.591796875,2.0,0.0,13.0,52.0,0.0,5.0,0.0,10.0,2.0,0.0,1.88679245283019,1.0,1.0,0.0,0.8,0.0,3.0,5.0,0.684962867116161,0.31503713288383905,1,26.105558857741094
637,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,30.495361328125,1.0,1.0,12.0,47.0,0.0,4.0,0.0,13.0,2.0,0.0,1.95833333333333,1.0,1.0,0.0,0.666666666666667,0.0,1.0,3.0,0.5400224878743849,0.4599775121256151,1,22.428382123247193
655,0,7.0,0.0,1.0,2.0,0.0,2.0,2.0,175.0,7.0,7.0,35.0,49.0,1.0,3.0,0.0,6.499635338783264,5.0,0.0,4.33333333333333,1.0,1.0,0.0,1.0,0.0,1.0,5.0,0.50515019801413,0.49484980198587003,1,8.262634783896019
731,0,5.0,0.0,1.0,1.0,1.0,5.0,3.0,270.0,6.0,19.0,25.0,27.0,1.0,2.0,3.0,6.499635338783264,4.0,0.0,5.19607843137255,0.0,1.0,0.0,0.888888888888889,0.0,1.0,8.0,0.5442845343372404,0.4557154656627595,1,8.262634783896019
770,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,62.0,7.0,9.0,6.0,18.0,1.0,3.0,1.0,10.0,4.0,0.0,3.73333333333333,1.0,1.0,0.0,0.5,0.0,2.0,3.499755859375,0.5520687144701921,0.44793128552980793,1,1500244140625.0
779,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,35.499515533447266,1.0,3.0,10.0,22.0,0.0,1.0,0.0,6.0,2.0,1.0,2.2,1.0,1.0,0.0,0.666666666666667,0.0,3.0,3.0,0.7174563832710112,0.2825436167289888,1,1.1805222131901907
897,0,1.0,0.0,2.0,0.0,17.0,6.0,3.0,33.4814453125,1.0,0.0,0.0,17.0,0.0,1.0,0.0,9.0,2.0,0.0,3.61111111111111,1.0,1.0,0.0,1.0,0.0,2.0,3.0,0.7228141516368436,0.2771858483631564,1,33.562172766581156
939,0,3.0,0.0,2.0,2.0,70.0,5.0,3.0,34.47705078125,4.0,0.0,4.0,78.0,0.0,2.0,0.0,11.0,2.0,0.0,3.39506172839506,0.0,1.0,0.0,0.75,0.0,4.0,0.637451171875,0.5212333728082288,0.4787666271917712,2,6362548828125.0
946,0,2.0,0.0,1.0,1.0,18.0,4.0,4.0,35.48974609375,1.0,0.0,0.0,17.0,0.0,1.0,0.0,5.0,1.0,0.0,2.63157894736842,1.0,1.0,0.0,1.0,0.0,2.0,5.0,0.6935093403278678,0.3064906596721321,1,23.77925735404904
1669,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,36.499269247055054,2.0,2.0,0.0,35.0,0.0,6.0,0.0,5.0,1.0,0.0,1.86486486486486,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5268338133792428,0.47316618662075716,1,1.8550960316144245
2825,0,4.0,0.0,1.0,1.0,0.0,5.0,5.0,111.0,1.0,0.0,12.0,11.0,7.0,2.0,0.0,8.499755859375,2.0,2.0,10.4666666666667,1.0,1.0,0.0,0.571428571428571,0.0,4.0,3.0,0.6092288529434047,0.3907711470565953,1,0.8431957846432472
2936,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,37.0,1.0,8.0,38.0,76.0,0.0,3.0,0.0,32.99654459953308,1.0,0.0,1.63095238095238,0.0,1.0,0.0,0.714285714285714,0.0,3.0,1.0,0.5957635170940272,0.40423648290597275,1,1.6873922165335333
2994,0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,37.0,3.0,6.0,11.0,20.0,0.0,3.0,0.0,8.499879598617554,1.0,0.0,4.0,0.0,1.0,0.0,0.5,0.0,4.0,3.0,0.8739387327229826,0.12606126727701733,1,0.16866329467903607
3867,0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,56.0,1.0,5.0,3.0,13.0,0.0,1.0,4.0,18.499756813049316,2.0,0.0,8.1578947368421,1.0,1.0,0.0,0.6,0.0,2.0,3.0,0.8152471616923705,0.18475283830762948,1,1.1804408427591744
3877,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,26.60693359375,1.0,0.0,17.0,47.0,0.0,5.0,2.0,15.0,2.0,0.0,1.85106382978723,1.0,1.0,0.0,0.5,0.0,1.0,4.0,0.6675900157326895,0.33240998426731055,1,5.191240525510862
3912,0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,55.0,1.0,5.0,3.0,13.0,0.0,1.0,3.0,15.498781442642212,2.0,0.0,8.0,1.0,1.0,0.0,0.5,0.0,2.0,5.0,0.7047425296371927,0.2952574703628073,1,2.1925059211370552
3919,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,26.606786727905273,1.0,1.0,16.0,46.0,0.0,5.0,0.0,14.0,2.0,0.0,1.72340425531915,1.0,1.0,0.0,0.5,0.0,4.0,3.0,0.587861862934415,0.41213813706558494,1,7.214762333767542
3926,0,1.0,0.0,2.0,1.0,3.0,5.0,5.0,95.0,1.0,7.0,4.0,5.0,2.0,3.0,0.0,8.498046875,1.0,1.0,10.8461538461538,1.0,1.0,0.0,0.666666666666667,0.0,3.0,6.0,0.6751599989811332,0.32484000101886673,1,3.541735169633232
4145,0,10.0,0.0,1.0,6.0,0.0,1.0,3.0,99.0,3.0,10.0,25.0,51.0,0.0,5.0,0.0,18.499756813049316,2.0,0.0,4.12676056338028,0.0,1.0,0.0,0.428571428571429,0.0,4.0,4.499755859375,0.5126609723389961,0.48733902766100384,2,2500244140625.0
4147,0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,47.0,1.0,4.0,2.0,6.0,1.0,3.0,0.0,15.499512791633606,2.0,1.0,7.81818181818182,1.0,1.0,0.0,0.75,0.0,1.0,5.0,0.690043879084307,0.309956120915693,1,1.1805231378541796
4304,0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,97.0,1.0,7.0,10.0,78.48828125,0.0,3.0,2.0,32.0,4.0,0.0,2.59659090909091,1.0,1.0,0.0,0.625,0.0,2.0,8.0,0.7278806278951626,0.2721193721048374,1,29.850168201123083
4555,0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,20.0,1.0,0.0,2.5,1.0,1.0,1.0,0.0,1.0,1.0,2.0,17.4,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.6459262116735434,0.3540737883264566,1,1500000000000.0
6733,0,4.0,0.0,1.0,1.0,1.0,1.0,3.0,45.499757289886475,2.0,9.0,4.0,6.0,1.0,3.0,0.0,17.0,1.0,1.0,7.52631578947368,1.0,1.0,0.0,0.4,0.0,1.0,2.0,0.5049759639276648,0.4950240360723353,1,1.8549314414244122
6734,0,6.0,0.0,1.0,1.0,1.0,1.0,3.0,58.0,2.0,10.0,14.0,12.0,0.0,3.0,0.0,18.499879598617554,2.0,0.0,6.96428571428571,1.0,1.0,0.0,0.4,0.0,1.0,2.0,0.6746957287595864,0.3253042712404136,1,0.1686632946790363
