test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Mean,MaxNesting_Min,Added_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MAJOR_LINE,proba0,proba1,num_features_changed
80,0,2.0,4.0,1.0,4.0,3.0,2.0,198.0,3.0,2.0,11.0,28.0,0.72,92.0,3.0,4.0,11.0,2.0,29.3055555555556,1.0,1.0,0.45,0.0,0.0,1.0,0.0,0.0,3.0,0.86063933,0.13936068,1
85,0,21.0,32.0,1.0,16.0,1.0,2.0,596.0,1.0,12.0,43.0,82.0,0.28,95.0,1.0,2.0,23.0,3.0,6.39455782312925,0.0,0.0,1.24832214765101,0.0,0.0,1.0,0.0,0.0,3.0,0.77666575,0.22333425,2
88,0,1.0,0.0,8.0,18.0,2.0,4.0,59.0,1.0,0.0,0.0,2.0,0.52,37.0,1.0,0.0,5.0,1.0,27.6666666666667,0.0,1.0,1.4,0.0,0.0,0.9,0.0,0.0,1.0,0.72379506,0.27620494,1
98,0,2.0,0.0,1.0,0.0,0.0,9.0,195.0,1.0,2.0,10.0,12.0,0.83,79.0,1.0,2.0,21.0,2.0,4.5625,1.0,0.0,1.38888888888889,0.0,0.0,1.0,0.0,0.0,3.0,0.6820698,0.3179302,1
120,0,40.0,7.0,1.0,1.0,0.0,2.0,425.0,1.0,32.0,34.0,53.0,0.34,96.0,2.0,1.0,40.0,1.0,5.20454545454545,0.0,0.0,0.477611940298507,0.0,14.0,1.0,1.0,0.0,3.0,0.58330655,0.41669348,2
124,0,30.0,13.0,1.0,0.0,0.0,4.0,428.0,1.0,9.0,13.0,5.0,0.54,93.0,2.0,1.0,23.0,1.0,5.17543859649123,1.0,1.0,1.11864406779661,0.0,0.0,0.630637079455977,0.0,0.0,3.0,0.63106555,0.36893445,1
125,0,0.0,3.0,1.0,0.0,0.0,2.0,52.0,1.0,1.0,3.0,2.0,1.16,66.0,2.0,1.0,6.0,1.0,3.16666666666667,1.0,1.0,0.375,0.0,0.0,0.8,0.0,0.0,0.0,0.75534034,0.24465965,1
139,0,31.0,14.0,1.0,0.0,0.0,3.0,597.0,1.0,28.0,0.0,9.0,0.38,0.0,4.0,1.0,30.0,2.0,5.69512195121951,1.0,1.0,1.01190476190476,0.0,0.0,0.897834082550061,0.0,0.0,1.0,0.66897964,0.33102039,1
140,0,25.0,12.0,1.0,0.0,0.0,4.0,248.333,1.0,5.0,3.0,10.0,0.43,94.0,4.0,1.0,33.0,2.0,7.38461538461539,1.0,1.0,1.27777777777778,0.0,0.0,0.470005503577325,0.0,0.0,8.0,0.6252093,0.37479073,1
145,0,6.0,0.0,2.0,22.0,1.0,10.0,281.0,1.0,3.0,15.0,14.0,0.41,91.0,1.0,0.0,17.0,2.0,10.4782608695652,2.0,1.0,1.84,0.0,27.0,0.9,1.0,0.0,4.0,0.57666624,0.42333373,1
148,0,14.0,1.0,1.0,1.0,1.0,1.0,368.0,1.0,25.0,12.0,2.0,0.33,85.0,1.0,1.0,21.0,1.0,7.73563218390805,1.0,1.0,0.775280898876405,0.0,60.0,0.9,1.0,0.0,5.0,0.53150433,0.46849567,2
156,0,8.0,7.0,1.0,33.0,23.0,3.0,248.333,2.0,0.0,20.0,54.0,0.85,98.0,1.0,1.0,12.0,3.0,4.39130434782609,0.0,1.0,0.602739726027397,0.0,109.0,1.0,0.666666666666667,0.0,3.0,0.5833249,0.4166751,3
157,0,3.0,0.0,1.0,3.0,0.0,4.0,80.0,1.0,0.0,1.0,6.0,0.9,83.0,1.0,1.0,8.0,2.0,3.33333333333333,1.0,1.0,0.909090909090909,0.0,10.0,0.46031746031746,1.0,0.0,1.0,0.6456064,0.35439357,1
194,0,1.0,1.0,2.0,6.0,0.0,6.0,122.0,1.0,11.0,11.0,0.0,0.78,84.0,1.0,0.0,5.0,1.0,5.69230769230769,3.0,1.0,1.6875,0.0,0.0,0.830564784053156,0.0,0.0,1.0,0.5054146,0.49458537,1
197,0,0.0,1.0,3.0,0.0,0.0,13.0,54.0,2.0,0.0,4.0,2.0,0.76,37.0,2.0,0.0,1.0,2.0,3.66666666666667,1.0,2.0,1.5,0.0,0.0,0.9,0.0,0.0,2.0,0.6943946,0.30560544,1
203,0,17.0,7.0,1.0,2.0,4.0,8.0,52.0,1.0,55.0,17.0,1.0,29.08,91.0,1.0,0.0,14.0,1.0,7.7875,1.0,1.0,0.634146341463415,0.0,0.0,0.816781731279873,0.0,0.0,7.0,0.5832938,0.41670623,2
205,0,155.0,6.0,2.0,26.0,6.0,13.0,248.333,2.0,26.0,7.0,4.0,0.52,96.0,2.0,0.0,73.0,1.0,9.35078534031414,0.0,1.0,1.52061855670103,0.0,25.0,0.82404181184669,1.0,0.0,3.0,0.72335833,0.27664167,3
209,0,10.0,6.0,1.0,1.0,2.0,4.0,52.0,2.0,89.0,50.0,6.0,0.69,95.0,1.0,0.0,22.0,1.0,4.17117117117117,1.0,1.0,0.464912280701754,0.0,0.0,0.674705882352941,0.0,0.0,4.0,0.557045,0.442955,1
214,0,4.0,0.0,1.0,13.0,3.0,9.0,194.0,3.0,4.0,3.0,2.0,29.08,80.0,1.0,0.0,1.0,2.0,5.4,0.0,1.0,2.28571428571429,0.0,49.0,0.84394250513347,1.0,0.0,2.0,0.77396965,0.22603032,1
218,0,0.0,0.0,10.0,39.0,2.0,9.0,31.0,1.0,2.0,0.0,0.0,0.46,97.0,1.0,0.0,4.0,1.0,28.0,4.0,1.0,0.75,0.0,0.0,0.958847736625514,0.0,0.0,3.0,0.70897436,0.29102567,1
221,0,68.0,11.0,1.0,78.0,3.0,7.0,1279.0,8.0,23.0,61.0,43.0,0.51,98.0,1.0,0.0,48.0,2.0,5.77241379310345,0.0,0.0,1.01298701298701,0.0,2.0,1.0,1.0,0.0,3.0,0.7346698,0.26533023,3
224,0,1.0,1.0,1.0,9.0,0.0,5.0,126.0,1.0,12.0,16.0,0.0,0.79,88.0,1.0,0.0,7.0,1.0,5.07142857142857,1.0,1.0,1.125,0.0,0.0,0.9,0.0,0.0,1.0,0.54922676,0.45077324,1
226,0,1.0,0.0,11.0,0.0,3.0,14.0,31.0,1.0,3.0,0.0,0.0,0.55,0.0,1.0,0.0,4.0,1.0,22.75,0.0,1.0,1.16666666666667,0.0,0.0,0.962264150943396,0.0,0.0,2.0,0.6294894,0.37051058,1
241,0,6.0,0.0,1.0,6.0,63.0,11.0,248.333,2.0,0.0,0.0,58.0,0.9,98.0,1.0,0.0,33.0,2.0,4.125,0.0,1.0,0.686567164179104,0.0,2.0,0.9,1.0,0.0,6.0,0.5286243,0.47137573,3
243,0,1.0,0.0,1.0,0.0,0.0,2.0,41.0,1.0,0.0,1.0,4.0,1.05,60.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,0.428571428571429,0.0,13.0,0.808080808080808,1.0,0.0,0.0,0.5311313,0.46886867,1
245,0,1.0,1.0,1.0,0.0,0.0,5.0,111.0,1.0,0.0,3.0,12.0,0.55,73.0,1.0,3.0,12.0,2.0,7.92857142857143,0.0,1.0,0.705882352941177,0.0,0.0,0.962466487935657,0.0,0.0,2.0,0.7897953,0.21020472,1
247,0,1.0,0.0,1.0,2.0,1.0,4.0,95.0,1.0,0.0,5.0,14.0,0.83,72.0,1.0,0.0,2.0,3.0,2.73333333333333,0.0,1.0,0.647058823529412,0.0,30.0,0.9,0.75,0.0,2.0,0.8572102,0.14278978,1
248,0,0.0,0.0,1.0,0.0,0.0,3.0,112.0,1.0,0.0,6.0,20.0,0.37,60.0,1.0,0.0,2.0,3.0,2.85,0.0,1.0,0.954545454545455,0.0,0.0,0.9,0.0,0.0,2.0,0.6713965,0.32860354,2
254,0,0.0,0.0,1.0,0.0,0.0,8.0,246.0,1.0,0.0,6.0,27.0,0.88,59.0,1.0,0.0,5.0,3.0,5.03703703703704,0.0,1.0,0.586206896551724,0.0,0.0,0.9,0.0,0.0,3.0,0.88314444,0.116855554,1
283,0,0.0,3.0,1.0,0.0,0.0,2.0,148.0,1.0,1.0,7.0,42.0,0.34,89.0,1.0,1.0,17.0,2.0,4.73913043478261,0.0,1.0,0.895833333333333,0.0,0.0,0.774774774774775,0.0,0.0,3.0,0.69417226,0.30582774,1
286,0,0.0,0.0,1.0,0.0,0.0,3.0,81.0,1.0,0.0,0.0,16.0,3.24,0.0,0.0,1.0,5.0,0.0,1.8125,1.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.91668266,0.083317354,1
287,0,0.0,1.0,1.0,0.0,0.0,6.0,279.0,1.0,0.0,1.0,40.0,1.37,95.0,2.0,2.0,12.0,2.0,3.53658536585366,0.0,2.0,0.0,0.0,0.0,0.936014625228519,0.0,0.0,2.0,0.70588404,0.29411596,1
320,0,3.0,0.0,2.0,15.0,14.0,7.0,149.0,2.0,0.0,6.0,12.0,0.78,93.0,1.0,0.0,2.0,2.0,3.13333333333333,1.0,1.0,1.38888888888889,0.0,0.0,0.9,0.0,0.0,2.0,0.5010575,0.49894246,1
383,0,9.0,0.0,2.0,0.0,7.0,8.0,397.0,1.0,0.0,3.0,31.0,0.92,65.0,1.0,0.0,4.0,3.0,19.7,1.0,0.0,0.80952380952381,0.0,0.0,1.0,0.0,0.0,2.0,0.9044042,0.09559579,1
392,0,0.0,0.0,2.0,1.0,6.0,10.0,81.0,1.0,0.0,0.0,6.0,1.07,83.0,1.0,0.0,0.0,1.0,6.66666666666667,3.0,1.0,2.125,1.0,0.0,0.8,0.0,0.0,1.0,0.5502882,0.4497118,1
463,0,0.0,0.0,1.0,23.0,0.0,6.0,76.0,1.0,0.0,0.0,6.0,0.56,100.0,0.0,1.0,2.0,0.0,2.66666666666667,0.0,0.0,0.111111111111111,0.0,0.0,0.594202898550725,0.0,0.0,3.0,0.6784174,0.32158262,1
465,0,0.0,33.0,1.0,14.0,0.0,6.0,248.333,1.0,0.0,0.0,90.0,4.43,100.0,1.0,1.0,25.0,1.0,4.31707317073171,0.0,0.0,0.0,0.0,44.0,0.9,0.5,0.0,3.0,0.8832658,0.116734184,3
483,0,0.0,2.0,1.0,4.0,1.0,9.0,356.0,1.0,0.0,9.0,33.0,1.12,92.0,2.0,2.0,19.0,4.0,5.42857142857143,0.0,1.0,0.648648648648649,0.0,0.0,0.915006640106242,0.0,0.0,2.0,0.73926204,0.26073796,1
486,0,0.0,1.0,1.0,46.0,0.0,10.0,248.333,1.0,0.0,1.0,122.0,3.39,100.0,0.0,2.0,35.0,0.0,4.30894308943089,0.0,0.0,0.0,0.0,13.0,0.9,0.5,0.0,10.0,0.86875474,0.13124524,2
494,0,1.0,0.0,1.0,0.0,0.0,4.0,164.0,1.0,0.0,2.0,27.0,0.71,53.0,1.0,0.0,17.0,3.0,6.0,0.0,1.0,0.566666666666667,0.0,0.0,0.9,0.0,0.0,1.0,0.9595825,0.040417474,1
511,0,4.0,0.0,1.0,10.0,0.0,6.0,248.333,2.0,1.0,14.0,64.0,0.84,95.0,2.0,0.0,28.0,3.0,9.97101449275362,0.0,1.0,0.694444444444444,0.0,18.0,1.0,1.0,0.0,5.0,0.55566096,0.44433907,2
529,0,0.0,1.0,1.0,6.0,0.0,7.0,152.0,1.0,0.0,0.0,15.0,5.07,100.0,2.0,2.0,4.0,2.0,6.4375,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,1.0,0.95654213,0.043457855,1
530,0,0.0,32.0,1.0,0.0,0.0,23.0,248.333,1.0,0.0,1.0,11.0,2.33,100.0,0.0,1.0,7.0,0.0,0.0232558139534884,0.0,1.0,0.0,0.0,30.0,0.880560633759902,1.0,0.0,3.0,0.78684235,0.21315765,2
541,0,0.0,12.0,1.0,0.0,0.0,8.0,198.0,1.0,0.0,0.0,6.0,4.71,0.0,2.0,1.0,8.0,1.0,1.95,1.0,0.0,0.0,0.0,0.0,0.794871794871795,0.0,0.0,2.0,0.8394697,0.1605303,1
608,0,0.0,4.0,1.0,4.0,0.0,4.0,257.0,1.0,0.0,0.0,28.0,3.62,100.0,1.0,2.0,13.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.50062114,0.49937886,1
617,0,0.0,2.0,1.0,43.0,0.0,12.0,715.0,1.0,0.0,1.0,35.0,4.64,100.0,1.0,1.0,11.0,1.0,1.91891891891892,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.5453299,0.45467007,1
644,0,6.0,0.0,2.0,4.0,22.0,12.0,805.0,1.0,0.0,3.0,55.0,0.93,87.0,1.0,0.0,21.0,2.0,10.672131147541,0.0,1.0,0.777777777777778,0.0,0.0,1.0,0.0,0.0,9.0,0.84823155,0.15176845,1
645,0,0.0,0.0,1.0,0.0,9.0,5.0,70.0,1.0,0.0,0.0,9.0,0.37,0.0,1.0,0.0,6.0,1.0,8.11111111111111,2.0,1.0,0.727272727272727,0.0,0.0,0.960698689956332,0.0,0.0,2.0,0.8475791,0.1524209,1
667,0,11.0,1.0,2.0,6.0,6.0,7.0,1034.0,1.0,23.0,8.0,81.0,0.62,94.0,2.0,2.0,40.0,3.0,4.60344827586207,0.0,0.0,0.923728813559322,0.0,0.0,1.0,0.625,0.0,4.0,0.86763066,0.13236935,2
668,0,2.0,6.0,1.0,3.0,0.0,4.0,303.0,2.0,0.0,4.0,45.0,0.65,94.0,4.0,1.0,23.0,1.0,1.69811320754717,0.0,1.0,0.571428571428571,0.0,555.0,0.9,0.888888888888889,0.0,3.0,0.51863194,0.48136804,1
671,0,1.0,1.0,1.0,2.0,0.0,4.0,338.0,1.0,3.0,2.0,49.0,0.77,78.0,3.0,0.0,15.0,1.0,2.12962962962963,0.0,1.0,1.5,0.0,0.0,0.990066225165563,0.0,0.0,3.0,0.6505017,0.3494983,1
680,0,0.0,1.0,1.0,2.0,0.0,4.0,248.333,1.0,3.0,2.0,49.0,0.78,81.0,3.0,0.0,17.0,1.0,2.13207547169811,0.0,1.0,0.527272727272727,0.0,0.0,0.993311036789298,0.0,0.0,1.0,0.5057716,0.49422842,1
684,0,6.0,8.0,2.0,15.0,7.0,5.0,344.0,1.0,2.0,4.0,9.0,0.41,93.0,2.0,0.0,28.0,2.0,4.66071428571429,0.0,1.0,1.0,0.0,0.0,0.685931558935361,0.0,0.0,4.0,0.54191494,0.4580851,1
689,0,0.0,0.0,1.0,8.0,0.0,9.0,171.0,1.0,0.0,0.0,13.0,3.64,100.0,2.0,1.0,6.0,1.0,1.23076923076923,0.0,0.0,0.0,0.0,58.0,0.524390243902439,0.75,0.0,2.0,0.7205349,0.27946505,1
736,0,1.0,0.0,1.0,0.0,0.0,7.0,99.0,1.0,0.0,7.0,6.0,0.96,53.0,2.0,0.0,5.0,1.0,5.0,2.0,2.0,1.33333333333333,0.0,36.0,0.953703703703704,1.0,0.0,2.0,0.65730554,0.34269446,1
738,0,0.0,13.0,1.0,0.0,0.0,3.0,78.0,1.0,0.0,3.0,3.0,1.47,64.0,1.0,6.0,3.0,1.0,19.3846153846154,2.0,1.0,0.2,0.0,0.0,0.962025316455696,0.0,0.0,1.0,0.72881913,0.27118084,1
739,0,6.0,2.0,3.0,0.0,0.0,13.0,405.0,1.0,2.0,7.0,12.0,0.7,68.0,2.0,0.0,17.0,3.0,7.09090909090909,2.0,1.0,2.125,0.0,14.0,0.8,0.75,0.0,3.0,0.5130501,0.4869499,2
745,0,3.0,2.0,2.0,0.0,0.0,14.0,349.0,1.0,1.0,3.0,14.0,0.87,71.0,2.0,0.0,19.0,3.0,4.9,0.0,1.0,2.09090909090909,0.0,49.0,1.0,0.857142857142857,0.0,3.0,0.5474241,0.4525759,2
746,0,31.0,7.0,1.0,7.0,1.0,10.0,248.333,1.0,13.0,17.0,63.0,0.95,96.0,1.0,1.0,48.0,2.0,6.20175438596491,0.0,1.0,0.836206896551724,0.0,0.0,1.0,0.0,0.0,3.0,0.74772644,0.25227353,3
750,0,17.0,0.0,1.0,2.0,1.0,10.0,248.333,1.0,3.0,2.0,180.0,2.06,99.0,2.0,1.0,26.0,3.0,1.41,0.0,1.0,0.222772277227723,0.0,0.0,1.0,0.0,0.0,8.0,0.7132393,0.28676066,2
755,0,11.0,5.0,1.0,0.0,0.0,10.0,248.333,1.0,5.0,5.0,58.0,1.07,93.0,3.0,3.0,38.0,2.0,4.60759493670886,0.0,1.0,0.802469135802469,0.0,12.0,0.8,1.0,0.0,3.0,0.52808106,0.47191897,3
760,0,18.0,8.0,1.0,8.0,2.0,13.0,248.333,1.0,11.0,26.0,1.0,1.31,97.0,2.0,2.0,61.0,3.0,5.6,0.0,1.0,0.803191489361702,0.0,34.0,0.9,1.0,0.0,3.0,0.51796967,0.48203033,5
769,0,3.0,1.0,1.0,0.0,1.0,12.0,809.0,1.0,1.0,24.0,45.0,1.12,94.0,2.0,2.0,19.0,2.0,5.16666666666667,0.0,0.0,0.919354838709677,0.0,0.0,1.0,0.0,0.0,6.0,0.82197064,0.17802937,2
784,0,0.0,22.0,1.0,0.0,1.0,3.0,196.0,1.0,0.0,9.0,1.0,0.37,82.0,1.0,0.0,17.0,1.0,4.47826086956522,1.0,1.0,0.76,0.0,0.0,0.89438202247191,0.0,0.0,2.0,0.54433763,0.4556624,1
785,0,1.0,2.0,1.0,0.0,0.0,16.0,149.0,1.0,0.0,5.0,4.0,0.56,57.0,2.0,0.0,4.0,1.0,4.57142857142857,2.0,2.0,1.11111111111111,0.0,10.0,0.810924369747899,0.5,0.0,0.0,0.5461502,0.45384982,1
787,0,3.0,7.0,1.0,1.0,25.0,1.0,92.0,1.0,0.0,0.0,9.0,0.47,84.0,1.0,0.0,19.0,1.0,17.92,2.0,1.0,0.444444444444444,0.0,0.0,0.730878186968839,0.0,0.0,2.0,0.78331715,0.21668285,1
846,0,21.0,9.0,3.0,2.0,6.0,5.0,248.333,4.0,10.0,27.0,31.0,0.34,96.0,1.0,1.0,43.0,3.0,4.56338028169014,0.0,1.0,1.68831168831169,0.0,2.0,0.980674157303371,1.0,0.0,3.0,0.65841466,0.34158534,2
866,0,0.0,0.0,1.0,0.0,0.0,7.0,79.0,4.0,0.0,1.0,7.0,1.18,25.0,1.0,0.0,1.0,3.0,0.285714285714286,0.0,0.0,0.307692307692308,0.0,0.0,0.6,0.0,0.0,1.0,0.6388533,0.36114666,1
871,0,74.0,17.0,1.0,31.0,5.0,13.0,248.333,1.0,15.0,42.0,3.0,0.51,98.0,1.0,0.0,133.0,6.0,7.35546875,0.0,0.0,0.825581395348837,0.0,286.0,0.745413582233666,0.25,0.0,2.0,0.55574846,0.44425154,3
910,0,1.0,0.0,1.0,0.0,0.0,11.0,194.0,1.0,0.0,7.0,12.0,0.73,71.0,1.0,0.0,22.0,1.0,6.53846153846154,1.0,1.0,1.33333333333333,0.0,24.0,0.653631284916201,1.0,0.0,2.0,0.8099719,0.1900281,2
929,0,4.0,3.0,2.0,0.0,0.0,14.0,248.333,1.0,2.0,5.0,13.0,0.64,75.0,3.0,0.0,33.0,1.0,6.18181818181818,0.0,1.0,1.16666666666667,0.0,0.0,0.94716618635927,0.0,0.0,4.0,0.6475364,0.35246357,1
934,0,0.0,0.0,2.0,0.0,0.0,10.0,169.0,1.0,1.0,3.0,7.0,0.8,41.0,3.0,0.0,19.0,1.0,4.375,2.0,2.0,2.1,0.0,0.0,0.9,0.0,0.0,5.0,0.57896745,0.42103252,1
938,0,1.0,15.0,1.0,0.0,0.0,7.0,248.333,2.0,6.0,7.0,34.0,0.87,86.0,3.0,0.0,28.0,1.0,5.26785714285714,0.0,1.0,0.542372881355932,0.0,0.0,1.0,0.0,0.0,3.0,0.82832336,0.1716766,3
939,0,4.0,0.0,1.0,0.0,0.0,3.0,290.0,1.0,0.0,36.0,6.0,0.52,95.0,2.0,0.0,38.0,2.0,2.14754098360656,0.0,1.0,5.2,0.0,34.0,0.696008188331627,1.0,0.0,2.0,0.610047,0.38995302,2
949,0,1.0,0.0,2.0,0.0,0.0,14.0,154.0,1.0,0.0,8.0,8.0,0.48,56.0,2.0,0.0,34.0,1.0,8.22222222222222,2.0,1.0,1.90909090909091,0.0,12.0,0.635701275045537,1.0,0.0,4.0,0.6087522,0.3912478,1
950,0,7.0,0.0,2.0,0.0,0.0,15.0,315.0,1.0,0.0,24.0,7.0,0.05,77.0,1.0,0.0,29.0,1.0,7.92857142857143,0.0,1.0,1.8125,0.0,62.0,0.81587651598677,1.0,0.0,4.0,0.53857625,0.46142375,2
955,0,7.0,1.0,2.0,3.0,1.0,11.0,311.0,1.0,1.0,11.0,15.0,0.78,86.0,1.0,0.0,34.0,1.0,3.83333333333333,0.0,1.0,1.15384615384615,0.0,43.0,0.858866103739445,1.0,0.0,2.0,0.57316643,0.42683357,1
963,0,10.0,7.0,2.0,0.0,2.0,14.0,248.333,1.0,10.0,24.0,9.0,0.58,95.0,1.0,3.0,57.0,1.0,5.64444444444444,0.0,1.0,1.70212765957447,0.0,65.0,0.74,0.75,0.0,4.0,0.89009047,0.10990956,3
975,0,23.0,11.0,2.0,3.0,0.0,16.0,248.333,1.0,6.0,30.0,6.0,0.61,95.0,4.0,0.0,70.0,1.0,4.93333333333333,0.0,0.0,1.33695652173913,0.0,10.0,0.929205455726348,1.0,0.0,3.0,0.5324892,0.4675108,3
976,0,0.0,8.0,2.0,0.0,0.0,11.0,248.333,1.0,1.0,5.0,30.0,0.73,94.0,3.0,0.0,35.0,2.0,2.79487179487179,1.0,1.0,1.92682926829268,0.0,0.0,0.850782190132371,0.0,0.0,2.0,0.5911566,0.4088434,2
978,0,2.0,4.0,1.0,3.0,0.0,5.0,248.333,1.0,10.0,7.0,63.0,0.62,96.0,3.0,8.0,39.0,2.0,4.64556962025316,0.0,0.0,0.654320987654321,0.0,0.0,0.870882740447958,0.0,0.0,2.0,0.82088375,0.17911625,2
979,0,10.0,4.0,1.0,0.0,0.0,9.0,248.333,1.0,2.0,27.0,6.0,0.53,93.0,4.0,0.0,65.0,2.0,4.16,0.0,0.0,1.0,0.0,23.0,0.843621399176955,1.0,0.0,4.0,0.6584538,0.34154615,2
993,0,4.0,1.0,1.0,0.0,1.0,19.0,248.333,1.0,1.0,8.0,9.0,0.7,85.0,5.0,0.0,48.0,1.0,5.4375,0.0,1.0,1.0,0.0,2.0,0.829831932773109,1.0,0.0,7.0,0.60851276,0.3914872,3
1023,0,10.0,1.0,2.0,5.0,0.0,30.0,1168.0,1.0,3.0,40.0,22.0,0.85,89.0,1.0,1.0,28.0,2.0,7.36111111111111,0.0,0.0,1.94736842105263,0.0,0.0,1.0,0.0,0.0,3.0,0.8438475,0.15615247,1
1024,0,3.0,7.0,1.0,0.0,1.0,8.0,185.0,1.0,0.0,6.0,8.0,0.84,77.0,3.0,0.0,19.0,1.0,3.83333333333333,1.0,1.0,1.05,0.0,0.0,1.0,0.0,0.0,1.0,0.6903256,0.30967435,1
1025,0,0.0,9.0,2.0,0.0,0.0,11.0,283.0,1.0,0.0,8.0,13.0,0.74,89.0,4.0,0.0,31.0,2.0,2.86363636363636,0.0,0.0,1.70833333333333,0.0,0.0,0.9,0.0,0.0,3.0,0.77898073,0.22101927,1
1036,0,2.0,6.0,1.0,0.0,0.0,17.0,248.333,1.0,1.0,10.0,36.0,0.99,90.0,2.0,0.0,45.0,1.0,3.82222222222222,0.0,0.0,1.1063829787234,0.0,6.0,0.851891315929675,1.0,0.0,3.0,0.72701675,0.27298325,2
1037,0,1.0,7.0,1.0,4.0,4.0,7.0,248.333,1.0,12.0,7.0,51.0,0.74,98.0,1.0,11.0,45.0,2.0,16.169014084507,0.0,0.0,0.794520547945205,0.0,1.0,0.893105629348514,1.0,0.0,3.0,0.6595602,0.3404398,1
1045,0,2.0,16.0,1.0,0.0,0.0,7.0,248.333,1.0,1.0,7.0,6.0,2.06,94.0,3.0,2.0,35.0,3.0,6.40909090909091,1.0,1.0,0.688888888888889,0.0,40.0,0.83013698630137,0.5,0.0,8.0,0.67937934,0.3206207,4
1046,0,7.0,36.0,2.0,0.0,0.0,11.0,248.333,1.0,3.0,6.0,77.0,0.62,97.0,3.0,0.0,64.0,1.0,4.30081300813008,0.0,1.0,1.584,0.0,0.0,0.848963242224317,1.0,0.0,8.0,0.55685174,0.4431483,2
