test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
538,0,3.0,0.0,1.0,0.0,4.0,2.0,204.0,4.0,1.0,13.0,0.68,0.0,87.0,1.0,1.0,28.0,2.0,15.1034482758621,0.0,1.0,0.0,2.98974609375,0.153846153846154,0.0,4.0,5.0,0.5,0.5,1,75010253906250.0
549,0,0.0,0.0,2.0,1.0,9.0,3.0,187.4736328125,4.0,10.0,4.0,0.63,1.0,92.0,1.0,1.0,8.4990234375,3.0,3.3125,1.0,1.0,0.0,359.0,0.346153846153846,3.0,5.0,3.0,0.5,0.5,2,10.492692816357428
563,0,0.0,0.0,1.0,0.0,9.0,2.0,113.0,3.0,1.0,0.0,0.81,1.0,93.0,2.0,0.0,22.0,2.0,3.44444444444444,0.0,1.0,0.0,10.99853515625,0.461538461538462,0.0,4.0,6.0,0.5,0.5,1,14001464843750.0
569,0,3.0,1.0,3.0,0.0,11.0,6.0,192.0,1.0,3.0,4.0,0.41,4.0,79.0,1.0,2.0,28.0,2.0,5.76923076923077,2.0,1.0,0.0,6.494140625,0.263157894736842,0.0,3.0,3.0,0.55,0.45,1,69505859375000.0
578,0,0.0,0.0,1.0,0.0,5.0,1.0,191.0,1.0,0.0,12.0,0.99,0.0,93.0,1.0,0.0,1.0,2.0,4.85185185185185,1.0,1.0,0.0,6.5,0.333333333333333,0.0,2.0,5.0,0.65,0.35,1,1500000000000.0
582,0,0.0,0.0,1.0,0.0,7.0,3.0,84.0,1.0,3.0,0.0,0.72,1.0,62.0,2.0,3.0,9.0,1.0,2.125,0.0,1.0,0.0,10.493896484375,0.625,0.0,1.0,0.0,0.52,0.48,1,42506103515625.0
583,0,1.0,0.0,1.0,0.0,6.0,3.0,71.0,1.0,4.0,1.0,0.52,1.0,71.0,1.0,4.0,6.0,3.0,6.0,4.0,1.0,0.0,6.49365234375,0.3,0.0,6.0,0.0,0.61,0.39,1,55506347656250.0
588,0,0.0,0.0,1.0,0.0,6.0,4.0,80.0,1.0,2.0,1.0,0.83,1.0,0.0,3.0,0.0,5.0,1.0,3.9160050966522943,4.0,3.0,0.0,5.0,0.2,0.0,2.0,1.0,0.5,0.5,1,4.476652737826624
589,0,0.0,0.0,2.0,0.0,4.0,3.0,47.0,1.0,0.0,1.0,0.42,1.0,50.0,2.0,0.0,13.0,1.0,2.8,1.0,2.0,0.0,41.497314453125,0.25,0.0,5.0,3.0,0.5,0.5,1,22502685546875.0
610,0,10.0,1.0,1.0,2.0,8.0,2.0,610.0,1.0,6.0,12.0,1.09,0.0,94.0,1.0,1.0,11.499267578125,1.0,8.31481481481481,0.0,0.0,0.0,1.47705078125,0.375,3.0,3.0,8.0,0.51,0.49,2,240522949218750.0
631,0,2.0,4.0,1.0,5.0,6.0,2.0,578.0,9.0,11.0,17.0,0.81,0.0,100.0,1.0,1.0,19.49841409921646,2.0,5.75,0.0,0.0,0.0,1.49169921875,0.485714285714286,4.0,3.0,7.0,0.5,0.5,2,468508300781250.0
742,0,9.0,6.0,1.0,15.0,3.0,2.0,307.0,11.0,0.0,12.0,0.36,0.0,82.0,2.0,7.0,15.0,2.0,3.28169014084507,0.0,0.0,0.0,6.478759765625,0.266666666666667,0.0,2.0,6.0,0.53,0.47,1,112521240234375.0
790,0,0.0,0.0,1.0,0.0,1.0,1.0,36.0,1.0,0.0,2.0,0.69,0.0,83.0,2.0,0.0,4.0,1.0,1.33333333333333,0.0,1.0,0.0,8.499879360198975,0.666666666666667,0.0,1.0,1.0,0.55,0.45,1,2500120639801.0254
802,0,0.0,0.0,17.0,1.0,12.0,3.496337890625,43.0,1.0,0.0,0.0,0.35,9.0,0.0,1.0,0.0,0.0,1.0,16.0,16.0,6.0,5.0,1.498046875,0.5,0.0,2.0,2.0,0.52,0.48,2,25272707295076.586
809,0,9.0,0.0,1.0,0.0,7.0,2.0,230.97121500968933,9.0,2.0,1.0,0.79,0.0,100.0,3.0,1.0,47.0,2.0,3.82539682539683,0.0,0.0,0.0,4.991943359375,0.238095238095238,3.0,2.0,6.0,0.5,0.5,2,197008056640625.0
1020,0,0.0,0.0,1.0,0.0,4.0,2.0,27.0,1.0,0.0,0.0,0.38,5.0,0.0,3.0,0.0,15.0,1.0,1.5,1.0,2.0,0.0,6.499879598617554,0.333333333333333,0.0,3.0,0.0,0.64,0.36,1,500120401382.4463
1168,0,1.0,0.0,1.0,0.0,4.0,1.0,88.0,2.0,2.0,1.0,0.43,1.0,86.0,5.0,0.0,9.0,1.0,1.46666666666667,1.0,1.0,0.0,6.499878168106079,0.4,0.0,1.0,2.0,0.65,0.35,1,3500121831893.921
1201,0,0.0,0.0,1.0,0.0,2.0,1.0,98.0,2.0,3.0,2.0,0.33,1.0,52.0,2.0,0.0,10.0,2.0,1.37037037037037,0.0,0.0,0.0,12.998536586761475,0.357142857142857,0.0,3.0,3.0,0.5,0.5,1,18001463413238.523
1234,0,0.0,0.0,1.0,0.0,2.0,1.0,30.0,2.0,1.0,1.0,0.75,1.0,100.0,5.0,0.0,5.0,2.0,0.5,0.0,0.0,0.0,2.5002341270446777,0.5,0.0,2.0,0.0,0.52,0.48,1,2500234127044.6777
1236,0,2.0,1.0,1.0,0.0,3.0,1.0,105.0,8.0,3.0,2.0,0.42,2.0,100.0,2.0,0.0,19.99926871061325,2.0,1.61538461538462,0.0,0.0,0.0,7.0,0.4,0.0,5.0,2.0,0.53,0.47,1,5.396172699777876
