,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1061,7.0,0.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,12.0,0.22,1.0,97.0,4.0,0.0,21.0,1.0,2.72131147540984,0.0,0.0,1.0,0.522388059701492,0.15,0.0,1.0,0.0
492,,,,,,,,,,,,,,,,,,,,,,,,,,
500,28.0,0.0,5.0,10.0,3.0,0.0,1.0,1.0,11.0,0.4,0.01,0.0,88.0,9.0,0.0,1.0,2.0,5.11111111111111,1.0,1.0,1.0,1.68421052631579,7.0,0.0,5.0,4.0
504,0.0,0.0,2.0,2.0,6.0,4.0,4.0,0.0,5.0,34.0,0.55,0.0,82.0,5.0,2.0,10.0,2.0,11.4705882352941,0.0,1.0,1.0,0.871794871794872,2.0,0.0,7.0,0.545454545454545
498,15.0,0.0,1.0,12.0,5.0,4.0,4.0,22.0,36.0,22.0,0.39,0.0,100.0,46.0,6.0,0.375,2.0,6.93975903614458,0.0,0.0,1.0,1.01136363636364,2.0,0.0,5.0,4.0
522,2.0,17.0,2.0,0.0,0.0,1.0,15.0,11.0,15.0,26.0,0.21,0.0,71.0,29.0,11.0,0.428571428571429,2.0,3.76271186440678,0.0,1.0,1.0,1.33333333333333,2.0,0.0,7.0,4.0
506,7.0,2.0,1.0,1.0,0.0,2.0,5.0,2.0,17.0,21.0,0.54,0.0,83.0,3.0,0.0,6.0,2.0,2.71875,0.0,1.0,1.0,0.631578947368421,0.3,0.0,3.0,0.0
532,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,4.0,10.0,1.84,0.0,85.0,0.5,9.0,1.0,1.0,3.16666666666667,2.0,1.0,1.0,0.428571428571429,1.0,0.0,2.0,2.0
613,3.0,1.0,1.0,7.0,13.0,4.0,5.0,3.0,6.0,35.0,0.81,0.0,92.0,4.0,3.0,16.0,2.0,4.95238095238095,0.0,1.0,1.0,0.75,0.4,0.0,7.0,0.0
1056,,,,,,,,,,,,,,,,,,,,,,,,,,
625,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,16.0,0.6,0.0,72.0,5.0,3.0,7.0,2.0,18.5882352941176,0.0,2.0,1.0,0.684210526315789,2.0,0.0,4.0,1.0
1247,0.0,0.0,1.0,0.0,20.0,0.0,1.0,1.0,2.0,25.0,0.21,0.0,86.0,3.0,59.0,7.0,1.0,10.3076923076923,0.0,1.0,1.0,0.285714285714286,0.0,0.0,1.0,1.0
641,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.21,0.0,33.0,4.0,0.0,12.0,1.0,1.90909090909091,0.0,0.0,1.0,0.533333333333333,0.4,0.0,5.0,0.0
872,,,,,,,,,,,,,,,,,,,,,,,,,,
648,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.27,0.0,15.0,4.0,0.0,13.0,1.0,0.846153846153846,0.0,1.0,1.0,0.142857142857143,2.0,0.0,3.0,0.0
649,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.5,0.23,0.0,70.0,4.0,0.0,6.0,1.0,1.6,1.0,2.0,1.0,1.28571428571429,4.0,0.0,7.0,0.0
1253,0.0,2.0,1.0,2.0,0.0,0.0,5.0,1.0,8.0,0.666666666666667,0.14,0.0,56.0,4.0,0.0,15.0,2.0,3.27272727272727,1.0,2.0,1.0,1.0,8.0,0.0,1.0,0.0
623,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,,,,,,,
660,6.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,12.0,0.22,4.0,0.0,3.0,0.0,19.0,1.0,4.0,0.0,4.0,1.0,0.65,0.1,0.0,2.0,1.0
46,,,,,,,,,,,,,,,,,,,,,,,,,,
668,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,9.0,1.0,0.18,3.0,60.0,4.0,0.0,2.0,2.0,3.71428571428571,0.0,1.0,1.0,0.5,0.25,0.0,6.0,0.0
662,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,13.0,0.2,3.0,78.0,3.0,0.0,22.0,1.0,4.68421052631579,0.0,1.0,1.0,1.42857142857143,0.1,0.0,2.0,2.0
666,3.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,13.0,17.0,0.23,4.0,70.0,3.0,0.0,27.0,2.0,3.8,1.0,2.0,1.0,1.84615384615385,0.1,0.0,1.0,1.0
676,6.0,4.0,1.0,0.0,3.0,1.0,16.0,19.0,7.0,29.0,0.09,3.0,91.0,3.0,8.0,30.0,2.0,2.75862068965517,0.0,0.0,1.0,0.746666666666667,0.1,0.0,3.0,2.0
670,3.0,0.0,1.0,2.0,0.0,0.0,4.0,1.0,6.0,12.0,0.09,0.0,61.0,3.0,0.0,11.0,2.0,3.6,1.0,1.0,1.0,0.485714285714286,0.25,0.0,3.0,0.0
678,5.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,17.0,0.15,5.0,0.0,3.0,0.0,21.0,2.0,3.0,0.0,1.0,1.0,2.0,0.1,0.0,1.0,1.0
1264,0.0,10.0,1.0,4.0,4.0,1.0,9.0,0.0,17.0,25.0,0.13,2.0,74.0,3.0,0.0,1.0,2.0,3.48717948717949,0.0,1.0,1.0,0.959183673469388,0.0,0.0,1.0,29.0
196,7.0,5.0,1.0,3.0,2.0,1.0,34.0,4.0,36.0,14.0,0.13,3.0,85.0,4.0,27.0,11.0,2.0,3.58653846153846,0.0,0.0,1.0,0.352517985611511,0.15,0.0,2.0,0.0
805,,,,,,,,,,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,1.0,1.0,2.0,9.0,6.0,1.0,5.0,0.0,11.0,1.0,0.13,2.0,85.0,3.0,0.0,7.0,2.0,5.08333333333333,0.0,2.0,1.0,1.43333333333333,0.15,0.0,1.0,0.0
690,4.0,10.0,1.0,0.0,0.0,2.0,7.0,0.0,19.0,10.0,0.18,2.0,50.0,4.0,0.0,10.0,2.0,4.0,0.0,1.0,1.0,1.125,0.25,0.0,1.0,0.0
837,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,,,,,,,,,,,,,,,,,,,,,,,,,,
699,0.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,19.0,1.0,0.16,1.0,75.0,3.0,0.0,8.0,2.0,4.52941176470588,0.0,0.0,1.0,1.08695652173913,0.15,0.0,5.0,0.0
704,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,13.0,0.18,2.0,50.0,4.0,0.0,11.0,1.0,1.71428571428571,0.0,1.0,1.0,0.5,0.15,0.0,3.0,4.0
710,4.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,15.0,0.32,1.0,0.0,2.0,0.0,0.0,1.0,3.76470588235294,0.0,1.0,1.0,0.428571428571429,4.0,0.0,1.0,1.0
1195,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,7.0,14.0,0.24,0.0,79.0,4.0,0.0,1.0,1.0,2.375,0.0,1.0,1.0,0.571428571428571,0.0,0.0,2.0,20.0
705,7.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,1.0,0.15,1.0,96.0,4.0,0.0,11.0,2.0,2.67241379310345,0.0,1.0,1.0,0.453125,0.15,0.0,8.0,4.0
720,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.22,0.0,75.0,3.0,0.0,8.0,1.0,3.25,1.0,1.0,1.0,0.166666666666667,0.25,0.0,2.0,0.0
703,,,,,,,,,,,,,,,,,,,,,,,,,,
726,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,3.0,0.22,0.0,82.0,3.0,1.0,8.0,2.0,2.64705882352941,0.0,0.0,1.0,0.476190476190476,0.15,0.0,3.0,0.0
727,0.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,3.0,9.0,0.5,3.0,90.0,3.0,0.0,8.0,2.0,3.73684210526316,1.0,4.0,1.0,1.09090909090909,0.15,0.0,1.0,0.0
675,11.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,41.0,0.18,3.0,0.0,3.0,0.0,45.0,1.0,3.26923076923077,0.0,1.0,1.0,0.925925925925926,0.1,0.0,3.0,10.0
738,,,,,,,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,0.0,1.0,1.0,1.0,6.0,2.0,2.0,0.0,3.0,24.0,0.17,6.0,88.0,4.0,0.0,27.0,2.0,5.68,0.0,1.0,1.0,0.321428571428571,0.15,0.0,1.0,0.0
677,6.0,16.0,1.0,2.0,3.0,1.0,30.0,0.0,40.0,148.0,0.11,2.0,97.0,4.0,2.0,71.0,2.0,3.35294117647059,0.0,0.0,1.0,1.21890547263682,0.1,0.0,2.0,6.0
747,3.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,11.0,0.42,4.0,0.0,3.0,1.0,8.0,2.0,2.53333333333333,0.0,1.0,1.0,0.444444444444444,0.15,0.0,6.0,0.0
754,,,,,,,,,,,,,,,,,,,,,,,,,,
766,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,0.1,0.0,0.0,4.0,1.0,15.0,1.0,0.596153846153846,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0
1297,4.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,5.0,16.0,0.18,1.0,56.0,4.0,0.0,10.0,1.0,3.5,0.0,1.0,1.0,0.416666666666667,0.25,0.0,5.0,0.0
1299,8.0,0.0,1.0,5.0,0.0,1.0,3.0,1.0,7.0,16.0,0.3,0.0,87.0,3.0,0.0,1.0,2.0,2.68,0.0,0.0,1.0,0.551724137931034,0.2,0.0,1.0,0.0
753,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,3.0,7.0,0.27,3.0,60.0,3.0,0.0,8.0,2.0,3.68421052631579,0.0,1.0,1.0,0.0,0.15,0.0,7.0,0.0
1302,,,,,,,,,,,,,,,,,,,,,,,,,,
741,1.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,2.0,17.0,0.55,0.0,90.0,3.0,3.0,3.0,1.0,10.6296296296296,0.0,0.0,1.0,0.2,0.25,0.0,1.0,0.0
463,,,,,,,,,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.21,2.0,40.0,3.0,0.0,4.0,1.0,2.5,0.0,0.0,1.0,1.58333333333333,0.0,0.0,2.0,1.0
782,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,10.0,25.0,0.23,2.0,66.0,3.0,0.0,22.0,1.0,1.92307692307692,0.0,0.0,1.0,0.84375,0.1,0.0,3.0,3.0
776,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,,,,,,,,,
