test_idx,candidate_id,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,MaxNesting_Min,Del_lines,OWN_LINE,MAJOR_LINE,proba_col0,proba_col1,y0,y_cf,class0,class1,target_label,num_features_changed
543,0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,34.0,1.0,4.0,1.2574545741081238,0.44,0.0,60.0,3.0,1.0,7.0,1.0,4.4,1.0,2.0,0.0,5.0,0.40495867768595,0.0,0.2687227129936218,0.7312772870063782,0,1,0,1,1,1
546,0,8.0,0.0,1.0,2.0,1.0,1.0,3.0,119.0,11.0,30.0,39.0,0.12,0.0,93.0,1.0,2.0,47.0,3.0,4.63291139240506,0.0,0.0,0.0,71.0,0.9672670067413088,1.0,0.8675827980041504,0.13241717219352722,1,0,0,1,0,1
548,0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,28.0,2.0,3.0,1.2574545738752931,0.15,0.0,70.0,3.0,0.0,17.0,2.0,3.6,0.0,1.0,0.0,0.19260796153685078,0.430327868852459,0.0,0.5491223335266113,0.45087766647338867,1,0,0,1,0,2
567,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,48.0,2.0,9.0,0.7905091345182909,0.25,0.0,90.0,2.0,3.0,15.0,2.0,2.84848484848485,0.0,1.0,0.0,55.0,0.55,2.0,0.612984299659729,0.387015700340271,1,0,0,1,0,1
729,0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,44.0,1.0,0.0,1.0,0.32,1.0,62.0,2.0,0.0,12.0,2.0,2.1875,0.0,0.0,0.0,0.19260796153685078,0.506787330316742,2.0,0.6708124876022339,0.3291874825954437,1,0,0,1,0,1
755,0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,2.5816012620489346,3.0,5.0,11.0,0.13,0.0,86.0,2.0,0.0,23.0,2.0,2.83333333333333,1.0,1.0,0.0,0.0,0.443181818181818,2.0,0.5268685817718506,0.473131388425827,1,0,0,1,0,1
762,0,5.0,1.0,1.0,6.0,0.0,1.0,2.0,127.0,4.0,10.0,44.0,0.15,0.0,96.0,1.0,0.0,42.0,4.0,2.97916666666667,0.0,1.0,0.0,19.0,0.9672670066812603,4.0,0.7961445450782776,0.20385544002056122,1,0,0,1,0,1
773,0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,95.0,1.0,2.0,0.7905091345310211,0.14,0.0,71.0,1.0,7.0,8.0,2.0,5.41176470588235,1.0,1.0,0.0,4.101896524894983,0.457861635220126,3.0,0.6051032543182373,0.3948967158794403,1,0,0,1,0,2
778,0,0.0,0.0,1.0,7.0,0.0,1.0,3.0,27.0,1.0,0.0,3.280884862568965,0.57,2.0,79.0,2.0,0.0,3.106837868806906,1.0,2.33333333333333,1.0,1.0,0.0,6.0,0.674157303370786,0.0,0.49413228034973145,0.5058677196502686,0,1,0,1,1,2
786,0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,26.0,1.0,0.0,6.0,0.18,0.0,76.0,1.0,1.0,3.106837869156152,2.0,3.1,1.0,1.0,0.0,54.0,0.282051282051282,1.0,0.4772339463233948,0.5227660536766052,0,1,0,1,1,1
790,0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,74.0,4.0,4.0,16.0,0.17,0.0,95.0,2.0,0.0,22.0,3.0,3.26666666666667,0.0,0.0,0.0,40.0,0.9672670067129922,2.0,0.6247075200080872,0.37529247999191284,1,0,0,1,0,1
792,0,0.0,0.0,1.0,0.7391699254512787,0.0,0.0,1.0,95.0,1.0,0.0,40.0,0.21,0.0,97.0,1.0,0.0,0.0,1.0,2.61904761904762,1.0,1.0,0.0,0.1926079615659546,0.814465408805031,1.0,0.6270933151245117,0.3729066550731659,1,0,0,1,0,2
793,0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,27.0,1.0,0.0,6.0,0.16,0.0,74.0,1.0,0.0,2.0,1.0,7.5,2.0,1.0,0.0,0.19260796153685078,0.691629955947137,3.0,0.5322766304016113,0.46772339940071106,1,0,0,1,0,1
795,0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,108.0,7.0,4.0,1.2574545739626046,0.2,0.0,92.0,1.0,0.0,31.0,5.0,3.42592592592593,0.0,0.0,0.0,0.0,0.556005398110661,5.0,0.5042238235473633,0.49577614665031433,1,0,0,1,0,1
805,0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,41.0,1.0,7.0,12.0,0.15,0.0,92.0,1.0,1.0,25.0,2.0,2.7027027027027,0.0,0.0,0.0,0.1926079615659546,0.9672670066522057,2.0,0.6104501485824585,0.3895498216152191,1,0,0,1,0,2
1940,0,0.0,0.0,1.0,0.06796159224177245,0.0,3.0,1.0,182.0,1.0,0.0,1.0,1.3,0.0,0.0,1.0,0.0,9.0,2.0,1.53658536585366,1.0,1.0,0.0,17.0,0.809264305177112,1.0,0.4660068154335022,0.5339931845664978,0,1,0,1,1,1
1941,0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,50.0,16.0,0.0,3.0,0.1,0.0,95.0,3.0,1.0,23.0,2.0,2.93650793650794,0.0,0.0,0.0,0.1926079615659546,0.9672670066432276,3.0,0.6999711990356445,0.3000287711620331,1,0,0,1,0,2
1942,0,20.0,1.0,1.0,9.0,0.0,0.0,2.0,155.0,30.0,11.0,53.0,0.13,0.0,100.0,2.0,2.0,35.0,2.0,3.98387096774194,0.0,0.0,0.0,140.0,0.9672670065865079,2.0,0.27746301889419556,0.7225369811058044,0,1,0,1,1,1
854,0,9.0,0.0,1.0,2.0,0.0,2.0,3.0,151.0,1.0,0.0,7.0,0.34,1.0,78.0,1.0,1.0,16.0,2.0,6.625,2.0,1.0,0.0,4.101896524196491,0.606104651162791,3.0,0.17269784212112427,0.8273021578788757,0,1,0,1,1,1
861,0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,0.0,4.0,0.35,0.0,65.0,2.0,0.0,2.1241112946299836,2.0,2.75,1.0,1.0,0.0,16.0,0.682692307692308,0.0,0.5194005370140076,0.48059946298599243,1,0,0,1,0,1
863,0,10.0,0.0,1.0,12.0,0.0,1.0,2.0,79.0,5.0,0.13427229970693588,29.0,0.19,0.0,94.0,1.0,0.0,3.0,3.0,3.1875,1.0,1.0,0.0,24.0,0.56794425087108,2.0,0.4139503240585327,0.5860496759414673,0,1,0,1,1,1
871,0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,0.6041869811451761,4.0,1.0,35.0,0.09,0.0,93.0,1.0,0.0,16.0,2.0,2.73333333333333,0.0,1.0,0.0,12.0,0.454649827784156,4.0,0.5149216055870056,0.4850783944129944,1,0,0,1,0,1
877,0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,2.5816012620925903,6.0,0.0,19.0,0.14,0.0,83.0,2.0,0.0,6.0,2.0,4.625,1.0,1.0,0.0,5.0,0.515723270440252,3.0,0.5130957365036011,0.48690423369407654,1,0,0,1,0,1
893,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,4.0,0.43,0.0,57.0,1.0,0.0,2.1241112949792296,1.0,4.0,2.0,1.0,0.0,5.0,0.752941176470588,0.0,0.48192209005355835,0.5180779099464417,0,1,0,1,1,1
909,0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,53.0,4.0,16.0,20.0,0.11,3.0,90.0,1.0,0.0,49.0,2.0,7.03571428571429,3.0,1.0,0.0,6.0,0.9672670067290208,3.0,0.755042552947998,0.24495747685432434,1,0,0,1,0,1
916,0,0.0,4.0,1.0,3.0,0.0,0.0,3.0,3.3066531416843645,1.0,0.0,8.0,0.15,1.0,77.0,1.0,0.0,17.0,1.0,4.18181818181818,1.0,1.0,0.0,68.0,0.621890547263682,0.0,0.5670281648635864,0.43297186493873596,1,0,0,1,0,1
927,0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,136.0,3.0,9.0,25.0,0.39,0.0,93.0,4.0,4.0,0.15865867576212622,4.0,2.52083333333333,1.0,1.0,0.0,45.0,0.487364620938628,2.0,0.5334789752960205,0.4665210247039795,1,0,0,1,0,1
928,0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,47.0,1.0,6.0,0.0,0.47,1.0,77.0,2.0,4.0,12.0,1.0,3.22222222222222,1.0,1.0,0.0,0.1926079615659546,0.594117647058824,3.0,0.6589593887329102,0.34104064106941223,1,0,0,1,0,1
929,0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,108.0,2.0,5.0,21.0,0.35,0.0,93.0,4.0,4.0,15.0,2.0,2.06818181818182,0.0,0.0,0.0,34.0,0.9672670067228364,2.0,0.7856115698814392,0.21438844501972198,1,0,0,1,0,1
934,0,1.0,0.0,1.0,5.0,9.0,4.0,2.0,100.0,1.0,4.0,1.2574545741081238,0.6,0.0,94.0,1.0,8.0,15.0,1.0,5.57142857142857,1.0,1.0,0.0,5.0,0.552188552188552,3.0,0.43288111686706543,0.5671188831329346,0,1,0,1,1,1
960,0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,36.0,1.0,6.0,0.0,0.33,1.0,88.0,2.0,1.0,19.0,1.0,3.77777777777778,1.0,1.0,0.0,4.101896524894983,0.716763005780347,2.0,0.6833267211914062,0.31667324900627136,1,0,0,1,0,1
962,0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,45.0,1.0,1.0,15.0,0.18,0.0,89.0,1.0,1.0,8.0,3.0,2.46428571428571,0.0,0.0,0.0,6.0,0.9672670066630187,1.0,0.6791015267372131,0.32089847326278687,1,0,0,1,0,1
972,0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,71.0,4.0,5.0,14.0,0.23,0.0,85.0,2.0,4.0,0.15865867580578197,2.0,6.08108108108108,1.0,1.0,0.0,11.0,0.659574468085106,1.0,0.6060954332351685,0.39390456676483154,1,0,0,1,0,1
992,0,5.0,0.0,2.0,0.0,15.0,0.0,4.0,21.0,1.0,1.0,3.0,0.08,1.0,100.0,1.0,0.0,0.15865867582033388,1.0,6.75,0.0,1.0,0.0,10.0,0.547400611620795,2.0,0.7293047904968262,0.27069520950317383,1,0,0,1,0,1
1014,0,3.0,0.0,1.0,0.0,15.0,1.0,3.0,43.0,2.0,0.0,1.2574545740208123,0.16,0.0,71.0,1.0,0.0,1.0,1.0,5.78260869565217,0.0,1.0,0.0,0.0,0.571428571428571,3.0,0.6671976447105408,0.33280235528945923,1,0,0,1,0,1
1027,0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,48.0,2.0,1.0,1.0,0.21,2.0,88.0,4.0,0.0,9.0,2.0,1.0625,0.0,1.0,0.0,0.0,0.9672670066576307,0.0,0.5516735315322876,0.4483264684677124,1,0,0,1,0,1
1949,0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,19.0,1.0,1.0,4.0,0.18,2.0,62.0,2.0,0.0,2.124111294746399,1.0,3.25,2.0,6.0,0.0,11.0,0.570422535211268,0.0,0.5089821815490723,0.4910178482532501,1,0,0,1,0,1
1950,0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,22.0,3.0,2.0,3.0,0.21,2.0,46.0,5.0,0.0,2.124111294746399,2.0,2.75,1.0,2.0,0.0,23.0,0.577181208053691,1.0,0.5566198825836182,0.44338011741638184,1,0,0,1,0,1
1043,0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,272.0,1.0,0.0,1.2574545738752931,0.23,3.0,81.0,5.0,6.0,12.0,1.0,3.14516129032258,0.0,2.0,0.0,10.0,0.475270039795338,3.0,0.644919753074646,0.3550802767276764,1,0,0,1,0,1
1953,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.0,3.0,0.0,2.0356971027795225,0.3,1.0,0.0,3.0,0.0,4.0,2.0,1.5,1.0,2.0,0.0,11.0,0.9672670065858293,0.0,0.4809609055519104,0.5190390944480896,0,1,0,1,1,2
1054,0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,50.0,1.0,12.0,1.2574545740208123,0.13,4.0,76.0,5.0,1.0,13.0,1.0,4.89473684210526,0.0,1.0,0.0,6.0,0.741992882562278,3.0,0.5223228335380554,0.4776771664619446,1,0,0,1,0,1
1059,0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,52.0,2.0,3.0,5.0,0.29,2.0,83.0,5.0,0.0,14.0,2.0,3.25,0.0,2.0,0.0,9.0,0.9672670067229421,3.0,0.836354672908783,0.16364531219005585,1,0,0,1,0,1
1061,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,11.0,14.0,0.14,0.0,87.0,3.0,3.0,4.0,1.0,3.6875,1.0,0.0,0.0,0.0,0.9842906892742913,0.0,0.5260480046272278,0.4739519953727722,1,0,0,1,0,1
1956,0,1.0,0.0,1.0,12.0,0.0,0.0,2.0,51.0,2.0,6.0,7.0,0.19,1.0,85.0,2.0,0.0,15.0,2.0,3.33333333333333,0.0,2.0,0.0,3.0,0.9672670065000443,0.0,0.18108117580413818,0.8189188241958618,0,1,0,1,1,1
1957,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,24.0,1.0,7.0,8.0,0.21,0.0,78.0,2.0,0.0,6.0,1.0,3.58333333333333,1.0,2.0,0.0,5.0,0.9672670066854638,0.0,0.7246416211128235,0.2753583788871765,1,0,0,1,0,1
1970,0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,18.0,4.0,0.0,6.0,0.17,0.0,69.0,3.0,0.0,6.0,3.0,2.4,0.0,1.0,0.0,1.8680173751199618,0.986486486486487,1.0,0.4642951488494873,0.5357048511505127,0,1,0,1,1,1
1112,0,5.0,0.0,1.0,1.0,3.0,0.0,3.0,40.0,2.0,0.0,5.0,0.24,0.0,80.0,3.0,20.0,1.0,1.0,20.7272727272727,2.0,2.0,0.0,4.0,0.9672670066667933,2.0,0.6448742151260376,0.3551257848739624,1,0,0,1,0,1
1165,0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,54.0,2.0,1.0,19.0,0.16,0.0,95.0,5.0,0.0,4.0,2.0,1.25862068965517,0.0,0.0,0.0,0.0,0.9672670067306693,2.0,0.6269488334655762,0.3730511963367462,1,0,0,1,0,1
1984,0,3.0,0.0,1.0,5.0,0.0,2.0,1.0,32.0,1.0,3.0,1.0,0.3,2.0,83.0,2.0,0.0,7.0,1.0,3.14285714285714,1.0,1.0,0.0,0.0,0.967267006629962,0.0,0.4674190282821655,0.5325809717178345,0,1,0,1,1,1
1255,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,23.0,2.0,9.0,10.0,0.14,0.0,79.0,2.0,2.0,0.15865867579123005,2.0,3.07142857142857,0.0,1.0,0.0,4.101896524894983,0.52803738317757,3.0,0.6750723123550415,0.3249276578426361,1,0,0,1,0,2
1996,0,0.0,0.0,1.0,0.0,0.0,0.1986919566988945,1.0,21.0,2.0,3.0,1.0,0.36,1.0,25.0,2.0,2.0,8.0,2.0,0.625,0.0,1.0,0.0,4.101896524894983,1.0,0.0,0.6287102103233337,0.37128978967666626,1,0,0,1,0,2
1998,0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,27.0,7.0,0.0,12.0,0.18,1.0,75.0,2.0,0.0,8.0,2.0,2.83333333333333,1.0,2.0,0.0,66.0,0.7586934268225676,0.0,0.450029194355011,0.549970805644989,0,1,0,1,1,1
1467,0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,6.0,0.7905091344146058,0.06,5.0,82.0,4.0,2.0,16.0,1.0,4.4375,1.0,1.0,0.0,49.0,0.493445692883895,1.0,0.608687162399292,0.391312837600708,1,0,0,1,0,1
2004,0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,22.0,8.0,3.0,1.2574545738752931,0.09,1.0,81.0,4.0,0.0,11.0,2.0,2.41176470588235,0.0,1.0,0.0,92.0,0.632786885245902,0.0,0.5289214849472046,0.4710785150527954,1,0,0,1,0,1
1535,0,3.0,1.0,1.0,0.739169925393071,0.0,5.0,2.0,140.0,6.0,0.0,1.2574545741081238,0.41,5.0,79.0,5.0,2.0,10.0,2.0,1.91304347826087,1.0,1.0,0.0,13.0,0.514469453376206,1.0,0.35155051946640015,0.6484494805335999,0,1,0,1,1,2
1671,0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,27.0,1.0,4.0,1.2574545738752931,0.16,0.0,89.0,5.0,1.0,7.0,1.0,2.33333333333333,0.0,1.0,0.0,21.0,0.448888888888889,1.0,0.6084557771682739,0.3915442228317261,1,0,0,1,0,1
2032,0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,17.0,1.0,1.0,6.0,0.15,5.0,61.0,2.0,0.0,8.0,1.0,2.66666666666667,1.0,2.0,0.0,11.0,0.9672670065422759,0.0,0.16545307636260986,0.8345469236373901,0,1,0,1,1,1
1732,0,5.0,0.0,1.0,5.0,2.0,2.0,3.0,49.0,3.0,4.0,13.0,0.21,1.0,84.0,1.0,0.0,8.0,2.0,4.25,0.0,0.0,0.0,4.0,0.9672670066758481,3.0,0.601641058921814,0.3983589708805084,1,0,0,1,0,1
1744,0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,125.0,1.0,1.0,3.0,0.94,0.0,79.0,1.0,0.0,0.15865867576212622,5.0,2.60869565217391,0.0,1.0,0.0,27.0,0.681818181818182,1.0,0.554632306098938,0.4453677237033844,1,0,0,1,0,1
1866,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,21.0,1.0,2.0,1.2574545741081238,0.14,0.0,0.0,1.0,2.0,10.0,2.0,2.25,0.0,1.0,0.0,169.0,0.605263157894737,0.0,0.4250566363334656,0.5749433636665344,0,1,0,1,1,1
1888,0,0.0,0.0,1.0,7.0,5.0,0.0,2.0,37.0,1.0,3.0,1.257454573904397,0.14,0.0,91.0,1.0,0.0,6.0,4.0,3.41935483870968,0.0,0.0,0.0,0.0,0.453038674033149,3.0,0.5626909732818604,0.43730899691581726,1,0,0,1,0,1
