,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1650,47.5,1,1,24,0,0,0.55,1,0,2,0,4,1,3.5,3,4,2,1.0,1,0.428571428571429,1,2,0
1966,1,1,4,24.5,0,6,0.23,3,88,3,0,17,2,5.33333333333333,0,1,1,1.35714285714286,0,0.428571428571429,1,5,1
851,13.5,1,0,12.5,0,23,0.27,1,100,2,0,15,1,6.63636363636364,0,1,1,0.933333333333333,0,0.428571428571429,1,1,3
350,11.0,2,1,28.5,1,31,0.15,0,100,3,1,28,2,4.61111111111111,0,1,1,1.225,0,0.0,1,4,3
1814,1,1,2,32.5,0,3,0.065,0,93,2,0,29,3,2.96,0,0,1,1.18518518518519,0,0.428571428571429,0,2,1
26,6,1,0,20.5,0,10.5,0.3,10.5,100,2,5,4,1,12.6617647058824,0,0,0,0.384615384615385,0,0.5,0,6,4
1850,1,1,2,12.5,0,2,0.12,0,38,2,0,27,2,4.41666666666667,0,0,1,1.23529411764706,0,0.8,0,2,1
209,8.0,1,1,20.5,3,22,0.06,0,100,1,1,79,3,6.48815165876777,0,1,0,1.59174311926605,0,0.428571428571429,0,5,1
305,6,1,2,32.5,0,26,0.21,22.0,94,1,0,10,1,5.03846153846154,1,1,1,0.574074074074074,0,0.333333333333333,1,6,4
1965,4,2,2,39.0,0,5,0.2,0,86,2,0,33,2,4.0,0,1,1,1.38888888888889,0,0.777777777777778,0,3,2
429,8.0,1,4,20.5,17,7,0.34,0,100,3,6,77,2,5.06578947368421,0,1,0,1.08620689655172,0,0.428571428571429,0,7,1
677,8.0,2,7,20.5,5,46,0.22,4,97,2,1,190,2,8.65071770334928,1,1,1,1.85321100917431,0,0.428571428571429,0,6,1
1805,77.5,1,0,29,1,3,0.10500000000000001,0,0,2,0,8,2,3.0,1,15.5,1,0.833333333333333,0,0.428571428571429,0,3,0
1938,0,1,6,12.5,0,0,4.415,22.0,86,1,0,3,2,3.30769230769231,0,1,1,0.866666666666667,0,0.428571428571429,0,2,1
308,7,2,1,12.5,0,22.5,0.16,10.5,99,1,0,3,1,1.606451612903225,0,1,0,0.714285714285714,0,0.454545454545455,1,3,3
1955,3,1,3,12.5,3,8,0.065,10.5,80,2,0,9,2,4.30769230769231,0,0,1,1.73333333333333,0,0.428571428571429,1,2,0
1937,32.5,1,1,6.5,0,0,1.67,1.5,0,1,0,1,2,0.2,0,0,1,0.230769230769231,0,0.4494949494949495,1,2,0
208,4,2,4,20.5,0,0,0.0,10.5,96,1,0,26,2,5.50943396226415,1,1,1,1.36206896551724,0,0.428571428571429,0,4,1
1280,13.5,2,0,12.5,0,40,0.0,22.0,40,1,0,26,2,4.14285714285714,2,2,1,0.681818181818182,0,0.428571428571429,0,5,3
366,2,2,4,12.5,1,3,0.21,0.0,100,3,0,12,2,3.83333333333333,0,1,0,2.0,0,0.428571428571429,0,4,3
2049,7,4,9,32.5,0,1,0.21,3,80,2,0,29,2,4.6,2,2.0,1,2.5,0,0.428571428571429,0,3,2
766,2,1,4,32.5,0,2,0.21,0.0,100,1,0,37,2,6.475,0,1,0,0.840909090909091,0,0.428571428571429,0,5,3
1059,2,1,5,39.0,2,8,0.26,0,61,2,0,14,1,5.0,2,1,1,1.2,0,0.75,0,3,3
1944,0.0,2,1,12.5,0,7,0.065,10.5,86,1,0,3,1,4.05,1,1,1,0.608695652173913,0,0.428571428571429,0,2,0
498,12,1,2,81.0,3,39.0,5.390000000000001,18.0,100,1,1,13,2,6.11363636363636,0,1,1,0.865979381443299,0,0.0,0,5,3
2128,5.0,1,0,80.0,2,5,0.27,7.5,81,2,0,4,2,1.1339285714285698,0,1,1,0.166666666666667,0,0.473684210526316,0,1,0
1431,3,1,0,92,1,16,0.17,7.5,97,2,1,8,2,1.67469879518072,0,0,1,0.252525252525253,0,0.0,0,5,9
1604,0,1,4,39.0,2,4,1.27,0,79,1,1,4,1,2.16666666666667,1,1,1,0.875,0,0.666666666666667,0,2,1
1605,0,1,5,65,2,4,1.81,0,85,1,1,4,1,2.28571428571429,2,0,1,0.666666666666667,0,0.5,0,2,1
1793,0,1,0,29,1,3,0.43,0,0,2,0,5,2,3.0,1,2,1,0.5,0,0.666666666666667,0,3,0
1794,0,1,0,29,1,3,0.42,0,0,2,0,5,2,3.0,1,2,1,0.5,0,0.666666666666667,0,3,0
1795,0,1,0,29,1,7,0.36,0,0,2,0,5,2,4.33333333333333,1,2,1,0.5,0,0.666666666666667,0,2,1
1915,0,1,2,110,0,3,0.53,0,84,1,0,5,1,3.63636363636364,1,1,1,0.457142857142857,0,0.0,0,2,1
1799,1,1,3,45,1,2,2.69,0,50,2,0,8,1,3.66666666666667,1,2,1,1.0,0,0.666666666666667,0,3,0
831,4,1,0,122.0,0,30,0.25,0,96,1,3,19,2,8.0,0,1,0,0.550561797752809,0,0.0,0,7,7
984,0,1,1,34,0,0,0.42,0,0,3,0,5,1,2.75,0,1,1,0.9,0,1.0,0,3,0
1438,0,1,0,78,1,14,0.17,0,97,2,2,5,2,1.47058823529412,0,0,1,0.2625,0,1.0,0,3,1
