test_idx,candidate_id,CountDeclMethodPrivate,AvgEssential,AvgLineComment,CountLineComment,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,proba0,proba1,num_features_changed,dist_unit_l2
1806,0,0.0,1.0,0.0,29.0,1.0,7.0,0.34,2.0,0.0,2.0,0.0,8.0,2.0,4.33333333333333,1.0,2.0,1.0,0.5,0.0,0.5857109228769941,0.0,3.0,0.0,0.6823243494209559,0.31767565057904407,1,80955743789.67285
1814,0,6.0,1.0,2.0,157.0,0.0,3.0,0.37,1.0,93.0,2.0,0.0,29.0,3.0,2.96,0.0,0.0,1.0,1.18518518518519,0.0,0.9375152389208476,0.0,2.0,1.0,0.5328157724382612,0.4671842275617389,1,270848572254.18066
1817,0,3.0,1.0,0.0,42.0,0.0,11.0,0.22,0.0,86.0,1.0,0.0,8.0,2.0,2.64285714285714,0.0,1.0,1.0,1.3125,0.0,0.15371093750000003,0.0,2.0,1.0,0.9750724294574824,0.02492757054251758,1,646289062500.0
1850,0,1.0,1.0,2.0,56.0,0.0,2.0,0.12,6.0,38.0,2.0,0.0,27.0,2.0,4.41666666666667,0.0,0.0,1.0,1.23529411764706,0.0,0.15371093750000003,0.0,2.0,1.0,0.7600741862618648,0.23992581373813515,1,646289062500.0
1851,0,1.0,1.0,1.0,41.0,0.0,2.0,0.1,3.0,30.0,2.0,0.0,24.0,2.0,4.25,0.0,0.0,1.0,1.16666666666667,0.0,0.5857039451599122,0.0,2.0,1.0,0.5833841064369933,0.4166158935630066,1,214296054840.08777
1853,0,4.0,1.0,1.0,42.0,0.0,3.0,0.09,3.0,66.0,2.0,0.0,27.0,2.0,4.41176470588235,0.0,0.0,1.0,1.17391304347826,0.0,0.15380859375000006,0.0,1.0,1.0,0.8843866390928004,0.11561336090719969,1,512858072916.66693
1855,0,7.0,1.0,1.0,55.0,2.0,28.0,0.21,0.0,90.0,1.0,0.0,4.0,1.0,3.70833333333333,1.0,1.0,1.0,0.75,0.0,0.15380859375,0.0,1.0,0.0,0.9051023165243648,0.09489768347563521,1,846191406250.0
1899,0,3.0,1.0,1.0,53.0,0.0,1.0,0.3,0.0,80.0,1.0,0.0,1.0,1.0,3.26666666666667,1.0,1.0,1.0,0.882352941176471,0.0,0.15380859375,0.0,2.0,2.0,0.9161970657223245,0.08380293427767552,1,346191406250.0
1915,0,0.0,1.0,2.0,58.48974609375,0.0,3.0,0.53,0.0,84.0,1.0,0.0,5.0,1.0,3.63636363636364,1.0,1.0,1.0,0.457142857142857,0.0,0.5,0.0,2.0,1.0,0.6771980290124158,0.3228019709875842,1,4.087434150359536
1922,0,0.0,1.0,2.0,59.498779296875,0.0,0.0,0.33,1.0,97.0,1.0,0.0,2.0,2.0,5.47619047619048,1.0,1.0,1.0,1.03571428571429,0.0,0.6,0.0,2.0,1.0,0.5882864337113011,0.41171356628869893,1,0.9919950407570175
1933,0,12.0,1.0,0.0,46.0,2.0,7.0,0.05,0.0,98.0,1.0,2.0,13.0,2.0,0.628712871287129,0.0,0.0,1.0,0.189320388349515,0.0,0.5214129388332367,0.0,1.0,1.0,0.5745659370197103,0.42543406298028974,1,228587061166.7633
1937,0,0.0,1.0,1.0,72.0,0.0,0.0,1.4849621784687042,0.0,0.0,1.0,0.0,1.0,2.0,0.2,0.0,0.0,1.0,0.230769230769231,0.0,1.0,0.0,2.0,0.0,0.5540034723880929,0.4459965276119071,1,0.36707735522438467
1938,0,2.0,1.0,6.0,109.0,0.0,0.0,0.73,0.0,86.0,1.0,0.0,3.0,2.0,3.30769230769231,0.0,1.0,1.0,0.866666666666667,0.0,0.9375152389208476,0.0,2.0,1.0,0.7388312389265368,0.26116876107346326,1,270848572254.18066
1939,0,2.0,1.0,1.0,58.4873046875,0.0,2.0,1.54,0.0,84.0,2.0,0.0,2.0,2.0,0.896551724137931,0.0,0.0,1.0,0.183333333333333,0.0,0.333333333333333,0.0,1.0,1.0,0.6823812876420521,0.317618712357948,1,25.0365173512728
1944,0,0.0,2.0,1.0,67.0,0.0,7.0,0.38,0.0,86.0,1.0,0.0,3.0,1.0,4.05,1.0,1.0,1.0,0.608695652173913,0.0,0.15380859375,0.0,2.0,0.0,0.7598511029580116,0.2401488970419884,1,446191406250.0
1945,0,10.0,1.0,3.0,255.0,0.0,4.0,0.21,2.0,91.0,1.0,0.0,13.0,1.0,3.31578947368421,0.0,1.0,1.0,0.694915254237288,0.0,0.9375152587890625,0.0,3.0,2.0,0.9057007655528991,0.0942992344471009,1,500015258789.0625
208,0,4.0,2.0,4.0,72.95068359375,0.0,0.0,0.31,0.0,96.0,1.0,0.0,26.0,2.0,5.50943396226415,1.0,1.0,1.0,1.36206896551724,0.0,0.15380859375,0.0,4.0,9.0,0.5051827713270596,0.49481722867294037,2,471191406250.0
209,0,87.0,1.0,1.0,70.498046875,3.0,22.0,0.06,1.0,100.0,1.0,1.0,79.0,3.0,6.48815165876777,0.0,1.0,0.0,1.59174311926605,0.0,0.15374755859375006,0.0,5.0,11.0,0.6610267604774875,0.3389732395225124,2,762919108072.917
305,0,6.0,1.0,2.0,58.473388671875,0.0,26.0,0.42,0.0,94.0,1.0,0.0,10.0,1.0,5.03846153846154,1.0,1.0,1.0,0.574074074074074,0.0,0.333333333333333,0.0,6.0,5.5,0.5287342244100897,0.4712657755899104,2,3500000000000.0
308,0,7.0,2.0,1.0,83.0,0.0,22.46484375,0.16,0.0,99.0,1.0,0.0,3.0,1.0,9.46153846153846,0.0,1.0,0.0,0.714285714285714,0.0,0.454545454545455,0.0,3.0,3.0,0.660783356103733,0.33921664389626704,1,128.51420224596754
1955,0,3.0,1.0,3.0,105.0,3.0,8.0,0.46,0.0,80.0,2.0,0.0,9.0,2.0,4.30769230769231,0.0,0.0,1.0,1.73333333333333,0.0,0.5214147090911865,0.0,2.0,0.0,0.5361844907362638,0.4638155092637361,1,78585290908.81354
350,0,13.0,2.0,1.0,79.0,1.0,31.0,0.15,0.0,100.0,3.0,1.0,0.4990234375,2.0,4.61111111111111,0.0,1.0,1.0,1.225,0.0,0.15380859375,0.0,4.0,6.0,0.7900353680645339,0.20996463193546613,2,446191406250.0
366,0,2.0,2.0,4.0,72.0,1.0,3.0,0.4,0.0,100.0,3.0,0.0,12.0,2.0,3.83333333333333,0.0,1.0,0.0,2.0,0.0,0.15380859374999994,0.0,4.0,5.0,0.8064602832271752,0.19353971677282472,1,679524739583.333
376,0,8.0,2.0,2.0,91.0,0.0,22.0,0.2,1.0,100.0,2.0,0.0,0.494384765625,3.0,4.5,0.0,1.0,0.0,1.3448275862069,0.0,0.1538085937499999,0.0,6.0,7.0,0.9173579101252729,0.08264208987472704,2,482555042613.6361
1958,0,4.0,1.0,3.0,116.0,1.0,3.0,0.19,3.0,88.0,2.0,1.0,43.0,3.0,4.76,0.0,1.0,1.0,1.32142857142857,0.0,0.15380859375,0.0,8.0,10.0,0.6090787814156234,0.39092121858437656,1,346191406250.0
1965,0,4.0,2.0,2.0,72.0,0.0,5.0,0.2,2.0,86.0,2.0,0.0,33.0,2.0,4.637451171874998,0.0,1.0,1.0,1.38888888888889,0.0,0.777777777777778,0.0,3.0,6.0,0.6024604629124529,0.3975395370875471,1,0.32246619378524755
1966,0,1.0,1.0,4.0,59.499390840530396,0.0,6.0,0.23,4.0,88.0,3.0,0.0,17.0,2.0,5.33333333333333,0.0,1.0,1.0,1.35714285714286,0.0,0.8,0.0,5.0,5.5,0.5026181839673004,0.4973818160326996,2,4500000000000.0
429,0,21.0,1.0,4.0,685.0,17.0,7.0,2.6454829101562507,0.0,100.0,3.0,6.0,77.0,2.0,5.06578947368421,0.0,1.0,0.0,1.08620689655172,0.0,0.15380859375,1.0,7.0,10.0,0.7217202628712112,0.2782797371287888,2,566191406250.0
1998,0,2.0,2.0,1.0,34.0,0.0,5.0,0.2,0.0,100.0,2.0,0.0,9.0,2.0,2.91666666666667,0.0,1.0,1.0,1.26666666666667,0.0,0.15380859375,0.0,3.0,1.0,0.9287202212248499,0.07127977877515015,1,596191406250.0
498,0,12.0,1.0,2.0,70.369140625,3.0,84.0,0.51,0.0,100.0,1.0,1.0,13.0,2.0,6.11363636363636,0.0,1.0,1.0,0.865979381443299,0.0,0.15380859375,0.0,5.0,3.0,0.7508284284949004,0.2491715715050996,2,446191406250.0
499,0,2.0,1.0,1.0,32.0,0.0,3.0,0.11,3.0,89.0,2.0,0.0,21.0,3.0,4.09090909090909,0.0,0.0,1.0,1.42857142857143,0.0,0.9375152438879013,0.0,1.0,7.0,0.8916800504401406,0.1083199495598594,1,187515243887.90137
565,0,10.0,2.0,4.0,29.498046875,0.0,0.0,0.25,1.0,94.0,2.0,1.0,30.0,2.0,2.625,0.0,1.0,1.0,1.75555555555556,0.0,0.15380859375000003,0.0,3.0,7.0,0.7975397301973096,0.20246026980269038,2,246191406249.99997
2049,0,7.0,4.0,9.0,166.0,0.0,1.0,0.44,4.0,80.0,2.0,0.0,29.0,2.0,4.6,2.0,2.0,1.0,2.5,0.0,0.15384615384615374,0.0,3.0,2.0,0.7990712109362884,0.2009287890637116,1,461538461538.46124
645,0,12.5,1.0,0.0,40.0,0.0,15.0,0.08,0.0,88.0,3.0,0.0,18.0,1.0,4.0,1.0,1.0,1.0,1.23529411764706,0.0,0.5,0.0,1.0,1.0,0.7927789628429082,0.2072210371570918,1,3500000000000.0
677,0,153.0,2.0,7.0,1689.0,5.0,46.0,0.4550127248764039,4.0,97.0,2.0,1.0,190.0,2.0,8.65071770334928,1.0,1.0,1.0,1.85321100917431,0.0,0.15380859375,3.0,6.0,12.0,0.5239625489946398,0.47603745100536027,2,446191406250.0
766,0,2.0,1.0,4.0,32.451904296875,0.0,2.0,0.42,0.0,100.0,1.0,0.0,37.0,2.0,6.475,0.0,1.0,0.0,0.840909090909091,0.0,0.875,0.0,5.0,7.0,0.7444730877600958,0.2555269122399042,1,16.151918783624065
831,0,4.0,1.0,0.0,30.47607421875,0.0,30.0,0.25,0.0,96.0,1.0,3.0,19.0,2.0,9.04938271604938,0.0,1.0,0.0,0.550561797752809,0.0,0.454545454545455,0.0,7.0,7.0,0.5026658928513574,0.4973341071486426,1,8.690926574240905
834,0,1.0,4.0,3.0,47.0,0.0,11.0,0.22,2.0,48.0,1.0,0.0,5.0,2.0,7.75,0.0,2.0,1.0,2.0,0.0,0.15380859375,0.0,4.0,2.0,0.9780125199946184,0.021987480005381674,1,846191406250.0
851,0,0.0,1.0,0.0,58.49731969833374,0.0,23.0,0.27,1.0,100.0,2.0,0.0,15.0,1.0,6.63636363636364,0.0,1.0,1.0,0.933333333333333,0.0,0.666666666666667,0.0,1.0,4.0,0.6402990120852954,0.3597009879147046,1,1.3095182788316988
984,0,0.0,1.0,1.0,32.499765396118164,0.0,0.0,0.42,1.0,0.0,3.0,0.0,5.0,1.0,2.75,0.0,1.0,1.0,0.9,0.0,1.0,0.0,3.0,0.0,0.7119120274161701,0.2880879725838299,1,0.119046397337088
1059,0,2.0,1.0,5.0,60.0,2.0,8.0,0.26,6.0,61.0,2.0,0.0,14.0,1.0,5.0,2.0,1.0,1.0,1.2,0.0,0.15380859375,0.0,3.0,3.0,0.8880966656319157,0.11190333436808428,1,596191406250.0
2128,0,0.0,1.0,0.0,23.0,2.0,5.0,0.27,0.0,81.0,2.0,0.0,4.0,2.0,1.73333333333333,0.0,1.0,1.0,0.166666666666667,0.0,0.5857109228769941,0.0,1.0,0.0,0.8062466917584187,0.19375330824158135,1,80955743789.67285
1280,0,0.0,2.0,0.0,57.0,0.0,40.0,0.16,0.0,40.0,1.0,0.0,26.0,2.0,4.14285714285714,2.0,2.0,1.0,0.681818181818182,0.0,0.5214251518249513,0.0,5.0,3.0,0.5452072663869327,0.4547927336130672,1,278574848175.0487
2241,0,5.0,2.0,1.0,41.0,0.0,8.0,0.17,1.0,80.0,3.0,0.0,28.0,2.0,4.38461538461539,0.0,0.0,1.0,1.5625,0.0,0.15380859375,0.0,2.0,0.0,0.9269814887786001,0.07301851122139993,1,346191406250.0
1431,0,3.0,1.0,0.0,92.0,1.0,16.0,0.17,0.0,97.0,2.0,1.0,8.0,2.0,1.67469879518072,0.0,0.0,1.0,0.252525252525253,0.0,0.428571428571429,0.0,5.0,1.49853515625,0.5329761689072224,0.46702383109277756,1,7501464843750.0
1438,0,2.0,1.0,0.0,78.0,1.0,14.0,0.17,0.0,97.0,2.0,2.0,5.0,2.0,1.47058823529412,0.0,0.0,1.0,0.2625,0.0,0.15380859375,0.0,3.0,1.0,0.7992027931048076,0.20079720689519237,1,846191406250.0
