,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0,0,1,0,0,1,2,0,3,3,0.52,0,0,2,1,0,1,6.33333333333333,4,7.33333333333333,3,1,0.714285714285714,113,0.444444444444444,0,3,0
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,1,0,1,0,0,1,3,0,1,13,0.18,2,50,3,0,25,1,2.42857142857143,0,5.0,1,1,0.5,57,0.0,0,4,3
1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,0,0,1,2,0,0,1,2,2,14,0.22,0,75,3,0,0,1,3.25,1,5.5,1,1,0.166666666666667,22,0.428571428571429,0,2,3
1347,0,0,1,0,0,1,1,0,0,5,0.21,2,0,3,0,15,1,1.2,1,9.8,3,1,0.571428571428571,218,0.0,0,2,0
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,0,1,2,1,6,3,0,4,6,1.1,0,55,2,0,2,1,3.0,1,4.16666666666667,1,1,0.909090909090909,202,0.375,0,5,2
160,2,0,1,1,2,3,1,1,0,0,0.33,2,66,2,0,0,2,4.0,3,8.33333333333333,7,1,2.0,145,0.333333333333333,0,1,3
37,0,0,1,2,1,6,3,0,5,11,0.99,0,72,2,0,1,1,2.72727272727273,1,4.09090909090909,1,1,0.2,347,0.357142857142857,0,5,2
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,0,8,1,1,0,1,1,0,7,12,0.25,1,86,1,0,0,3,4.7,2,4.9,0,1,0.863636363636364,19,0.5,0,2,2
265,1,0,1,0,0,4,1,1,4,5,0.28,3,100,2,4,2,1,11.4285714285714,1,11.4285714285714,4,1,0.888888888888889,23,0.833333333333333,0,2,0
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,4,0,1,0,2,1,4,2,2,6,0.15,8,25,2,0,0,2,4.41666666666667,0,9.0,2,1,0.941176470588235,37,0.454545454545455,0,3,3
380,2,0,1,0,0,3,2,2,6,2,0.35,1,55,2,0,2,1,4.5,0,5.33333333333333,1,1,0.888888888888889,151,0.4,0,1,4
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,1,1,1,0,0,2,6,0,6,12,0.56,0,27,3,2,2,2,3.78571428571429,1,3.71428571428571,0,1,0.458333333333333,171,0.642857142857143,0,3,1
1153,0,0,1,0,0,0,1,0,2,4,0.26,1,62,4,0,2,1,3.25,1,10.0,8,1,0.0,7,0.8,0,5,1
1184,0,0,1,0,0,2,5,1,9,13,0.17,3,60,3,0,1,2,4.14285714285714,0,8.78571428571429,1,1,0.5,30,0.6,0,6,2
1222,0,0,1,1,0,2,5,1,19,16,0.16,1,75,3,0,3,2,4.52941176470588,0,5.76470588235294,0,1,1.08695652173913,15,0.8,0,5,3
1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,0,0,1,1,0,4,2,0,3,19,0.27,3,60,3,0,3,2,3.78947368421053,0,8.26315789473684,1,1,0.0,16,0.6,0,7,4
1322,2,0,1,0,0,5,1,0,0,7,0.29,3,0,3,0,1,1,4.33333333333333,0,8.88888888888889,2,1,0.909090909090909,86,0.833333333333333,0,5,5
1335,0,0,1,0,0,7,1,0,0,1,0.69,4,0,3,0,2,1,6.0,6,17.0,17,2,1.0,6,0.333333333333333,0,5,1
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1,0,1,0,0,0,1,0,0,1,0.54,0,0,4,0,3,1,2.0,1,5.5,5,1,0.75,79,0.4,0,2,2
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,0,1,2,0,1,2,2,0,6,12,0.48,0,53,1,0,3,2,10.1538461538462,2,3.53846153846154,1,1,0.375,175,0.5,0,1,2
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,0,0,1,0,0,0,1,0,0,2,0.79,1,0,3,0,3,1,3.5,1,7.5,2,1,0.0,3,0.5,0,4,3
1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,0,1,2,1,5,3,0,5,12,0.88,0,75,2,0,12,1,2.75,1,4.16666666666667,1,1,0.352941176470588,6,0.333333333333333,0,5,3
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,0,1,2,1,4,3,0,4,7,0.83,0,71,2,0,9,1,2.85714285714286,1,4.14285714285714,1,1,0.416666666666667,31.0,0.384615384615385,0,4,1
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,0,2,3,1,1,4,1,10,10,2.44,0,75,4,2,3,1,3.36363636363636,0,3.27272727272727,1,0,0.882352941176471,244,0.375,0,4,0
85,2,0,1,0,0,3,1,0,0,5,0.39,0,0,4,0,3,1,2.0,0,1.85714285714286,1,1,0.0,21.5,0.428571428571429,0,2,2
92,0,0,1,0,0,13,1,0,0,7,1.2,0,0,4,0,3,1,1.0,1,1.71428571428571,1,1,0.0,23.5,0.5,0,1,2
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0,0,1,0,0,0,2,0,0,8,1.71,1,0,4,0,3,1,1.125,1,2.0,2,1,0.0,222,0.375,0,3,3
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,0,0,1,0,0,2,2,0,5,4,1.8450000000000002,0,25,2,1,9,1,5.75,3,7.0,4,1,1.125,89,0.375,0,4,4
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,5,0,1,1,0,3,2,0,6,14,0.84,0,75,2,0,20,2,4.68421052631579,1,1.585714285714285,1,1,0.818181818181818,35,0.375,0,2,4
759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,0,0,1,0,5,8,1,0,4,10,2.6550000000000002,0,75,4,0,4,1,10.5,1,3.3,1,1,0.833333333333333,148,0.5,0,8,2
1012,0,0,2,0,0,0,1,0,0,4,1.3650000000000002,0,0,2,0,0,1,1.25,0,1.75,1,1,0.5,59,0.5,0,3,0
1113,3,0,1,3,1,3,5,0,7,24,2.86,0,100,2,4,4,2,15.5555555555556,0,4.0,0,1,1.22857142857143,426,0.769230769230769,0,2,2
1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,0,0,1,0,0,0,1,1,2,4,2.75,0,70,4,0,6,1,2.0,1,7.6,2,1,0.857142857142857,35,0.666666666666667,0,7,2
1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,1,0,1,3,2,1,2,0,2,26,2.635,0,90,3,3,25,1,10.6296296296296,0,2.77777777777778,0,1,0.2,36,0.5,0,1,4
1283,1,0,1,0,0,5,1,0,0,4,2.565,6,0,3,0,22,1,5.2,3,12.6,4,1,1.0,110,0.5,0,6,1
1287,4,0,1,0,0,1,1,1,4,7,2.145,0,85,3,0,19,1,2.5,0,2.66666666666667,1,1,0.428571428571429,10,0.6,0,4,1
1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,0,0,1,0,0,0,1,0,0,52,2.2,0,0,4,1,31,1,0.615384615384615,0,3.01923076923077,1,1,0.0,83,0.5,0,2,3
26,0,0,1,2,1,5,3,0,4,9,0.79,0,74,2,0,11,1,3.33333333333333,1,4.11111111111111,1,1,0.642857142857143,20.5,0.333333333333333,0,4,4
27,0,0,1,2,1,5,3,0,5,12,1.03,0,75,2,1,12,1,3.08333333333333,1,4.16666666666667,1,1,0.352941176470588,29.0,0.384615384615385,0,4,3
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,2,0,1,1,0,4,2,0,6,10,0.6,0,83,3,0,2,1,3.58333333333333,1,4.91666666666667,1,1,1.73333333333333,1.0,0.6,0,3,1
1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,3,0,1,0,2,4,2,1,0,12,0.39,4,0,3,1,2,2,2.5625,0,5.75,1,1,0.421052631578947,47,0.571428571428571,0,7,2
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
