,CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE
112,0,0,2,0,0,0,1,1,3,3,0.07,2,66,4,0,8,1,2.0,0,6.25,2,1,1.16666666666667,275,0.4,0,7,0
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,0,0,1,0,0,1,1,0,0,5,0.07,2,0,3,0,15,1,1.2,1,9.8,3,1,0.571428571428571,218,0.888888888888889,0,2,0
1297,0,0,1,0,0,2,6,0,14,9,0.17,3,25,4,0,4.0,2,3.44444444444444,0,9.77777777777778,1,1,0.75,45.0,0.545454545454545,0,5,0
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,0,1,2,1,5,3,0,5,12,0.88,0,75,2,0,5,1,2.75,1,4.16666666666667,1,1,0.352941176470588,361,0.333333333333333,0,5,3
33,0,1,1,3,2,6,3,0,4,8,1.06,0,100,2,0,5,1,3.22222222222222,1,4.55555555555556,1,1,0.5,319,0.333333333333333,0,3,1
14,1,0,1,3,3,0,1,11,13,3,0.27,0,82,4,2,5,1,6.06666666666667,1,5.86666666666667,0,1,0.722222222222222,32.0,0.428571428571429,0,2,3
380,2,0,1,0,0,3,2,2,6,2,0.35,1,55,2,0,5,1,4.5,0,5.33333333333333,1,1,0.888888888888889,151,0.4,0,1,4
759,1,0,1,10,0,3,1,0,7,11,0.78,0,89,4,0,5,1,5.75,1,3.91666666666667,1,1,0.928571428571429,32.0,0.466666666666667,0,4,3
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,0,1,2,1,6,3,0,4,6,1.1,0,55,2,0,5,1,3.0,1,4.16666666666667,1,1,0.909090909090909,202,0.375,0,5,2
94,1,0,1,0,0,0,1,0,0,1,0.11,0,0,4,0,8,1,2.0,1,5.5,5,1,0.75,79,0.4,0,2,2
134,0,1,1,3,2,4,3,0,4,6,0.86,0,100,2,0,5,1,5.28571428571429,2,4.85714285714286,1,1,0.818181818181818,263,0.333333333333333,0,2,2
365,2,0,2,0,0,2,2,7,7,7,0.35,0,62,2,0,5,1,4.3125,1,5.0,1,1,1.35,127.0,0.428571428571429,0,1,5
1146,0,1,1,0,0,0,3,0,3,11,0.07,0,33,4,0,9,1,2.0,0,2.58333333333333,0,1,0.5,67.0,0.714285714285714,0,1,1
350,16,0,1,18,12,2,11,5,27,78,0.04,0,95,2,0,2,2,3.19191919191919,0,3.23232323232323,0,1,0.756521739130435,72.0,0.375,0,3,4
660,7,0,1,2,0,2,3,0,7,13,0.04,0,75,2,0,5,2,3.9,0,3.65,0,1,0.68,334.5,0.428571428571429,0,1,0
1145,0,0,1,0,20,0,1,0,0,22,0.2,0,0,3,56,7,1,11.4545454545455,0,2.04545454545455,1,1,0.25,45.0,1.0,0,1,0
110,1,0,1,0,0,0,3,2,7,12,0.03,0,68,4,0,12.5,1,3.13333333333333,1,4.46666666666667,2,1,0.263157894736842,32.0,0.333333333333333,0,3,2
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,8,0,2,0,2,1,3,0,9,14,0.03,0,78,2,0,12.5,2,4.27272727272727,0,6.13636363636364,0,1,1.3448275862069,32.0,0.384615384615385,0,5,2
116,11,0,1,0,1,3,2,0,8,8,0.0,4,33,4,0,1.0,1,4.05263157894737,0,6.78947368421053,1,1,0.227272727272727,102.5,0.3,0,3,8
1229,0,0,1,1,0,1,7,1,10,15,0.195,1,100,4,0,4,1,2.625,0,4.5,1,1,0.416666666666667,20.0,0.75,0,3,1
1314,4,0,1,0,0,1,3,0,5,15,0.03,1,57,4,0,2,1,3.57894736842105,0,5.26315789473684,1,1,0.434782608695652,72.0,0.833333333333333,0,5,2
86,0,0,1,0,0,0,2,0,4,14,0.03,0,0,4,0,2,1,4.14285714285714,1,3.85714285714286,2,1,0.235294117647059,72.0,0.285714285714286,0,3,1
1161,0,2,1,2,0,0,5,1,8,8,0.03,0,56,4,0,2,2,3.36363636363636,1,6.72727272727273,2,1,1.0,72.0,0.571428571428571,0,2,1
1283,1,0,1,0,0,5,1,0,0,4,0.04,6,0,3,0,4.0,1,5.2,3,12.6,4,1,1.0,46.0,0.5,0,6,6
37,0,0,1,2,1,6,3,0,5,11,6.365,0,72,2,0,2,1,2.72727272727273,1,4.09090909090909,1,1,0.2,72.0,0.357142857142857,0,5,7
30,0,0,1,2,1,4,3,0,4,7,0.83,0,71,2,0,5,1,2.85714285714286,1,4.14285714285714,1,1,0.416666666666667,423,0.384615384615385,0,4,1
115,1,0,1,22,1,0,2,2,6,12,2.215,0,87,4,0,1,1,4.53333333333333,1,3.66666666666667,1,1,0.277777777777778,19.0,0.428571428571429,0,4,8
1009,1,1,1,0,0,2,6,0,6,12,0.04,0,27,3,2,2,2,3.78571428571429,1,3.71428571428571,0,1,0.458333333333333,72.0,0.642857142857143,0,3,6
1184,0,0,1,0,0,2,5,1,9,13,0.17,3,60,3,0,4.0,2,4.14285714285714,0,8.78571428571429,1,1,0.5,30.0,0.6,0,6,4
1287,4,0,1,0,0,1,1,1,4,7,0.04,0,85,3,0,5,1,2.5,0,2.66666666666667,1,1,0.428571428571429,334.5,0.6,0,4,6
42,3,0,1,0,0,0,1,0,17,9,0.215,0,76,3,2,2,1,4.0,1,7.16666666666667,1,1,0.928571428571429,6.0,0.333333333333333,0,7,1
1338,1,1,1,0,2,4,1,0,0,2,0.04,2,0,3,0,5,1,3.75,0,6.75,1,1,1.0,334.5,0.666666666666667,0,1,0
92,0,0,1,0,0,13,1,0,0,7,2.56,0,0,4,0,3,1,1.0,1,1.71428571428571,1,1,0.0,267,0.5,0,1,2
1339,3,0,1,5,1,2,1,0,0,2,0.235,3,76,3,0,5,1,5.4,0,6.2,1,1,1.28571428571429,6.0,0.666666666666667,0,4,3
1286,3,0,1,0,2,4,2,1,0,12,0.11,4,0,3,1,4.0,2,2.5625,0,5.75,1,1,0.421052631578947,334.5,0.571428571428571,0,1,0
939,14,0,1,10,5,4,4,21,38,44,0.215,0,100,2,6,4.0,2,7.13924050632911,0,4.0253164556962,0,0,1.04761904761905,6.0,0.5,0,5,2
1212,4,10,1,0,0,2,7,0,19,10,0.01,2,50,4,0,4.0,2,4.0,0,6.79166666666667,1,1,1.125,93.0,0.444444444444444,0,8,0
381,1,0,1,1,0,1,4,2,6,33,0.03,0,95,4,0,2,1,2.13888888888889,0,3.5,1,1,0.536585365853659,72.0,0.666666666666667,0,2,0
291,0,1,2,0,1,2,2,0,6,12,0.04,0,53,1,0,2,2,10.1538461538462,2,3.53846153846154,1,1,0.375,72.0,0.5,0,8,1
326,8,1,2,1,0,4,3,0,8,13,0.04,1,83,3,0,12.5,1,3.22727272727273,1,6.22727272727273,1,1,1.33333333333333,32.0,0.608695652173913,2,6,2
1335,0,0,1,0,0,7,1,0,0,1,0.69,4,0,3,0,0,1,6.0,6,17.0,17,2,1.0,216.0,0.333333333333333,0,5,10
661,5,0,1,1,0,3,2,0,6,14,0.04,0,75,2,0,5,2,4.68421052631579,1,4.36842105263158,1,1,0.818181818181818,334.5,0.375,0,7,0
1272,1,0,1,3,1,4,1,0,0,2,0.175,3,33,3,0,0,1,6.33333333333333,2,8.0,5,1,0.6,93.0,0.6,0,3,2
1296,0,0,1,1,0,4,2,0,3,19,0.175,3,60,3,0,1.0,2,3.78947368421053,0,8.26315789473684,1,1,0.0,93.0,0.6,0,3,0
762,0,0,1,0,5,8,1,0,4,10,2.56,0,75,4,0,4,1,10.5,1,3.3,1,1,0.833333333333333,148,0.5,0,8,2
1238,0,1,1,0,0,1,2,0,1,6,0.07,1,33,3,0,2,1,1.14285714285714,0,3.14285714285714,1,1,0.0,137,0.5,0,1,2
941,28,0,5,10,3,0,1,1,11,7,1.6749999999999998,0,88,1,0,13.5,2,5.11111111111111,1,4.80555555555556,1,1,1.68421052631579,10.0,0.5,0,5,10
73,7,0,1,7,0,2,10,0,35,58,0.04,1,86,3,3,5,2,2.84615384615385,0,3.61538461538462,0,1,0.539473684210526,73.0,0.384615384615385,0,6,0
537,7,0,1,1,1,2,7,3,9,52,0.03,1,97,4,0,1.5,1,2.74193548387097,0,4.5,0,1,0.457142857142857,14.0,0.384615384615385,0,2,10
876,2,0,1,0,0,2,1,6,7,26,0.04,0,76,2,0,5,2,3.67647058823529,0,3.14705882352941,1,1,0.805555555555556,334.5,0.5,0,6,13
160,2,0,1,1,2,3,1,1,0,0,0.235,2,66,2,0,1,2,4.0,3,8.33333333333333,7,1,2.0,58.0,0.333333333333333,0,1,3
1277,1,0,1,3,2,1,2,0,2,26,0.04,0,90,3,3,10.5,1,10.6296296296296,0,2.77777777777778,0,1,0.2,439.0,0.5,0,8,0
161,0,0,1,0,0,1,1,1,0,0,0.135,3,0,2,0,0,2,4.0,4,18.0,18,16,6.0,29.0,0.333333333333333,0,8,13
1128,0,0,1,0,5,3,1,1,2,56,0.04,0,40,2,1,36.0,3,3.87719298245614,0,1.92982456140351,1,1,0.525423728813559,181.5,0.75,0,2,7
343,4,0,1,0,2,1,4,2,2,6,0.0,8,25,2,0,1.0,2,4.41666666666667,0,9.0,2,1,0.941176470588235,37.0,0.454545454545455,0,4,7
892,3,31,1,0,7,1,5,9,43,40,0.01,0,90,2,1,4.0,2,6.04819277108434,1,4.19277108433735,1,1,0.876404494382023,32.0,0.521739130434783,1,3,2
538,7,0,1,1,1,2,5,5,6,48,0.0,1,97,4,0,1.5,1,2.76666666666667,0,4.26666666666667,0,1,0.454545454545455,14.0,0.363636363636364,0,6,1
354,10,1,1,2,4,1,3,1,5,7,0.11,1,88,4,0,4.0,2,2.89473684210526,0,5.52631578947368,0,1,1.73913043478261,93.0,0.555555555555556,0,3,2
1222,0,0,1,1,0,2,5,1,19,16,0.16,1,75,3,0,4.0,2,4.52941176470588,0,5.76470588235294,0,1,1.08695652173913,15,0.8,0,5,3
1153,0,0,1,0,0,0,1,0,2,4,0.01,1,62,4,0,4.0,1,3.25,1,10.0,8,1,0.0,7.0,0.8,0,5,6
1322,2,0,1,0,0,5,1,0,0,7,0.29,3,0,3,0,16.5,1,4.33333333333333,0,8.88888888888889,2,1,0.909090909090909,46.0,0.833333333333333,0,5,5
332,0,8,1,1,0,1,1,0,7,12,0.25,1,86,1,0,5,3,4.7,2,4.9,0,1,0.863636363636364,19,0.5,0,2,2
1291,0,0,1,0,0,0,1,0,0,2,0.79,1,0,3,0,5,1,3.5,1,7.5,2,1,0.0,3,0.5,0,4,3
297,1,0,1,6,0,1,3,25,23,7,0.07,0,93,4,7,5,1,5.39393939393939,1,3.24242424242424,1,1,0.405405405405405,32.0,0.375,0,1,3
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,5,0,1,33,0,3,1,0,9,7,0.47,0,92,4,0,5,1,6.0,1,7.33333333333333,2,1,0.866666666666667,32.0,0.4,0,4,2
1231,7,0,1,1,1,1,5,5,6,48,0.07,1,97,4,0,5.5,2,2.95,0,4.48333333333333,1,1,0.424242424242424,32.0,0.5,0,7,2
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
